in_deg_centrality,[1.]
18,"[0.268, 0.107, 0.227, 0.101, 0.094, 0.1, 0.215, 0.112, 0.206, 0.22]"
19,"[0.103, 0.321, 0.116, 0.32, 0.184, 0.185, 0.229, 0.239, 0.093, 0.102]"
20,"[0.327, 0.107, 0.259, 0.101, 0.094, 0.149, 0.28, 0.122, 0.223, 0.248]"
21,"[0.103, 0.264, 0.116, 0.371, 0.182, 0.191, 0.246, 0.23, 0.093, 0.102]"
22,"[0.344, 0.107, 0.3, 0.101, 0.094, 0.171, 0.256, 0.156, 0.261, 0.246]"
23,"[0.103, 0.257, 0.116, 0.349, 0.178, 0.239, 0.283, 0.282, 0.093, 0.102]"
24,"[0.345, 0.112, 0.309, 0.101, 0.163, 0.218, 0.251, 0.137, 0.268, 0.256]"
25,"[0.103, 0.265, 0.127, 0.368, 0.185, 0.342, 0.409, 0.286, 0.093, 0.102]"
26,"[0.342, 0.107, 0.326, 0.108, 0.155, 0.283, 0.235, 0.159, 0.294, 0.26]"
27,"[0.103, 0.319, 0.104, 0.375, 0.178, 0.335, 0.409, 0.165, 0.093, 0.102]"
28,"[0.322, 0.107, 0.358, 0.101, 0.222, 0.092, 0.223, 0.344, 0.198, 0.265]"
29,"[0.103, 0.334, 0.104, 0.356, 0.168, 0.249, 0.115, 0.146, 0.184, 0.274]"
30,"[0.26, 0.107, 0.235, 0.111, 0.198, 0.106, 0.214, 0.293, 0.224, 0.102]"
31,"[0.103, 0.301, 0.109, 0.266, 0.139, 0.267, 0.16, 0.121, 0.116, 0.27]"
32,"[0.259, 0.107, 0.271, 0.097, 0.267, 0.086, 0.133, 0.291, 0.164, 0.109]"
33,"[0.08, 0.296, 0.128, 0.267, 0.092, 0.257, 0.189, 0.126, 0.186, 0.283]"
34,"[0.25, 0.109, 0.249, 0.136, 0.346, 0.098, 0.155, 0.274, 0.242, 0.103]"
35,"[0.08, 0.31, 0.139, 0.307, 0.136, 0.274, 0.286, 0.126, 0.283, 0.268]"
36,"[0.292, 0.109, 0.269, 0.14, 0.314, 0.092, 0.222, 0.318, 0.161, 0.111]"
37,"[0.133, 0.315, 0.116, 0.274, 0.094, 0.274, 0.331, 0.125, 0.294, 0.317]"
38,"[0.29, 0.144, 0.271, 0.106, 0.363, 0.092, 0.176, 0.367, 0.093, 0.102]"
39,"[0.199, 0.307, 0.282, 0.305, 0.094, 0.285, 0.269, 0.173, 0.304, 0.34]"
40,"[0.319, 0.223, 0.208, 0.101, 0.352, 0.177, 0.14, 0.38, 0.093, 0.102]"
41,"[0.25, 0.453, 0.275, 0.338, 0.094, 0.234, 0.351, 0.173, 0.319, 0.352]"
42,"[0.427, 0.107, 0.395, 0.209, 0.355, 0.28, 0.178, 0.392, 0.168, 0.102]"
43,"[0.136, 0.386, 0.144, 0.409, 0.097, 0.41, 0.368, 0.154, 0.316, 0.384]"
44,"[0.378, 0.123, 0.334, 0.268, 0.32, 0.215, 0.219, 0.33, 0.193, 0.102]"
45,"[0.175, 0.348, 0.199, 0.375, 0.168, 0.38, 0.319, 0.185, 0.304, 0.292]"
46,"[0.36, 0.182, 0.333, 0.269, 0.323, 0.262, 0.273, 0.333, 0.196, 0.118]"
47,"[0.262, 0.343, 0.265, 0.398, 0.185, 0.353, 0.355, 0.191, 0.342, 0.287]"
48,"[0.367, 0.293, 0.299, 0.293, 0.325, 0.274, 0.324, 0.353, 0.227, 0.207]"
49,"[0.294, 0.402, 0.274, 0.364, 0.185, 0.392, 0.385, 0.199, 0.348, 0.351]"
50,"[0.411, 0.315, 0.347, 0.272, 0.319, 0.29, 0.363, 0.317, 0.267, 0.261]"
51,"[0.276, 0.376, 0.298, 0.36, 0.199, 0.399, 0.397, 0.254, 0.323, 0.314]"
52,"[0.335, 0.318, 0.34, 0.271, 0.277, 0.278, 0.386, 0.259, 0.258, 0.253]"
53,"[0.273, 0.333, 0.292, 0.303, 0.178, 0.299, 0.387, 0.262, 0.214, 0.25]"
54,"[0.268, 0.318, 0.379, 0.292, 0.258, 0.282, 0.381, 0.251, 0.282, 0.245]"
55,"[0.274, 0.223, 0.293, 0.222, 0.198, 0.308, 0.396, 0.268, 0.199, 0.192]"
56,"[0.222, 0.318, 0.3, 0.265, 0.187, 0.283, 0.335, 0.251, 0.239, 0.266]"
57,"[0.293, 0.196, 0.298, 0.237, 0.17, 0.287, 0.348, 0.248, 0.265, 0.181]"
58,"[0.223, 0.312, 0.267, 0.257, 0.183, 0.28, 0.301, 0.265, 0.218, 0.213]"
59,"[0.282, 0.252, 0.287, 0.246, 0.141, 0.325, 0.305, 0.249, 0.293, 0.209]"
60,"[0.282, 0.305, 0.374, 0.256, 0.218, 0.292, 0.355, 0.307, 0.239, 0.138]"
61,"[0.283, 0.301, 0.289, 0.299, 0.131, 0.373, 0.309, 0.26, 0.325, 0.226]"
62,"[0.345, 0.308, 0.38, 0.268, 0.246, 0.297, 0.34, 0.336, 0.281, 0.15]"
63,"[0.293, 0.36, 0.285, 0.343, 0.168, 0.361, 0.347, 0.277, 0.329, 0.24]"
64,"[0.371, 0.315, 0.369, 0.267, 0.276, 0.297, 0.375, 0.352, 0.296, 0.252]"
65,"[0.294, 0.377, 0.293, 0.351, 0.25, 0.381, 0.388, 0.284, 0.348, 0.3]"
66,"[0.398, 0.318, 0.372, 0.283, 0.308, 0.302, 0.393, 0.378, 0.324, 0.274]"
67,"[0.296, 0.366, 0.295, 0.363, 0.294, 0.411, 0.365, 0.283, 0.337, 0.314]"
68,"[0.401, 0.325, 0.354, 0.284, 0.308, 0.321, 0.38, 0.365, 0.324, 0.28]"
69,"[0.286, 0.365, 0.316, 0.335, 0.287, 0.431, 0.349, 0.301, 0.304, 0.296]"
70,"[0.395, 0.336, 0.325, 0.281, 0.273, 0.324, 0.347, 0.366, 0.314, 0.292]"
71,"[0.299, 0.38, 0.322, 0.321, 0.305, 0.431, 0.352, 0.306, 0.332, 0.26]"
72,"[0.416, 0.361, 0.399, 0.308, 0.246, 0.343, 0.344, 0.405, 0.311, 0.281]"
73,"[0.315, 0.48, 0.339, 0.375, 0.287, 0.409, 0.37, 0.31, 0.357, 0.284]"
74,"[0.433, 0.393, 0.317, 0.31, 0.282, 0.358, 0.39, 0.44, 0.307, 0.284]"
75,"[0.332, 0.5, 0.319, 0.417, 0.278, 0.316, 0.365, 0.311, 0.33, 0.333]"
76,"[0.441, 0.361, 0.378, 0.284, 0.322, 0.33, 0.369, 0.352, 0.298, 0.282]"
77,"[0.337, 0.424, 0.333, 0.349, 0.254, 0.401, 0.366, 0.302, 0.349, 0.316]"
78,"[0.401, 0.345, 0.4, 0.297, 0.311, 0.34, 0.417, 0.284, 0.312, 0.283]"
79,"[0.32, 0.342, 0.328, 0.288, 0.257, 0.432, 0.396, 0.297, 0.315, 0.271]"
80,"[0.342, 0.349, 0.429, 0.324, 0.296, 0.362, 0.325, 0.283, 0.32, 0.274]"
81,"[0.302, 0.35, 0.327, 0.293, 0.287, 0.345, 0.377, 0.306, 0.3, 0.255]"
82,"[0.356, 0.357, 0.384, 0.315, 0.292, 0.338, 0.317, 0.313, 0.345, 0.281]"
83,"[0.309, 0.374, 0.339, 0.321, 0.312, 0.349, 0.375, 0.321, 0.327, 0.257]"
84,"[0.368, 0.353, 0.38, 0.311, 0.278, 0.335, 0.343, 0.333, 0.345, 0.287]"
85,"[0.319, 0.374, 0.341, 0.32, 0.311, 0.369, 0.371, 0.33, 0.324, 0.277]"
86,"[0.379, 0.36, 0.436, 0.316, 0.259, 0.335, 0.35, 0.368, 0.354, 0.299]"
87,"[0.329, 0.454, 0.349, 0.307, 0.318, 0.416, 0.375, 0.339, 0.36, 0.256]"
88,"[0.407, 0.361, 0.471, 0.32, 0.262, 0.344, 0.345, 0.348, 0.346, 0.312]"
89,"[0.335, 0.446, 0.35, 0.365, 0.321, 0.433, 0.375, 0.338, 0.339, 0.257]"
90,"[0.416, 0.361, 0.443, 0.327, 0.284, 0.349, 0.372, 0.375, 0.338, 0.305]"
91,"[0.329, 0.432, 0.351, 0.361, 0.317, 0.423, 0.372, 0.342, 0.348, 0.261]"
92,"[0.417, 0.356, 0.423, 0.321, 0.317, 0.347, 0.363, 0.385, 0.341, 0.3]"
93,"[0.327, 0.414, 0.352, 0.338, 0.307, 0.408, 0.37, 0.342, 0.356, 0.287]"
94,"[0.404, 0.359, 0.433, 0.329, 0.32, 0.344, 0.37, 0.376, 0.338, 0.303]"
95,"[0.328, 0.405, 0.352, 0.332, 0.312, 0.407, 0.373, 0.338, 0.375, 0.29]"
96,"[0.391, 0.357, 0.411, 0.327, 0.312, 0.347, 0.362, 0.351, 0.359, 0.3]"
97,"[0.327, 0.404, 0.345, 0.344, 0.306, 0.389, 0.391, 0.342, 0.399, 0.273]"
98,"[0.403, 0.357, 0.402, 0.318, 0.283, 0.339, 0.384, 0.364, 0.377, 0.303]"
99,"[0.319, 0.436, 0.35, 0.305, 0.32, 0.405, 0.39, 0.337, 0.4, 0.238]"
