eigenvector_centrality,[7. 9.]
44,"[0.11, 0.19, 0.096, 0.192, 0.1, 0.105, 0.102, 0.103, 0.11, 0.091]"
45,"[0.102, 0.099, 0.148, 0.122, 0.126, 0.197, 0.089, 0.121, 0.14, 0.179]"
46,"[0.164, 0.282, 0.102, 0.269, 0.1, 0.105, 0.17, 0.161, 0.155, 0.093]"
47,"[0.136, 0.1, 0.291, 0.122, 0.247, 0.344, 0.178, 0.316, 0.271, 0.265]"
48,"[0.247, 0.255, 0.255, 0.252, 0.285, 0.244, 0.269, 0.241, 0.267, 0.12]"
49,"[0.181, 0.18, 0.177, 0.185, 0.18, 0.195, 0.163, 0.193, 0.187, 0.193]"
50,"[0.156, 0.163, 0.151, 0.154, 0.163, 0.173, 0.128, 0.183, 0.157, 0.217]"
51,"[0.169, 0.153, 0.197, 0.128, 0.222, 0.213, 0.159, 0.132, 0.204, 0.156]"
52,"[0.17, 0.184, 0.16, 0.112, 0.103, 0.186, 0.166, 0.231, 0.149, 0.142]"
53,"[0.212, 0.188, 0.233, 0.159, 0.211, 0.256, 0.194, 0.094, 0.21, 0.167]"
54,"[0.222, 0.203, 0.21, 0.178, 0.092, 0.235, 0.186, 0.261, 0.178, 0.161]"
55,"[0.08, 0.109, 0.116, 0.097, 0.216, 0.086, 0.109, 0.104, 0.113, 0.125]"
56,"[0.08, 0.129, 0.133, 0.118, 0.083, 0.086, 0.159, 0.104, 0.177, 0.108]"
57,"[0.08, 0.109, 0.117, 0.098, 0.206, 0.126, 0.109, 0.139, 0.113, 0.157]"
58,"[0.247, 0.222, 0.253, 0.202, 0.083, 0.086, 0.196, 0.104, 0.177, 0.104]"
59,"[0.08, 0.111, 0.119, 0.104, 0.217, 0.096, 0.109, 0.174, 0.114, 0.171]"
60,"[0.234, 0.204, 0.216, 0.205, 0.087, 0.086, 0.197, 0.104, 0.187, 0.107]"
61,"[0.09, 0.123, 0.124, 0.134, 0.165, 0.095, 0.112, 0.295, 0.116, 0.201]"
62,"[0.168, 0.164, 0.112, 0.181, 0.092, 0.092, 0.113, 0.164, 0.11, 0.13]"
63,"[0.114, 0.145, 0.137, 0.166, 0.125, 0.1, 0.127, 0.306, 0.13, 0.101]"
64,"[0.176, 0.162, 0.149, 0.144, 0.099, 0.144, 0.141, 0.138, 0.122, 0.153]"
65,"[0.123, 0.162, 0.159, 0.182, 0.168, 0.193, 0.147, 0.089, 0.161, 0.106]"
66,"[0.141, 0.113, 0.161, 0.111, 0.144, 0.158, 0.115, 0.169, 0.111, 0.161]"
67,"[0.144, 0.173, 0.185, 0.179, 0.253, 0.281, 0.177, 0.089, 0.179, 0.123]"
68,"[0.238, 0.202, 0.287, 0.146, 0.156, 0.134, 0.228, 0.101, 0.205, 0.165]"
69,"[0.144, 0.165, 0.154, 0.163, 0.256, 0.297, 0.155, 0.089, 0.148, 0.277]"
70,"[0.281, 0.253, 0.26, 0.255, 0.161, 0.153, 0.268, 0.098, 0.263, 0.166]"
71,"[0.146, 0.164, 0.168, 0.166, 0.264, 0.251, 0.165, 0.091, 0.161, 0.266]"
72,"[0.238, 0.231, 0.213, 0.231, 0.151, 0.155, 0.219, 0.101, 0.239, 0.16]"
73,"[0.149, 0.172, 0.176, 0.179, 0.227, 0.23, 0.171, 0.134, 0.179, 0.228]"
74,"[0.2, 0.217, 0.19, 0.206, 0.158, 0.157, 0.181, 0.143, 0.215, 0.172]"
75,"[0.151, 0.174, 0.183, 0.19, 0.17, 0.169, 0.175, 0.159, 0.187, 0.202]"
76,"[0.204, 0.199, 0.181, 0.196, 0.165, 0.156, 0.17, 0.114, 0.205, 0.165]"
77,"[0.151, 0.175, 0.168, 0.183, 0.188, 0.165, 0.171, 0.159, 0.168, 0.189]"
78,"[0.199, 0.184, 0.252, 0.2, 0.153, 0.145, 0.151, 0.11, 0.199, 0.172]"
79,"[0.143, 0.143, 0.152, 0.168, 0.244, 0.168, 0.153, 0.195, 0.131, 0.175]"
80,"[0.174, 0.171, 0.217, 0.146, 0.154, 0.126, 0.141, 0.098, 0.176, 0.167]"
81,"[0.142, 0.128, 0.137, 0.142, 0.257, 0.16, 0.134, 0.194, 0.11, 0.162]"
82,"[0.191, 0.182, 0.206, 0.143, 0.168, 0.159, 0.156, 0.098, 0.181, 0.152]"
83,"[0.148, 0.158, 0.159, 0.182, 0.259, 0.156, 0.17, 0.166, 0.144, 0.167]"
84,"[0.192, 0.198, 0.204, 0.134, 0.167, 0.164, 0.172, 0.109, 0.188, 0.158]"
85,"[0.156, 0.177, 0.175, 0.191, 0.257, 0.164, 0.175, 0.14, 0.167, 0.171]"
86,"[0.182, 0.201, 0.18, 0.131, 0.169, 0.167, 0.161, 0.142, 0.188, 0.166]"
87,"[0.154, 0.18, 0.182, 0.197, 0.226, 0.164, 0.179, 0.126, 0.179, 0.17]"
88,"[0.169, 0.185, 0.175, 0.127, 0.182, 0.164, 0.161, 0.137, 0.176, 0.184]"
89,"[0.156, 0.173, 0.176, 0.19, 0.223, 0.162, 0.177, 0.105, 0.17, 0.165]"
90,"[0.167, 0.187, 0.18, 0.124, 0.167, 0.119, 0.157, 0.099, 0.161, 0.156]"
91,"[0.139, 0.118, 0.15, 0.135, 0.254, 0.175, 0.148, 0.104, 0.112, 0.183]"
92,"[0.183, 0.207, 0.249, 0.127, 0.12, 0.106, 0.178, 0.099, 0.176, 0.168]"
93,"[0.109, 0.101, 0.105, 0.122, 0.294, 0.197, 0.094, 0.124, 0.099, 0.184]"
94,"[0.189, 0.216, 0.215, 0.143, 0.128, 0.105, 0.188, 0.098, 0.19, 0.123]"
95,"[0.114, 0.1, 0.109, 0.122, 0.3, 0.18, 0.089, 0.135, 0.099, 0.174]"
96,"[0.202, 0.219, 0.224, 0.158, 0.138, 0.105, 0.207, 0.098, 0.2, 0.112]"
97,"[0.111, 0.1, 0.115, 0.122, 0.287, 0.189, 0.089, 0.14, 0.099, 0.198]"
98,"[0.206, 0.23, 0.237, 0.165, 0.145, 0.105, 0.214, 0.098, 0.204, 0.099]"
99,"[0.12, 0.1, 0.115, 0.122, 0.282, 0.194, 0.089, 0.146, 0.099, 0.202]"
