eigenvector_centrality,[7. 9.]
18,"[tensor(2.0601), tensor(2.0991), tensor(1.9626), tensor(1.9871), tensor(2.0668), tensor(1.9718), tensor(2.0373), tensor(1.9804), tensor(2.0215), tensor(1.9401)]"
19,"[tensor(1.9632), tensor(1.9355), tensor(2.0087), tensor(2.0115), tensor(1.9462), tensor(1.9798), tensor(1.9724), tensor(2.0702), tensor(1.9942), tensor(2.0623)]"
20,"[tensor(1.9843), tensor(2.0592), tensor(1.9475), tensor(1.9730), tensor(2.0262), tensor(1.9722), tensor(1.9635), tensor(1.9553), tensor(1.9638), tensor(1.9119)]"
21,"[tensor(1.9731), tensor(1.9074), tensor(1.9553), tensor(1.9743), tensor(1.9104), tensor(1.9331), tensor(1.9878), tensor(2.0044), tensor(2.0022), tensor(2.0053)]"
22,"[tensor(1.9091), tensor(2.0072), tensor(1.9526), tensor(1.9656), tensor(1.9781), tensor(1.9636), tensor(1.9071), tensor(1.9658), tensor(1.9250), tensor(1.8896)]"
23,"[tensor(1.9790), tensor(1.8985), tensor(1.9164), tensor(1.9337), tensor(1.8919), tensor(1.9043), tensor(1.9946), tensor(1.9570), tensor(1.9987), tensor(1.9392)]"
24,"[tensor(1.8606), tensor(1.9353), tensor(1.9296), tensor(1.9420), tensor(1.9333), tensor(1.9509), tensor(1.8637), tensor(1.9655), tensor(1.8954), tensor(1.8984)]"
25,"[tensor(1.9742), tensor(1.9016), tensor(1.8797), tensor(1.8948), tensor(1.8757), tensor(1.8722), tensor(1.9822), tensor(1.9181), tensor(1.9754), tensor(1.8714)]"
26,"[tensor(1.8261), tensor(1.8662), tensor(1.9061), tensor(1.9161), tensor(1.8934), tensor(1.9289), tensor(1.8311), tensor(1.8905), tensor(1.8691), tensor(1.8728)]"
27,"[tensor(1.8977), tensor(1.8665), tensor(1.8017), tensor(1.8269), tensor(1.8312), tensor(1.8061), tensor(1.8962), tensor(1.9363), tensor(1.8678), tensor(1.8687)]"
28,"[tensor(1.7812), tensor(1.8121), tensor(1.8674), tensor(1.8996), tensor(1.8816), tensor(1.8635), tensor(1.7693), tensor(1.8274), tensor(1.8146), tensor(1.8877)]"
29,"[tensor(1.8543), tensor(1.8237), tensor(1.7866), tensor(1.8012), tensor(1.7975), tensor(1.7919), tensor(1.8534), tensor(1.8898), tensor(1.8245), tensor(1.7556)]"
30,"[tensor(1.7409), tensor(1.7628), tensor(1.7803), tensor(1.8339), tensor(1.8634), tensor(1.7469), tensor(1.7097), tensor(1.7908), tensor(1.7277), tensor(1.8836)]"
31,"[tensor(1.8316), tensor(1.7930), tensor(1.7694), tensor(1.7731), tensor(1.7497), tensor(1.7648), tensor(1.8327), tensor(1.8251), tensor(1.8294), tensor(1.6937)]"
32,"[tensor(1.7081), tensor(1.7299), tensor(1.7560), tensor(1.7951), tensor(1.8307), tensor(1.7245), tensor(1.6642), tensor(1.7733), tensor(1.6877), tensor(1.8650)]"
33,"[tensor(1.8010), tensor(1.7782), tensor(1.7299), tensor(1.7437), tensor(1.7180), tensor(1.7179), tensor(1.8082), tensor(1.7899), tensor(1.8004), tensor(1.6568)]"
34,"[tensor(1.6819), tensor(1.7101), tensor(1.7408), tensor(1.7824), tensor(1.7971), tensor(1.7231), tensor(1.6336), tensor(1.7453), tensor(1.6618), tensor(1.8412)]"
35,"[tensor(1.7725), tensor(1.7570), tensor(1.6994), tensor(1.7230), tensor(1.6880), tensor(1.6679), tensor(1.7755), tensor(1.7623), tensor(1.7607), tensor(1.6440)]"
36,"[tensor(1.6782), tensor(1.7025), tensor(1.7284), tensor(1.7722), tensor(1.7633), tensor(1.7055), tensor(1.6279), tensor(1.7214), tensor(1.6674), tensor(1.8040)]"
37,"[tensor(1.7529), tensor(1.7415), tensor(1.6846), tensor(1.7049), tensor(1.6659), tensor(1.6509), tensor(1.7559), tensor(1.7549), tensor(1.7327), tensor(1.6746)]"
38,"[tensor(1.7035), tensor(1.7099), tensor(1.7327), tensor(1.7745), tensor(1.7533), tensor(1.7161), tensor(1.6627), tensor(1.7016), tensor(1.6980), tensor(1.7586)]"
39,"[tensor(1.7207), tensor(1.7289), tensor(1.6814), tensor(1.6863), tensor(1.6548), tensor(1.6471), tensor(1.7369), tensor(1.7712), tensor(1.7075), tensor(1.7464)]"
40,"[tensor(1.7436), tensor(1.7361), tensor(1.7490), tensor(1.7904), tensor(1.7476), tensor(1.7304), tensor(1.7030), tensor(1.6839), tensor(1.7366), tensor(1.7045)]"
41,"[tensor(1.6855), tensor(1.6957), tensor(1.6796), tensor(1.6677), tensor(1.6567), tensor(1.6475), tensor(1.6994), tensor(1.8019), tensor(1.6840), tensor(1.7698)]"
42,"[tensor(1.7613), tensor(1.7461), tensor(1.7382), tensor(1.7977), tensor(1.7559), tensor(1.7238), tensor(1.7175), tensor(1.6596), tensor(1.7429), tensor(1.6733)]"
43,"[tensor(1.6681), tensor(1.6736), tensor(1.6789), tensor(1.6574), tensor(1.6437), tensor(1.6514), tensor(1.6780), tensor(1.8095), tensor(1.6716), tensor(1.7758)]"
44,"[tensor(1.7764), tensor(1.7495), tensor(1.7292), tensor(1.7988), tensor(1.7592), tensor(1.7279), tensor(1.7191), tensor(1.6437), tensor(1.7422), tensor(1.6487)]"
45,"[tensor(1.6682), tensor(1.6687), tensor(1.6929), tensor(1.6536), tensor(1.6377), tensor(1.6728), tensor(1.6836), tensor(1.8168), tensor(1.6785), tensor(1.7791)]"
46,"[tensor(1.7971), tensor(1.7732), tensor(1.7396), tensor(1.8096), tensor(1.7668), tensor(1.7386), tensor(1.7358), tensor(1.6333), tensor(1.7488), tensor(1.6345)]"
47,"[tensor(1.6755), tensor(1.6769), tensor(1.6953), tensor(1.6469), tensor(1.6381), tensor(1.6878), tensor(1.6842), tensor(1.8343), tensor(1.6781), tensor(1.7930)]"
48,"[tensor(1.8023), tensor(1.7798), tensor(1.7451), tensor(1.8233), tensor(1.7881), tensor(1.7334), tensor(1.7420), tensor(1.6197), tensor(1.7515), tensor(1.6331)]"
49,"[tensor(1.6633), tensor(1.6713), tensor(1.6671), tensor(1.6443), tensor(1.6484), tensor(1.6516), tensor(1.6568), tensor(1.8494), tensor(1.6411), tensor(1.8094)]"
50,"[tensor(1.7813), tensor(1.7633), tensor(1.7443), tensor(1.8143), tensor(1.7717), tensor(1.7182), tensor(1.7202), tensor(1.5949), tensor(1.7396), tensor(1.6104)]"
51,"[tensor(1.6373), tensor(1.6676), tensor(1.6459), tensor(1.6428), tensor(1.6287), tensor(1.6221), tensor(1.6323), tensor(1.8583), tensor(1.6124), tensor(1.8098)]"
52,"[tensor(1.7780), tensor(1.7615), tensor(1.7425), tensor(1.8075), tensor(1.7642), tensor(1.7121), tensor(1.7182), tensor(1.5830), tensor(1.7447), tensor(1.6184)]"
53,"[tensor(1.6695), tensor(1.7078), tensor(1.6571), tensor(1.6755), tensor(1.6508), tensor(1.6181), tensor(1.6681), tensor(1.8632), tensor(1.6485), tensor(1.8012)]"
54,"[tensor(1.7715), tensor(1.7477), tensor(1.7427), tensor(1.8003), tensor(1.7680), tensor(1.7223), tensor(1.7174), tensor(1.6304), tensor(1.7387), tensor(1.6413)]"
55,"[tensor(1.6940), tensor(1.7265), tensor(1.6929), tensor(1.7138), tensor(1.6646), tensor(1.6417), tensor(1.6896), tensor(1.8565), tensor(1.6830), tensor(1.7995)]"
56,"[tensor(1.7780), tensor(1.7507), tensor(1.7462), tensor(1.7963), tensor(1.7805), tensor(1.7417), tensor(1.7372), tensor(1.6639), tensor(1.7468), tensor(1.6663)]"
57,"[tensor(1.6975), tensor(1.7199), tensor(1.7291), tensor(1.7203), tensor(1.6487), tensor(1.6879), tensor(1.6977), tensor(1.8607), tensor(1.7060), tensor(1.8153)]"
58,"[tensor(1.8132), tensor(1.7907), tensor(1.7572), tensor(1.8151), tensor(1.8060), tensor(1.7576), tensor(1.7692), tensor(1.6746), tensor(1.7605), tensor(1.6955)]"
59,"[tensor(1.7022), tensor(1.7144), tensor(1.7558), tensor(1.7293), tensor(1.6689), tensor(1.7326), tensor(1.7139), tensor(1.8794), tensor(1.7405), tensor(1.8391)]"
60,"[tensor(1.8514), tensor(1.8440), tensor(1.7826), tensor(1.8541), tensor(1.8370), tensor(1.7820), tensor(1.7963), tensor(1.6879), tensor(1.7845), tensor(1.7132)]"
61,"[tensor(1.7218), tensor(1.7140), tensor(1.7884), tensor(1.7392), tensor(1.6888), tensor(1.7785), tensor(1.7395), tensor(1.9050), tensor(1.7715), tensor(1.8526)]"
62,"[tensor(1.8736), tensor(1.8715), tensor(1.7986), tensor(1.8830), tensor(1.8699), tensor(1.7967), tensor(1.8179), tensor(1.7150), tensor(1.8031), tensor(1.7367)]"
63,"[tensor(1.7292), tensor(1.7199), tensor(1.8176), tensor(1.7549), tensor(1.7019), tensor(1.8164), tensor(1.7560), tensor(1.9217), tensor(1.8058), tensor(1.8812)]"
64,"[tensor(1.8982), tensor(1.8965), tensor(1.8198), tensor(1.9063), tensor(1.8865), tensor(1.8148), tensor(1.8368), tensor(1.7355), tensor(1.8226), tensor(1.7483)]"
65,"[tensor(1.7614), tensor(1.7389), tensor(1.8363), tensor(1.7726), tensor(1.7175), tensor(1.8419), tensor(1.7902), tensor(1.9324), tensor(1.8321), tensor(1.9007)]"
66,"[tensor(1.9071), tensor(1.9109), tensor(1.8358), tensor(1.9279), tensor(1.9020), tensor(1.8207), tensor(1.8522), tensor(1.7674), tensor(1.8405), tensor(1.7750)]"
67,"[tensor(1.7894), tensor(1.7502), tensor(1.8648), tensor(1.7899), tensor(1.7345), tensor(1.8633), tensor(1.8213), tensor(1.9387), tensor(1.8657), tensor(1.9144)]"
68,"[tensor(1.9065), tensor(1.9175), tensor(1.8513), tensor(1.9408), tensor(1.9196), tensor(1.8250), tensor(1.8566), tensor(1.8070), tensor(1.8392), tensor(1.8090)]"
69,"[tensor(1.8289), tensor(1.7830), tensor(1.8744), tensor(1.8001), tensor(1.7540), tensor(1.8711), tensor(1.8543), tensor(1.9396), tensor(1.8909), tensor(1.9175)]"
70,"[tensor(1.9062), tensor(1.9154), tensor(1.8677), tensor(1.9459), tensor(1.9254), tensor(1.8429), tensor(1.8554), tensor(1.8500), tensor(1.8447), tensor(1.8773)]"
71,"[tensor(1.8861), tensor(1.8407), tensor(1.8980), tensor(1.8475), tensor(1.7837), tensor(1.8925), tensor(1.8932), tensor(1.9256), tensor(1.9212), tensor(1.8968)]"
72,"[tensor(1.9119), tensor(1.9197), tensor(1.8880), tensor(1.9502), tensor(1.9408), tensor(1.8676), tensor(1.8623), tensor(1.9118), tensor(1.8451), tensor(1.9560)]"
73,"[tensor(1.9425), tensor(1.9111), tensor(1.9332), tensor(1.9123), tensor(1.8312), tensor(1.9294), tensor(1.9412), tensor(1.9110), tensor(1.9665), tensor(1.8205)]"
74,"[tensor(1.8932), tensor(1.9193), tensor(1.9069), tensor(1.9485), tensor(1.9675), tensor(1.8731), tensor(1.8471), tensor(1.9807), tensor(1.8197), tensor(2.0068)]"
75,"[tensor(1.9838), tensor(1.9582), tensor(1.9625), tensor(1.9635), tensor(1.8452), tensor(1.9547), tensor(1.9888), tensor(1.8887), tensor(2.0046), tensor(1.8020)]"
76,"[tensor(1.8502), tensor(1.8757), tensor(1.8821), tensor(1.9238), tensor(1.9932), tensor(1.8728), tensor(1.8101), tensor(2.0718), tensor(1.8040), tensor(2.0480)]"
77,"[tensor(2.0230), tensor(1.9984), tensor(1.9946), tensor(2.0119), tensor(1.8659), tensor(1.9622), tensor(2.0239), tensor(1.7773), tensor(2.0296), tensor(1.7958)]"
78,"[tensor(1.8078), tensor(1.8219), tensor(1.8571), tensor(1.8401), tensor(1.9762), tensor(1.8791), tensor(1.7830), tensor(2.1138), tensor(1.7843), tensor(2.0589)]"
79,"[tensor(2.0310), tensor(2.0207), tensor(2.0070), tensor(2.0483), tensor(1.9573), tensor(1.9621), tensor(2.0231), tensor(1.7444), tensor(2.0303), tensor(1.7746)]"
80,"[tensor(1.8005), tensor(1.8071), tensor(1.8876), tensor(1.8063), tensor(1.9202), tensor(1.9402), tensor(1.8011), tensor(2.1192), tensor(1.8027), tensor(2.0744)]"
81,"[tensor(2.0481), tensor(2.0421), tensor(2.0187), tensor(2.0740), tensor(2.0093), tensor(1.9644), tensor(2.0323), tensor(1.7450), tensor(2.0342), tensor(1.7655)]"
82,"[tensor(1.8144), tensor(1.8060), tensor(1.9229), tensor(1.8044), tensor(1.8656), tensor(1.9798), tensor(1.8272), tensor(2.1244), tensor(1.8298), tensor(2.0846)]"
83,"[tensor(2.0618), tensor(2.0572), tensor(2.0251), tensor(2.0913), tensor(2.0435), tensor(1.9750), tensor(2.0376), tensor(1.7528), tensor(2.0369), tensor(1.7639)]"
84,"[tensor(1.8236), tensor(1.8120), tensor(1.9425), tensor(1.8173), tensor(1.8468), tensor(2.0030), tensor(1.8516), tensor(2.1253), tensor(1.8556), tensor(2.0914)]"
85,"[tensor(2.0680), tensor(2.0643), tensor(2.0252), tensor(2.0952), tensor(2.0529), tensor(1.9782), tensor(2.0398), tensor(1.7687), tensor(2.0328), tensor(1.7780)]"
86,"[tensor(1.8399), tensor(1.8241), tensor(1.9521), tensor(1.8331), tensor(1.8659), tensor(2.0108), tensor(1.8723), tensor(2.1251), tensor(1.8765), tensor(2.0961)]"
87,"[tensor(2.0669), tensor(2.0673), tensor(2.0218), tensor(2.0948), tensor(2.0534), tensor(1.9775), tensor(2.0440), tensor(1.7825), tensor(2.0356), tensor(1.7949)]"
88,"[tensor(1.8409), tensor(1.8252), tensor(1.9496), tensor(1.8385), tensor(1.8548), tensor(1.9878), tensor(1.8671), tensor(2.1283), tensor(1.8758), tensor(2.1010)]"
89,"[tensor(2.0646), tensor(2.0700), tensor(2.0180), tensor(2.0947), tensor(2.0497), tensor(1.9879), tensor(2.0436), tensor(1.7933), tensor(2.0357), tensor(1.8013)]"
90,"[tensor(1.8429), tensor(1.8349), tensor(1.9639), tensor(1.8390), tensor(1.8547), tensor(1.9954), tensor(1.8733), tensor(2.1281), tensor(1.8836), tensor(2.1008)]"
91,"[tensor(2.0701), tensor(2.0770), tensor(2.0179), tensor(2.0995), tensor(2.0547), tensor(1.9898), tensor(2.0499), tensor(1.7940), tensor(2.0433), tensor(1.8087)]"
92,"[tensor(1.8464), tensor(1.8386), tensor(1.9830), tensor(1.8403), tensor(1.8531), tensor(2.0166), tensor(1.8799), tensor(2.1323), tensor(1.8878), tensor(2.1029)]"
93,"[tensor(2.0786), tensor(2.0855), tensor(2.0286), tensor(2.1065), tensor(2.0601), tensor(2.0000), tensor(2.0597), tensor(1.7912), tensor(2.0495), tensor(1.8126)]"
94,"[tensor(1.8542), tensor(1.8472), tensor(1.9878), tensor(1.8516), tensor(1.8711), tensor(2.0247), tensor(1.8878), tensor(2.1396), tensor(1.8956), tensor(2.1093)]"
95,"[tensor(2.0873), tensor(2.0944), tensor(2.0431), tensor(2.1155), tensor(2.0677), tensor(2.0100), tensor(2.0659), tensor(1.7967), tensor(2.0568), tensor(1.8250)]"
96,"[tensor(1.8765), tensor(1.8652), tensor(1.9976), tensor(1.8687), tensor(1.8810), tensor(2.0405), tensor(1.9007), tensor(2.1463), tensor(1.9124), tensor(2.1144)]"
97,"[tensor(2.0973), tensor(2.1073), tensor(2.0579), tensor(2.1227), tensor(2.0850), tensor(2.0280), tensor(2.0762), tensor(1.8163), tensor(2.0631), tensor(1.8462)]"
98,"[tensor(1.8956), tensor(1.8814), tensor(2.0119), tensor(1.8881), tensor(1.8936), tensor(2.0537), tensor(1.9262), tensor(2.1550), tensor(1.9407), tensor(2.1211)]"
99,"[tensor(2.1110), tensor(2.1168), tensor(2.0736), tensor(2.1362), tensor(2.0973), tensor(2.0477), tensor(2.0908), tensor(1.8425), tensor(2.0805), tensor(1.8688)]"
