eigenvector_centrality,[7. 9.]
19,"[tensor(2.2966), tensor(2.2949), tensor(2.2889), tensor(2.2897), tensor(2.2978), tensor(2.2902), tensor(2.2942), tensor(2.2852), tensor(2.2928), tensor(2.2860)]"
20,"[tensor(2.2941), tensor(2.2884), tensor(2.2877), tensor(2.2798), tensor(2.2930), tensor(2.2909), tensor(2.2897), tensor(2.2953), tensor(2.2855), tensor(2.2951)]"
21,"[tensor(2.2944), tensor(2.2937), tensor(2.2865), tensor(2.2885), tensor(2.2969), tensor(2.2870), tensor(2.2921), tensor(2.2823), tensor(2.2904), tensor(2.2835)]"
22,"[tensor(2.2921), tensor(2.2847), tensor(2.2840), tensor(2.2750), tensor(2.2901), tensor(2.2884), tensor(2.2872), tensor(2.2935), tensor(2.2826), tensor(2.2940)]"
23,"[tensor(2.2922), tensor(2.2910), tensor(2.2839), tensor(2.2901), tensor(2.2957), tensor(2.2835), tensor(2.2894), tensor(2.2784), tensor(2.2873), tensor(2.2798)]"
24,"[tensor(2.2901), tensor(2.2817), tensor(2.2803), tensor(2.2727), tensor(2.2863), tensor(2.2873), tensor(2.2837), tensor(2.2920), tensor(2.2787), tensor(2.2924)]"
25,"[tensor(2.2895), tensor(2.2891), tensor(2.2836), tensor(2.2903), tensor(2.2939), tensor(2.2802), tensor(2.2854), tensor(2.2740), tensor(2.2862), tensor(2.2756)]"
26,"[tensor(2.2883), tensor(2.2790), tensor(2.2774), tensor(2.2687), tensor(2.2822), tensor(2.2858), tensor(2.2818), tensor(2.2899), tensor(2.2762), tensor(2.2888)]"
27,"[tensor(2.2858), tensor(2.2889), tensor(2.2877), tensor(2.2894), tensor(2.2919), tensor(2.2795), tensor(2.2846), tensor(2.2733), tensor(2.2867), tensor(2.2745)]"
28,"[tensor(2.2859), tensor(2.2774), tensor(2.2764), tensor(2.2671), tensor(2.2810), tensor(2.2853), tensor(2.2827), tensor(2.2877), tensor(2.2788), tensor(2.2833)]"
29,"[tensor(2.2834), tensor(2.2806), tensor(2.2844), tensor(2.2853), tensor(2.2893), tensor(2.2781), tensor(2.2799), tensor(2.2719), tensor(2.2767), tensor(2.2750)]"
30,"[tensor(2.2790), tensor(2.2705), tensor(2.2701), tensor(2.2638), tensor(2.2773), tensor(2.2727), tensor(2.2741), tensor(2.2843), tensor(2.2669), tensor(2.2762)]"
31,"[tensor(2.2750), tensor(2.2692), tensor(2.2710), tensor(2.2709), tensor(2.2819), tensor(2.2642), tensor(2.2706), tensor(2.2626), tensor(2.2644), tensor(2.2651)]"
32,"[tensor(2.2665), tensor(2.2554), tensor(2.2567), tensor(2.2486), tensor(2.2672), tensor(2.2576), tensor(2.2594), tensor(2.2721), tensor(2.2525), tensor(2.2681)]"
33,"[tensor(2.2646), tensor(2.2559), tensor(2.2564), tensor(2.2538), tensor(2.2712), tensor(2.2480), tensor(2.2601), tensor(2.2483), tensor(2.2504), tensor(2.2515)]"
34,"[tensor(2.2574), tensor(2.2433), tensor(2.2465), tensor(2.2318), tensor(2.2632), tensor(2.2461), tensor(2.2514), tensor(2.2564), tensor(2.2422), tensor(2.2589)]"
35,"[tensor(2.2630), tensor(2.2529), tensor(2.2465), tensor(2.2431), tensor(2.2638), tensor(2.2403), tensor(2.2648), tensor(2.2400), tensor(2.2442), tensor(2.2348)]"
36,"[tensor(2.2522), tensor(2.2341), tensor(2.2502), tensor(2.2232), tensor(2.2742), tensor(2.2512), tensor(2.2441), tensor(2.2469), tensor(2.2400), tensor(2.2603)]"
37,"[tensor(2.2709), tensor(2.2642), tensor(2.2405), tensor(2.2404), tensor(2.2563), tensor(2.2374), tensor(2.2823), tensor(2.2394), tensor(2.2553), tensor(2.2278)]"
38,"[tensor(2.2471), tensor(2.2309), tensor(2.2632), tensor(2.2187), tensor(2.2854), tensor(2.2751), tensor(2.2407), tensor(2.2384), tensor(2.2361), tensor(2.2596)]"
39,"[tensor(2.2988), tensor(2.2803), tensor(2.2333), tensor(2.2419), tensor(2.2513), tensor(2.2361), tensor(2.3028), tensor(2.2397), tensor(2.2653), tensor(2.2244)]"
40,"[tensor(2.2446), tensor(2.2258), tensor(2.2818), tensor(2.2175), tensor(2.2990), tensor(2.3051), tensor(2.2368), tensor(2.2407), tensor(2.2315), tensor(2.2574)]"
41,"[tensor(2.3316), tensor(2.3025), tensor(2.2285), tensor(2.2575), tensor(2.2494), tensor(2.2338), tensor(2.3258), tensor(2.2357), tensor(2.2704), tensor(2.2239)]"
42,"[tensor(2.2430), tensor(2.2210), tensor(2.3018), tensor(2.2140), tensor(2.3079), tensor(2.3406), tensor(2.2310), tensor(2.2392), tensor(2.2255), tensor(2.2577)]"
43,"[tensor(2.3528), tensor(2.3173), tensor(2.2245), tensor(2.2771), tensor(2.2450), tensor(2.2306), tensor(2.3410), tensor(2.2313), tensor(2.2417), tensor(2.2167)]"
44,"[tensor(2.2395), tensor(2.2164), tensor(2.3016), tensor(2.2102), tensor(2.2958), tensor(2.3467), tensor(2.2241), tensor(2.2249), tensor(2.2208), tensor(2.2415)]"
45,"[tensor(2.2995), tensor(2.2921), tensor(2.2196), tensor(2.2564), tensor(2.2362), tensor(2.2257), tensor(2.2873), tensor(2.2267), tensor(2.2167), tensor(2.2076)]"
46,"[tensor(2.2325), tensor(2.2162), tensor(2.2537), tensor(2.2118), tensor(2.2516), tensor(2.2864), tensor(2.2192), tensor(2.2133), tensor(2.2159), tensor(2.2322)]"
47,"[tensor(2.2388), tensor(2.2271), tensor(2.2211), tensor(2.2229), tensor(2.2294), tensor(2.2248), tensor(2.2196), tensor(2.2321), tensor(2.2167), tensor(2.2051)]"
48,"[tensor(2.2376), tensor(2.2335), tensor(2.2225), tensor(2.2350), tensor(2.2365), tensor(2.2204), tensor(2.2334), tensor(2.2187), tensor(2.2285), tensor(2.2307)]"
49,"[tensor(2.2445), tensor(2.2431), tensor(2.2535), tensor(2.2463), tensor(2.2453), tensor(2.2509), tensor(2.2437), tensor(2.2346), tensor(2.2476), tensor(2.2315)]"
50,"[tensor(2.2663), tensor(2.2744), tensor(2.2736), tensor(2.2741), tensor(2.2614), tensor(2.2655), tensor(2.2744), tensor(2.2477), tensor(2.2701), tensor(2.2484)]"
51,"[tensor(2.2767), tensor(2.2898), tensor(2.2904), tensor(2.2875), tensor(2.2681), tensor(2.2836), tensor(2.2871), tensor(2.2556), tensor(2.2851), tensor(2.2704)]"
52,"[tensor(2.2906), tensor(2.3041), tensor(2.2997), tensor(2.3043), tensor(2.2782), tensor(2.2927), tensor(2.3010), tensor(2.2836), tensor(2.2972), tensor(2.2633)]"
53,"[tensor(2.2882), tensor(2.2963), tensor(2.2963), tensor(2.2966), tensor(2.2831), tensor(2.2907), tensor(2.2945), tensor(2.2745), tensor(2.2912), tensor(2.2907)]"
54,"[tensor(2.2858), tensor(2.2886), tensor(2.2892), tensor(2.2929), tensor(2.2775), tensor(2.2854), tensor(2.2882), tensor(2.2848), tensor(2.2847), tensor(2.2708)]"
55,"[tensor(2.2903), tensor(2.2770), tensor(2.2763), tensor(2.2839), tensor(2.2898), tensor(2.2774), tensor(2.2805), tensor(2.2819), tensor(2.2793), tensor(2.2754)]"
56,"[tensor(2.2777), tensor(2.2799), tensor(2.2822), tensor(2.2851), tensor(2.3076), tensor(2.2936), tensor(2.2839), tensor(2.2905), tensor(2.2823), tensor(2.2965)]"
57,"[tensor(2.3214), tensor(2.2986), tensor(2.2891), tensor(2.3064), tensor(2.2805), tensor(2.2799), tensor(2.3050), tensor(2.2782), tensor(2.3063), tensor(2.2734)]"
58,"[tensor(2.2773), tensor(2.2794), tensor(2.2771), tensor(2.2869), tensor(2.3430), tensor(2.3556), tensor(2.2816), tensor(2.2971), tensor(2.2821), tensor(2.2890)]"
59,"[tensor(2.3189), tensor(2.2987), tensor(2.2902), tensor(2.3080), tensor(2.2799), tensor(2.2834), tensor(2.3110), tensor(2.2778), tensor(2.3046), tensor(2.2775)]"
60,"[tensor(2.2780), tensor(2.2814), tensor(2.2806), tensor(2.2863), tensor(2.3360), tensor(2.3407), tensor(2.2825), tensor(2.3060), tensor(2.2818), tensor(2.2786)]"
61,"[tensor(2.3029), tensor(2.2863), tensor(2.2842), tensor(2.2977), tensor(2.2804), tensor(2.2876), tensor(2.2996), tensor(2.2750), tensor(2.2965), tensor(2.2785)]"
62,"[tensor(2.2794), tensor(2.2837), tensor(2.2834), tensor(2.2888), tensor(2.3222), tensor(2.3285), tensor(2.2853), tensor(2.3131), tensor(2.2846), tensor(2.2773)]"
63,"[tensor(2.3045), tensor(2.2878), tensor(2.2907), tensor(2.2965), tensor(2.2822), tensor(2.2872), tensor(2.3009), tensor(2.2780), tensor(2.2971), tensor(2.2799)]"
64,"[tensor(2.2792), tensor(2.2846), tensor(2.2834), tensor(2.2913), tensor(2.3180), tensor(2.3383), tensor(2.2866), tensor(2.3517), tensor(2.2865), tensor(2.2753)]"
65,"[tensor(2.3086), tensor(2.2918), tensor(2.2945), tensor(2.3018), tensor(2.2792), tensor(2.2812), tensor(2.3044), tensor(2.2968), tensor(2.3002), tensor(2.2750)]"
66,"[tensor(2.2777), tensor(2.2830), tensor(2.2807), tensor(2.2896), tensor(2.3122), tensor(2.3434), tensor(2.2843), tensor(2.3613), tensor(2.2843), tensor(2.2729)]"
67,"[tensor(2.3145), tensor(2.2963), tensor(2.2985), tensor(2.3067), tensor(2.2769), tensor(2.2784), tensor(2.3090), tensor(2.2938), tensor(2.3052), tensor(2.2747)]"
68,"[tensor(2.2760), tensor(2.2807), tensor(2.2784), tensor(2.2876), tensor(2.3050), tensor(2.3437), tensor(2.2812), tensor(2.3756), tensor(2.2816), tensor(2.2685)]"
69,"[tensor(2.3114), tensor(2.2948), tensor(2.2955), tensor(2.3044), tensor(2.2754), tensor(2.2773), tensor(2.3062), tensor(2.2904), tensor(2.3010), tensor(2.2739)]"
70,"[tensor(2.2742), tensor(2.2788), tensor(2.2774), tensor(2.2853), tensor(2.2949), tensor(2.3114), tensor(2.2791), tensor(2.3677), tensor(2.2785), tensor(2.2674)]"
71,"[tensor(2.3022), tensor(2.2891), tensor(2.2824), tensor(2.2971), tensor(2.2741), tensor(2.2764), tensor(2.2929), tensor(2.2876), tensor(2.2886), tensor(2.2724)]"
72,"[tensor(2.2718), tensor(2.2772), tensor(2.2761), tensor(2.2834), tensor(2.2912), tensor(2.3021), tensor(2.2771), tensor(2.3443), tensor(2.2765), tensor(2.2668)]"
73,"[tensor(2.2973), tensor(2.2817), tensor(2.2795), tensor(2.2893), tensor(2.2720), tensor(2.2738), tensor(2.2875), tensor(2.2853), tensor(2.2839), tensor(2.2700)]"
74,"[tensor(2.2692), tensor(2.2749), tensor(2.2749), tensor(2.2823), tensor(2.2887), tensor(2.3011), tensor(2.2756), tensor(2.3319), tensor(2.2750), tensor(2.2635)]"
75,"[tensor(2.2969), tensor(2.2776), tensor(2.2767), tensor(2.2854), tensor(2.2706), tensor(2.2713), tensor(2.2859), tensor(2.2847), tensor(2.2812), tensor(2.2660)]"
76,"[tensor(2.2681), tensor(2.2730), tensor(2.2716), tensor(2.2811), tensor(2.2925), tensor(2.3142), tensor(2.2739), tensor(2.3310), tensor(2.2743), tensor(2.2607)]"
77,"[tensor(2.2948), tensor(2.2763), tensor(2.2781), tensor(2.2865), tensor(2.2681), tensor(2.2679), tensor(2.2860), tensor(2.2813), tensor(2.2815), tensor(2.2624)]"
78,"[tensor(2.2646), tensor(2.2679), tensor(2.2661), tensor(2.2762), tensor(2.3015), tensor(2.3199), tensor(2.2680), tensor(2.3311), tensor(2.2691), tensor(2.2574)]"
79,"[tensor(2.2936), tensor(2.2782), tensor(2.2805), tensor(2.2873), tensor(2.2659), tensor(2.2649), tensor(2.2899), tensor(2.2750), tensor(2.2844), tensor(2.2605)]"
80,"[tensor(2.2621), tensor(2.2643), tensor(2.2639), tensor(2.2725), tensor(2.2905), tensor(2.3104), tensor(2.2654), tensor(2.3325), tensor(2.2658), tensor(2.2570)]"
81,"[tensor(2.2881), tensor(2.2750), tensor(2.2765), tensor(2.2841), tensor(2.2630), tensor(2.2633), tensor(2.2854), tensor(2.2718), tensor(2.2817), tensor(2.2590)]"
82,"[tensor(2.2586), tensor(2.2599), tensor(2.2622), tensor(2.2688), tensor(2.2829), tensor(2.2950), tensor(2.2615), tensor(2.3258), tensor(2.2614), tensor(2.2582)]"
83,"[tensor(2.2815), tensor(2.2707), tensor(2.2704), tensor(2.2786), tensor(2.2611), tensor(2.2599), tensor(2.2796), tensor(2.2687), tensor(2.2763), tensor(2.2556)]"
84,"[tensor(2.2560), tensor(2.2568), tensor(2.2598), tensor(2.2658), tensor(2.2765), tensor(2.2878), tensor(2.2590), tensor(2.3173), tensor(2.2587), tensor(2.2586)]"
85,"[tensor(2.2776), tensor(2.2665), tensor(2.2650), tensor(2.2743), tensor(2.2588), tensor(2.2571), tensor(2.2742), tensor(2.2659), tensor(2.2709), tensor(2.2525)]"
86,"[tensor(2.2534), tensor(2.2543), tensor(2.2576), tensor(2.2637), tensor(2.2712), tensor(2.2859), tensor(2.2564), tensor(2.3128), tensor(2.2563), tensor(2.2592)]"
87,"[tensor(2.2760), tensor(2.2636), tensor(2.2619), tensor(2.2732), tensor(2.2571), tensor(2.2553), tensor(2.2710), tensor(2.2636), tensor(2.2656), tensor(2.2498)]"
88,"[tensor(2.2514), tensor(2.2522), tensor(2.2563), tensor(2.2624), tensor(2.2673), tensor(2.2818), tensor(2.2550), tensor(2.3068), tensor(2.2551), tensor(2.2543)]"
89,"[tensor(2.2747), tensor(2.2588), tensor(2.2581), tensor(2.2684), tensor(2.2548), tensor(2.2542), tensor(2.2669), tensor(2.2634), tensor(2.2631), tensor(2.2486)]"
90,"[tensor(2.2505), tensor(2.2512), tensor(2.2549), tensor(2.2623), tensor(2.2676), tensor(2.2849), tensor(2.2535), tensor(2.3040), tensor(2.2546), tensor(2.2553)]"
91,"[tensor(2.2739), tensor(2.2578), tensor(2.2572), tensor(2.2677), tensor(2.2528), tensor(2.2525), tensor(2.2655), tensor(2.2630), tensor(2.2621), tensor(2.2458)]"
92,"[tensor(2.2485), tensor(2.2488), tensor(2.2521), tensor(2.2604), tensor(2.2706), tensor(2.2913), tensor(2.2506), tensor(2.3029), tensor(2.2525), tensor(2.2515)]"
93,"[tensor(2.2732), tensor(2.2561), tensor(2.2561), tensor(2.2669), tensor(2.2507), tensor(2.2498), tensor(2.2650), tensor(2.2591), tensor(2.2625), tensor(2.2439)]"
94,"[tensor(2.2452), tensor(2.2445), tensor(2.2504), tensor(2.2558), tensor(2.2632), tensor(2.2766), tensor(2.2468), tensor(2.3018), tensor(2.2485), tensor(2.2516)]"
95,"[tensor(2.2691), tensor(2.2523), tensor(2.2519), tensor(2.2637), tensor(2.2470), tensor(2.2485), tensor(2.2609), tensor(2.2556), tensor(2.2573), tensor(2.2412)]"
96,"[tensor(2.2418), tensor(2.2409), tensor(2.2475), tensor(2.2521), tensor(2.2578), tensor(2.2663), tensor(2.2424), tensor(2.2960), tensor(2.2446), tensor(2.2504)]"
97,"[tensor(2.2688), tensor(2.2508), tensor(2.2485), tensor(2.2613), tensor(2.2455), tensor(2.2444), tensor(2.2582), tensor(2.2519), tensor(2.2559), tensor(2.2380)]"
98,"[tensor(2.2383), tensor(2.2380), tensor(2.2445), tensor(2.2490), tensor(2.2557), tensor(2.2691), tensor(2.2390), tensor(2.3019), tensor(2.2416), tensor(2.2551)]"
99,"[tensor(2.2642), tensor(2.2512), tensor(2.2478), tensor(2.2634), tensor(2.2426), tensor(2.2422), tensor(2.2586), tensor(2.2485), tensor(2.2540), tensor(2.2343)]"
