eigenvector_centrality,[7. 9.]
19,"[tensor(2.2966), tensor(2.2949), tensor(2.2889), tensor(2.2897), tensor(2.2978), tensor(2.2902), tensor(2.2942), tensor(2.2852), tensor(2.2928), tensor(2.2860)]"
20,"[tensor(2.2941), tensor(2.2884), tensor(2.2877), tensor(2.2798), tensor(2.2930), tensor(2.2909), tensor(2.2897), tensor(2.2953), tensor(2.2855), tensor(2.2951)]"
21,"[tensor(2.2944), tensor(2.2937), tensor(2.2865), tensor(2.2885), tensor(2.2969), tensor(2.2870), tensor(2.2921), tensor(2.2823), tensor(2.2904), tensor(2.2835)]"
22,"[tensor(2.2921), tensor(2.2847), tensor(2.2840), tensor(2.2750), tensor(2.2901), tensor(2.2884), tensor(2.2872), tensor(2.2935), tensor(2.2826), tensor(2.2940)]"
23,"[tensor(2.2922), tensor(2.2910), tensor(2.2839), tensor(2.2901), tensor(2.2957), tensor(2.2835), tensor(2.2894), tensor(2.2784), tensor(2.2873), tensor(2.2798)]"
24,"[tensor(2.2901), tensor(2.2817), tensor(2.2803), tensor(2.2727), tensor(2.2863), tensor(2.2873), tensor(2.2837), tensor(2.2920), tensor(2.2787), tensor(2.2924)]"
25,"[tensor(2.2895), tensor(2.2891), tensor(2.2836), tensor(2.2903), tensor(2.2939), tensor(2.2802), tensor(2.2854), tensor(2.2740), tensor(2.2862), tensor(2.2756)]"
26,"[tensor(2.2883), tensor(2.2790), tensor(2.2774), tensor(2.2687), tensor(2.2822), tensor(2.2858), tensor(2.2818), tensor(2.2895), tensor(2.2762), tensor(2.2886)]"
27,"[tensor(2.2849), tensor(2.2883), tensor(2.2867), tensor(2.2892), tensor(2.2919), tensor(2.2758), tensor(2.2814), tensor(2.2728), tensor(2.2851), tensor(2.2730)]"
28,"[tensor(2.2857), tensor(2.2757), tensor(2.2739), tensor(2.2654), tensor(2.2801), tensor(2.2830), tensor(2.2810), tensor(2.2852), tensor(2.2753), tensor(2.2806)]"
29,"[tensor(2.2812), tensor(2.2772), tensor(2.2840), tensor(2.2864), tensor(2.2882), tensor(2.2731), tensor(2.2762), tensor(2.2709), tensor(2.2736), tensor(2.2716)]"
30,"[tensor(2.2796), tensor(2.2672), tensor(2.2671), tensor(2.2607), tensor(2.2758), tensor(2.2711), tensor(2.2751), tensor(2.2777), tensor(2.2627), tensor(2.2741)]"
31,"[tensor(2.2722), tensor(2.2646), tensor(2.2739), tensor(2.2719), tensor(2.2807), tensor(2.2600), tensor(2.2661), tensor(2.2594), tensor(2.2604), tensor(2.2615)]"
32,"[tensor(2.2669), tensor(2.2512), tensor(2.2536), tensor(2.2454), tensor(2.2648), tensor(2.2549), tensor(2.2644), tensor(2.2658), tensor(2.2493), tensor(2.2592)]"
33,"[tensor(2.2586), tensor(2.2492), tensor(2.2605), tensor(2.2546), tensor(2.2706), tensor(2.2423), tensor(2.2538), tensor(2.2452), tensor(2.2444), tensor(2.2500)]"
34,"[tensor(2.2546), tensor(2.2424), tensor(2.2419), tensor(2.2272), tensor(2.2553), tensor(2.2408), tensor(2.2578), tensor(2.2446), tensor(2.2401), tensor(2.2496)]"
35,"[tensor(2.2544), tensor(2.2423), tensor(2.2486), tensor(2.2437), tensor(2.2599), tensor(2.2330), tensor(2.2535), tensor(2.2356), tensor(2.2338), tensor(2.2402)]"
36,"[tensor(2.2512), tensor(2.2409), tensor(2.2374), tensor(2.2163), tensor(2.2494), tensor(2.2327), tensor(2.2504), tensor(2.2283), tensor(2.2420), tensor(2.2478)]"
37,"[tensor(2.2633), tensor(2.2458), tensor(2.2375), tensor(2.2340), tensor(2.2489), tensor(2.2342), tensor(2.2586), tensor(2.2365), tensor(2.2278), tensor(2.2392)]"
38,"[tensor(2.2473), tensor(2.2390), tensor(2.2301), tensor(2.2101), tensor(2.2454), tensor(2.2313), tensor(2.2453), tensor(2.2162), tensor(2.2364), tensor(2.2461)]"
39,"[tensor(2.2695), tensor(2.2470), tensor(2.2295), tensor(2.2259), tensor(2.2408), tensor(2.2326), tensor(2.2584), tensor(2.2384), tensor(2.2221), tensor(2.2330)]"
40,"[tensor(2.2440), tensor(2.2351), tensor(2.2228), tensor(2.2060), tensor(2.2417), tensor(2.2339), tensor(2.2408), tensor(2.2128), tensor(2.2308), tensor(2.2430)]"
41,"[tensor(2.2734), tensor(2.2467), tensor(2.2247), tensor(2.2212), tensor(2.2353), tensor(2.2281), tensor(2.2572), tensor(2.2353), tensor(2.2191), tensor(2.2238)]"
42,"[tensor(2.2400), tensor(2.2304), tensor(2.2190), tensor(2.2024), tensor(2.2416), tensor(2.2344), tensor(2.2370), tensor(2.2154), tensor(2.2254), tensor(2.2408)]"
43,"[tensor(2.2753), tensor(2.2462), tensor(2.2221), tensor(2.2189), tensor(2.2330), tensor(2.2263), tensor(2.2585), tensor(2.2220), tensor(2.2175), tensor(2.2228)]"
44,"[tensor(2.2358), tensor(2.2267), tensor(2.2166), tensor(2.1981), tensor(2.2427), tensor(2.2350), tensor(2.2340), tensor(2.2105), tensor(2.2214), tensor(2.2413)]"
45,"[tensor(2.2743), tensor(2.2445), tensor(2.2193), tensor(2.2169), tensor(2.2294), tensor(2.2242), tensor(2.2592), tensor(2.2231), tensor(2.2159), tensor(2.2141)]"
46,"[tensor(2.2340), tensor(2.2249), tensor(2.2106), tensor(2.1940), tensor(2.2373), tensor(2.2298), tensor(2.2329), tensor(2.2085), tensor(2.2194), tensor(2.2387)]"
47,"[tensor(2.2688), tensor(2.2385), tensor(2.2201), tensor(2.2189), tensor(2.2267), tensor(2.2246), tensor(2.2534), tensor(2.2109), tensor(2.2100), tensor(2.2100)]"
48,"[tensor(2.2319), tensor(2.2241), tensor(2.2039), tensor(2.1890), tensor(2.2368), tensor(2.2239), tensor(2.2315), tensor(2.2030), tensor(2.2170), tensor(2.2389)]"
49,"[tensor(2.2621), tensor(2.2338), tensor(2.2187), tensor(2.2164), tensor(2.2243), tensor(2.2234), tensor(2.2475), tensor(2.2186), tensor(2.2041), tensor(2.2017)]"
50,"[tensor(2.2314), tensor(2.2259), tensor(2.1978), tensor(2.1822), tensor(2.2272), tensor(2.2148), tensor(2.2323), tensor(2.2026), tensor(2.2167), tensor(2.2297)]"
51,"[tensor(2.2442), tensor(2.2210), tensor(2.2222), tensor(2.2200), tensor(2.2247), tensor(2.2261), tensor(2.2292), tensor(2.2045), tensor(2.1970), tensor(2.2033)]"
52,"[tensor(2.2300), tensor(2.2273), tensor(2.1908), tensor(2.1790), tensor(2.2241), tensor(2.2040), tensor(2.2331), tensor(2.2022), tensor(2.2165), tensor(2.2242)]"
53,"[tensor(2.2310), tensor(2.2100), tensor(2.2231), tensor(2.2227), tensor(2.2238), tensor(2.2271), tensor(2.2159), tensor(2.2098), tensor(2.1942), tensor(2.1972)]"
54,"[tensor(2.2324), tensor(2.2317), tensor(2.1860), tensor(2.1836), tensor(2.2101), tensor(2.1920), tensor(2.2369), tensor(2.2046), tensor(2.2206), tensor(2.2192)]"
55,"[tensor(2.2154), tensor(2.2001), tensor(2.2319), tensor(2.2336), tensor(2.2289), tensor(2.2333), tensor(2.1976), tensor(2.2002), tensor(2.2068), tensor(2.2054)]"
56,"[tensor(2.2403), tensor(2.2440), tensor(2.2057), tensor(2.2110), tensor(2.2029), tensor(2.1928), tensor(2.2461), tensor(2.2136), tensor(2.2350), tensor(2.2266)]"
57,"[tensor(2.2241), tensor(2.2213), tensor(2.2488), tensor(2.2451), tensor(2.2389), tensor(2.2478), tensor(2.2160), tensor(2.2162), tensor(2.2261), tensor(2.2177)]"
58,"[tensor(2.2515), tensor(2.2561), tensor(2.2391), tensor(2.2393), tensor(2.2160), tensor(2.2207), tensor(2.2621), tensor(2.2299), tensor(2.2507), tensor(2.2369)]"
59,"[tensor(2.2435), tensor(2.2431), tensor(2.2569), tensor(2.2529), tensor(2.2433), tensor(2.2548), tensor(2.2394), tensor(2.2271), tensor(2.2392), tensor(2.2249)]"
60,"[tensor(2.2521), tensor(2.2597), tensor(2.2352), tensor(2.2369), tensor(2.2300), tensor(2.2348), tensor(2.2595), tensor(2.2493), tensor(2.2457), tensor(2.2391)]"
61,"[tensor(2.2526), tensor(2.2413), tensor(2.2473), tensor(2.2491), tensor(2.2544), tensor(2.2594), tensor(2.2404), tensor(2.2197), tensor(2.2373), tensor(2.2157)]"
62,"[tensor(2.2458), tensor(2.2532), tensor(2.2247), tensor(2.2445), tensor(2.2451), tensor(2.2500), tensor(2.2564), tensor(2.2645), tensor(2.2474), tensor(2.2472)]"
63,"[tensor(2.2665), tensor(2.2470), tensor(2.2345), tensor(2.2495), tensor(2.2480), tensor(2.2492), tensor(2.2499), tensor(2.2440), tensor(2.2382), tensor(2.2297)]"
64,"[tensor(2.2418), tensor(2.2517), tensor(2.2195), tensor(2.2489), tensor(2.2400), tensor(2.2608), tensor(2.2554), tensor(2.2745), tensor(2.2460), tensor(2.2343)]"
65,"[tensor(2.2633), tensor(2.2381), tensor(2.2192), tensor(2.2412), tensor(2.2324), tensor(2.2410), tensor(2.2465), tensor(2.2682), tensor(2.2259), tensor(2.2445)]"
66,"[tensor(2.2417), tensor(2.2503), tensor(2.2224), tensor(2.2548), tensor(2.2319), tensor(2.2524), tensor(2.2510), tensor(2.2803), tensor(2.2427), tensor(2.2170)]"
67,"[tensor(2.2456), tensor(2.2236), tensor(2.2100), tensor(2.2281), tensor(2.2263), tensor(2.2376), tensor(2.2327), tensor(2.2678), tensor(2.2166), tensor(2.2415)]"
68,"[tensor(2.2390), tensor(2.2462), tensor(2.2412), tensor(2.2542), tensor(2.2258), tensor(2.2449), tensor(2.2464), tensor(2.2647), tensor(2.2409), tensor(2.2090)]"
69,"[tensor(2.2346), tensor(2.2143), tensor(2.2087), tensor(2.2188), tensor(2.2259), tensor(2.2343), tensor(2.2231), tensor(2.2667), tensor(2.2098), tensor(2.2352)]"
70,"[tensor(2.2347), tensor(2.2398), tensor(2.2356), tensor(2.2497), tensor(2.2286), tensor(2.2418), tensor(2.2404), tensor(2.2514), tensor(2.2365), tensor(2.2032)]"
71,"[tensor(2.2278), tensor(2.2086), tensor(2.2084), tensor(2.2126), tensor(2.2226), tensor(2.2291), tensor(2.2182), tensor(2.2607), tensor(2.2084), tensor(2.2287)]"
72,"[tensor(2.2295), tensor(2.2325), tensor(2.2282), tensor(2.2438), tensor(2.2267), tensor(2.2390), tensor(2.2326), tensor(2.2476), tensor(2.2329), tensor(2.1975)]"
73,"[tensor(2.2251), tensor(2.2071), tensor(2.2081), tensor(2.2102), tensor(2.2191), tensor(2.2235), tensor(2.2165), tensor(2.2545), tensor(2.2088), tensor(2.2262)]"
74,"[tensor(2.2261), tensor(2.2286), tensor(2.2243), tensor(2.2392), tensor(2.2222), tensor(2.2355), tensor(2.2293), tensor(2.2495), tensor(2.2296), tensor(2.1969)]"
75,"[tensor(2.2232), tensor(2.2058), tensor(2.2060), tensor(2.2082), tensor(2.2166), tensor(2.2226), tensor(2.2144), tensor(2.2488), tensor(2.2078), tensor(2.2246)]"
76,"[tensor(2.2238), tensor(2.2261), tensor(2.2264), tensor(2.2377), tensor(2.2068), tensor(2.2135), tensor(2.2282), tensor(2.2516), tensor(2.2262), tensor(2.1971)]"
77,"[tensor(2.2176), tensor(2.2015), tensor(2.1977), tensor(2.2030), tensor(2.2138), tensor(2.2251), tensor(2.2063), tensor(2.2422), tensor(2.2031), tensor(2.2131)]"
78,"[tensor(2.2176), tensor(2.2206), tensor(2.2239), tensor(2.2333), tensor(2.2044), tensor(2.2043), tensor(2.2238), tensor(2.2404), tensor(2.2149), tensor(2.2046)]"
79,"[tensor(2.2166), tensor(2.1989), tensor(2.1937), tensor(2.2002), tensor(2.2130), tensor(2.2267), tensor(2.2026), tensor(2.2382), tensor(2.2040), tensor(2.2027)]"
80,"[tensor(2.2122), tensor(2.2169), tensor(2.2234), tensor(2.2326), tensor(2.2010), tensor(2.2018), tensor(2.2226), tensor(2.2348), tensor(2.2112), tensor(2.2028)]"
81,"[tensor(2.2164), tensor(2.1977), tensor(2.1929), tensor(2.1991), tensor(2.2164), tensor(2.2274), tensor(2.2013), tensor(2.2337), tensor(2.2022), tensor(2.1903)]"
82,"[tensor(2.2072), tensor(2.2141), tensor(2.2230), tensor(2.2308), tensor(2.1994), tensor(2.2085), tensor(2.2219), tensor(2.2310), tensor(2.2095), tensor(2.1983)]"
83,"[tensor(2.2159), tensor(2.1968), tensor(2.1913), tensor(2.1980), tensor(2.2159), tensor(2.2248), tensor(2.1999), tensor(2.2284), tensor(2.2011), tensor(2.1766)]"
84,"[tensor(2.2015), tensor(2.2073), tensor(2.2158), tensor(2.2263), tensor(2.2033), tensor(2.2158), tensor(2.2152), tensor(2.2319), tensor(2.2066), tensor(2.1957)]"
85,"[tensor(2.2170), tensor(2.1970), tensor(2.1916), tensor(2.1987), tensor(2.2120), tensor(2.2179), tensor(2.2013), tensor(2.2213), tensor(2.2009), tensor(2.1800)]"
86,"[tensor(2.1973), tensor(2.2008), tensor(2.2098), tensor(2.2207), tensor(2.2059), tensor(2.2227), tensor(2.2092), tensor(2.2384), tensor(2.2005), tensor(2.1915)]"
87,"[tensor(2.2185), tensor(2.1981), tensor(2.1919), tensor(2.2006), tensor(2.2076), tensor(2.2146), tensor(2.2044), tensor(2.2198), tensor(2.1983), tensor(2.1858)]"
88,"[tensor(2.1971), tensor(2.1992), tensor(2.2134), tensor(2.2217), tensor(2.1919), tensor(2.1974), tensor(2.2112), tensor(2.2446), tensor(2.2002), tensor(2.1897)]"
89,"[tensor(2.2102), tensor(2.1886), tensor(2.1822), tensor(2.1957), tensor(2.2029), tensor(2.2155), tensor(2.1937), tensor(2.2200), tensor(2.1906), tensor(2.1830)]"
90,"[tensor(2.1911), tensor(2.1941), tensor(2.2101), tensor(2.2157), tensor(2.1853), tensor(2.1894), tensor(2.2032), tensor(2.2365), tensor(2.1925), tensor(2.1882)]"
91,"[tensor(2.2003), tensor(2.1782), tensor(2.1739), tensor(2.1846), tensor(2.1964), tensor(2.2091), tensor(2.1850), tensor(2.2160), tensor(2.1821), tensor(2.1795)]"
92,"[tensor(2.1848), tensor(2.1889), tensor(2.2055), tensor(2.2131), tensor(2.1764), tensor(2.1797), tensor(2.1985), tensor(2.2192), tensor(2.1864), tensor(2.1781)]"
93,"[tensor(2.1926), tensor(2.1675), tensor(2.1647), tensor(2.1748), tensor(2.1903), tensor(2.2028), tensor(2.1738), tensor(2.2121), tensor(2.1743), tensor(2.1811)]"
94,"[tensor(2.1822), tensor(2.1876), tensor(2.2013), tensor(2.2133), tensor(2.1700), tensor(2.1734), tensor(2.1960), tensor(2.2082), tensor(2.1845), tensor(2.1657)]"
95,"[tensor(2.1853), tensor(2.1587), tensor(2.1580), tensor(2.1684), tensor(2.1863), tensor(2.1960), tensor(2.1667), tensor(2.2160), tensor(2.1676), tensor(2.1828)]"
96,"[tensor(2.1812), tensor(2.1884), tensor(2.1975), tensor(2.2133), tensor(2.1683), tensor(2.1766), tensor(2.1933), tensor(2.1968), tensor(2.1865), tensor(2.1566)]"
97,"[tensor(2.1814), tensor(2.1545), tensor(2.1555), tensor(2.1640), tensor(2.1815), tensor(2.1919), tensor(2.1622), tensor(2.2160), tensor(2.1630), tensor(2.1768)]"
98,"[tensor(2.1794), tensor(2.1841), tensor(2.1918), tensor(2.2089), tensor(2.1716), tensor(2.1795), tensor(2.1878), tensor(2.1912), tensor(2.1866), tensor(2.1523)]"
99,"[tensor(2.1782), tensor(2.1508), tensor(2.1551), tensor(2.1625), tensor(2.1765), tensor(2.1876), tensor(2.1612), tensor(2.2152), tensor(2.1604), tensor(2.1740)]"
