in_deg_centrality,[4.]
16,"[tensor(2.0013), tensor(1.9595), tensor(1.9732), tensor(1.9883), tensor(1.9697), tensor(1.9645), tensor(2.0204), tensor(1.9871), tensor(2.0397), tensor(2.0329)]"
17,"[tensor(1.9437), tensor(2.0247), tensor(2.0371), tensor(2.0556), tensor(1.9854), tensor(2.0100), tensor(1.9399), tensor(1.9676), tensor(1.9559), tensor(1.9438)]"
18,"[tensor(1.9948), tensor(1.9433), tensor(1.9644), tensor(1.9796), tensor(1.9539), tensor(1.9407), tensor(2.0038), tensor(1.9894), tensor(2.0317), tensor(2.0244)]"
19,"[tensor(1.9306), tensor(2.0118), tensor(2.0303), tensor(2.0495), tensor(1.9789), tensor(1.9973), tensor(1.9232), tensor(1.9460), tensor(1.9426), tensor(1.9298)]"
20,"[tensor(1.9876), tensor(1.9260), tensor(1.9558), tensor(1.9697), tensor(1.9392), tensor(1.9183), tensor(1.9887), tensor(1.9791), tensor(2.0232), tensor(2.0170)]"
21,"[tensor(1.9137), tensor(1.9982), tensor(2.0182), tensor(2.0400), tensor(1.9681), tensor(1.9847), tensor(1.9098), tensor(1.9200), tensor(1.9304), tensor(1.9195)]"
22,"[tensor(1.9741), tensor(1.9141), tensor(1.9420), tensor(1.9553), tensor(1.9176), tensor(1.9015), tensor(1.9737), tensor(1.9655), tensor(2.0107), tensor(2.0038)]"
23,"[tensor(1.8984), tensor(1.9857), tensor(2.0030), tensor(2.0275), tensor(1.9501), tensor(1.9741), tensor(1.8970), tensor(1.9007), tensor(1.9121), tensor(1.9040)]"
24,"[tensor(1.9585), tensor(1.8994), tensor(1.9271), tensor(1.9371), tensor(1.8973), tensor(1.8839), tensor(1.9586), tensor(1.9516), tensor(1.9944), tensor(1.9873)]"
25,"[tensor(1.8814), tensor(1.9671), tensor(1.9868), tensor(2.0129), tensor(1.9319), tensor(1.9588), tensor(1.8826), tensor(1.8907), tensor(1.8923), tensor(1.8841)]"
26,"[tensor(1.9401), tensor(1.8815), tensor(1.9100), tensor(1.9182), tensor(1.8598), tensor(1.8645), tensor(1.9382), tensor(1.9337), tensor(1.9773), tensor(1.9690)]"
27,"[tensor(1.8566), tensor(1.8663), tensor(1.9680), tensor(1.9971), tensor(1.9361), tensor(1.9389), tensor(1.8457), tensor(1.8739), tensor(1.8697), tensor(1.8599)]"
28,"[tensor(1.9190), tensor(1.8442), tensor(1.8955), tensor(1.8946), tensor(1.8472), tensor(1.8265), tensor(1.9208), tensor(1.8608), tensor(1.9512), tensor(1.9442)]"
29,"[tensor(1.8371), tensor(1.8680), tensor(1.9379), tensor(1.9666), tensor(1.9067), tensor(1.9193), tensor(1.8199), tensor(1.8444), tensor(1.8496), tensor(1.8434)]"
30,"[tensor(1.9030), tensor(1.8203), tensor(1.8849), tensor(1.8811), tensor(1.8204), tensor(1.8096), tensor(1.8963), tensor(1.8616), tensor(1.9301), tensor(1.9206)]"
31,"[tensor(1.8156), tensor(1.8457), tensor(1.9264), tensor(1.9552), tensor(1.8858), tensor(1.9052), tensor(1.7941), tensor(1.8376), tensor(1.8314), tensor(1.8236)]"
32,"[tensor(1.8854), tensor(1.7966), tensor(1.8721), tensor(1.8709), tensor(1.8011), tensor(1.7917), tensor(1.8754), tensor(1.8582), tensor(1.9140), tensor(1.9039)]"
33,"[tensor(1.7938), tensor(1.7957), tensor(1.9175), tensor(1.9461), tensor(1.8780), tensor(1.8906), tensor(1.7731), tensor(1.8222), tensor(1.8145), tensor(1.8066)]"
34,"[tensor(1.8717), tensor(1.7785), tensor(1.8618), tensor(1.8633), tensor(1.7829), tensor(1.7692), tensor(1.8601), tensor(1.8254), tensor(1.9003), tensor(1.8913)]"
35,"[tensor(1.7776), tensor(1.7766), tensor(1.9015), tensor(1.9294), tensor(1.8648), tensor(1.8770), tensor(1.7532), tensor(1.8001), tensor(1.8044), tensor(1.7965)]"
36,"[tensor(1.8597), tensor(1.7678), tensor(1.8567), tensor(1.8629), tensor(1.7656), tensor(1.7487), tensor(1.8455), tensor(1.7989), tensor(1.8883), tensor(1.8798)]"
37,"[tensor(1.7632), tensor(1.7575), tensor(1.8839), tensor(1.9102), tensor(1.8534), tensor(1.8644), tensor(1.7366), tensor(1.7763), tensor(1.7989), tensor(1.7900)]"
38,"[tensor(1.8474), tensor(1.7771), tensor(1.8488), tensor(1.8604), tensor(1.7505), tensor(1.7365), tensor(1.8362), tensor(1.7773), tensor(1.8777), tensor(1.8706)]"
39,"[tensor(1.7431), tensor(1.7316), tensor(1.8668), tensor(1.8925), tensor(1.8365), tensor(1.8534), tensor(1.7264), tensor(1.7531), tensor(1.7826), tensor(1.7755)]"
40,"[tensor(1.8323), tensor(1.7693), tensor(1.8293), tensor(1.8362), tensor(1.7354), tensor(1.7246), tensor(1.8249), tensor(1.7383), tensor(1.8608), tensor(1.8558)]"
41,"[tensor(1.7255), tensor(1.7157), tensor(1.8453), tensor(1.8708), tensor(1.8185), tensor(1.8368), tensor(1.7103), tensor(1.7321), tensor(1.7608), tensor(1.7543)]"
42,"[tensor(1.8128), tensor(1.7550), tensor(1.8013), tensor(1.8029), tensor(1.7119), tensor(1.7040), tensor(1.8114), tensor(1.7137), tensor(1.8424), tensor(1.8390)]"
43,"[tensor(1.7046), tensor(1.6854), tensor(1.8286), tensor(1.8558), tensor(1.8027), tensor(1.8188), tensor(1.6881), tensor(1.7232), tensor(1.7345), tensor(1.7278)]"
44,"[tensor(1.7823), tensor(1.7089), tensor(1.7694), tensor(1.7664), tensor(1.6796), tensor(1.6768), tensor(1.7927), tensor(1.6924), tensor(1.8159), tensor(1.8181)]"
45,"[tensor(1.6704), tensor(1.6453), tensor(1.8024), tensor(1.8342), tensor(1.7809), tensor(1.7876), tensor(1.6500), tensor(1.6925), tensor(1.6948), tensor(1.6859)]"
46,"[tensor(1.7254), tensor(1.6473), tensor(1.7287), tensor(1.7269), tensor(1.6390), tensor(1.6331), tensor(1.7439), tensor(1.6538), tensor(1.7640), tensor(1.7749)]"
47,"[tensor(1.6270), tensor(1.5852), tensor(1.7524), tensor(1.7900), tensor(1.7408), tensor(1.7255), tensor(1.6059), tensor(1.6340), tensor(1.6521), tensor(1.6371)]"
48,"[tensor(1.6770), tensor(1.6363), tensor(1.6851), tensor(1.6851), tensor(1.5947), tensor(1.5885), tensor(1.6876), tensor(1.6017), tensor(1.7116), tensor(1.7270)]"
49,"[tensor(1.6005), tensor(1.5539), tensor(1.7074), tensor(1.7500), tensor(1.6965), tensor(1.6790), tensor(1.5776), tensor(1.6086), tensor(1.6274), tensor(1.6039)]"
50,"[tensor(1.6716), tensor(1.6760), tensor(1.6645), tensor(1.6669), tensor(1.5461), tensor(1.5691), tensor(1.6532), tensor(1.5671), tensor(1.7008), tensor(1.7050)]"
51,"[tensor(1.5822), tensor(1.5652), tensor(1.6933), tensor(1.7340), tensor(1.6799), tensor(1.6730), tensor(1.5563), tensor(1.6263), tensor(1.6099), tensor(1.5784)]"
52,"[tensor(1.6684), tensor(1.6777), tensor(1.6514), tensor(1.6604), tensor(1.5173), tensor(1.5453), tensor(1.6473), tensor(1.5769), tensor(1.6979), tensor(1.6994)]"
53,"[tensor(1.5688), tensor(1.5775), tensor(1.6992), tensor(1.7366), tensor(1.6798), tensor(1.6779), tensor(1.5439), tensor(1.6376), tensor(1.5941), tensor(1.5610)]"
54,"[tensor(1.6749), tensor(1.6692), tensor(1.6416), tensor(1.6476), tensor(1.5044), tensor(1.5375), tensor(1.6533), tensor(1.5992), tensor(1.7051), tensor(1.7061)]"
55,"[tensor(1.5679), tensor(1.5788), tensor(1.7090), tensor(1.7445), tensor(1.6878), tensor(1.6869), tensor(1.5408), tensor(1.6459), tensor(1.5824), tensor(1.5502)]"
56,"[tensor(1.6792), tensor(1.6658), tensor(1.6384), tensor(1.6392), tensor(1.5087), tensor(1.5363), tensor(1.6619), tensor(1.6044), tensor(1.7133), tensor(1.7143)]"
57,"[tensor(1.5763), tensor(1.5823), tensor(1.7167), tensor(1.7514), tensor(1.6941), tensor(1.6975), tensor(1.5434), tensor(1.6559), tensor(1.5825), tensor(1.5556)]"
58,"[tensor(1.6860), tensor(1.6689), tensor(1.6445), tensor(1.6432), tensor(1.5217), tensor(1.5435), tensor(1.6701), tensor(1.6124), tensor(1.7203), tensor(1.7219)]"
59,"[tensor(1.5773), tensor(1.5663), tensor(1.7217), tensor(1.7596), tensor(1.7009), tensor(1.7045), tensor(1.5438), tensor(1.6665), tensor(1.5825), tensor(1.5634)]"
60,"[tensor(1.6858), tensor(1.6649), tensor(1.6470), tensor(1.6443), tensor(1.5423), tensor(1.5421), tensor(1.6744), tensor(1.6073), tensor(1.7193), tensor(1.7251)]"
61,"[tensor(1.5744), tensor(1.5513), tensor(1.7245), tensor(1.7601), tensor(1.7014), tensor(1.7055), tensor(1.5443), tensor(1.6634), tensor(1.5836), tensor(1.5688)]"
62,"[tensor(1.6841), tensor(1.6575), tensor(1.6458), tensor(1.6459), tensor(1.5511), tensor(1.5394), tensor(1.6730), tensor(1.5823), tensor(1.7177), tensor(1.7259)]"
63,"[tensor(1.5785), tensor(1.5508), tensor(1.7182), tensor(1.7563), tensor(1.6941), tensor(1.7027), tensor(1.5451), tensor(1.6584), tensor(1.5853), tensor(1.5698)]"
64,"[tensor(1.6773), tensor(1.6532), tensor(1.6451), tensor(1.6446), tensor(1.5502), tensor(1.5379), tensor(1.6712), tensor(1.5801), tensor(1.7113), tensor(1.7203)]"
65,"[tensor(1.5732), tensor(1.5507), tensor(1.7144), tensor(1.7521), tensor(1.6886), tensor(1.6919), tensor(1.5405), tensor(1.6482), tensor(1.5813), tensor(1.5648)]"
66,"[tensor(1.6776), tensor(1.6456), tensor(1.6362), tensor(1.6427), tensor(1.5474), tensor(1.5339), tensor(1.6704), tensor(1.5656), tensor(1.7076), tensor(1.7180)]"
67,"[tensor(1.5681), tensor(1.5446), tensor(1.7105), tensor(1.7492), tensor(1.6854), tensor(1.6916), tensor(1.5358), tensor(1.6299), tensor(1.5786), tensor(1.5592)]"
68,"[tensor(1.6795), tensor(1.6416), tensor(1.6316), tensor(1.6387), tensor(1.5460), tensor(1.5332), tensor(1.6694), tensor(1.5541), tensor(1.7117), tensor(1.7189)]"
69,"[tensor(1.5629), tensor(1.5304), tensor(1.7038), tensor(1.7438), tensor(1.6835), tensor(1.6991), tensor(1.5350), tensor(1.6270), tensor(1.5803), tensor(1.5568)]"
70,"[tensor(1.6737), tensor(1.6383), tensor(1.6278), tensor(1.6339), tensor(1.5325), tensor(1.5357), tensor(1.6694), tensor(1.5484), tensor(1.7022), tensor(1.7120)]"
71,"[tensor(1.5542), tensor(1.5197), tensor(1.6967), tensor(1.7295), tensor(1.6834), tensor(1.6940), tensor(1.5265), tensor(1.6231), tensor(1.5701), tensor(1.5472)]"
72,"[tensor(1.6628), tensor(1.6294), tensor(1.6144), tensor(1.6194), tensor(1.5171), tensor(1.5225), tensor(1.6654), tensor(1.5368), tensor(1.6915), tensor(1.7031)]"
73,"[tensor(1.5494), tensor(1.5162), tensor(1.6828), tensor(1.7192), tensor(1.6761), tensor(1.6834), tensor(1.5209), tensor(1.6092), tensor(1.5636), tensor(1.5406)]"
74,"[tensor(1.6560), tensor(1.6250), tensor(1.6153), tensor(1.6145), tensor(1.5088), tensor(1.5146), tensor(1.6567), tensor(1.5306), tensor(1.6824), tensor(1.6957)]"
75,"[tensor(1.5540), tensor(1.5159), tensor(1.6781), tensor(1.7122), tensor(1.6713), tensor(1.6748), tensor(1.5212), tensor(1.6051), tensor(1.5765), tensor(1.5491)]"
76,"[tensor(1.6593), tensor(1.6342), tensor(1.6341), tensor(1.6355), tensor(1.5056), tensor(1.5281), tensor(1.6525), tensor(1.5396), tensor(1.6849), tensor(1.6960)]"
77,"[tensor(1.5660), tensor(1.5221), tensor(1.6826), tensor(1.7232), tensor(1.6713), tensor(1.6778), tensor(1.5239), tensor(1.6287), tensor(1.5929), tensor(1.5636)]"
78,"[tensor(1.6617), tensor(1.6328), tensor(1.6595), tensor(1.6621), tensor(1.5195), tensor(1.5502), tensor(1.6568), tensor(1.5610), tensor(1.6881), tensor(1.6989)]"
79,"[tensor(1.5749), tensor(1.5204), tensor(1.6944), tensor(1.7350), tensor(1.6798), tensor(1.6851), tensor(1.5309), tensor(1.6402), tensor(1.6043), tensor(1.5756)]"
80,"[tensor(1.6692), tensor(1.6370), tensor(1.6791), tensor(1.6790), tensor(1.5313), tensor(1.5622), tensor(1.6625), tensor(1.5674), tensor(1.6967), tensor(1.7050)]"
81,"[tensor(1.5722), tensor(1.5357), tensor(1.7064), tensor(1.7458), tensor(1.6881), tensor(1.6972), tensor(1.5349), tensor(1.6478), tensor(1.6088), tensor(1.5800)]"
82,"[tensor(1.6807), tensor(1.6410), tensor(1.6829), tensor(1.6859), tensor(1.5445), tensor(1.5629), tensor(1.6740), tensor(1.5842), tensor(1.7088), tensor(1.7150)]"
83,"[tensor(1.5844), tensor(1.5556), tensor(1.7191), tensor(1.7589), tensor(1.6989), tensor(1.7116), tensor(1.5461), tensor(1.6529), tensor(1.6147), tensor(1.5861)]"
84,"[tensor(1.6973), tensor(1.6576), tensor(1.6978), tensor(1.6969), tensor(1.5506), tensor(1.5736), tensor(1.6884), tensor(1.6033), tensor(1.7252), tensor(1.7271)]"
85,"[tensor(1.5936), tensor(1.5657), tensor(1.7341), tensor(1.7758), tensor(1.7153), tensor(1.7313), tensor(1.5586), tensor(1.6697), tensor(1.6259), tensor(1.5926)]"
86,"[tensor(1.7099), tensor(1.6691), tensor(1.7080), tensor(1.7112), tensor(1.5627), tensor(1.5828), tensor(1.7045), tensor(1.6065), tensor(1.7385), tensor(1.7407)]"
87,"[tensor(1.6237), tensor(1.5985), tensor(1.7424), tensor(1.7852), tensor(1.7286), tensor(1.7467), tensor(1.5766), tensor(1.6906), tensor(1.6452), tensor(1.6114)]"
88,"[tensor(1.7246), tensor(1.6927), tensor(1.7260), tensor(1.7340), tensor(1.5751), tensor(1.6048), tensor(1.7225), tensor(1.6261), tensor(1.7510), tensor(1.7539)]"
89,"[tensor(1.6443), tensor(1.6068), tensor(1.7493), tensor(1.7905), tensor(1.7476), tensor(1.7578), tensor(1.5937), tensor(1.7116), tensor(1.6680), tensor(1.6335)]"
90,"[tensor(1.7246), tensor(1.7043), tensor(1.7497), tensor(1.7602), tensor(1.5884), tensor(1.6216), tensor(1.7301), tensor(1.6310), tensor(1.7509), tensor(1.7571)]"
91,"[tensor(1.6562), tensor(1.6025), tensor(1.7342), tensor(1.7750), tensor(1.7596), tensor(1.7550), tensor(1.6062), tensor(1.7299), tensor(1.6872), tensor(1.6533)]"
92,"[tensor(1.7132), tensor(1.7160), tensor(1.7699), tensor(1.7834), tensor(1.5869), tensor(1.6252), tensor(1.7266), tensor(1.6137), tensor(1.7352), tensor(1.7482)]"
93,"[tensor(1.6612), tensor(1.5973), tensor(1.7113), tensor(1.7490), tensor(1.7585), tensor(1.7379), tensor(1.6084), tensor(1.7320), tensor(1.6994), tensor(1.6644)]"
94,"[tensor(1.7194), tensor(1.7475), tensor(1.7785), tensor(1.7980), tensor(1.5823), tensor(1.6163), tensor(1.7275), tensor(1.5895), tensor(1.7380), tensor(1.7449)]"
95,"[tensor(1.6684), tensor(1.6045), tensor(1.7105), tensor(1.7451), tensor(1.7541), tensor(1.7511), tensor(1.6151), tensor(1.7327), tensor(1.7173), tensor(1.6757)]"
96,"[tensor(1.7338), tensor(1.7601), tensor(1.7914), tensor(1.8121), tensor(1.5859), tensor(1.6244), tensor(1.7383), tensor(1.5940), tensor(1.7514), tensor(1.7559)]"
97,"[tensor(1.6912), tensor(1.6238), tensor(1.7363), tensor(1.7725), tensor(1.7625), tensor(1.7693), tensor(1.6290), tensor(1.7533), tensor(1.7420), tensor(1.6872)]"
98,"[tensor(1.7550), tensor(1.7745), tensor(1.8226), tensor(1.8401), tensor(1.6097), tensor(1.6558), tensor(1.7564), tensor(1.6265), tensor(1.7754), tensor(1.7772)]"
99,"[tensor(1.7100), tensor(1.6357), tensor(1.7688), tensor(1.7968), tensor(1.7860), tensor(1.7960), tensor(1.6485), tensor(1.7867), tensor(1.7665), tensor(1.7062)]"
