in_deg_centrality,[4.]
26,"[tensor(2.2420), tensor(2.2704), tensor(2.2635), tensor(2.2541), tensor(2.2441), tensor(2.2586), tensor(2.2447), tensor(2.2580), tensor(2.2370), tensor(2.2247)]"
27,"[tensor(2.2560), tensor(2.2515), tensor(2.2348), tensor(2.2233), tensor(2.2345), tensor(2.2273), tensor(2.2619), tensor(2.2350), tensor(2.2519), tensor(2.2566)]"
28,"[tensor(2.2285), tensor(2.2559), tensor(2.2599), tensor(2.2445), tensor(2.2490), tensor(2.2525), tensor(2.2299), tensor(2.2519), tensor(2.2244), tensor(2.2162)]"
29,"[tensor(2.2496), tensor(2.2438), tensor(2.2273), tensor(2.2163), tensor(2.2272), tensor(2.2140), tensor(2.2598), tensor(2.2276), tensor(2.2588), tensor(2.2572)]"
30,"[tensor(2.2247), tensor(2.2539), tensor(2.2603), tensor(2.2410), tensor(2.2429), tensor(2.2485), tensor(2.2315), tensor(2.2434), tensor(2.2289), tensor(2.2247)]"
31,"[tensor(2.2448), tensor(2.2465), tensor(2.2352), tensor(2.2305), tensor(2.2237), tensor(2.2188), tensor(2.2540), tensor(2.2257), tensor(2.2562), tensor(2.2515)]"
32,"[tensor(2.2273), tensor(2.2479), tensor(2.2481), tensor(2.2310), tensor(2.2390), tensor(2.2428), tensor(2.2323), tensor(2.2439), tensor(2.2342), tensor(2.2334)]"
33,"[tensor(2.2400), tensor(2.2451), tensor(2.2454), tensor(2.2403), tensor(2.2256), tensor(2.2293), tensor(2.2474), tensor(2.2225), tensor(2.2473), tensor(2.2419)]"
34,"[tensor(2.2289), tensor(2.2406), tensor(2.2385), tensor(2.2207), tensor(2.2344), tensor(2.2362), tensor(2.2306), tensor(2.2487), tensor(2.2350), tensor(2.2366)]"
35,"[tensor(2.2292), tensor(2.2322), tensor(2.2491), tensor(2.2442), tensor(2.2232), tensor(2.2308), tensor(2.2381), tensor(2.2203), tensor(2.2361), tensor(2.2329)]"
36,"[tensor(2.2246), tensor(2.2270), tensor(2.2294), tensor(2.2113), tensor(2.2327), tensor(2.2241), tensor(2.2251), tensor(2.2440), tensor(2.2285), tensor(2.2337)]"
37,"[tensor(2.2201), tensor(2.2357), tensor(2.2476), tensor(2.2407), tensor(2.2148), tensor(2.2257), tensor(2.2319), tensor(2.2125), tensor(2.2278), tensor(2.2241)]"
38,"[tensor(2.2253), tensor(2.2184), tensor(2.2220), tensor(2.2032), tensor(2.2263), tensor(2.2156), tensor(2.2196), tensor(2.2386), tensor(2.2248), tensor(2.2309)]"
39,"[tensor(2.2145), tensor(2.2389), tensor(2.2452), tensor(2.2386), tensor(2.2046), tensor(2.2213), tensor(2.2287), tensor(2.2052), tensor(2.2247), tensor(2.2167)]"
40,"[tensor(2.2276), tensor(2.2073), tensor(2.2144), tensor(2.1975), tensor(2.2233), tensor(2.2099), tensor(2.2100), tensor(2.2360), tensor(2.2197), tensor(2.2294)]"
41,"[tensor(2.2063), tensor(2.2384), tensor(2.2410), tensor(2.2368), tensor(2.1999), tensor(2.2144), tensor(2.2285), tensor(2.2016), tensor(2.2240), tensor(2.2099)]"
42,"[tensor(2.2261), tensor(2.2039), tensor(2.2113), tensor(2.1933), tensor(2.2158), tensor(2.2070), tensor(2.2106), tensor(2.2280), tensor(2.2161), tensor(2.2297)]"
43,"[tensor(2.1999), tensor(2.2366), tensor(2.2391), tensor(2.2337), tensor(2.1989), tensor(2.2128), tensor(2.2238), tensor(2.2013), tensor(2.2206), tensor(2.2057)]"
44,"[tensor(2.2216), tensor(2.1976), tensor(2.2087), tensor(2.1901), tensor(2.2004), tensor(2.2014), tensor(2.2112), tensor(2.2154), tensor(2.2134), tensor(2.2244)]"
45,"[tensor(2.1926), tensor(2.2267), tensor(2.2323), tensor(2.2272), tensor(2.2026), tensor(2.2094), tensor(2.2093), tensor(2.2024), tensor(2.2063), tensor(2.1996)]"
46,"[tensor(2.2114), tensor(2.1848), tensor(2.1985), tensor(2.1795), tensor(2.1833), tensor(2.1863), tensor(2.2139), tensor(2.1981), tensor(2.2109), tensor(2.2164)]"
47,"[tensor(2.1807), tensor(2.2101), tensor(2.2212), tensor(2.2176), tensor(2.2063), tensor(2.2021), tensor(2.1978), tensor(2.1968), tensor(2.1939), tensor(2.1898)]"
48,"[tensor(2.2008), tensor(2.1739), tensor(2.1843), tensor(2.1652), tensor(2.1723), tensor(2.1719), tensor(2.2080), tensor(2.1722), tensor(2.2036), tensor(2.2060)]"
49,"[tensor(2.1668), tensor(2.1982), tensor(2.2063), tensor(2.2047), tensor(2.1965), tensor(2.1913), tensor(2.1835), tensor(2.1937), tensor(2.1771), tensor(2.1767)]"
50,"[tensor(2.1906), tensor(2.1656), tensor(2.1661), tensor(2.1478), tensor(2.1595), tensor(2.1542), tensor(2.1995), tensor(2.1562), tensor(2.1922), tensor(2.1938)]"
51,"[tensor(2.1514), tensor(2.1928), tensor(2.1962), tensor(2.1954), tensor(2.1897), tensor(2.1817), tensor(2.1661), tensor(2.1844), tensor(2.1610), tensor(2.1595)]"
52,"[tensor(2.1852), tensor(2.1649), tensor(2.1507), tensor(2.1333), tensor(2.1430), tensor(2.1441), tensor(2.1918), tensor(2.1467), tensor(2.1860), tensor(2.1863)]"
53,"[tensor(2.1381), tensor(2.1873), tensor(2.1940), tensor(2.1908), tensor(2.1841), tensor(2.1800), tensor(2.1460), tensor(2.1795), tensor(2.1501), tensor(2.1390)]"
54,"[tensor(2.1788), tensor(2.1594), tensor(2.1403), tensor(2.1276), tensor(2.1301), tensor(2.1382), tensor(2.1853), tensor(2.1477), tensor(2.1817), tensor(2.1791)]"
55,"[tensor(2.1314), tensor(2.1714), tensor(2.1955), tensor(2.1946), tensor(2.1781), tensor(2.1762), tensor(2.1339), tensor(2.1746), tensor(2.1442), tensor(2.1273)]"
56,"[tensor(2.1705), tensor(2.1516), tensor(2.1375), tensor(2.1321), tensor(2.1170), tensor(2.1383), tensor(2.1776), tensor(2.1443), tensor(2.1774), tensor(2.1716)]"
57,"[tensor(2.1273), tensor(2.1516), tensor(2.1936), tensor(2.1941), tensor(2.1718), tensor(2.1685), tensor(2.1300), tensor(2.1743), tensor(2.1386), tensor(2.1212)]"
58,"[tensor(2.1578), tensor(2.1481), tensor(2.1400), tensor(2.1333), tensor(2.1074), tensor(2.1341), tensor(2.1692), tensor(2.1346), tensor(2.1701), tensor(2.1646)]"
59,"[tensor(2.1264), tensor(2.1351), tensor(2.1777), tensor(2.1791), tensor(2.1495), tensor(2.1497), tensor(2.1246), tensor(2.1633), tensor(2.1429), tensor(2.1255)]"
60,"[tensor(2.1310), tensor(2.1458), tensor(2.1491), tensor(2.1428), tensor(2.1205), tensor(2.1313), tensor(2.1550), tensor(2.1251), tensor(2.1388), tensor(2.1494)]"
61,"[tensor(2.1268), tensor(2.1433), tensor(2.1529), tensor(2.1458), tensor(2.1247), tensor(2.1251), tensor(2.1286), tensor(2.1435), tensor(2.1480), tensor(2.1389)]"
62,"[tensor(2.1143), tensor(2.1385), tensor(2.1534), tensor(2.1457), tensor(2.1196), tensor(2.1263), tensor(2.1373), tensor(2.1237), tensor(2.1152), tensor(2.1251)]"
63,"[tensor(2.1120), tensor(2.1358), tensor(2.1385), tensor(2.1274), tensor(2.1212), tensor(2.1075), tensor(2.1276), tensor(2.1325), tensor(2.1347), tensor(2.1291)]"
64,"[tensor(2.1085), tensor(2.1294), tensor(2.1399), tensor(2.1345), tensor(2.1134), tensor(2.1079), tensor(2.1295), tensor(2.1233), tensor(2.1059), tensor(2.1145)]"
65,"[tensor(2.1117), tensor(2.1400), tensor(2.1365), tensor(2.1247), tensor(2.1152), tensor(2.0957), tensor(2.1273), tensor(2.1244), tensor(2.1227), tensor(2.1160)]"
66,"[tensor(2.0996), tensor(2.1217), tensor(2.1220), tensor(2.1158), tensor(2.1289), tensor(2.1188), tensor(2.1198), tensor(2.1441), tensor(2.0979), tensor(2.1034)]"
67,"[tensor(2.1236), tensor(2.1358), tensor(2.1033), tensor(2.1088), tensor(2.0952), tensor(2.0964), tensor(2.1387), tensor(2.1121), tensor(2.1247), tensor(2.1197)]"
68,"[tensor(2.0936), tensor(2.1182), tensor(2.1417), tensor(2.1385), tensor(2.1326), tensor(2.1546), tensor(2.1027), tensor(2.1565), tensor(2.0913), tensor(2.0811)]"
69,"[tensor(2.1330), tensor(2.1229), tensor(2.0980), tensor(2.0969), tensor(2.0808), tensor(2.0936), tensor(2.1555), tensor(2.1165), tensor(2.1320), tensor(2.1283)]"
70,"[tensor(2.0903), tensor(2.1163), tensor(2.1528), tensor(2.1510), tensor(2.1094), tensor(2.1629), tensor(2.0923), tensor(2.1475), tensor(2.0918), tensor(2.0837)]"
71,"[tensor(2.1018), tensor(2.1112), tensor(2.1111), tensor(2.1022), tensor(2.0788), tensor(2.0946), tensor(2.1206), tensor(2.1230), tensor(2.1290), tensor(2.1177)]"
72,"[tensor(2.0841), tensor(2.0855), tensor(2.1397), tensor(2.1370), tensor(2.1052), tensor(2.1156), tensor(2.0965), tensor(2.0998), tensor(2.0917), tensor(2.0975)]"
73,"[tensor(2.0918), tensor(2.1210), tensor(2.1129), tensor(2.0909), tensor(2.0677), tensor(2.0985), tensor(2.1084), tensor(2.0936), tensor(2.1271), tensor(2.1119)]"
74,"[tensor(2.0844), tensor(2.0938), tensor(2.1198), tensor(2.1210), tensor(2.1000), tensor(2.1038), tensor(2.0944), tensor(2.0929), tensor(2.0746), tensor(2.1107)]"
75,"[tensor(2.0929), tensor(2.1371), tensor(2.1220), tensor(2.0695), tensor(2.0644), tensor(2.1001), tensor(2.1101), tensor(2.0699), tensor(2.1162), tensor(2.1017)]"
76,"[tensor(2.0932), tensor(2.0956), tensor(2.1063), tensor(2.1120), tensor(2.0797), tensor(2.0979), tensor(2.1092), tensor(2.0981), tensor(2.1131), tensor(2.1321)]"
77,"[tensor(2.0922), tensor(2.1451), tensor(2.1338), tensor(2.1035), tensor(2.0607), tensor(2.1115), tensor(2.1071), tensor(2.0972), tensor(2.1051), tensor(2.0932)]"
78,"[tensor(2.0934), tensor(2.0897), tensor(2.1070), tensor(2.1155), tensor(2.0803), tensor(2.0978), tensor(2.1187), tensor(2.0993), tensor(2.1280), tensor(2.1320)]"
79,"[tensor(2.0910), tensor(2.1392), tensor(2.1344), tensor(2.1131), tensor(2.0647), tensor(2.1089), tensor(2.1044), tensor(2.0958), tensor(2.1011), tensor(2.0921)]"
80,"[tensor(2.0884), tensor(2.0944), tensor(2.1077), tensor(2.1137), tensor(2.0824), tensor(2.0987), tensor(2.1199), tensor(2.0927), tensor(2.1258), tensor(2.1287)]"
81,"[tensor(2.0857), tensor(2.1296), tensor(2.1271), tensor(2.1058), tensor(2.0544), tensor(2.1008), tensor(2.0987), tensor(2.0883), tensor(2.0942), tensor(2.0886)]"
82,"[tensor(2.0789), tensor(2.0978), tensor(2.1079), tensor(2.1130), tensor(2.0857), tensor(2.0922), tensor(2.1118), tensor(2.0883), tensor(2.1154), tensor(2.1200)]"
83,"[tensor(2.0785), tensor(2.1267), tensor(2.1220), tensor(2.0980), tensor(2.0488), tensor(2.0912), tensor(2.0918), tensor(2.0717), tensor(2.0886), tensor(2.0867)]"
84,"[tensor(2.0746), tensor(2.1036), tensor(2.1086), tensor(2.1111), tensor(2.0798), tensor(2.0878), tensor(2.1068), tensor(2.0866), tensor(2.1151), tensor(2.1198)]"
85,"[tensor(2.0752), tensor(2.1221), tensor(2.1208), tensor(2.0993), tensor(2.0711), tensor(2.0926), tensor(2.0859), tensor(2.0778), tensor(2.0881), tensor(2.0839)]"
86,"[tensor(2.0775), tensor(2.1026), tensor(2.1114), tensor(2.1160), tensor(2.0453), tensor(2.0875), tensor(2.1083), tensor(2.0898), tensor(2.1197), tensor(2.1177)]"
87,"[tensor(2.0775), tensor(2.1205), tensor(2.1162), tensor(2.0964), tensor(2.0723), tensor(2.0952), tensor(2.0869), tensor(2.0893), tensor(2.0875), tensor(2.0850)]"
88,"[tensor(2.0717), tensor(2.0974), tensor(2.1089), tensor(2.1165), tensor(2.0605), tensor(2.0921), tensor(2.1045), tensor(2.0853), tensor(2.1174), tensor(2.1111)]"
89,"[tensor(2.0820), tensor(2.1187), tensor(2.1049), tensor(2.0912), tensor(2.0458), tensor(2.0915), tensor(2.0891), tensor(2.0754), tensor(2.0912), tensor(2.0834)]"
90,"[tensor(2.0699), tensor(2.1039), tensor(2.1000), tensor(2.1104), tensor(2.0467), tensor(2.0988), tensor(2.0991), tensor(2.0913), tensor(2.1106), tensor(2.1044)]"
91,"[tensor(2.0712), tensor(2.1065), tensor(2.0988), tensor(2.0869), tensor(2.0443), tensor(2.0886), tensor(2.0821), tensor(2.0740), tensor(2.0768), tensor(2.0772)]"
92,"[tensor(2.0646), tensor(2.1077), tensor(2.0973), tensor(2.1017), tensor(2.0420), tensor(2.0837), tensor(2.0949), tensor(2.0806), tensor(2.1005), tensor(2.0963)]"
93,"[tensor(2.0618), tensor(2.1037), tensor(2.0962), tensor(2.0835), tensor(2.0451), tensor(2.0813), tensor(2.0782), tensor(2.0605), tensor(2.0678), tensor(2.0691)]"
94,"[tensor(2.0644), tensor(2.0949), tensor(2.0867), tensor(2.0879), tensor(2.0384), tensor(2.0691), tensor(2.0905), tensor(2.0672), tensor(2.1019), tensor(2.0957)]"
95,"[tensor(2.0572), tensor(2.1087), tensor(2.0990), tensor(2.0850), tensor(2.0593), tensor(2.0788), tensor(2.0725), tensor(2.0575), tensor(2.0650), tensor(2.0683)]"
96,"[tensor(2.0790), tensor(2.0939), tensor(2.0890), tensor(2.0884), tensor(2.0282), tensor(2.0658), tensor(2.1050), tensor(2.0628), tensor(2.1125), tensor(2.1126)]"
97,"[tensor(2.0703), tensor(2.1131), tensor(2.1089), tensor(2.0975), tensor(2.0627), tensor(2.0957), tensor(2.0824), tensor(2.0800), tensor(2.0794), tensor(2.0823)]"
98,"[tensor(2.0763), tensor(2.1004), tensor(2.1078), tensor(2.1131), tensor(2.0512), tensor(2.0848), tensor(2.0993), tensor(2.0854), tensor(2.1132), tensor(2.1088)]"
99,"[tensor(2.0782), tensor(2.1165), tensor(2.1040), tensor(2.0954), tensor(2.0590), tensor(2.0893), tensor(2.0861), tensor(2.0791), tensor(2.0896), tensor(2.0851)]"
