in_deg_centrality,[4. 0.]
26,"[tensor(2.2462), tensor(2.2705), tensor(2.2632), tensor(2.2541), tensor(2.2437), tensor(2.2587), tensor(2.2448), tensor(2.2581), tensor(2.2370), tensor(2.2247)]"
27,"[tensor(2.2422), tensor(2.2576), tensor(2.2349), tensor(2.2234), tensor(2.2344), tensor(2.2274), tensor(2.2617), tensor(2.2346), tensor(2.2451), tensor(2.2567)]"
28,"[tensor(2.2349), tensor(2.2453), tensor(2.2596), tensor(2.2354), tensor(2.2480), tensor(2.2490), tensor(2.2333), tensor(2.2513), tensor(2.2221), tensor(2.2191)]"
29,"[tensor(2.2402), tensor(2.2527), tensor(2.2348), tensor(2.2108), tensor(2.2237), tensor(2.2119), tensor(2.2538), tensor(2.2376), tensor(2.2426), tensor(2.2477)]"
30,"[tensor(2.2198), tensor(2.2432), tensor(2.2518), tensor(2.2194), tensor(2.2407), tensor(2.2337), tensor(2.2279), tensor(2.2312), tensor(2.2177), tensor(2.2139)]"
31,"[tensor(2.2395), tensor(2.2389), tensor(2.2218), tensor(2.2063), tensor(2.2080), tensor(2.2009), tensor(2.2471), tensor(2.2190), tensor(2.2365), tensor(2.2445)]"
32,"[tensor(2.2096), tensor(2.2480), tensor(2.2388), tensor(2.2078), tensor(2.2321), tensor(2.2261), tensor(2.2147), tensor(2.2205), tensor(2.2356), tensor(2.2055)]"
33,"[tensor(2.2298), tensor(2.2254), tensor(2.2133), tensor(2.2241), tensor(2.1994), tensor(2.1991), tensor(2.2390), tensor(2.2036), tensor(2.2314), tensor(2.2421)]"
34,"[tensor(2.2052), tensor(2.2428), tensor(2.2302), tensor(2.2130), tensor(2.2275), tensor(2.2324), tensor(2.2077), tensor(2.2304), tensor(2.2295), tensor(2.2036)]"
35,"[tensor(2.2285), tensor(2.2139), tensor(2.2224), tensor(2.2285), tensor(2.2014), tensor(2.1970), tensor(2.2337), tensor(2.2067), tensor(2.2167), tensor(2.2296)]"
36,"[tensor(2.2006), tensor(2.2406), tensor(2.2255), tensor(2.2085), tensor(2.2223), tensor(2.2287), tensor(2.2023), tensor(2.2365), tensor(2.2306), tensor(2.1976)]"
37,"[tensor(2.2251), tensor(2.2103), tensor(2.2294), tensor(2.2307), tensor(2.2030), tensor(2.1983), tensor(2.2293), tensor(2.2040), tensor(2.2125), tensor(2.2248)]"
38,"[tensor(2.1968), tensor(2.2380), tensor(2.2248), tensor(2.2108), tensor(2.2038), tensor(2.2295), tensor(2.1989), tensor(2.2410), tensor(2.2300), tensor(2.2004)]"
39,"[tensor(2.1919), tensor(2.2052), tensor(2.2330), tensor(2.2312), tensor(2.2293), tensor(2.2226), tensor(2.2279), tensor(2.2177), tensor(2.2022), tensor(2.2257)]"
40,"[tensor(2.2348), tensor(2.2060), tensor(2.2259), tensor(2.2043), tensor(2.1974), tensor(2.2330), tensor(2.2207), tensor(2.2441), tensor(2.2003), tensor(2.2112)]"
41,"[tensor(2.2011), tensor(2.2350), tensor(2.2444), tensor(2.2136), tensor(2.2348), tensor(2.1985), tensor(2.1988), tensor(2.2301), tensor(2.2169), tensor(2.1909)]"
42,"[tensor(2.2196), tensor(2.2049), tensor(2.2049), tensor(2.1934), tensor(2.1960), tensor(2.1979), tensor(2.2231), tensor(2.2018), tensor(2.2178), tensor(2.2257)]"
43,"[tensor(2.1912), tensor(2.2274), tensor(2.2317), tensor(2.2157), tensor(2.2196), tensor(2.1996), tensor(2.1989), tensor(2.2113), tensor(2.2080), tensor(2.2010)]"
44,"[tensor(2.2158), tensor(2.1862), tensor(2.2019), tensor(2.1892), tensor(2.2035), tensor(2.2063), tensor(2.2097), tensor(2.1869), tensor(2.1999), tensor(2.2116)]"
45,"[tensor(2.1953), tensor(2.2174), tensor(2.2165), tensor(2.1939), tensor(2.2123), tensor(2.1909), tensor(2.1976), tensor(2.2076), tensor(2.2069), tensor(2.2101)]"
46,"[tensor(2.2038), tensor(2.1778), tensor(2.2016), tensor(2.1888), tensor(2.2051), tensor(2.2053), tensor(2.1974), tensor(2.1822), tensor(2.2021), tensor(2.2079)]"
47,"[tensor(2.1909), tensor(2.2067), tensor(2.2098), tensor(2.1960), tensor(2.2001), tensor(2.1917), tensor(2.1997), tensor(2.2025), tensor(2.1906), tensor(2.2250)]"
48,"[tensor(2.1872), tensor(2.1734), tensor(2.2096), tensor(2.1775), tensor(2.2053), tensor(2.1959), tensor(2.1856), tensor(2.1925), tensor(2.1972), tensor(2.2019)]"
49,"[tensor(2.1896), tensor(2.1924), tensor(2.2018), tensor(2.2007), tensor(2.1937), tensor(2.1964), tensor(2.1879), tensor(2.1945), tensor(2.1857), tensor(2.2085)]"
50,"[tensor(2.1913), tensor(2.1726), tensor(2.1807), tensor(2.1712), tensor(2.1849), tensor(2.1902), tensor(2.1762), tensor(2.1798), tensor(2.1904), tensor(2.1934)]"
51,"[tensor(2.1792), tensor(2.1828), tensor(2.1935), tensor(2.1996), tensor(2.1982), tensor(2.1960), tensor(2.1804), tensor(2.1924), tensor(2.1794), tensor(2.1835)]"
52,"[tensor(2.1997), tensor(2.1957), tensor(2.1637), tensor(2.1742), tensor(2.1661), tensor(2.1728), tensor(2.1740), tensor(2.1731), tensor(2.1861), tensor(2.1913)]"
53,"[tensor(2.1707), tensor(2.1817), tensor(2.1832), tensor(2.1899), tensor(2.1951), tensor(2.1891), tensor(2.1772), tensor(2.1875), tensor(2.1681), tensor(2.1714)]"
54,"[tensor(2.1822), tensor(2.2079), tensor(2.1767), tensor(2.1786), tensor(2.1616), tensor(2.1785), tensor(2.1782), tensor(2.2004), tensor(2.1820), tensor(2.1842)]"
55,"[tensor(2.1888), tensor(2.1615), tensor(2.1948), tensor(2.2018), tensor(2.1757), tensor(2.1946), tensor(2.2012), tensor(2.2025), tensor(2.1629), tensor(2.1786)]"
56,"[tensor(2.1596), tensor(2.2268), tensor(2.2155), tensor(2.1780), tensor(2.1924), tensor(2.1843), tensor(2.1663), tensor(2.2281), tensor(2.1755), tensor(2.1676)]"
57,"[tensor(2.1976), tensor(2.1489), tensor(2.1913), tensor(2.1796), tensor(2.1602), tensor(2.1655), tensor(2.2369), tensor(2.1766), tensor(2.1684), tensor(2.2050)]"
58,"[tensor(2.1472), tensor(2.2305), tensor(2.2323), tensor(2.1622), tensor(2.1825), tensor(2.1785), tensor(2.1516), tensor(2.2300), tensor(2.1689), tensor(2.1509)]"
59,"[tensor(2.1879), tensor(2.1392), tensor(2.1693), tensor(2.1519), tensor(2.1540), tensor(2.1492), tensor(2.2282), tensor(2.1501), tensor(2.1616), tensor(2.2026)]"
60,"[tensor(2.1511), tensor(2.2154), tensor(2.2114), tensor(2.1503), tensor(2.1850), tensor(2.1696), tensor(2.1448), tensor(2.1950), tensor(2.1602), tensor(2.1523)]"
61,"[tensor(2.1872), tensor(2.1482), tensor(2.1504), tensor(2.1514), tensor(2.1455), tensor(2.1608), tensor(2.2268), tensor(2.1444), tensor(2.1736), tensor(2.2075)]"
62,"[tensor(2.1549), tensor(2.2073), tensor(2.2136), tensor(2.1759), tensor(2.1985), tensor(2.1933), tensor(2.1501), tensor(2.1933), tensor(2.1449), tensor(2.1721)]"
63,"[tensor(2.1800), tensor(2.1544), tensor(2.1747), tensor(2.1577), tensor(2.1576), tensor(2.1707), tensor(2.2327), tensor(2.1735), tensor(2.1769), tensor(2.2163)]"
64,"[tensor(2.1636), tensor(2.1954), tensor(2.2113), tensor(2.1772), tensor(2.1945), tensor(2.1861), tensor(2.1556), tensor(2.1953), tensor(2.1470), tensor(2.1804)]"
65,"[tensor(2.1764), tensor(2.1605), tensor(2.1738), tensor(2.1622), tensor(2.1616), tensor(2.1874), tensor(2.2096), tensor(2.1802), tensor(2.1617), tensor(2.2004)]"
66,"[tensor(2.1741), tensor(2.2071), tensor(2.1891), tensor(2.1773), tensor(2.1778), tensor(2.1598), tensor(2.1606), tensor(2.1780), tensor(2.1377), tensor(2.1784)]"
67,"[tensor(2.1681), tensor(2.1712), tensor(2.1780), tensor(2.1708), tensor(2.1667), tensor(2.1949), tensor(2.1909), tensor(2.1894), tensor(2.1753), tensor(2.1838)]"
68,"[tensor(2.1787), tensor(2.2133), tensor(2.1871), tensor(2.1847), tensor(2.1584), tensor(2.1672), tensor(2.1676), tensor(2.1895), tensor(2.1398), tensor(2.1752)]"
69,"[tensor(2.1700), tensor(2.1522), tensor(2.1971), tensor(2.1876), tensor(2.1695), tensor(2.1918), tensor(2.1971), tensor(2.2033), tensor(2.1829), tensor(2.1777)]"
70,"[tensor(2.1628), tensor(2.2261), tensor(2.1999), tensor(2.1788), tensor(2.1502), tensor(2.1745), tensor(2.1520), tensor(2.1990), tensor(2.1376), tensor(2.1575)]"
71,"[tensor(2.1755), tensor(2.1415), tensor(2.1776), tensor(2.1588), tensor(2.1603), tensor(2.1441), tensor(2.2032), tensor(2.1647), tensor(2.1648), tensor(2.1877)]"
72,"[tensor(2.1517), tensor(2.2318), tensor(2.1990), tensor(2.1458), tensor(2.1529), tensor(2.1640), tensor(2.1455), tensor(2.1935), tensor(2.1246), tensor(2.1453)]"
73,"[tensor(2.1858), tensor(2.1439), tensor(2.1383), tensor(2.1155), tensor(2.1334), tensor(2.1375), tensor(2.2133), tensor(2.1334), tensor(2.1598), tensor(2.1951)]"
74,"[tensor(2.1443), tensor(2.2622), tensor(2.1778), tensor(2.1428), tensor(2.1598), tensor(2.1755), tensor(2.1313), tensor(2.1653), tensor(2.1331), tensor(2.1492)]"
75,"[tensor(2.1781), tensor(2.1449), tensor(2.1360), tensor(2.1325), tensor(2.1245), tensor(2.1612), tensor(2.2358), tensor(2.1402), tensor(2.1569), tensor(2.2211)]"
76,"[tensor(2.1573), tensor(2.2361), tensor(2.1972), tensor(2.1578), tensor(2.1644), tensor(2.1953), tensor(2.1404), tensor(2.1808), tensor(2.1223), tensor(2.1682)]"
77,"[tensor(2.1666), tensor(2.1506), tensor(2.1533), tensor(2.1455), tensor(2.1409), tensor(2.1735), tensor(2.2192), tensor(2.1639), tensor(2.1560), tensor(2.1998)]"
78,"[tensor(2.1624), tensor(2.2182), tensor(2.1850), tensor(2.1593), tensor(2.1623), tensor(2.1644), tensor(2.1512), tensor(2.1640), tensor(2.1272), tensor(2.1796)]"
79,"[tensor(2.1607), tensor(2.1568), tensor(2.1616), tensor(2.1607), tensor(2.1283), tensor(2.1831), tensor(2.1999), tensor(2.1650), tensor(2.1744), tensor(2.1882)]"
80,"[tensor(2.1587), tensor(2.2275), tensor(2.1792), tensor(2.1682), tensor(2.1633), tensor(2.1687), tensor(2.1467), tensor(2.1667), tensor(2.1299), tensor(2.1594)]"
81,"[tensor(2.1648), tensor(2.1604), tensor(2.1681), tensor(2.1653), tensor(2.1234), tensor(2.1702), tensor(2.2054), tensor(2.1705), tensor(2.1946), tensor(2.1887)]"
82,"[tensor(2.1582), tensor(2.2413), tensor(2.2050), tensor(2.1852), tensor(2.1765), tensor(2.1855), tensor(2.1406), tensor(2.1930), tensor(2.1363), tensor(2.1407)]"
83,"[tensor(2.1815), tensor(2.1629), tensor(2.1778), tensor(2.1765), tensor(2.1238), tensor(2.1624), tensor(2.2461), tensor(2.1783), tensor(2.2109), tensor(2.2160)]"
84,"[tensor(2.1577), tensor(2.2372), tensor(2.2563), tensor(2.2035), tensor(2.1961), tensor(2.2148), tensor(2.1400), tensor(2.2318), tensor(2.1311), tensor(2.1434)]"
85,"[tensor(2.2220), tensor(2.1555), tensor(2.1709), tensor(2.1579), tensor(2.1422), tensor(2.1469), tensor(2.2896), tensor(2.1648), tensor(2.1879), tensor(2.2483)]"
86,"[tensor(2.1573), tensor(2.3047), tensor(2.2861), tensor(2.1725), tensor(2.1875), tensor(2.1989), tensor(2.1498), tensor(2.2288), tensor(2.1382), tensor(2.1540)]"
87,"[tensor(2.2140), tensor(2.1553), tensor(2.1584), tensor(2.1503), tensor(2.1516), tensor(2.1587), tensor(2.2734), tensor(2.1472), tensor(2.1815), tensor(2.2504)]"
88,"[tensor(2.1579), tensor(2.2673), tensor(2.2360), tensor(2.1574), tensor(2.1743), tensor(2.1736), tensor(2.1522), tensor(2.1730), tensor(2.1433), tensor(2.1652)]"
89,"[tensor(2.1908), tensor(2.1566), tensor(2.1584), tensor(2.1739), tensor(2.1623), tensor(2.1833), tensor(2.2416), tensor(2.1558), tensor(2.1627), tensor(2.2258)]"
90,"[tensor(2.1681), tensor(2.2337), tensor(2.1920), tensor(2.1472), tensor(2.1607), tensor(2.1579), tensor(2.1603), tensor(2.1440), tensor(2.1581), tensor(2.1823)]"
91,"[tensor(2.1542), tensor(2.1558), tensor(2.1790), tensor(2.2001), tensor(2.1461), tensor(2.2086), tensor(2.2156), tensor(2.1729), tensor(2.1697), tensor(2.2085)]"
92,"[tensor(2.1616), tensor(2.2275), tensor(2.1792), tensor(2.1472), tensor(2.1501), tensor(2.1642), tensor(2.1565), tensor(2.1409), tensor(2.1551), tensor(2.1765)]"
93,"[tensor(2.1657), tensor(2.1563), tensor(2.1731), tensor(2.1803), tensor(2.1480), tensor(2.1769), tensor(2.2048), tensor(2.1632), tensor(2.2073), tensor(2.1951)]"
94,"[tensor(2.1513), tensor(2.2463), tensor(2.1872), tensor(2.1747), tensor(2.1263), tensor(2.1910), tensor(2.1592), tensor(2.1616), tensor(2.1563), tensor(2.1541)]"
95,"[tensor(2.1806), tensor(2.1633), tensor(2.1724), tensor(2.1756), tensor(2.1616), tensor(2.1642), tensor(2.2365), tensor(2.1681), tensor(2.2189), tensor(2.2155)]"
96,"[tensor(2.1624), tensor(2.2691), tensor(2.2495), tensor(2.2123), tensor(2.1271), tensor(2.2265), tensor(2.1840), tensor(2.2137), tensor(2.1712), tensor(2.1601)]"
97,"[tensor(2.1683), tensor(2.1713), tensor(2.2049), tensor(2.1958), tensor(2.1731), tensor(2.1786), tensor(2.2297), tensor(2.2001), tensor(2.2255), tensor(2.2117)]"
98,"[tensor(2.1700), tensor(2.2105), tensor(2.2924), tensor(2.2332), tensor(2.1473), tensor(2.2415), tensor(2.1898), tensor(2.2498), tensor(2.1621), tensor(2.1685)]"
99,"[tensor(2.1814), tensor(2.1787), tensor(2.2077), tensor(2.1768), tensor(2.1599), tensor(2.1619), tensor(2.2284), tensor(2.1946), tensor(2.1740), tensor(2.1895)]"
