in_deg_centrality,[4.]
16,"[tensor(2.0013), tensor(1.9595), tensor(1.9732), tensor(1.9883), tensor(1.9697), tensor(1.9645), tensor(2.0204), tensor(1.9871), tensor(2.0397), tensor(2.0329)]"
17,"[tensor(1.9437), tensor(2.0247), tensor(2.0371), tensor(2.0556), tensor(1.9854), tensor(2.0100), tensor(1.9399), tensor(1.9676), tensor(1.9559), tensor(1.9438)]"
18,"[tensor(1.9948), tensor(1.9433), tensor(1.9644), tensor(1.9796), tensor(1.9539), tensor(1.9407), tensor(2.0038), tensor(1.9894), tensor(2.0317), tensor(2.0244)]"
19,"[tensor(1.9306), tensor(2.0118), tensor(2.0303), tensor(2.0495), tensor(1.9789), tensor(1.9973), tensor(1.9232), tensor(1.9460), tensor(1.9426), tensor(1.9298)]"
20,"[tensor(1.9876), tensor(1.9260), tensor(1.9558), tensor(1.9697), tensor(1.9392), tensor(1.9183), tensor(1.9887), tensor(1.9791), tensor(2.0232), tensor(2.0170)]"
21,"[tensor(1.9137), tensor(1.9982), tensor(2.0182), tensor(2.0400), tensor(1.9681), tensor(1.9847), tensor(1.9098), tensor(1.9200), tensor(1.9304), tensor(1.9195)]"
22,"[tensor(1.9741), tensor(1.9141), tensor(1.9420), tensor(1.9553), tensor(1.9176), tensor(1.9015), tensor(1.9737), tensor(1.9655), tensor(2.0107), tensor(2.0038)]"
23,"[tensor(1.8984), tensor(1.9857), tensor(2.0030), tensor(2.0275), tensor(1.9501), tensor(1.9741), tensor(1.8970), tensor(1.9007), tensor(1.9121), tensor(1.9040)]"
24,"[tensor(1.9585), tensor(1.8994), tensor(1.9271), tensor(1.9371), tensor(1.8973), tensor(1.8839), tensor(1.9586), tensor(1.9516), tensor(1.9944), tensor(1.9873)]"
25,"[tensor(1.8814), tensor(1.9671), tensor(1.9868), tensor(2.0129), tensor(1.9319), tensor(1.9588), tensor(1.8826), tensor(1.8907), tensor(1.8923), tensor(1.8841)]"
26,"[tensor(1.9401), tensor(1.8815), tensor(1.9100), tensor(1.9182), tensor(1.8593), tensor(1.8645), tensor(1.9382), tensor(1.9337), tensor(1.9773), tensor(1.9690)]"
27,"[tensor(1.8509), tensor(1.8463), tensor(1.9680), tensor(1.9971), tensor(1.9375), tensor(1.9389), tensor(1.8417), tensor(1.8739), tensor(1.8649), tensor(1.8572)]"
28,"[tensor(1.9147), tensor(1.8455), tensor(1.8931), tensor(1.8863), tensor(1.8453), tensor(1.8229), tensor(1.9208), tensor(1.8204), tensor(1.9448), tensor(1.9386)]"
29,"[tensor(1.8318), tensor(1.8464), tensor(1.9178), tensor(1.9470), tensor(1.8936), tensor(1.9133), tensor(1.8215), tensor(1.8362), tensor(1.8427), tensor(1.8371)]"
30,"[tensor(1.8812), tensor(1.8150), tensor(1.8860), tensor(1.8776), tensor(1.8211), tensor(1.8087), tensor(1.8778), tensor(1.8231), tensor(1.9009), tensor(1.8976)]"
31,"[tensor(1.8088), tensor(1.8028), tensor(1.8998), tensor(1.9258), tensor(1.8760), tensor(1.8785), tensor(1.7993), tensor(1.8441), tensor(1.8289), tensor(1.8213)]"
32,"[tensor(1.8764), tensor(1.8359), tensor(1.8941), tensor(1.8894), tensor(1.8062), tensor(1.7930), tensor(1.8598), tensor(1.8121), tensor(1.8942), tensor(1.8841)]"
33,"[tensor(1.7911), tensor(1.7708), tensor(1.8990), tensor(1.9218), tensor(1.8632), tensor(1.8841), tensor(1.7843), tensor(1.8423), tensor(1.8223), tensor(1.8179)]"
34,"[tensor(1.8717), tensor(1.8256), tensor(1.8998), tensor(1.8964), tensor(1.8076), tensor(1.7781), tensor(1.8507), tensor(1.7955), tensor(1.8898), tensor(1.8803)]"
35,"[tensor(1.7802), tensor(1.7556), tensor(1.8906), tensor(1.9118), tensor(1.8595), tensor(1.8804), tensor(1.7740), tensor(1.7962), tensor(1.8186), tensor(1.8192)]"
36,"[tensor(1.8627), tensor(1.8110), tensor(1.8918), tensor(1.8868), tensor(1.8030), tensor(1.7704), tensor(1.8442), tensor(1.7721), tensor(1.8813), tensor(1.8778)]"
37,"[tensor(1.7751), tensor(1.7468), tensor(1.8745), tensor(1.8943), tensor(1.8476), tensor(1.8664), tensor(1.7714), tensor(1.7470), tensor(1.8197), tensor(1.8196)]"
38,"[tensor(1.8488), tensor(1.7934), tensor(1.8656), tensor(1.8569), tensor(1.7816), tensor(1.7696), tensor(1.8374), tensor(1.7343), tensor(1.8689), tensor(1.8693)]"
39,"[tensor(1.7583), tensor(1.7293), tensor(1.8506), tensor(1.8720), tensor(1.8365), tensor(1.8520), tensor(1.7582), tensor(1.7439), tensor(1.8036), tensor(1.8038)]"
40,"[tensor(1.8322), tensor(1.7749), tensor(1.8298), tensor(1.8215), tensor(1.7494), tensor(1.7563), tensor(1.8329), tensor(1.7126), tensor(1.8532), tensor(1.8572)]"
41,"[tensor(1.7269), tensor(1.7074), tensor(1.8336), tensor(1.8597), tensor(1.8220), tensor(1.8386), tensor(1.7258), tensor(1.7356), tensor(1.7631), tensor(1.7619)]"
42,"[tensor(1.8157), tensor(1.7618), tensor(1.7816), tensor(1.7803), tensor(1.7157), tensor(1.7177), tensor(1.8191), tensor(1.6937), tensor(1.8378), tensor(1.8418)]"
43,"[tensor(1.7077), tensor(1.6921), tensor(1.8164), tensor(1.8507), tensor(1.8061), tensor(1.8230), tensor(1.7005), tensor(1.7290), tensor(1.7360), tensor(1.7272)]"
44,"[tensor(1.7777), tensor(1.7110), tensor(1.7604), tensor(1.7658), tensor(1.6923), tensor(1.6982), tensor(1.7915), tensor(1.6839), tensor(1.8038), tensor(1.8150)]"
45,"[tensor(1.6926), tensor(1.6684), tensor(1.7886), tensor(1.8293), tensor(1.7862), tensor(1.7854), tensor(1.6881), tensor(1.7031), tensor(1.7245), tensor(1.7046)]"
46,"[tensor(1.7516), tensor(1.6939), tensor(1.7621), tensor(1.7717), tensor(1.6636), tensor(1.6872), tensor(1.7631), tensor(1.6597), tensor(1.7798), tensor(1.7949)]"
47,"[tensor(1.6619), tensor(1.6392), tensor(1.7608), tensor(1.7999), tensor(1.7574), tensor(1.7598), tensor(1.6674), tensor(1.6530), tensor(1.6943), tensor(1.6735)]"
48,"[tensor(1.7319), tensor(1.6882), tensor(1.7314), tensor(1.7326), tensor(1.6434), tensor(1.6440), tensor(1.7324), tensor(1.6092), tensor(1.7577), tensor(1.7705)]"
49,"[tensor(1.6331), tensor(1.6116), tensor(1.7210), tensor(1.7567), tensor(1.7225), tensor(1.7287), tensor(1.6462), tensor(1.6222), tensor(1.6652), tensor(1.6475)]"
50,"[tensor(1.7117), tensor(1.6702), tensor(1.7040), tensor(1.6915), tensor(1.6248), tensor(1.6100), tensor(1.7121), tensor(1.5641), tensor(1.7340), tensor(1.7425)]"
51,"[tensor(1.6128), tensor(1.5803), tensor(1.7022), tensor(1.7298), tensor(1.6999), tensor(1.7108), tensor(1.6278), tensor(1.6175), tensor(1.6486), tensor(1.6335)]"
52,"[tensor(1.6949), tensor(1.6470), tensor(1.6809), tensor(1.6665), tensor(1.5936), tensor(1.5965), tensor(1.7024), tensor(1.5407), tensor(1.7190), tensor(1.7271)]"
53,"[tensor(1.5760), tensor(1.5406), tensor(1.6925), tensor(1.7200), tensor(1.6847), tensor(1.7045), tensor(1.5974), tensor(1.6035), tensor(1.6156), tensor(1.6067)]"
54,"[tensor(1.6778), tensor(1.6146), tensor(1.6452), tensor(1.6341), tensor(1.5599), tensor(1.5683), tensor(1.6855), tensor(1.5076), tensor(1.7046), tensor(1.7154)]"
55,"[tensor(1.5428), tensor(1.5244), tensor(1.6800), tensor(1.7182), tensor(1.6673), tensor(1.6949), tensor(1.5561), tensor(1.5860), tensor(1.5776), tensor(1.5703)]"
56,"[tensor(1.6634), tensor(1.5989), tensor(1.5910), tensor(1.5956), tensor(1.5273), tensor(1.5339), tensor(1.6633), tensor(1.5011), tensor(1.6910), tensor(1.7026)]"
57,"[tensor(1.5367), tensor(1.5061), tensor(1.6801), tensor(1.7320), tensor(1.6651), tensor(1.6894), tensor(1.5359), tensor(1.6003), tensor(1.5720), tensor(1.5543)]"
58,"[tensor(1.6669), tensor(1.5934), tensor(1.6012), tensor(1.6168), tensor(1.5056), tensor(1.5454), tensor(1.6548), tensor(1.5293), tensor(1.6952), tensor(1.7019)]"
59,"[tensor(1.5359), tensor(1.5048), tensor(1.7009), tensor(1.7580), tensor(1.6766), tensor(1.7026), tensor(1.5240), tensor(1.6328), tensor(1.5671), tensor(1.5452)]"
60,"[tensor(1.6702), tensor(1.5870), tensor(1.6145), tensor(1.6309), tensor(1.5227), tensor(1.5453), tensor(1.6605), tensor(1.5503), tensor(1.7023), tensor(1.7089)]"
61,"[tensor(1.5325), tensor(1.5022), tensor(1.7124), tensor(1.7651), tensor(1.6766), tensor(1.7122), tensor(1.5308), tensor(1.6288), tensor(1.5607), tensor(1.5449)]"
62,"[tensor(1.6725), tensor(1.5858), tensor(1.6081), tensor(1.6134), tensor(1.5478), tensor(1.5343), tensor(1.6709), tensor(1.5388), tensor(1.7080), tensor(1.7166)]"
63,"[tensor(1.5273), tensor(1.5007), tensor(1.7140), tensor(1.7638), tensor(1.6804), tensor(1.7218), tensor(1.5335), tensor(1.6202), tensor(1.5507), tensor(1.5423)]"
64,"[tensor(1.6750), tensor(1.5860), tensor(1.5779), tensor(1.5754), tensor(1.5316), tensor(1.5149), tensor(1.6800), tensor(1.5173), tensor(1.7120), tensor(1.7205)]"
65,"[tensor(1.5257), tensor(1.4969), tensor(1.7083), tensor(1.7551), tensor(1.6833), tensor(1.7226), tensor(1.5219), tensor(1.6138), tensor(1.5416), tensor(1.5284)]"
66,"[tensor(1.6770), tensor(1.5889), tensor(1.5576), tensor(1.5543), tensor(1.5084), tensor(1.5047), tensor(1.6845), tensor(1.4993), tensor(1.7124), tensor(1.7200)]"
67,"[tensor(1.5177), tensor(1.4920), tensor(1.7033), tensor(1.7484), tensor(1.6796), tensor(1.7252), tensor(1.5097), tensor(1.6090), tensor(1.5298), tensor(1.5108)]"
68,"[tensor(1.6814), tensor(1.5925), tensor(1.5456), tensor(1.5436), tensor(1.4897), tensor(1.4977), tensor(1.6844), tensor(1.4982), tensor(1.7166), tensor(1.7223)]"
69,"[tensor(1.5148), tensor(1.4969), tensor(1.7007), tensor(1.7496), tensor(1.6746), tensor(1.7295), tensor(1.5079), tensor(1.6094), tensor(1.5239), tensor(1.5029)]"
70,"[tensor(1.6833), tensor(1.5949), tensor(1.5505), tensor(1.5478), tensor(1.4792), tensor(1.4992), tensor(1.6819), tensor(1.5200), tensor(1.7156), tensor(1.7219)]"
71,"[tensor(1.5203), tensor(1.5035), tensor(1.7089), tensor(1.7582), tensor(1.6783), tensor(1.7320), tensor(1.5133), tensor(1.6262), tensor(1.5290), tensor(1.5071)]"
72,"[tensor(1.6838), tensor(1.5987), tensor(1.5709), tensor(1.5696), tensor(1.4895), tensor(1.5107), tensor(1.6826), tensor(1.5516), tensor(1.7150), tensor(1.7239)]"
73,"[tensor(1.5396), tensor(1.5171), tensor(1.7187), tensor(1.7687), tensor(1.6944), tensor(1.7292), tensor(1.5324), tensor(1.6419), tensor(1.5537), tensor(1.5266)]"
74,"[tensor(1.6956), tensor(1.6170), tensor(1.6091), tensor(1.6063), tensor(1.5102), tensor(1.5390), tensor(1.6968), tensor(1.5814), tensor(1.7292), tensor(1.7357)]"
75,"[tensor(1.5571), tensor(1.5307), tensor(1.7365), tensor(1.7843), tensor(1.7094), tensor(1.7419), tensor(1.5529), tensor(1.6642), tensor(1.5802), tensor(1.5532)]"
76,"[tensor(1.7064), tensor(1.6269), tensor(1.6305), tensor(1.6305), tensor(1.5461), tensor(1.5615), tensor(1.7118), tensor(1.5983), tensor(1.7416), tensor(1.7486)]"
77,"[tensor(1.5684), tensor(1.5401), tensor(1.7475), tensor(1.7932), tensor(1.7211), tensor(1.7519), tensor(1.5640), tensor(1.6732), tensor(1.5837), tensor(1.5657)]"
78,"[tensor(1.7162), tensor(1.6365), tensor(1.6255), tensor(1.6219), tensor(1.5578), tensor(1.5630), tensor(1.7222), tensor(1.5898), tensor(1.7504), tensor(1.7570)]"
79,"[tensor(1.5745), tensor(1.5470), tensor(1.7508), tensor(1.7976), tensor(1.7300), tensor(1.7625), tensor(1.5581), tensor(1.6754), tensor(1.5784), tensor(1.5649)]"
80,"[tensor(1.7319), tensor(1.6523), tensor(1.6167), tensor(1.6128), tensor(1.5517), tensor(1.5583), tensor(1.7332), tensor(1.5809), tensor(1.7621), tensor(1.7679)]"
81,"[tensor(1.5773), tensor(1.5598), tensor(1.7601), tensor(1.8098), tensor(1.7373), tensor(1.7800), tensor(1.5554), tensor(1.6887), tensor(1.5774), tensor(1.5624)]"
82,"[tensor(1.7372), tensor(1.6479), tensor(1.6269), tensor(1.6216), tensor(1.5445), tensor(1.5634), tensor(1.7407), tensor(1.6083), tensor(1.7681), tensor(1.7755)]"
83,"[tensor(1.5813), tensor(1.5747), tensor(1.7699), tensor(1.8198), tensor(1.7502), tensor(1.7847), tensor(1.5604), tensor(1.6916), tensor(1.5847), tensor(1.5660)]"
84,"[tensor(1.7472), tensor(1.6618), tensor(1.6434), tensor(1.6399), tensor(1.5485), tensor(1.5772), tensor(1.7524), tensor(1.6171), tensor(1.7816), tensor(1.7880)]"
85,"[tensor(1.5958), tensor(1.5940), tensor(1.7800), tensor(1.8287), tensor(1.7603), tensor(1.7941), tensor(1.5761), tensor(1.7057), tensor(1.6052), tensor(1.5801)]"
86,"[tensor(1.7637), tensor(1.6848), tensor(1.6796), tensor(1.6797), tensor(1.5573), tensor(1.6021), tensor(1.7662), tensor(1.6369), tensor(1.7970), tensor(1.8011)]"
87,"[tensor(1.6171), tensor(1.6186), tensor(1.7974), tensor(1.8475), tensor(1.7742), tensor(1.8113), tensor(1.5973), tensor(1.7317), tensor(1.6308), tensor(1.6036)]"
88,"[tensor(1.7839), tensor(1.7112), tensor(1.7144), tensor(1.7176), tensor(1.5816), tensor(1.6340), tensor(1.7866), tensor(1.6715), tensor(1.8160), tensor(1.8164)]"
89,"[tensor(1.6427), tensor(1.6275), tensor(1.8217), tensor(1.8678), tensor(1.7951), tensor(1.8286), tensor(1.6253), tensor(1.7621), tensor(1.6570), tensor(1.6296)]"
90,"[tensor(1.7988), tensor(1.7301), tensor(1.7493), tensor(1.7516), tensor(1.6098), tensor(1.6635), tensor(1.8031), tensor(1.6970), tensor(1.8286), tensor(1.8298)]"
91,"[tensor(1.6710), tensor(1.6453), tensor(1.8339), tensor(1.8792), tensor(1.8106), tensor(1.8420), tensor(1.6514), tensor(1.7861), tensor(1.6832), tensor(1.6580)]"
92,"[tensor(1.8093), tensor(1.7469), tensor(1.7689), tensor(1.7766), tensor(1.6361), tensor(1.6818), tensor(1.8161), tensor(1.7176), tensor(1.8361), tensor(1.8398)]"
93,"[tensor(1.6889), tensor(1.6604), tensor(1.8373), tensor(1.8808), tensor(1.8268), tensor(1.8462), tensor(1.6680), tensor(1.7960), tensor(1.7019), tensor(1.6797)]"
94,"[tensor(1.8167), tensor(1.7657), tensor(1.7792), tensor(1.7929), tensor(1.6608), tensor(1.6811), tensor(1.8251), tensor(1.6987), tensor(1.8408), tensor(1.8458)]"
95,"[tensor(1.7092), tensor(1.6892), tensor(1.8300), tensor(1.8737), tensor(1.8321), tensor(1.8472), tensor(1.6840), tensor(1.7969), tensor(1.7285), tensor(1.7049)]"
96,"[tensor(1.8308), tensor(1.7957), tensor(1.8056), tensor(1.8241), tensor(1.6644), tensor(1.7094), tensor(1.8354), tensor(1.7125), tensor(1.8499), tensor(1.8532)]"
97,"[tensor(1.7337), tensor(1.7203), tensor(1.8477), tensor(1.8898), tensor(1.8492), tensor(1.8625), tensor(1.7003), tensor(1.8257), tensor(1.7539), tensor(1.7214)]"
98,"[tensor(1.8597), tensor(1.8342), tensor(1.8422), tensor(1.8623), tensor(1.6889), tensor(1.7412), tensor(1.8636), tensor(1.7491), tensor(1.8807), tensor(1.8785)]"
99,"[tensor(1.7914), tensor(1.7652), tensor(1.8932), tensor(1.9304), tensor(1.8731), tensor(1.8999), tensor(1.7346), tensor(1.8774), tensor(1.8148), tensor(1.7566)]"
