in_deg_centrality,[4.]
26,"[tensor(2.2420), tensor(2.2704), tensor(2.2635), tensor(2.2541), tensor(2.2438), tensor(2.2586), tensor(2.2447), tensor(2.2580), tensor(2.2370), tensor(2.2247)]"
27,"[tensor(2.2571), tensor(2.2533), tensor(2.2348), tensor(2.2233), tensor(2.2326), tensor(2.2273), tensor(2.2633), tensor(2.2350), tensor(2.2514), tensor(2.2591)]"
28,"[tensor(2.2289), tensor(2.2617), tensor(2.2598), tensor(2.2467), tensor(2.2493), tensor(2.2529), tensor(2.2308), tensor(2.2528), tensor(2.2215), tensor(2.2135)]"
29,"[tensor(2.2514), tensor(2.2432), tensor(2.2251), tensor(2.2140), tensor(2.2245), tensor(2.2136), tensor(2.2602), tensor(2.2261), tensor(2.2539), tensor(2.2559)]"
30,"[tensor(2.2203), tensor(2.2577), tensor(2.2582), tensor(2.2400), tensor(2.2422), tensor(2.2477), tensor(2.2241), tensor(2.2438), tensor(2.2187), tensor(2.2112)]"
31,"[tensor(2.2440), tensor(2.2341), tensor(2.2187), tensor(2.2108), tensor(2.2161), tensor(2.2063), tensor(2.2526), tensor(2.2169), tensor(2.2515), tensor(2.2488)]"
32,"[tensor(2.2118), tensor(2.2480), tensor(2.2481), tensor(2.2289), tensor(2.2357), tensor(2.2409), tensor(2.2160), tensor(2.2389), tensor(2.2114), tensor(2.2088)]"
33,"[tensor(2.2376), tensor(2.2265), tensor(2.2133), tensor(2.2110), tensor(2.2091), tensor(2.1989), tensor(2.2445), tensor(2.2086), tensor(2.2436), tensor(2.2369)]"
34,"[tensor(2.2027), tensor(2.2438), tensor(2.2351), tensor(2.2131), tensor(2.2271), tensor(2.2345), tensor(2.2073), tensor(2.2356), tensor(2.2041), tensor(2.2053)]"
35,"[tensor(2.2306), tensor(2.2178), tensor(2.2111), tensor(2.2115), tensor(2.1994), tensor(2.1906), tensor(2.2356), tensor(2.2000), tensor(2.2341), tensor(2.2233)]"
36,"[tensor(2.1927), tensor(2.2337), tensor(2.2229), tensor(2.2024), tensor(2.2193), tensor(2.2270), tensor(2.1967), tensor(2.2300), tensor(2.1964), tensor(2.1996)]"
37,"[tensor(2.2222), tensor(2.2062), tensor(2.2068), tensor(2.2090), tensor(2.1892), tensor(2.1814), tensor(2.2275), tensor(2.1915), tensor(2.2244), tensor(2.2101)]"
38,"[tensor(2.1811), tensor(2.2229), tensor(2.2089), tensor(2.1917), tensor(2.2090), tensor(2.2180), tensor(2.1848), tensor(2.2218), tensor(2.1870), tensor(2.1921)]"
39,"[tensor(2.2125), tensor(2.1964), tensor(2.2003), tensor(2.2013), tensor(2.1765), tensor(2.1689), tensor(2.2178), tensor(2.1815), tensor(2.2068), tensor(2.1967)]"
40,"[tensor(2.1672), tensor(2.2057), tensor(2.1976), tensor(2.1754), tensor(2.1953), tensor(2.2045), tensor(2.1708), tensor(2.2108), tensor(2.1756), tensor(2.1804)]"
41,"[tensor(2.1982), tensor(2.1846), tensor(2.1901), tensor(2.1906), tensor(2.1624), tensor(2.1512), tensor(2.2044), tensor(2.1660), tensor(2.1914), tensor(2.1814)]"
42,"[tensor(2.1494), tensor(2.1902), tensor(2.1823), tensor(2.1608), tensor(2.1766), tensor(2.1905), tensor(2.1542), tensor(2.1957), tensor(2.1618), tensor(2.1658)]"
43,"[tensor(2.1800), tensor(2.1665), tensor(2.1717), tensor(2.1842), tensor(2.1530), tensor(2.1335), tensor(2.1898), tensor(2.1475), tensor(2.1759), tensor(2.1641)]"
44,"[tensor(2.1314), tensor(2.1725), tensor(2.1644), tensor(2.1449), tensor(2.1449), tensor(2.1758), tensor(2.1366), tensor(2.1812), tensor(2.1487), tensor(2.1570)]"
45,"[tensor(2.1525), tensor(2.1427), tensor(2.1570), tensor(2.1723), tensor(2.1627), tensor(2.1165), tensor(2.1635), tensor(2.1293), tensor(2.1503), tensor(2.1428)]"
46,"[tensor(2.1193), tensor(2.1541), tensor(2.1433), tensor(2.1189), tensor(2.1146), tensor(2.1520), tensor(2.1261), tensor(2.1614), tensor(2.1457), tensor(2.1471)]"
47,"[tensor(2.1127), tensor(2.1182), tensor(2.1436), tensor(2.1654), tensor(2.1521), tensor(2.1059), tensor(2.1315), tensor(2.1065), tensor(2.1225), tensor(2.1146)]"
48,"[tensor(2.1118), tensor(2.1257), tensor(2.1149), tensor(2.0919), tensor(2.0924), tensor(2.1234), tensor(2.1269), tensor(2.1375), tensor(2.1328), tensor(2.1386)]"
49,"[tensor(2.0844), tensor(2.0960), tensor(2.1357), tensor(2.1537), tensor(2.1398), tensor(2.1005), tensor(2.1025), tensor(2.0877), tensor(2.0955), tensor(2.0918)]"
50,"[tensor(2.1120), tensor(2.1029), tensor(2.0863), tensor(2.0670), tensor(2.0735), tensor(2.0947), tensor(2.1201), tensor(2.1211), tensor(2.1197), tensor(2.1274)]"
51,"[tensor(2.0669), tensor(2.0901), tensor(2.1318), tensor(2.1429), tensor(2.1233), tensor(2.0962), tensor(2.0822), tensor(2.0718), tensor(2.0761), tensor(2.0708)]"
52,"[tensor(2.1066), tensor(2.0859), tensor(2.0657), tensor(2.0481), tensor(2.0539), tensor(2.0757), tensor(2.1097), tensor(2.1124), tensor(2.1086), tensor(2.1172)]"
53,"[tensor(2.0503), tensor(2.0934), tensor(2.1283), tensor(2.1356), tensor(2.1106), tensor(2.0882), tensor(2.0622), tensor(2.0569), tensor(2.0603), tensor(2.0494)]"
54,"[tensor(2.0993), tensor(2.0710), tensor(2.0410), tensor(2.0312), tensor(2.0345), tensor(2.0467), tensor(2.1007), tensor(2.1022), tensor(2.1031), tensor(2.1116)]"
55,"[tensor(2.0324), tensor(2.0934), tensor(2.1247), tensor(2.1302), tensor(2.1052), tensor(2.0879), tensor(2.0455), tensor(2.0439), tensor(2.0421), tensor(2.0291)]"
56,"[tensor(2.0953), tensor(2.0696), tensor(2.0200), tensor(2.0153), tensor(2.0173), tensor(2.0327), tensor(2.0975), tensor(2.0927), tensor(2.1027), tensor(2.1078)]"
57,"[tensor(2.0212), tensor(2.0914), tensor(2.1221), tensor(2.1265), tensor(2.1001), tensor(2.0845), tensor(2.0344), tensor(2.0447), tensor(2.0242), tensor(2.0129)]"
58,"[tensor(2.0933), tensor(2.0655), tensor(2.0082), tensor(2.0051), tensor(2.0052), tensor(2.0250), tensor(2.0963), tensor(2.0858), tensor(2.1028), tensor(2.1034)]"
59,"[tensor(2.0133), tensor(2.0864), tensor(2.1191), tensor(2.1235), tensor(2.0972), tensor(2.0845), tensor(2.0253), tensor(2.0497), tensor(2.0110), tensor(2.0005)]"
60,"[tensor(2.0918), tensor(2.0547), tensor(2.0000), tensor(1.9990), tensor(1.9955), tensor(2.0279), tensor(2.0956), tensor(2.0782), tensor(2.1017), tensor(2.1000)]"
61,"[tensor(2.0055), tensor(2.0713), tensor(2.1164), tensor(2.1207), tensor(2.0957), tensor(2.0816), tensor(2.0173), tensor(2.0544), tensor(1.9931), tensor(1.9884)]"
62,"[tensor(2.0842), tensor(2.0402), tensor(1.9909), tensor(1.9927), tensor(1.9932), tensor(2.0215), tensor(2.0916), tensor(2.0652), tensor(2.0952), tensor(2.0945)]"
63,"[tensor(2.0002), tensor(2.0602), tensor(2.1100), tensor(2.1112), tensor(2.0833), tensor(2.0664), tensor(2.0119), tensor(2.0496), tensor(1.9814), tensor(1.9823)]"
64,"[tensor(2.0637), tensor(2.0082), tensor(1.9876), tensor(1.9872), tensor(1.9875), tensor(2.0100), tensor(2.0787), tensor(2.0478), tensor(2.0852), tensor(2.0817)]"
65,"[tensor(1.9843), tensor(2.0180), tensor(2.0957), tensor(2.0971), tensor(2.0650), tensor(2.0314), tensor(2.0007), tensor(2.0336), tensor(1.9691), tensor(1.9779)]"
66,"[tensor(2.0391), tensor(1.9847), tensor(1.9843), tensor(1.9761), tensor(1.9761), tensor(1.9847), tensor(2.0583), tensor(1.9919), tensor(2.0620), tensor(2.0645)]"
67,"[tensor(1.9694), tensor(2.0158), tensor(2.0665), tensor(2.0681), tensor(2.0339), tensor(2.0085), tensor(1.9851), tensor(2.0104), tensor(1.9625), tensor(1.9749)]"
68,"[tensor(2.0136), tensor(1.9680), tensor(1.9753), tensor(1.9611), tensor(1.9645), tensor(1.9641), tensor(2.0357), tensor(1.9751), tensor(2.0210), tensor(2.0346)]"
69,"[tensor(1.9521), tensor(2.0288), tensor(2.0348), tensor(2.0411), tensor(1.9936), tensor(2.0048), tensor(1.9679), tensor(1.9994), tensor(1.9491), tensor(1.9605)]"
70,"[tensor(1.9967), tensor(1.9632), tensor(1.9569), tensor(1.9414), tensor(1.9594), tensor(1.9497), tensor(2.0122), tensor(1.9690), tensor(2.0062), tensor(2.0090)]"
71,"[tensor(1.9312), tensor(2.0175), tensor(2.0153), tensor(2.0250), tensor(1.9825), tensor(1.9963), tensor(1.9480), tensor(1.9850), tensor(1.9620), tensor(1.9396)]"
72,"[tensor(1.9919), tensor(1.9540), tensor(1.9317), tensor(1.9282), tensor(1.9386), tensor(1.9301), tensor(2.0018), tensor(1.9661), tensor(1.9974), tensor(2.0019)]"
73,"[tensor(1.9166), tensor(2.0009), tensor(2.0128), tensor(2.0237), tensor(1.9849), tensor(1.9918), tensor(1.9295), tensor(1.9740), tensor(1.9475), tensor(1.9139)]"
74,"[tensor(1.9868), tensor(1.9538), tensor(1.9126), tensor(1.9163), tensor(1.9187), tensor(1.9313), tensor(1.9989), tensor(1.9655), tensor(1.9943), tensor(1.9998)]"
75,"[tensor(1.9058), tensor(1.9851), tensor(2.0147), tensor(2.0255), tensor(1.9828), tensor(1.9927), tensor(1.9153), tensor(1.9766), tensor(1.9272), tensor(1.8939)]"
76,"[tensor(1.9690), tensor(1.9223), tensor(1.9021), tensor(1.9074), tensor(1.8961), tensor(1.9244), tensor(1.9910), tensor(1.9568), tensor(1.9699), tensor(1.9931)]"
77,"[tensor(1.8982), tensor(1.9652), tensor(2.0077), tensor(2.0141), tensor(1.9385), tensor(1.9682), tensor(1.8938), tensor(1.9584), tensor(1.9080), tensor(1.8690)]"
78,"[tensor(1.9019), tensor(1.8847), tensor(1.8926), tensor(1.9026), tensor(1.9147), tensor(1.9078), tensor(1.9538), tensor(1.9446), tensor(1.9208), tensor(1.9664)]"
79,"[tensor(1.8869), tensor(1.9502), tensor(1.9866), tensor(1.9768), tensor(1.9038), tensor(1.9009), tensor(1.8815), tensor(1.9052), tensor(1.8810), tensor(1.8488)]"
80,"[tensor(1.8746), tensor(1.8656), tensor(1.8713), tensor(1.8773), tensor(1.8949), tensor(1.8911), tensor(1.9214), tensor(1.9152), tensor(1.9261), tensor(1.9443)]"
81,"[tensor(1.8796), tensor(1.9345), tensor(1.9615), tensor(1.9471), tensor(1.8712), tensor(1.8693), tensor(1.8770), tensor(1.8766), tensor(1.8639), tensor(1.8497)]"
82,"[tensor(1.8547), tensor(1.8507), tensor(1.8697), tensor(1.8853), tensor(1.8920), tensor(1.8814), tensor(1.8942), tensor(1.8981), tensor(1.9307), tensor(1.9149)]"
83,"[tensor(1.8879), tensor(1.9152), tensor(1.9284), tensor(1.9260), tensor(1.8481), tensor(1.8428), tensor(1.8851), tensor(1.8798), tensor(1.8907), tensor(1.8726)]"
84,"[tensor(1.8423), tensor(1.8523), tensor(1.8976), tensor(1.9198), tensor(1.8885), tensor(1.8986), tensor(1.8808), tensor(1.8956), tensor(1.9262), tensor(1.8802)]"
85,"[tensor(1.8957), tensor(1.8960), tensor(1.9169), tensor(1.9190), tensor(1.8498), tensor(1.8263), tensor(1.8743), tensor(1.8908), tensor(1.9052), tensor(1.8883)]"
86,"[tensor(1.8210), tensor(1.8698), tensor(1.9100), tensor(1.9398), tensor(1.8874), tensor(1.8991), tensor(1.8881), tensor(1.8923), tensor(1.9186), tensor(1.8733)]"
87,"[tensor(1.8943), tensor(1.8778), tensor(1.9167), tensor(1.9190), tensor(1.8568), tensor(1.8126), tensor(1.8668), tensor(1.8982), tensor(1.9089), tensor(1.8974)]"
88,"[tensor(1.8350), tensor(1.8810), tensor(1.9169), tensor(1.9447), tensor(1.8826), tensor(1.8865), tensor(1.8900), tensor(1.8831), tensor(1.9059), tensor(1.8744)]"
89,"[tensor(1.9013), tensor(1.8639), tensor(1.9067), tensor(1.9077), tensor(1.8501), tensor(1.8524), tensor(1.8535), tensor(1.8993), tensor(1.9070), tensor(1.9008)]"
90,"[tensor(1.8479), tensor(1.8762), tensor(1.9147), tensor(1.9472), tensor(1.8738), tensor(1.8792), tensor(1.8839), tensor(1.8781), tensor(1.8872), tensor(1.8652)]"
91,"[tensor(1.8971), tensor(1.8368), tensor(1.8975), tensor(1.8959), tensor(1.8387), tensor(1.8594), tensor(1.8329), tensor(1.9023), tensor(1.8956), tensor(1.8944)]"
92,"[tensor(1.8429), tensor(1.8571), tensor(1.9117), tensor(1.9489), tensor(1.8595), tensor(1.8651), tensor(1.8741), tensor(1.8722), tensor(1.8742), tensor(1.8535)]"
93,"[tensor(1.8796), tensor(1.8502), tensor(1.8921), tensor(1.8924), tensor(1.8355), tensor(1.8472), tensor(1.8144), tensor(1.8979), tensor(1.8841), tensor(1.8790)]"
94,"[tensor(1.8413), tensor(1.8645), tensor(1.8961), tensor(1.9421), tensor(1.8410), tensor(1.8442), tensor(1.8694), tensor(1.8654), tensor(1.8774), tensor(1.8597)]"
95,"[tensor(1.8723), tensor(1.8645), tensor(1.8943), tensor(1.8963), tensor(1.8043), tensor(1.8427), tensor(1.8016), tensor(1.8949), tensor(1.8787), tensor(1.8691)]"
96,"[tensor(1.8377), tensor(1.8722), tensor(1.8925), tensor(1.9413), tensor(1.8547), tensor(1.8401), tensor(1.8583), tensor(1.8590), tensor(1.8808), tensor(1.8641)]"
97,"[tensor(1.8738), tensor(1.8715), tensor(1.8963), tensor(1.9001), tensor(1.7854), tensor(1.8390), tensor(1.8036), tensor(1.8872), tensor(1.8762), tensor(1.8682)]"
98,"[tensor(1.8452), tensor(1.8756), tensor(1.8873), tensor(1.9326), tensor(1.8581), tensor(1.8411), tensor(1.8481), tensor(1.8568), tensor(1.8865), tensor(1.8655)]"
99,"[tensor(1.8813), tensor(1.8772), tensor(1.8939), tensor(1.9021), tensor(1.7785), tensor(1.8412), tensor(1.8287), tensor(1.8735), tensor(1.8777), tensor(1.8686)]"
