betweeness_centrality,[2. 7.]
44,"[0.17, 0.223, 0.255, 0.121, 0.103, 0.178, 0.184, 0.112, 0.211, 0.091]"
45,"[0.132, 0.105, 0.097, 0.292, 0.368, 0.29, 0.186, 0.116, 0.193, 0.355]"
46,"[0.162, 0.211, 0.324, 0.124, 0.1, 0.171, 0.207, 0.137, 0.265, 0.093]"
47,"[0.122, 0.222, 0.096, 0.316, 0.354, 0.38, 0.166, 0.146, 0.205, 0.389]"
48,"[0.202, 0.164, 0.394, 0.146, 0.103, 0.168, 0.301, 0.168, 0.42, 0.102]"
49,"[0.188, 0.292, 0.134, 0.36, 0.414, 0.373, 0.198, 0.14, 0.214, 0.373]"
50,"[0.268, 0.221, 0.432, 0.203, 0.132, 0.175, 0.352, 0.227, 0.373, 0.136]"
51,"[0.338, 0.438, 0.259, 0.423, 0.468, 0.276, 0.281, 0.214, 0.236, 0.323]"
52,"[0.306, 0.259, 0.379, 0.218, 0.234, 0.278, 0.232, 0.347, 0.241, 0.317]"
53,"[0.35, 0.36, 0.284, 0.282, 0.409, 0.199, 0.274, 0.204, 0.301, 0.217]"
54,"[0.203, 0.165, 0.231, 0.133, 0.207, 0.234, 0.178, 0.283, 0.19, 0.197]"
55,"[0.212, 0.202, 0.242, 0.186, 0.298, 0.195, 0.197, 0.151, 0.193, 0.164]"
56,"[0.168, 0.206, 0.171, 0.092, 0.186, 0.238, 0.139, 0.184, 0.17, 0.195]"
57,"[0.19, 0.195, 0.181, 0.246, 0.213, 0.197, 0.193, 0.188, 0.233, 0.142]"
58,"[0.196, 0.201, 0.17, 0.195, 0.161, 0.171, 0.21, 0.182, 0.201, 0.198]"
59,"[0.269, 0.249, 0.152, 0.305, 0.212, 0.296, 0.221, 0.157, 0.182, 0.231]"
60,"[0.172, 0.191, 0.335, 0.182, 0.139, 0.152, 0.225, 0.26, 0.307, 0.179]"
61,"[0.244, 0.304, 0.165, 0.319, 0.282, 0.286, 0.227, 0.171, 0.194, 0.213]"
62,"[0.182, 0.191, 0.368, 0.192, 0.159, 0.166, 0.225, 0.308, 0.241, 0.203]"
63,"[0.233, 0.298, 0.207, 0.226, 0.328, 0.282, 0.188, 0.184, 0.199, 0.156]"
64,"[0.231, 0.193, 0.302, 0.201, 0.169, 0.17, 0.176, 0.257, 0.266, 0.202]"
65,"[0.175, 0.339, 0.254, 0.232, 0.391, 0.315, 0.181, 0.23, 0.201, 0.15]"
66,"[0.184, 0.193, 0.248, 0.194, 0.17, 0.167, 0.2, 0.234, 0.274, 0.175]"
67,"[0.16, 0.417, 0.246, 0.279, 0.34, 0.364, 0.183, 0.263, 0.193, 0.174]"
68,"[0.205, 0.193, 0.258, 0.194, 0.165, 0.167, 0.216, 0.207, 0.299, 0.174]"
69,"[0.16, 0.384, 0.241, 0.293, 0.315, 0.337, 0.177, 0.298, 0.19, 0.216]"
70,"[0.195, 0.212, 0.381, 0.193, 0.16, 0.165, 0.239, 0.24, 0.332, 0.172]"
71,"[0.168, 0.331, 0.187, 0.278, 0.29, 0.308, 0.177, 0.252, 0.185, 0.251]"
72,"[0.246, 0.235, 0.3, 0.21, 0.16, 0.163, 0.243, 0.291, 0.305, 0.207]"
73,"[0.21, 0.286, 0.227, 0.245, 0.307, 0.284, 0.2, 0.302, 0.2, 0.319]"
74,"[0.243, 0.247, 0.296, 0.25, 0.172, 0.177, 0.251, 0.347, 0.304, 0.298]"
75,"[0.282, 0.284, 0.23, 0.272, 0.319, 0.309, 0.225, 0.358, 0.214, 0.304]"
76,"[0.238, 0.253, 0.3, 0.297, 0.191, 0.19, 0.241, 0.35, 0.298, 0.367]"
77,"[0.245, 0.298, 0.23, 0.265, 0.319, 0.297, 0.229, 0.352, 0.21, 0.249]"
78,"[0.196, 0.26, 0.337, 0.299, 0.194, 0.19, 0.223, 0.252, 0.245, 0.344]"
79,"[0.177, 0.362, 0.267, 0.24, 0.3, 0.259, 0.189, 0.274, 0.198, 0.279]"
80,"[0.192, 0.263, 0.381, 0.239, 0.191, 0.181, 0.211, 0.196, 0.229, 0.221]"
81,"[0.16, 0.427, 0.297, 0.293, 0.355, 0.308, 0.18, 0.163, 0.194, 0.324]"
82,"[0.183, 0.254, 0.391, 0.219, 0.185, 0.174, 0.184, 0.189, 0.268, 0.189]"
83,"[0.159, 0.429, 0.296, 0.348, 0.383, 0.374, 0.183, 0.16, 0.196, 0.312]"
84,"[0.18, 0.242, 0.374, 0.206, 0.182, 0.167, 0.179, 0.188, 0.227, 0.18]"
85,"[0.16, 0.409, 0.275, 0.354, 0.371, 0.369, 0.183, 0.188, 0.195, 0.307]"
86,"[0.199, 0.383, 0.311, 0.279, 0.197, 0.178, 0.22, 0.188, 0.294, 0.243]"
87,"[0.199, 0.369, 0.292, 0.334, 0.313, 0.295, 0.21, 0.241, 0.196, 0.291]"
88,"[0.263, 0.428, 0.28, 0.387, 0.319, 0.279, 0.272, 0.185, 0.258, 0.375]"
89,"[0.316, 0.314, 0.359, 0.311, 0.273, 0.254, 0.309, 0.221, 0.218, 0.305]"
90,"[0.259, 0.424, 0.356, 0.37, 0.313, 0.343, 0.247, 0.209, 0.249, 0.382]"
91,"[0.238, 0.349, 0.39, 0.304, 0.379, 0.266, 0.236, 0.178, 0.264, 0.315]"
92,"[0.209, 0.398, 0.408, 0.347, 0.274, 0.267, 0.219, 0.259, 0.224, 0.286]"
93,"[0.166, 0.389, 0.386, 0.291, 0.352, 0.394, 0.182, 0.248, 0.205, 0.285]"
94,"[0.188, 0.388, 0.371, 0.301, 0.243, 0.209, 0.244, 0.201, 0.317, 0.253]"
95,"[0.164, 0.414, 0.379, 0.302, 0.352, 0.384, 0.182, 0.252, 0.196, 0.285]"
96,"[0.232, 0.424, 0.3, 0.362, 0.329, 0.264, 0.235, 0.187, 0.316, 0.3]"
97,"[0.308, 0.337, 0.363, 0.292, 0.298, 0.303, 0.301, 0.221, 0.203, 0.289]"
98,"[0.239, 0.432, 0.282, 0.375, 0.384, 0.367, 0.225, 0.22, 0.258, 0.381]"
99,"[0.372, 0.312, 0.387, 0.297, 0.289, 0.254, 0.349, 0.192, 0.296, 0.312]"
