betweeness_centrality,[2.]
18,"[tensor(2.0601), tensor(2.0991), tensor(1.9626), tensor(1.9871), tensor(2.0668), tensor(1.9718), tensor(2.0373), tensor(1.9804), tensor(2.0215), tensor(1.9401)]"
19,"[tensor(1.9632), tensor(1.9355), tensor(2.0087), tensor(2.0115), tensor(1.9462), tensor(1.9798), tensor(1.9724), tensor(2.0702), tensor(1.9942), tensor(2.0623)]"
20,"[tensor(1.9843), tensor(2.0592), tensor(1.9475), tensor(1.9730), tensor(2.0262), tensor(1.9722), tensor(1.9635), tensor(1.9553), tensor(1.9638), tensor(1.9119)]"
21,"[tensor(1.9731), tensor(1.9074), tensor(1.9553), tensor(1.9743), tensor(1.9104), tensor(1.9331), tensor(1.9878), tensor(2.0044), tensor(2.0022), tensor(2.0053)]"
22,"[tensor(1.9091), tensor(2.0072), tensor(1.9526), tensor(1.9656), tensor(1.9781), tensor(1.9636), tensor(1.9071), tensor(1.9658), tensor(1.9250), tensor(1.8896)]"
23,"[tensor(1.9790), tensor(1.8985), tensor(1.9164), tensor(1.9337), tensor(1.8919), tensor(1.9043), tensor(1.9946), tensor(1.9570), tensor(1.9987), tensor(1.9392)]"
24,"[tensor(1.8606), tensor(1.9353), tensor(1.9296), tensor(1.9420), tensor(1.9333), tensor(1.9509), tensor(1.8637), tensor(1.9655), tensor(1.8954), tensor(1.8984)]"
25,"[tensor(1.9742), tensor(1.9016), tensor(1.8797), tensor(1.8948), tensor(1.8757), tensor(1.8722), tensor(1.9822), tensor(1.9181), tensor(1.9754), tensor(1.8714)]"
26,"[tensor(1.8261), tensor(1.8662), tensor(1.8657), tensor(1.9127), tensor(1.8970), tensor(1.9306), tensor(1.8299), tensor(1.9705), tensor(1.8691), tensor(1.9046)]"
27,"[tensor(1.9256), tensor(1.8974), tensor(1.9080), tensor(1.8731), tensor(1.8576), tensor(1.8428), tensor(1.9266), tensor(1.8793), tensor(1.9465), tensor(1.8223)]"
28,"[tensor(1.7837), tensor(1.8231), tensor(1.8523), tensor(1.8514), tensor(1.8433), tensor(1.8723), tensor(1.8027), tensor(1.9323), tensor(1.8617), tensor(1.8849)]"
29,"[tensor(1.8916), tensor(1.8751), tensor(1.8619), tensor(1.8188), tensor(1.8275), tensor(1.8308), tensor(1.8907), tensor(1.8541), tensor(1.8770), tensor(1.7793)]"
30,"[tensor(1.7492), tensor(1.7824), tensor(1.8087), tensor(1.8419), tensor(1.8172), tensor(1.8256), tensor(1.7627), tensor(1.8829), tensor(1.8476), tensor(1.8478)]"
31,"[tensor(1.8344), tensor(1.8372), tensor(1.8495), tensor(1.7869), tensor(1.7817), tensor(1.8016), tensor(1.8304), tensor(1.8137), tensor(1.8463), tensor(1.7722)]"
32,"[tensor(1.7683), tensor(1.7962), tensor(1.7426), tensor(1.8189), tensor(1.8142), tensor(1.8105), tensor(1.7439), tensor(1.8480), tensor(1.8212), tensor(1.8004)]"
33,"[tensor(1.7535), tensor(1.7909), tensor(1.8461), tensor(1.7820), tensor(1.7381), tensor(1.7614), tensor(1.7513), tensor(1.7706), tensor(1.8459), tensor(1.8054)]"
34,"[tensor(1.8082), tensor(1.8147), tensor(1.7081), tensor(1.7873), tensor(1.8030), tensor(1.8072), tensor(1.7732), tensor(1.8250), tensor(1.7905), tensor(1.7434)]"
35,"[tensor(1.7032), tensor(1.7385), tensor(1.8379), tensor(1.8016), tensor(1.7119), tensor(1.7096), tensor(1.7116), tensor(1.7368), tensor(1.8436), tensor(1.8185)]"
36,"[tensor(1.8181), tensor(1.8140), tensor(1.6837), tensor(1.7891), tensor(1.7912), tensor(1.7962), tensor(1.7731), tensor(1.8080), tensor(1.7464), tensor(1.6865)]"
37,"[tensor(1.6851), tensor(1.6998), tensor(1.8297), tensor(1.7814), tensor(1.6879), tensor(1.6747), tensor(1.6957), tensor(1.7121), tensor(1.8360), tensor(1.8156)]"
38,"[tensor(1.8040), tensor(1.8078), tensor(1.6595), tensor(1.7800), tensor(1.7832), tensor(1.7816), tensor(1.7575), tensor(1.7992), tensor(1.7016), tensor(1.6600)]"
39,"[tensor(1.6775), tensor(1.6668), tensor(1.8180), tensor(1.7456), tensor(1.6607), tensor(1.6479), tensor(1.6846), tensor(1.6952), tensor(1.8214), tensor(1.7919)]"
40,"[tensor(1.7904), tensor(1.7901), tensor(1.6389), tensor(1.7548), tensor(1.7735), tensor(1.7621), tensor(1.7495), tensor(1.7951), tensor(1.6606), tensor(1.6469)]"
41,"[tensor(1.6732), tensor(1.6534), tensor(1.7964), tensor(1.7126), tensor(1.6366), tensor(1.6335), tensor(1.6763), tensor(1.6957), tensor(1.8034), tensor(1.7668)]"
42,"[tensor(1.7828), tensor(1.7753), tensor(1.6205), tensor(1.7171), tensor(1.7617), tensor(1.7333), tensor(1.7364), tensor(1.7797), tensor(1.6439), tensor(1.6676)]"
43,"[tensor(1.6562), tensor(1.6527), tensor(1.7797), tensor(1.7086), tensor(1.6210), tensor(1.6214), tensor(1.6619), tensor(1.7011), tensor(1.7722), tensor(1.7433)]"
44,"[tensor(1.7746), tensor(1.7635), tensor(1.6050), tensor(1.6453), tensor(1.7469), tensor(1.7047), tensor(1.7309), tensor(1.7636), tensor(1.6326), tensor(1.6746)]"
45,"[tensor(1.6279), tensor(1.6343), tensor(1.7685), tensor(1.6921), tensor(1.6086), tensor(1.6094), tensor(1.6305), tensor(1.6998), tensor(1.7398), tensor(1.7353)]"
46,"[tensor(1.7798), tensor(1.7710), tensor(1.5871), tensor(1.5998), tensor(1.7468), tensor(1.7011), tensor(1.7402), tensor(1.7485), tensor(1.6256), tensor(1.6532)]"
47,"[tensor(1.6147), tensor(1.6141), tensor(1.7659), tensor(1.7034), tensor(1.5980), tensor(1.6075), tensor(1.6169), tensor(1.7010), tensor(1.7337), tensor(1.7500)]"
48,"[tensor(1.7967), tensor(1.7940), tensor(1.5846), tensor(1.5903), tensor(1.7583), tensor(1.7212), tensor(1.7572), tensor(1.7469), tensor(1.6258), tensor(1.6510)]"
49,"[tensor(1.6160), tensor(1.6133), tensor(1.7746), tensor(1.7480), tensor(1.5982), tensor(1.5997), tensor(1.6281), tensor(1.6918), tensor(1.7545), tensor(1.7779)]"
50,"[tensor(1.8023), tensor(1.8162), tensor(1.6008), tensor(1.6259), tensor(1.7616), tensor(1.7474), tensor(1.7638), tensor(1.7525), tensor(1.6209), tensor(1.6569)]"
51,"[tensor(1.6309), tensor(1.6274), tensor(1.7756), tensor(1.7653), tensor(1.6151), tensor(1.5987), tensor(1.6413), tensor(1.6817), tensor(1.7789), tensor(1.7894)]"
52,"[tensor(1.7922), tensor(1.8185), tensor(1.6354), tensor(1.6608), tensor(1.7549), tensor(1.7609), tensor(1.7614), tensor(1.7505), tensor(1.6148), tensor(1.6724)]"
53,"[tensor(1.6660), tensor(1.6694), tensor(1.7714), tensor(1.7708), tensor(1.6439), tensor(1.6030), tensor(1.6625), tensor(1.6694), tensor(1.7920), tensor(1.7794)]"
54,"[tensor(1.7733), tensor(1.8066), tensor(1.6788), tensor(1.6872), tensor(1.7480), tensor(1.7543), tensor(1.7441), tensor(1.7540), tensor(1.6789), tensor(1.6940)]"
55,"[tensor(1.7034), tensor(1.7217), tensor(1.7630), tensor(1.7767), tensor(1.6968), tensor(1.6455), tensor(1.6899), tensor(1.6580), tensor(1.7862), tensor(1.7653)]"
56,"[tensor(1.7512), tensor(1.7754), tensor(1.7203), tensor(1.6934), tensor(1.7318), tensor(1.7361), tensor(1.7260), tensor(1.7489), tensor(1.7431), tensor(1.7221)]"
57,"[tensor(1.7163), tensor(1.7450), tensor(1.7366), tensor(1.7840), tensor(1.7193), tensor(1.6895), tensor(1.6939), tensor(1.6679), tensor(1.7655), tensor(1.7452)]"
58,"[tensor(1.7185), tensor(1.7414), tensor(1.7590), tensor(1.6800), tensor(1.6992), tensor(1.7040), tensor(1.6976), tensor(1.7038), tensor(1.7717), tensor(1.7379)]"
59,"[tensor(1.7148), tensor(1.7446), tensor(1.7149), tensor(1.7600), tensor(1.7152), tensor(1.7059), tensor(1.6807), tensor(1.7356), tensor(1.7436), tensor(1.7229)]"
60,"[tensor(1.7011), tensor(1.7144), tensor(1.7789), tensor(1.6696), tensor(1.6841), tensor(1.6790), tensor(1.6855), tensor(1.6818), tensor(1.7822), tensor(1.7495)]"
61,"[tensor(1.7255), tensor(1.7525), tensor(1.6906), tensor(1.7393), tensor(1.7277), tensor(1.7260), tensor(1.7006), tensor(1.7602), tensor(1.7215), tensor(1.7064)]"
62,"[tensor(1.6851), tensor(1.6942), tensor(1.7926), tensor(1.7120), tensor(1.6721), tensor(1.6618), tensor(1.6704), tensor(1.6751), tensor(1.7961), tensor(1.7673)]"
63,"[tensor(1.7474), tensor(1.7737), tensor(1.6781), tensor(1.7207), tensor(1.7329), tensor(1.7491), tensor(1.7256), tensor(1.7674), tensor(1.7062), tensor(1.6883)]"
64,"[tensor(1.6816), tensor(1.6810), tensor(1.8054), tensor(1.7531), tensor(1.6665), tensor(1.6549), tensor(1.6566), tensor(1.6754), tensor(1.8093), tensor(1.7858)]"
65,"[tensor(1.7718), tensor(1.7970), tensor(1.6666), tensor(1.7144), tensor(1.7485), tensor(1.7716), tensor(1.7542), tensor(1.7825), tensor(1.6934), tensor(1.6764)]"
66,"[tensor(1.6792), tensor(1.6726), tensor(1.8272), tensor(1.7803), tensor(1.6666), tensor(1.6592), tensor(1.6545), tensor(1.6875), tensor(1.8292), tensor(1.8107)]"
67,"[tensor(1.7940), tensor(1.8237), tensor(1.6614), tensor(1.7181), tensor(1.7711), tensor(1.7954), tensor(1.7752), tensor(1.7977), tensor(1.6934), tensor(1.6769)]"
68,"[tensor(1.6796), tensor(1.6736), tensor(1.8475), tensor(1.8051), tensor(1.6670), tensor(1.6659), tensor(1.6609), tensor(1.6932), tensor(1.8524), tensor(1.8400)]"
69,"[tensor(1.8135), tensor(1.8449), tensor(1.6609), tensor(1.7142), tensor(1.7868), tensor(1.8117), tensor(1.7942), tensor(1.8074), tensor(1.6997), tensor(1.6768)]"
70,"[tensor(1.6780), tensor(1.6794), tensor(1.8591), tensor(1.8272), tensor(1.6697), tensor(1.6717), tensor(1.6565), tensor(1.6991), tensor(1.8630), tensor(1.8597)]"
71,"[tensor(1.8274), tensor(1.8538), tensor(1.6651), tensor(1.7112), tensor(1.7970), tensor(1.8176), tensor(1.8048), tensor(1.8083), tensor(1.7036), tensor(1.6821)]"
72,"[tensor(1.6788), tensor(1.6885), tensor(1.8635), tensor(1.8276), tensor(1.6785), tensor(1.6814), tensor(1.6653), tensor(1.7092), tensor(1.8658), tensor(1.8625)]"
73,"[tensor(1.8324), tensor(1.8550), tensor(1.6784), tensor(1.7278), tensor(1.8047), tensor(1.8245), tensor(1.8082), tensor(1.8189), tensor(1.7173), tensor(1.6915)]"
74,"[tensor(1.6801), tensor(1.6963), tensor(1.8653), tensor(1.8152), tensor(1.6841), tensor(1.6895), tensor(1.6724), tensor(1.7163), tensor(1.8746), tensor(1.8659)]"
75,"[tensor(1.8276), tensor(1.8507), tensor(1.6933), tensor(1.7305), tensor(1.8022), tensor(1.8166), tensor(1.7898), tensor(1.8143), tensor(1.7177), tensor(1.6848)]"
76,"[tensor(1.6807), tensor(1.6934), tensor(1.8603), tensor(1.7920), tensor(1.6839), tensor(1.6844), tensor(1.6829), tensor(1.7174), tensor(1.8631), tensor(1.8524)]"
77,"[tensor(1.8116), tensor(1.8363), tensor(1.6845), tensor(1.7363), tensor(1.7914), tensor(1.7987), tensor(1.7727), tensor(1.8021), tensor(1.7011), tensor(1.6735)]"
78,"[tensor(1.6716), tensor(1.6815), tensor(1.8567), tensor(1.7799), tensor(1.6743), tensor(1.6735), tensor(1.6735), tensor(1.7106), tensor(1.8447), tensor(1.8373)]"
79,"[tensor(1.8125), tensor(1.8320), tensor(1.6722), tensor(1.7323), tensor(1.7973), tensor(1.7940), tensor(1.7783), tensor(1.8007), tensor(1.6853), tensor(1.6527)]"
80,"[tensor(1.6600), tensor(1.6709), tensor(1.8597), tensor(1.7716), tensor(1.6755), tensor(1.6777), tensor(1.6807), tensor(1.7218), tensor(1.8482), tensor(1.8412)]"
81,"[tensor(1.8312), tensor(1.8455), tensor(1.6601), tensor(1.7517), tensor(1.8145), tensor(1.8185), tensor(1.8068), tensor(1.8216), tensor(1.6875), tensor(1.6546)]"
82,"[tensor(1.6636), tensor(1.6683), tensor(1.8794), tensor(1.8211), tensor(1.6739), tensor(1.6892), tensor(1.6846), tensor(1.7207), tensor(1.8772), tensor(1.8717)]"
83,"[tensor(1.8578), tensor(1.8755), tensor(1.6644), tensor(1.7678), tensor(1.8300), tensor(1.8516), tensor(1.8334), tensor(1.8459), tensor(1.6927), tensor(1.6637)]"
84,"[tensor(1.6679), tensor(1.6770), tensor(1.9005), tensor(1.8721), tensor(1.6845), tensor(1.6941), tensor(1.6898), tensor(1.7190), tensor(1.9057), tensor(1.9012)]"
85,"[tensor(1.8799), tensor(1.9012), tensor(1.6820), tensor(1.7612), tensor(1.8417), tensor(1.8753), tensor(1.8541), tensor(1.8603), tensor(1.7057), tensor(1.6792)]"
86,"[tensor(1.6831), tensor(1.6972), tensor(1.9127), tensor(1.8943), tensor(1.7004), tensor(1.7105), tensor(1.7012), tensor(1.7417), tensor(1.9214), tensor(1.9181)]"
87,"[tensor(1.8893), tensor(1.9156), tensor(1.7048), tensor(1.7875), tensor(1.8509), tensor(1.8801), tensor(1.8624), tensor(1.8604), tensor(1.7326), tensor(1.6977)]"
88,"[tensor(1.6978), tensor(1.7115), tensor(1.9224), tensor(1.8988), tensor(1.7091), tensor(1.7166), tensor(1.7025), tensor(1.7524), tensor(1.9256), tensor(1.9209)]"
89,"[tensor(1.8862), tensor(1.9171), tensor(1.7142), tensor(1.7584), tensor(1.8511), tensor(1.8709), tensor(1.8634), tensor(1.8504), tensor(1.7241), tensor(1.7004)]"
90,"[tensor(1.6952), tensor(1.7059), tensor(1.9204), tensor(1.8816), tensor(1.7109), tensor(1.7084), tensor(1.7013), tensor(1.7552), tensor(1.9139), tensor(1.9147)]"
91,"[tensor(1.8789), tensor(1.9122), tensor(1.7108), tensor(1.7417), tensor(1.8497), tensor(1.8618), tensor(1.8569), tensor(1.8423), tensor(1.7053), tensor(1.6948)]"
92,"[tensor(1.6983), tensor(1.7002), tensor(1.9179), tensor(1.8664), tensor(1.7119), tensor(1.7074), tensor(1.7002), tensor(1.7570), tensor(1.9039), tensor(1.9060)]"
93,"[tensor(1.8774), tensor(1.9091), tensor(1.7004), tensor(1.7425), tensor(1.8582), tensor(1.8624), tensor(1.8551), tensor(1.8486), tensor(1.7058), tensor(1.6965)]"
94,"[tensor(1.6984), tensor(1.6991), tensor(1.9197), tensor(1.8700), tensor(1.7069), tensor(1.7119), tensor(1.6957), tensor(1.7434), tensor(1.9125), tensor(1.9118)]"
95,"[tensor(1.8848), tensor(1.9150), tensor(1.6960), tensor(1.8018), tensor(1.8617), tensor(1.8749), tensor(1.8617), tensor(1.8641), tensor(1.7047), tensor(1.6983)]"
96,"[tensor(1.7050), tensor(1.7078), tensor(1.9323), tensor(1.8938), tensor(1.7028), tensor(1.7092), tensor(1.7012), tensor(1.7232), tensor(1.9293), tensor(1.9222)]"
97,"[tensor(1.8927), tensor(1.9265), tensor(1.7007), tensor(1.8368), tensor(1.8651), tensor(1.8827), tensor(1.8660), tensor(1.8764), tensor(1.7037), tensor(1.7022)]"
98,"[tensor(1.7147), tensor(1.7174), tensor(1.9413), tensor(1.8870), tensor(1.7072), tensor(1.7192), tensor(1.7201), tensor(1.7219), tensor(1.9404), tensor(1.9291)]"
99,"[tensor(1.8968), tensor(1.9335), tensor(1.7035), tensor(1.8711), tensor(1.8728), tensor(1.8919), tensor(1.8689), tensor(1.8892), tensor(1.7049), tensor(1.7093)]"
