betweeness_centrality,[2. 7.]
44,"[0.112, 0.1, 0.169, 0.138, 0.1, 0.157, 0.131, 0.119, 0.233, 0.183]"
45,"[0.1, 0.116, 0.096, 0.233, 0.167, 0.229, 0.183, 0.111, 0.111, 0.196]"
46,"[0.162, 0.107, 0.252, 0.132, 0.101, 0.171, 0.189, 0.158, 0.255, 0.179]"
47,"[0.194, 0.234, 0.117, 0.259, 0.269, 0.199, 0.2, 0.144, 0.115, 0.212]"
48,"[0.179, 0.144, 0.2, 0.168, 0.118, 0.134, 0.19, 0.193, 0.231, 0.14]"
49,"[0.238, 0.238, 0.218, 0.29, 0.305, 0.232, 0.187, 0.184, 0.14, 0.251]"
50,"[0.206, 0.22, 0.164, 0.168, 0.214, 0.243, 0.176, 0.207, 0.159, 0.187]"
51,"[0.167, 0.17, 0.212, 0.196, 0.219, 0.15, 0.158, 0.154, 0.197, 0.215]"
52,"[0.146, 0.13, 0.173, 0.149, 0.204, 0.123, 0.113, 0.21, 0.181, 0.179]"
53,"[0.134, 0.111, 0.174, 0.109, 0.13, 0.107, 0.105, 0.103, 0.1, 0.102]"
54,"[0.126, 0.127, 0.139, 0.107, 0.191, 0.095, 0.103, 0.089, 0.099, 0.103]"
55,"[0.116, 0.093, 0.258, 0.105, 0.112, 0.095, 0.103, 0.186, 0.109, 0.101]"
56,"[0.22, 0.23, 0.087, 0.219, 0.326, 0.238, 0.265, 0.089, 0.218, 0.274]"
57,"[0.161, 0.093, 0.291, 0.241, 0.112, 0.194, 0.198, 0.282, 0.219, 0.294]"
58,"[0.196, 0.132, 0.087, 0.119, 0.18, 0.107, 0.354, 0.089, 0.254, 0.252]"
59,"[0.222, 0.185, 0.152, 0.254, 0.115, 0.252, 0.25, 0.125, 0.119, 0.251]"
60,"[0.121, 0.129, 0.188, 0.169, 0.119, 0.109, 0.166, 0.266, 0.259, 0.281]"
61,"[0.299, 0.233, 0.154, 0.247, 0.267, 0.285, 0.292, 0.124, 0.281, 0.305]"
62,"[0.126, 0.136, 0.236, 0.257, 0.112, 0.115, 0.175, 0.276, 0.298, 0.176]"
63,"[0.302, 0.285, 0.155, 0.305, 0.294, 0.29, 0.269, 0.126, 0.19, 0.298]"
64,"[0.127, 0.134, 0.187, 0.192, 0.107, 0.113, 0.181, 0.28, 0.249, 0.215]"
65,"[0.252, 0.265, 0.159, 0.287, 0.3, 0.26, 0.236, 0.122, 0.149, 0.197]"
66,"[0.132, 0.139, 0.167, 0.163, 0.106, 0.118, 0.187, 0.283, 0.25, 0.207]"
67,"[0.324, 0.267, 0.218, 0.26, 0.257, 0.267, 0.36, 0.152, 0.138, 0.137]"
68,"[0.152, 0.159, 0.303, 0.163, 0.122, 0.14, 0.218, 0.29, 0.208, 0.22]"
69,"[0.402, 0.269, 0.223, 0.231, 0.36, 0.274, 0.173, 0.185, 0.186, 0.17]"
70,"[0.154, 0.185, 0.363, 0.19, 0.161, 0.168, 0.228, 0.36, 0.187, 0.337]"
71,"[0.429, 0.255, 0.26, 0.232, 0.357, 0.248, 0.175, 0.184, 0.197, 0.181]"
72,"[0.256, 0.191, 0.213, 0.19, 0.172, 0.175, 0.197, 0.184, 0.148, 0.206]"
73,"[0.189, 0.19, 0.218, 0.287, 0.279, 0.201, 0.163, 0.107, 0.202, 0.181]"
74,"[0.22, 0.188, 0.196, 0.23, 0.208, 0.157, 0.169, 0.161, 0.144, 0.196]"
75,"[0.221, 0.187, 0.232, 0.262, 0.225, 0.199, 0.194, 0.089, 0.179, 0.161]"
76,"[0.278, 0.236, 0.184, 0.305, 0.229, 0.194, 0.201, 0.131, 0.186, 0.199]"
77,"[0.204, 0.18, 0.251, 0.203, 0.212, 0.213, 0.201, 0.089, 0.167, 0.182]"
78,"[0.267, 0.2, 0.186, 0.264, 0.18, 0.145, 0.271, 0.167, 0.187, 0.2]"
79,"[0.144, 0.133, 0.254, 0.204, 0.162, 0.175, 0.163, 0.143, 0.173, 0.178]"
80,"[0.21, 0.188, 0.308, 0.2, 0.156, 0.14, 0.161, 0.167, 0.167, 0.197]"
81,"[0.141, 0.116, 0.259, 0.129, 0.157, 0.161, 0.156, 0.227, 0.18, 0.174]"
82,"[0.248, 0.183, 0.14, 0.185, 0.161, 0.155, 0.251, 0.168, 0.186, 0.252]"
83,"[0.158, 0.107, 0.232, 0.152, 0.109, 0.177, 0.18, 0.313, 0.189, 0.176]"
84,"[0.262, 0.187, 0.116, 0.205, 0.17, 0.166, 0.264, 0.168, 0.199, 0.267]"
85,"[0.229, 0.166, 0.224, 0.201, 0.19, 0.208, 0.226, 0.278, 0.192, 0.175]"
86,"[0.294, 0.187, 0.195, 0.299, 0.187, 0.165, 0.176, 0.177, 0.183, 0.195]"
87,"[0.353, 0.173, 0.229, 0.201, 0.235, 0.201, 0.249, 0.204, 0.19, 0.181]"
88,"[0.21, 0.283, 0.191, 0.244, 0.338, 0.266, 0.181, 0.179, 0.187, 0.2]"
89,"[0.235, 0.181, 0.279, 0.209, 0.213, 0.202, 0.37, 0.089, 0.243, 0.225]"
90,"[0.264, 0.343, 0.186, 0.233, 0.316, 0.364, 0.196, 0.216, 0.187, 0.201]"
91,"[0.182, 0.159, 0.293, 0.33, 0.275, 0.2, 0.212, 0.284, 0.257, 0.245]"
92,"[0.223, 0.2, 0.185, 0.156, 0.244, 0.162, 0.149, 0.177, 0.119, 0.188]"
93,"[0.146, 0.091, 0.232, 0.19, 0.296, 0.107, 0.172, 0.264, 0.184, 0.165]"
94,"[0.198, 0.164, 0.188, 0.217, 0.149, 0.13, 0.208, 0.164, 0.147, 0.225]"
95,"[0.138, 0.136, 0.273, 0.185, 0.222, 0.151, 0.159, 0.247, 0.168, 0.164]"
96,"[0.259, 0.173, 0.235, 0.229, 0.158, 0.14, 0.269, 0.165, 0.135, 0.183]"
97,"[0.15, 0.14, 0.307, 0.189, 0.174, 0.166, 0.176, 0.271, 0.18, 0.165]"
98,"[0.29, 0.195, 0.338, 0.256, 0.226, 0.162, 0.297, 0.166, 0.236, 0.259]"
99,"[0.206, 0.21, 0.321, 0.19, 0.213, 0.329, 0.222, 0.311, 0.194, 0.169]"
