betweeness_centrality,[2. 7.]
19,"[tensor(2.2966), tensor(2.2949), tensor(2.2889), tensor(2.2897), tensor(2.2978), tensor(2.2902), tensor(2.2942), tensor(2.2852), tensor(2.2928), tensor(2.2860)]"
20,"[tensor(2.2941), tensor(2.2884), tensor(2.2877), tensor(2.2798), tensor(2.2930), tensor(2.2909), tensor(2.2897), tensor(2.2953), tensor(2.2855), tensor(2.2951)]"
21,"[tensor(2.2944), tensor(2.2937), tensor(2.2865), tensor(2.2885), tensor(2.2969), tensor(2.2870), tensor(2.2921), tensor(2.2823), tensor(2.2904), tensor(2.2835)]"
22,"[tensor(2.2921), tensor(2.2847), tensor(2.2840), tensor(2.2750), tensor(2.2901), tensor(2.2884), tensor(2.2872), tensor(2.2935), tensor(2.2826), tensor(2.2940)]"
23,"[tensor(2.2922), tensor(2.2910), tensor(2.2839), tensor(2.2901), tensor(2.2957), tensor(2.2835), tensor(2.2894), tensor(2.2784), tensor(2.2873), tensor(2.2798)]"
24,"[tensor(2.2901), tensor(2.2817), tensor(2.2803), tensor(2.2727), tensor(2.2863), tensor(2.2873), tensor(2.2837), tensor(2.2920), tensor(2.2787), tensor(2.2924)]"
25,"[tensor(2.2895), tensor(2.2891), tensor(2.2836), tensor(2.2903), tensor(2.2939), tensor(2.2802), tensor(2.2854), tensor(2.2740), tensor(2.2862), tensor(2.2756)]"
26,"[tensor(2.2883), tensor(2.2790), tensor(2.2786), tensor(2.2687), tensor(2.2822), tensor(2.2859), tensor(2.2816), tensor(2.2896), tensor(2.2761), tensor(2.2904)]"
27,"[tensor(2.2868), tensor(2.2885), tensor(2.2827), tensor(2.2897), tensor(2.2922), tensor(2.2764), tensor(2.2827), tensor(2.2739), tensor(2.2857), tensor(2.2714)]"
28,"[tensor(2.2858), tensor(2.2757), tensor(2.2775), tensor(2.2668), tensor(2.2791), tensor(2.2846), tensor(2.2822), tensor(2.2846), tensor(2.2768), tensor(2.2882)]"
29,"[tensor(2.2836), tensor(2.2789), tensor(2.2807), tensor(2.2878), tensor(2.2900), tensor(2.2746), tensor(2.2784), tensor(2.2753), tensor(2.2761), tensor(2.2700)]"
30,"[tensor(2.2840), tensor(2.2781), tensor(2.2737), tensor(2.2648), tensor(2.2778), tensor(2.2778), tensor(2.2817), tensor(2.2750), tensor(2.2725), tensor(2.2826)]"
31,"[tensor(2.2788), tensor(2.2729), tensor(2.2763), tensor(2.2812), tensor(2.2854), tensor(2.2688), tensor(2.2722), tensor(2.2721), tensor(2.2671), tensor(2.2658)]"
32,"[tensor(2.2790), tensor(2.2721), tensor(2.2671), tensor(2.2583), tensor(2.2729), tensor(2.2678), tensor(2.2762), tensor(2.2687), tensor(2.2641), tensor(2.2752)]"
33,"[tensor(2.2718), tensor(2.2646), tensor(2.2672), tensor(2.2748), tensor(2.2812), tensor(2.2603), tensor(2.2650), tensor(2.2665), tensor(2.2577), tensor(2.2576)]"
34,"[tensor(2.2725), tensor(2.2645), tensor(2.2581), tensor(2.2491), tensor(2.2686), tensor(2.2584), tensor(2.2696), tensor(2.2576), tensor(2.2596), tensor(2.2667)]"
35,"[tensor(2.2627), tensor(2.2549), tensor(2.2597), tensor(2.2660), tensor(2.2732), tensor(2.2566), tensor(2.2565), tensor(2.2632), tensor(2.2481), tensor(2.2486)]"
36,"[tensor(2.2670), tensor(2.2614), tensor(2.2522), tensor(2.2403), tensor(2.2641), tensor(2.2511), tensor(2.2647), tensor(2.2448), tensor(2.2519), tensor(2.2602)]"
37,"[tensor(2.2549), tensor(2.2494), tensor(2.2486), tensor(2.2567), tensor(2.2653), tensor(2.2536), tensor(2.2508), tensor(2.2608), tensor(2.2395), tensor(2.2429)]"
38,"[tensor(2.2634), tensor(2.2561), tensor(2.2499), tensor(2.2325), tensor(2.2602), tensor(2.2462), tensor(2.2600), tensor(2.2328), tensor(2.2533), tensor(2.2556)]"
39,"[tensor(2.2504), tensor(2.2428), tensor(2.2454), tensor(2.2516), tensor(2.2599), tensor(2.2524), tensor(2.2451), tensor(2.2575), tensor(2.2350), tensor(2.2408)]"
40,"[tensor(2.2596), tensor(2.2524), tensor(2.2475), tensor(2.2267), tensor(2.2584), tensor(2.2417), tensor(2.2559), tensor(2.2254), tensor(2.2506), tensor(2.2483)]"
41,"[tensor(2.2463), tensor(2.2359), tensor(2.2440), tensor(2.2457), tensor(2.2562), tensor(2.2486), tensor(2.2380), tensor(2.2556), tensor(2.2290), tensor(2.2392)]"
42,"[tensor(2.2553), tensor(2.2487), tensor(2.2401), tensor(2.2206), tensor(2.2554), tensor(2.2368), tensor(2.2529), tensor(2.2199), tensor(2.2490), tensor(2.2406)]"
43,"[tensor(2.2414), tensor(2.2285), tensor(2.2432), tensor(2.2394), tensor(2.2511), tensor(2.2452), tensor(2.2323), tensor(2.2545), tensor(2.2235), tensor(2.2433)]"
44,"[tensor(2.2539), tensor(2.2466), tensor(2.2361), tensor(2.2184), tensor(2.2550), tensor(2.2341), tensor(2.2509), tensor(2.2162), tensor(2.2472), tensor(2.2376)]"
45,"[tensor(2.2376), tensor(2.2215), tensor(2.2467), tensor(2.2368), tensor(2.2486), tensor(2.2448), tensor(2.2259), tensor(2.2510), tensor(2.2248), tensor(2.2471)]"
46,"[tensor(2.2538), tensor(2.2473), tensor(2.2269), tensor(2.2189), tensor(2.2558), tensor(2.2326), tensor(2.2510), tensor(2.2161), tensor(2.2454), tensor(2.2319)]"
47,"[tensor(2.2339), tensor(2.2156), tensor(2.2473), tensor(2.2384), tensor(2.2452), tensor(2.2446), tensor(2.2217), tensor(2.2530), tensor(2.2286), tensor(2.2507)]"
48,"[tensor(2.2559), tensor(2.2519), tensor(2.2310), tensor(2.2314), tensor(2.2583), tensor(2.2337), tensor(2.2531), tensor(2.2170), tensor(2.2477), tensor(2.2313)]"
49,"[tensor(2.2330), tensor(2.2239), tensor(2.2523), tensor(2.2452), tensor(2.2435), tensor(2.2507), tensor(2.2255), tensor(2.2520), tensor(2.2408), tensor(2.2559)]"
50,"[tensor(2.2613), tensor(2.2607), tensor(2.2385), tensor(2.2480), tensor(2.2607), tensor(2.2459), tensor(2.2597), tensor(2.2231), tensor(2.2559), tensor(2.2398)]"
51,"[tensor(2.2394), tensor(2.2382), tensor(2.2614), tensor(2.2548), tensor(2.2406), tensor(2.2598), tensor(2.2376), tensor(2.2633), tensor(2.2537), tensor(2.2624)]"
52,"[tensor(2.2696), tensor(2.2717), tensor(2.2491), tensor(2.2653), tensor(2.2668), tensor(2.2600), tensor(2.2683), tensor(2.2384), tensor(2.2647), tensor(2.2551)]"
53,"[tensor(2.2543), tensor(2.2570), tensor(2.2698), tensor(2.2683), tensor(2.2500), tensor(2.2692), tensor(2.2584), tensor(2.2634), tensor(2.2704), tensor(2.2718)]"
54,"[tensor(2.2759), tensor(2.2806), tensor(2.2616), tensor(2.2781), tensor(2.2724), tensor(2.2729), tensor(2.2783), tensor(2.2544), tensor(2.2747), tensor(2.2678)]"
55,"[tensor(2.2636), tensor(2.2663), tensor(2.2745), tensor(2.2784), tensor(2.2571), tensor(2.2705), tensor(2.2681), tensor(2.2701), tensor(2.2796), tensor(2.2787)]"
56,"[tensor(2.2765), tensor(2.2801), tensor(2.2720), tensor(2.2788), tensor(2.2703), tensor(2.2742), tensor(2.2784), tensor(2.2661), tensor(2.2728), tensor(2.2669)]"
57,"[tensor(2.2668), tensor(2.2687), tensor(2.2716), tensor(2.2727), tensor(2.2618), tensor(2.2664), tensor(2.2690), tensor(2.2672), tensor(2.2728), tensor(2.2747)]"
58,"[tensor(2.2719), tensor(2.2674), tensor(2.2682), tensor(2.2641), tensor(2.2704), tensor(2.2634), tensor(2.2636), tensor(2.2684), tensor(2.2632), tensor(2.2623)]"
59,"[tensor(2.2605), tensor(2.2601), tensor(2.2622), tensor(2.2587), tensor(2.2601), tensor(2.2563), tensor(2.2581), tensor(2.2598), tensor(2.2629), tensor(2.2662)]"
60,"[tensor(2.2658), tensor(2.2542), tensor(2.2560), tensor(2.2499), tensor(2.2689), tensor(2.2574), tensor(2.2541), tensor(2.2609), tensor(2.2561), tensor(2.2556)]"
61,"[tensor(2.2524), tensor(2.2550), tensor(2.2587), tensor(2.2577), tensor(2.2586), tensor(2.2551), tensor(2.2458), tensor(2.2516), tensor(2.2530), tensor(2.2561)]"
62,"[tensor(2.2595), tensor(2.2478), tensor(2.2463), tensor(2.2422), tensor(2.2711), tensor(2.2522), tensor(2.2540), tensor(2.2519), tensor(2.2591), tensor(2.2494)]"
63,"[tensor(2.2456), tensor(2.2537), tensor(2.2530), tensor(2.2549), tensor(2.2546), tensor(2.2511), tensor(2.2445), tensor(2.2435), tensor(2.2496), tensor(2.2499)]"
64,"[tensor(2.2537), tensor(2.2415), tensor(2.2375), tensor(2.2359), tensor(2.2661), tensor(2.2484), tensor(2.2573), tensor(2.2465), tensor(2.2595), tensor(2.2475)]"
65,"[tensor(2.2484), tensor(2.2460), tensor(2.2489), tensor(2.2499), tensor(2.2483), tensor(2.2463), tensor(2.2512), tensor(2.2354), tensor(2.2520), tensor(2.2472)]"
66,"[tensor(2.2517), tensor(2.2354), tensor(2.2326), tensor(2.2341), tensor(2.2626), tensor(2.2477), tensor(2.2543), tensor(2.2431), tensor(2.2517), tensor(2.2544)]"
67,"[tensor(2.2699), tensor(2.2418), tensor(2.2473), tensor(2.2463), tensor(2.2486), tensor(2.2447), tensor(2.2595), tensor(2.2258), tensor(2.2499), tensor(2.2432)]"
68,"[tensor(2.2478), tensor(2.2303), tensor(2.2284), tensor(2.2333), tensor(2.2620), tensor(2.2498), tensor(2.2519), tensor(2.2451), tensor(2.2475), tensor(2.2581)]"
69,"[tensor(2.2726), tensor(2.2378), tensor(2.2438), tensor(2.2443), tensor(2.2470), tensor(2.2424), tensor(2.2602), tensor(2.2198), tensor(2.2548), tensor(2.2438)]"
70,"[tensor(2.2458), tensor(2.2253), tensor(2.2321), tensor(2.2319), tensor(2.2617), tensor(2.2514), tensor(2.2513), tensor(2.2385), tensor(2.2494), tensor(2.2556)]"
71,"[tensor(2.2456), tensor(2.2367), tensor(2.2405), tensor(2.2455), tensor(2.2468), tensor(2.2425), tensor(2.2344), tensor(2.2205), tensor(2.2384), tensor(2.2447)]"
72,"[tensor(2.2435), tensor(2.2213), tensor(2.2376), tensor(2.2198), tensor(2.2545), tensor(2.2382), tensor(2.2523), tensor(2.2353), tensor(2.2539), tensor(2.2347)]"
73,"[tensor(2.2347), tensor(2.2412), tensor(2.2365), tensor(2.2471), tensor(2.2470), tensor(2.2445), tensor(2.2260), tensor(2.2211), tensor(2.2290), tensor(2.2433)]"
74,"[tensor(2.2427), tensor(2.2186), tensor(2.2365), tensor(2.2188), tensor(2.2444), tensor(2.2286), tensor(2.2545), tensor(2.2334), tensor(2.2562), tensor(2.2285)]"
75,"[tensor(2.2285), tensor(2.2431), tensor(2.2271), tensor(2.2487), tensor(2.2465), tensor(2.2451), tensor(2.2203), tensor(2.2181), tensor(2.2239), tensor(2.2409)]"
76,"[tensor(2.2390), tensor(2.2152), tensor(2.2367), tensor(2.2147), tensor(2.2374), tensor(2.2223), tensor(2.2527), tensor(2.2228), tensor(2.2569), tensor(2.2229)]"
77,"[tensor(2.2242), tensor(2.2402), tensor(2.2189), tensor(2.2424), tensor(2.2417), tensor(2.2429), tensor(2.2146), tensor(2.2138), tensor(2.2202), tensor(2.2342)]"
78,"[tensor(2.2350), tensor(2.2087), tensor(2.2290), tensor(2.2084), tensor(2.2343), tensor(2.2173), tensor(2.2476), tensor(2.2099), tensor(2.2537), tensor(2.2182)]"
79,"[tensor(2.2294), tensor(2.2281), tensor(2.2103), tensor(2.2344), tensor(2.2304), tensor(2.2330), tensor(2.2183), tensor(2.2161), tensor(2.2201), tensor(2.2244)]"
80,"[tensor(2.2322), tensor(2.2007), tensor(2.2246), tensor(2.2042), tensor(2.2326), tensor(2.2155), tensor(2.2407), tensor(2.2094), tensor(2.2451), tensor(2.2210)]"
81,"[tensor(2.2426), tensor(2.2186), tensor(2.2033), tensor(2.2249), tensor(2.2251), tensor(2.2242), tensor(2.2282), tensor(2.2333), tensor(2.2245), tensor(2.2196)]"
82,"[tensor(2.2296), tensor(2.1971), tensor(2.2256), tensor(2.2055), tensor(2.2333), tensor(2.2189), tensor(2.2356), tensor(2.2150), tensor(2.2405), tensor(2.2282)]"
83,"[tensor(2.2565), tensor(2.2137), tensor(2.2031), tensor(2.2196), tensor(2.2227), tensor(2.2197), tensor(2.2393), tensor(2.2350), tensor(2.2367), tensor(2.2163)]"
84,"[tensor(2.2281), tensor(2.1963), tensor(2.2244), tensor(2.2091), tensor(2.2374), tensor(2.2261), tensor(2.2329), tensor(2.2244), tensor(2.2358), tensor(2.2353)]"
85,"[tensor(2.2543), tensor(2.2107), tensor(2.2070), tensor(2.2158), tensor(2.2210), tensor(2.2179), tensor(2.2378), tensor(2.2376), tensor(2.2357), tensor(2.2151)]"
86,"[tensor(2.2280), tensor(2.1847), tensor(2.2282), tensor(2.1946), tensor(2.2253), tensor(2.2167), tensor(2.2346), tensor(2.2346), tensor(2.2361), tensor(2.2165)]"
87,"[tensor(2.2172), tensor(2.2094), tensor(2.2016), tensor(2.2156), tensor(2.2204), tensor(2.2181), tensor(2.1997), tensor(2.2411), tensor(2.2213), tensor(2.2129)]"
88,"[tensor(2.2302), tensor(2.1835), tensor(2.2297), tensor(2.1873), tensor(2.2069), tensor(2.1918), tensor(2.2400), tensor(2.2151), tensor(2.2397), tensor(2.1975)]"
89,"[tensor(2.1997), tensor(2.2158), tensor(2.1927), tensor(2.2123), tensor(2.2216), tensor(2.2240), tensor(2.1836), tensor(2.2474), tensor(2.2013), tensor(2.2125)]"
90,"[tensor(2.2323), tensor(2.1780), tensor(2.2148), tensor(2.1835), tensor(2.2041), tensor(2.1824), tensor(2.2446), tensor(2.1972), tensor(2.2483), tensor(2.1911)]"
91,"[tensor(2.2112), tensor(2.2155), tensor(2.1848), tensor(2.2130), tensor(2.2124), tensor(2.2243), tensor(2.1933), tensor(2.2365), tensor(2.1928), tensor(2.2056)]"
92,"[tensor(2.2249), tensor(2.1750), tensor(2.1899), tensor(2.1786), tensor(2.2076), tensor(2.1888), tensor(2.2303), tensor(2.1880), tensor(2.2367), tensor(2.2004)]"
93,"[tensor(2.2347), tensor(2.1966), tensor(2.1790), tensor(2.2111), tensor(2.2065), tensor(2.2058), tensor(2.2125), tensor(2.2241), tensor(2.2007), tensor(2.2035)]"
94,"[tensor(2.2167), tensor(2.1712), tensor(2.2004), tensor(2.1807), tensor(2.2130), tensor(2.1962), tensor(2.2226), tensor(2.1988), tensor(2.2267), tensor(2.2102)]"
95,"[tensor(2.2398), tensor(2.1925), tensor(2.1828), tensor(2.2023), tensor(2.2043), tensor(2.2020), tensor(2.2189), tensor(2.2269), tensor(2.2175), tensor(2.2012)]"
96,"[tensor(2.2172), tensor(2.1618), tensor(2.2127), tensor(2.1685), tensor(2.1914), tensor(2.1847), tensor(2.2243), tensor(2.2161), tensor(2.2250), tensor(2.1914)]"
97,"[tensor(2.1899), tensor(2.1925), tensor(2.1797), tensor(2.1994), tensor(2.2053), tensor(2.2033), tensor(2.1700), tensor(2.2315), tensor(2.2015), tensor(2.2000)]"
98,"[tensor(2.2204), tensor(2.1625), tensor(2.2161), tensor(2.1717), tensor(2.1794), tensor(2.1626), tensor(2.2304), tensor(2.1939), tensor(2.2295), tensor(2.1736)]"
99,"[tensor(2.1738), tensor(2.2039), tensor(2.1712), tensor(2.1850), tensor(2.2082), tensor(2.2145), tensor(2.1544), tensor(2.2396), tensor(2.1764), tensor(2.1967)]"
