betweeness_centrality,[2. 7.]
18,"[tensor(2.0601), tensor(2.0991), tensor(1.9626), tensor(1.9871), tensor(2.0668), tensor(1.9718), tensor(2.0373), tensor(1.9804), tensor(2.0215), tensor(1.9401)]"
19,"[tensor(1.9632), tensor(1.9355), tensor(2.0087), tensor(2.0115), tensor(1.9462), tensor(1.9798), tensor(1.9724), tensor(2.0702), tensor(1.9942), tensor(2.0623)]"
20,"[tensor(1.9843), tensor(2.0592), tensor(1.9475), tensor(1.9730), tensor(2.0262), tensor(1.9722), tensor(1.9635), tensor(1.9553), tensor(1.9638), tensor(1.9119)]"
21,"[tensor(1.9731), tensor(1.9074), tensor(1.9553), tensor(1.9743), tensor(1.9104), tensor(1.9331), tensor(1.9878), tensor(2.0044), tensor(2.0022), tensor(2.0053)]"
22,"[tensor(1.9091), tensor(2.0072), tensor(1.9526), tensor(1.9656), tensor(1.9781), tensor(1.9636), tensor(1.9071), tensor(1.9658), tensor(1.9250), tensor(1.8896)]"
23,"[tensor(1.9790), tensor(1.8985), tensor(1.9164), tensor(1.9337), tensor(1.8919), tensor(1.9043), tensor(1.9946), tensor(1.9570), tensor(1.9987), tensor(1.9392)]"
24,"[tensor(1.8606), tensor(1.9353), tensor(1.9296), tensor(1.9420), tensor(1.9333), tensor(1.9509), tensor(1.8637), tensor(1.9655), tensor(1.8954), tensor(1.8984)]"
25,"[tensor(1.9742), tensor(1.9016), tensor(1.8797), tensor(1.8948), tensor(1.8757), tensor(1.8722), tensor(1.9822), tensor(1.9181), tensor(1.9754), tensor(1.8714)]"
26,"[tensor(1.8261), tensor(1.8662), tensor(1.8610), tensor(1.9127), tensor(1.8970), tensor(1.9306), tensor(1.8299), tensor(1.8833), tensor(1.8694), tensor(1.9024)]"
27,"[tensor(1.8495), tensor(1.8455), tensor(1.9258), tensor(1.8288), tensor(1.8050), tensor(1.7986), tensor(1.8456), tensor(1.9431), tensor(1.8740), tensor(1.8015)]"
28,"[tensor(1.8317), tensor(1.8739), tensor(1.8182), tensor(1.8623), tensor(1.9056), tensor(1.8587), tensor(1.7772), tensor(1.8121), tensor(1.8390), tensor(1.8549)]"
29,"[tensor(1.8121), tensor(1.8195), tensor(1.8822), tensor(1.7923), tensor(1.7818), tensor(1.7947), tensor(1.8017), tensor(1.8936), tensor(1.8291), tensor(1.7986)]"
30,"[tensor(1.8430), tensor(1.8458), tensor(1.7796), tensor(1.8582), tensor(1.8774), tensor(1.8220), tensor(1.8095), tensor(1.7767), tensor(1.8424), tensor(1.8500)]"
31,"[tensor(1.8051), tensor(1.8168), tensor(1.8881), tensor(1.7758), tensor(1.7818), tensor(1.7976), tensor(1.7939), tensor(1.8744), tensor(1.8573), tensor(1.8164)]"
32,"[tensor(1.8620), tensor(1.8664), tensor(1.7843), tensor(1.8662), tensor(1.8726), tensor(1.8558), tensor(1.8452), tensor(1.7587), tensor(1.8323), tensor(1.8340)]"
33,"[tensor(1.7831), tensor(1.8022), tensor(1.8896), tensor(1.7589), tensor(1.7766), tensor(1.7710), tensor(1.7723), tensor(1.8846), tensor(1.8727), tensor(1.8106)]"
34,"[tensor(1.8688), tensor(1.8900), tensor(1.7708), tensor(1.8603), tensor(1.8708), tensor(1.8574), tensor(1.8424), tensor(1.7435), tensor(1.8053), tensor(1.7952)]"
35,"[tensor(1.7606), tensor(1.7766), tensor(1.8890), tensor(1.7338), tensor(1.7632), tensor(1.7355), tensor(1.7437), tensor(1.8829), tensor(1.8615), tensor(1.7912)]"
36,"[tensor(1.8571), tensor(1.8890), tensor(1.7374), tensor(1.8198), tensor(1.8712), tensor(1.8277), tensor(1.8126), tensor(1.7157), tensor(1.7531), tensor(1.7367)]"
37,"[tensor(1.7171), tensor(1.7295), tensor(1.8716), tensor(1.6953), tensor(1.7242), tensor(1.6916), tensor(1.7016), tensor(1.8631), tensor(1.8186), tensor(1.7494)]"
38,"[tensor(1.8158), tensor(1.8484), tensor(1.7059), tensor(1.7665), tensor(1.8590), tensor(1.7728), tensor(1.7529), tensor(1.6967), tensor(1.7048), tensor(1.6914)]"
39,"[tensor(1.6920), tensor(1.6986), tensor(1.8326), tensor(1.6831), tensor(1.6867), tensor(1.6704), tensor(1.6797), tensor(1.8274), tensor(1.7796), tensor(1.7313)]"
40,"[tensor(1.8010), tensor(1.8066), tensor(1.6975), tensor(1.7489), tensor(1.8368), tensor(1.7715), tensor(1.7524), tensor(1.6826), tensor(1.7129), tensor(1.7165)]"
41,"[tensor(1.6977), tensor(1.7034), tensor(1.8194), tensor(1.7086), tensor(1.6754), tensor(1.6917), tensor(1.6871), tensor(1.8081), tensor(1.7832), tensor(1.7543)]"
42,"[tensor(1.8090), tensor(1.8022), tensor(1.6883), tensor(1.7761), tensor(1.8281), tensor(1.7881), tensor(1.7580), tensor(1.6755), tensor(1.7496), tensor(1.7612)]"
43,"[tensor(1.6919), tensor(1.7044), tensor(1.8317), tensor(1.7290), tensor(1.6635), tensor(1.6927), tensor(1.6931), tensor(1.8322), tensor(1.7936), tensor(1.7716)]"
44,"[tensor(1.8257), tensor(1.8196), tensor(1.6958), tensor(1.7879), tensor(1.8435), tensor(1.7993), tensor(1.7645), tensor(1.6649), tensor(1.7500), tensor(1.7722)]"
45,"[tensor(1.6952), tensor(1.7105), tensor(1.8450), tensor(1.7306), tensor(1.6622), tensor(1.6927), tensor(1.7088), tensor(1.8455), tensor(1.8051), tensor(1.7796)]"
46,"[tensor(1.8190), tensor(1.8215), tensor(1.7092), tensor(1.7980), tensor(1.8484), tensor(1.7932), tensor(1.7556), tensor(1.6822), tensor(1.7563), tensor(1.7790)]"
47,"[tensor(1.7016), tensor(1.7236), tensor(1.8494), tensor(1.7405), tensor(1.6653), tensor(1.6925), tensor(1.7139), tensor(1.8417), tensor(1.8165), tensor(1.7893)]"
48,"[tensor(1.8162), tensor(1.8218), tensor(1.7106), tensor(1.8059), tensor(1.8443), tensor(1.7934), tensor(1.7579), tensor(1.6956), tensor(1.7714), tensor(1.7772)]"
49,"[tensor(1.7096), tensor(1.7390), tensor(1.8463), tensor(1.7542), tensor(1.6718), tensor(1.7107), tensor(1.7286), tensor(1.8431), tensor(1.8191), tensor(1.7937)]"
50,"[tensor(1.8138), tensor(1.8262), tensor(1.7170), tensor(1.8177), tensor(1.8406), tensor(1.7953), tensor(1.7634), tensor(1.7097), tensor(1.7864), tensor(1.7913)]"
51,"[tensor(1.7089), tensor(1.7436), tensor(1.8548), tensor(1.7891), tensor(1.6734), tensor(1.7224), tensor(1.7322), tensor(1.8584), tensor(1.8384), tensor(1.8175)]"
52,"[tensor(1.8327), tensor(1.8499), tensor(1.7254), tensor(1.8400), tensor(1.8491), tensor(1.8207), tensor(1.7839), tensor(1.7225), tensor(1.7960), tensor(1.8001)]"
53,"[tensor(1.7199), tensor(1.7504), tensor(1.8775), tensor(1.8138), tensor(1.6805), tensor(1.7393), tensor(1.7378), tensor(1.8822), tensor(1.8479), tensor(1.8307)]"
54,"[tensor(1.8480), tensor(1.8683), tensor(1.7376), tensor(1.8534), tensor(1.8633), tensor(1.8401), tensor(1.7892), tensor(1.7640), tensor(1.7988), tensor(1.8048)]"
55,"[tensor(1.7432), tensor(1.7594), tensor(1.8930), tensor(1.8433), tensor(1.7050), tensor(1.7569), tensor(1.7512), tensor(1.8858), tensor(1.8645), tensor(1.8581)]"
56,"[tensor(1.8484), tensor(1.8680), tensor(1.7532), tensor(1.8585), tensor(1.8676), tensor(1.8385), tensor(1.7884), tensor(1.8004), tensor(1.8123), tensor(1.8173)]"
57,"[tensor(1.7824), tensor(1.7856), tensor(1.9043), tensor(1.8564), tensor(1.7391), tensor(1.7797), tensor(1.7787), tensor(1.8834), tensor(1.8570), tensor(1.8597)]"
58,"[tensor(1.8661), tensor(1.8837), tensor(1.7821), tensor(1.8651), tensor(1.8740), tensor(1.8537), tensor(1.8166), tensor(1.8329), tensor(1.8331), tensor(1.8325)]"
59,"[tensor(1.8130), tensor(1.8226), tensor(1.9282), tensor(1.8899), tensor(1.7721), tensor(1.8092), tensor(1.8160), tensor(1.8834), tensor(1.8892), tensor(1.9008)]"
60,"[tensor(1.8998), tensor(1.9289), tensor(1.8120), tensor(1.8847), tensor(1.8881), tensor(1.8900), tensor(1.8631), tensor(1.8538), tensor(1.8669), tensor(1.8608)]"
61,"[tensor(1.8493), tensor(1.8603), tensor(1.9690), tensor(1.9276), tensor(1.7948), tensor(1.8450), tensor(1.8488), tensor(1.8990), tensor(1.9411), tensor(1.9487)]"
62,"[tensor(1.9367), tensor(1.9788), tensor(1.8361), tensor(1.9123), tensor(1.9226), tensor(1.9294), tensor(1.9025), tensor(1.8836), tensor(1.9006), tensor(1.8908)]"
63,"[tensor(1.8785), tensor(1.8872), tensor(2.0058), tensor(1.9661), tensor(1.8164), tensor(1.8784), tensor(1.8689), tensor(1.9195), tensor(1.9915), tensor(1.9881)]"
64,"[tensor(1.9620), tensor(2.0116), tensor(1.8542), tensor(1.9374), tensor(1.9420), tensor(1.9605), tensor(1.9216), tensor(1.9350), tensor(1.9233), tensor(1.9115)]"
65,"[tensor(1.9149), tensor(1.9126), tensor(2.0358), tensor(1.9979), tensor(1.8649), tensor(1.9108), tensor(1.8915), tensor(1.9421), tensor(2.0142), tensor(2.0121)]"
66,"[tensor(1.9779), tensor(2.0188), tensor(1.8727), tensor(1.9604), tensor(1.9623), tensor(1.9851), tensor(1.9432), tensor(1.9893), tensor(1.9516), tensor(1.9355)]"
67,"[tensor(1.9396), tensor(1.9426), tensor(2.0611), tensor(2.0302), tensor(1.9089), tensor(1.9386), tensor(1.9177), tensor(1.9485), tensor(2.0255), tensor(2.0302)]"
68,"[tensor(2.0028), tensor(2.0258), tensor(1.8915), tensor(1.9810), tensor(1.9802), tensor(2.0068), tensor(1.9768), tensor(2.0299), tensor(1.9778), tensor(1.9608)]"
69,"[tensor(1.9682), tensor(1.9626), tensor(2.0866), tensor(2.0624), tensor(1.9532), tensor(1.9674), tensor(1.9500), tensor(1.9448), tensor(2.0518), tensor(2.0552)]"
70,"[tensor(2.0189), tensor(2.0418), tensor(1.9129), tensor(2.0019), tensor(1.9948), tensor(2.0273), tensor(1.9981), tensor(2.0661), tensor(1.9970), tensor(1.9884)]"
71,"[tensor(1.9852), tensor(1.9770), tensor(2.1051), tensor(2.0925), tensor(1.9575), tensor(1.9895), tensor(1.9720), tensor(1.9481), tensor(2.0712), tensor(2.0787)]"
72,"[tensor(2.0317), tensor(2.0578), tensor(1.9322), tensor(2.0239), tensor(2.0173), tensor(2.0386), tensor(2.0121), tensor(2.1022), tensor(1.9984), tensor(1.9915)]"
73,"[tensor(2.0109), tensor(2.0076), tensor(2.1197), tensor(2.1067), tensor(1.9914), tensor(2.0079), tensor(2.0027), tensor(1.9411), tensor(2.0895), tensor(2.0933)]"
74,"[tensor(2.0506), tensor(2.0742), tensor(1.9521), tensor(2.0251), tensor(2.0339), tensor(2.0590), tensor(2.0378), tensor(2.1292), tensor(2.0100), tensor(1.9908)]"
75,"[tensor(2.0372), tensor(2.0348), tensor(2.1300), tensor(2.1292), tensor(2.0297), tensor(2.0291), tensor(2.0278), tensor(1.9512), tensor(2.1039), tensor(2.1113)]"
76,"[tensor(2.0729), tensor(2.0931), tensor(1.9745), tensor(2.0274), tensor(2.0609), tensor(2.0787), tensor(2.0629), tensor(2.1489), tensor(2.0354), tensor(2.0073)]"
77,"[tensor(2.0562), tensor(2.0616), tensor(2.1399), tensor(2.1358), tensor(2.0459), tensor(2.0567), tensor(2.0549), tensor(1.9665), tensor(2.1154), tensor(2.1239)]"
78,"[tensor(2.0907), tensor(2.1048), tensor(1.9936), tensor(2.0356), tensor(2.0820), tensor(2.0924), tensor(2.0808), tensor(2.1606), tensor(2.0421), tensor(2.0135)]"
79,"[tensor(2.0858), tensor(2.0829), tensor(2.1442), tensor(2.1462), tensor(2.0805), tensor(2.0800), tensor(2.0816), tensor(1.9773), tensor(2.1271), tensor(2.1365)]"
80,"[tensor(2.1096), tensor(2.1172), tensor(2.0161), tensor(2.0941), tensor(2.1109), tensor(2.1146), tensor(2.1063), tensor(2.1743), tensor(2.0846), tensor(2.0647)]"
81,"[tensor(2.1279), tensor(2.1276), tensor(2.1611), tensor(2.1708), tensor(2.1093), tensor(2.1263), tensor(2.1287), tensor(1.9954), tensor(2.1547), tensor(2.1597)]"
82,"[tensor(2.1415), tensor(2.1405), tensor(2.0574), tensor(2.1336), tensor(2.1443), tensor(2.1478), tensor(2.1368), tensor(2.1930), tensor(2.1292), tensor(2.1153)]"
83,"[tensor(2.1644), tensor(2.1660), tensor(2.1854), tensor(2.1934), tensor(2.1319), tensor(2.1620), tensor(2.1688), tensor(2.0384), tensor(2.1808), tensor(2.1830)]"
84,"[tensor(2.1646), tensor(2.1637), tensor(2.0971), tensor(2.1630), tensor(2.1830), tensor(2.1718), tensor(2.1558), tensor(2.2077), tensor(2.1554), tensor(2.1445)]"
85,"[tensor(2.1990), tensor(2.2020), tensor(2.1968), tensor(2.2053), tensor(2.1639), tensor(2.1880), tensor(2.2018), tensor(2.0876), tensor(2.1950), tensor(2.1961)]"
86,"[tensor(2.1763), tensor(2.1748), tensor(2.1332), tensor(2.1925), tensor(2.2070), tensor(2.1822), tensor(2.1734), tensor(2.2135), tensor(2.1851), tensor(2.1860)]"
87,"[tensor(2.2240), tensor(2.2323), tensor(2.2079), tensor(2.2098), tensor(2.1813), tensor(2.2032), tensor(2.2266), tensor(2.1292), tensor(2.2002), tensor(2.2008)]"
88,"[tensor(2.1952), tensor(2.1894), tensor(2.1591), tensor(2.2090), tensor(2.2319), tensor(2.1954), tensor(2.1914), tensor(2.2195), tensor(2.2099), tensor(2.2082)]"
89,"[tensor(2.2397), tensor(2.2516), tensor(2.2163), tensor(2.2150), tensor(2.1959), tensor(2.2100), tensor(2.2472), tensor(2.1610), tensor(2.2076), tensor(2.2069)]"
90,"[tensor(2.2057), tensor(2.2015), tensor(2.1871), tensor(2.2215), tensor(2.2509), tensor(2.2067), tensor(2.2046), tensor(2.2263), tensor(2.2315), tensor(2.2313)]"
91,"[tensor(2.2480), tensor(2.2676), tensor(2.2169), tensor(2.2227), tensor(2.2054), tensor(2.2107), tensor(2.2603), tensor(2.1911), tensor(2.2179), tensor(2.2155)]"
92,"[tensor(2.2109), tensor(2.2095), tensor(2.2282), tensor(2.2383), tensor(2.2526), tensor(2.2172), tensor(2.2130), tensor(2.2298), tensor(2.2486), tensor(2.2606)]"
93,"[tensor(2.2593), tensor(2.2775), tensor(2.2136), tensor(2.2345), tensor(2.2209), tensor(2.2249), tensor(2.2663), tensor(2.2184), tensor(2.2266), tensor(2.2244)]"
94,"[tensor(2.2167), tensor(2.2118), tensor(2.2479), tensor(2.2525), tensor(2.2482), tensor(2.2253), tensor(2.2221), tensor(2.2328), tensor(2.2629), tensor(2.2707)]"
95,"[tensor(2.2651), tensor(2.2825), tensor(2.2240), tensor(2.2405), tensor(2.2300), tensor(2.2334), tensor(2.2672), tensor(2.2389), tensor(2.2325), tensor(2.2297)]"
96,"[tensor(2.2235), tensor(2.2201), tensor(2.2493), tensor(2.2539), tensor(2.2643), tensor(2.2324), tensor(2.2299), tensor(2.2302), tensor(2.2642), tensor(2.2713)]"
97,"[tensor(2.2663), tensor(2.2799), tensor(2.2308), tensor(2.2412), tensor(2.2278), tensor(2.2352), tensor(2.2703), tensor(2.2486), tensor(2.2349), tensor(2.2329)]"
98,"[tensor(2.2268), tensor(2.2233), tensor(2.2479), tensor(2.2512), tensor(2.2738), tensor(2.2331), tensor(2.2302), tensor(2.2366), tensor(2.2605), tensor(2.2692)]"
99,"[tensor(2.2640), tensor(2.2773), tensor(2.2319), tensor(2.2419), tensor(2.2307), tensor(2.2344), tensor(2.2689), tensor(2.2489), tensor(2.2380), tensor(2.2367)]"
