betweeness_centrality,[2.]
19,"[tensor(2.2966), tensor(2.2949), tensor(2.2889), tensor(2.2897), tensor(2.2978), tensor(2.2902), tensor(2.2942), tensor(2.2852), tensor(2.2928), tensor(2.2860)]"
20,"[tensor(2.2941), tensor(2.2884), tensor(2.2877), tensor(2.2798), tensor(2.2930), tensor(2.2909), tensor(2.2897), tensor(2.2953), tensor(2.2855), tensor(2.2951)]"
21,"[tensor(2.2944), tensor(2.2937), tensor(2.2865), tensor(2.2885), tensor(2.2969), tensor(2.2870), tensor(2.2921), tensor(2.2823), tensor(2.2904), tensor(2.2835)]"
22,"[tensor(2.2921), tensor(2.2847), tensor(2.2840), tensor(2.2750), tensor(2.2901), tensor(2.2884), tensor(2.2872), tensor(2.2935), tensor(2.2826), tensor(2.2940)]"
23,"[tensor(2.2922), tensor(2.2910), tensor(2.2839), tensor(2.2901), tensor(2.2957), tensor(2.2835), tensor(2.2894), tensor(2.2784), tensor(2.2873), tensor(2.2798)]"
24,"[tensor(2.2901), tensor(2.2817), tensor(2.2803), tensor(2.2727), tensor(2.2863), tensor(2.2873), tensor(2.2837), tensor(2.2920), tensor(2.2787), tensor(2.2924)]"
25,"[tensor(2.2895), tensor(2.2891), tensor(2.2836), tensor(2.2903), tensor(2.2939), tensor(2.2802), tensor(2.2854), tensor(2.2740), tensor(2.2862), tensor(2.2756)]"
26,"[tensor(2.2883), tensor(2.2790), tensor(2.2786), tensor(2.2687), tensor(2.2822), tensor(2.2859), tensor(2.2816), tensor(2.2906), tensor(2.2762), tensor(2.2904)]"
27,"[tensor(2.2880), tensor(2.2874), tensor(2.2825), tensor(2.2887), tensor(2.2926), tensor(2.2774), tensor(2.2831), tensor(2.2730), tensor(2.2840), tensor(2.2715)]"
28,"[tensor(2.2862), tensor(2.2748), tensor(2.2775), tensor(2.2671), tensor(2.2787), tensor(2.2843), tensor(2.2836), tensor(2.2876), tensor(2.2747), tensor(2.2883)]"
29,"[tensor(2.2855), tensor(2.2795), tensor(2.2818), tensor(2.2870), tensor(2.2892), tensor(2.2743), tensor(2.2789), tensor(2.2710), tensor(2.2729), tensor(2.2690)]"
30,"[tensor(2.2850), tensor(2.2777), tensor(2.2718), tensor(2.2633), tensor(2.2777), tensor(2.2799), tensor(2.2820), tensor(2.2813), tensor(2.2688), tensor(2.2824)]"
31,"[tensor(2.2809), tensor(2.2737), tensor(2.2761), tensor(2.2822), tensor(2.2850), tensor(2.2681), tensor(2.2723), tensor(2.2666), tensor(2.2705), tensor(2.2658)]"
32,"[tensor(2.2805), tensor(2.2750), tensor(2.2656), tensor(2.2564), tensor(2.2732), tensor(2.2723), tensor(2.2796), tensor(2.2744), tensor(2.2626), tensor(2.2720)]"
33,"[tensor(2.2731), tensor(2.2641), tensor(2.2667), tensor(2.2757), tensor(2.2802), tensor(2.2606), tensor(2.2645), tensor(2.2605), tensor(2.2633), tensor(2.2605)]"
34,"[tensor(2.2740), tensor(2.2673), tensor(2.2563), tensor(2.2486), tensor(2.2660), tensor(2.2601), tensor(2.2742), tensor(2.2630), tensor(2.2536), tensor(2.2586)]"
35,"[tensor(2.2637), tensor(2.2518), tensor(2.2549), tensor(2.2656), tensor(2.2733), tensor(2.2513), tensor(2.2546), tensor(2.2506), tensor(2.2522), tensor(2.2492)]"
36,"[tensor(2.2645), tensor(2.2586), tensor(2.2457), tensor(2.2370), tensor(2.2570), tensor(2.2470), tensor(2.2641), tensor(2.2493), tensor(2.2425), tensor(2.2447)]"
37,"[tensor(2.2542), tensor(2.2407), tensor(2.2416), tensor(2.2527), tensor(2.2647), tensor(2.2491), tensor(2.2433), tensor(2.2380), tensor(2.2344), tensor(2.2404)]"
38,"[tensor(2.2545), tensor(2.2511), tensor(2.2331), tensor(2.2251), tensor(2.2459), tensor(2.2355), tensor(2.2562), tensor(2.2269), tensor(2.2374), tensor(2.2328)]"
39,"[tensor(2.2463), tensor(2.2301), tensor(2.2296), tensor(2.2387), tensor(2.2525), tensor(2.2445), tensor(2.2343), tensor(2.2395), tensor(2.2182), tensor(2.2393)]"
40,"[tensor(2.2485), tensor(2.2434), tensor(2.2233), tensor(2.2153), tensor(2.2334), tensor(2.2251), tensor(2.2499), tensor(2.2164), tensor(2.2413), tensor(2.2246)]"
41,"[tensor(2.2468), tensor(2.2241), tensor(2.2218), tensor(2.2279), tensor(2.2425), tensor(2.2376), tensor(2.2284), tensor(2.2447), tensor(2.2088), tensor(2.2366)]"
42,"[tensor(2.2443), tensor(2.2396), tensor(2.2163), tensor(2.2065), tensor(2.2243), tensor(2.2173), tensor(2.2453), tensor(2.2142), tensor(2.2381), tensor(2.2209)]"
43,"[tensor(2.2444), tensor(2.2215), tensor(2.2173), tensor(2.2195), tensor(2.2352), tensor(2.2325), tensor(2.2223), tensor(2.2442), tensor(2.1986), tensor(2.2328)]"
44,"[tensor(2.2401), tensor(2.2354), tensor(2.2095), tensor(2.1982), tensor(2.2129), tensor(2.2039), tensor(2.2410), tensor(2.2047), tensor(2.2324), tensor(2.2137)]"
45,"[tensor(2.2359), tensor(2.2129), tensor(2.2068), tensor(2.2128), tensor(2.2291), tensor(2.2268), tensor(2.2121), tensor(2.2403), tensor(2.1845), tensor(2.2279)]"
46,"[tensor(2.2332), tensor(2.2295), tensor(2.2184), tensor(2.1907), tensor(2.2025), tensor(2.1897), tensor(2.2346), tensor(2.1919), tensor(2.2251), tensor(2.2040)]"
47,"[tensor(2.2237), tensor(2.2036), tensor(2.1921), tensor(2.2036), tensor(2.2228), tensor(2.2206), tensor(2.2017), tensor(2.2369), tensor(2.1747), tensor(2.2211)]"
48,"[tensor(2.2261), tensor(2.2233), tensor(2.2157), tensor(2.1828), tensor(2.1953), tensor(2.1782), tensor(2.2273), tensor(2.1786), tensor(2.2181), tensor(2.1962)]"
49,"[tensor(2.2143), tensor(2.1977), tensor(2.1803), tensor(2.1953), tensor(2.2180), tensor(2.2152), tensor(2.1932), tensor(2.2303), tensor(2.1661), tensor(2.2146)]"
50,"[tensor(2.2195), tensor(2.2156), tensor(2.2108), tensor(2.1739), tensor(2.1896), tensor(2.1666), tensor(2.2189), tensor(2.1651), tensor(2.2132), tensor(2.1885)]"
51,"[tensor(2.2042), tensor(2.1890), tensor(2.1707), tensor(2.1889), tensor(2.2125), tensor(2.2109), tensor(2.1820), tensor(2.2250), tensor(2.1570), tensor(2.2090)]"
52,"[tensor(2.2132), tensor(2.2061), tensor(2.2045), tensor(2.1654), tensor(2.1829), tensor(2.1588), tensor(2.2112), tensor(2.1553), tensor(2.2088), tensor(2.1786)]"
53,"[tensor(2.1941), tensor(2.1793), tensor(2.1624), tensor(2.1829), tensor(2.2046), tensor(2.2053), tensor(2.1704), tensor(2.2194), tensor(2.1498), tensor(2.2028)]"
54,"[tensor(2.2072), tensor(2.1993), tensor(2.1972), tensor(2.1567), tensor(2.1742), tensor(2.1498), tensor(2.2044), tensor(2.1454), tensor(2.2032), tensor(2.1689)]"
55,"[tensor(2.1835), tensor(2.1689), tensor(2.1536), tensor(2.1761), tensor(2.1933), tensor(2.1987), tensor(2.1580), tensor(2.2143), tensor(2.1410), tensor(2.1964)]"
56,"[tensor(2.2014), tensor(2.1944), tensor(2.1878), tensor(2.1470), tensor(2.1657), tensor(2.1385), tensor(2.1968), tensor(2.1348), tensor(2.1949), tensor(2.1570)]"
57,"[tensor(2.1716), tensor(2.1564), tensor(2.1443), tensor(2.1667), tensor(2.1794), tensor(2.1909), tensor(2.1462), tensor(2.2084), tensor(2.1323), tensor(2.1891)]"
58,"[tensor(2.1936), tensor(2.1880), tensor(2.1777), tensor(2.1400), tensor(2.1561), tensor(2.1266), tensor(2.1880), tensor(2.1245), tensor(2.1872), tensor(2.1440)]"
59,"[tensor(2.1573), tensor(2.1439), tensor(2.1376), tensor(2.1546), tensor(2.1671), tensor(2.1814), tensor(2.1335), tensor(2.2011), tensor(2.1226), tensor(2.1816)]"
60,"[tensor(2.1843), tensor(2.1793), tensor(2.1671), tensor(2.1334), tensor(2.1454), tensor(2.1132), tensor(2.1787), tensor(2.1128), tensor(2.1784), tensor(2.1310)]"
61,"[tensor(2.1426), tensor(2.1315), tensor(2.1307), tensor(2.1419), tensor(2.1554), tensor(2.1710), tensor(2.1202), tensor(2.1923), tensor(2.1126), tensor(2.1727)]"
62,"[tensor(2.1738), tensor(2.1689), tensor(2.1591), tensor(2.1266), tensor(2.1315), tensor(2.1009), tensor(2.1686), tensor(2.1002), tensor(2.1691), tensor(2.1185)]"
63,"[tensor(2.1292), tensor(2.1211), tensor(2.1220), tensor(2.1302), tensor(2.1476), tensor(2.1616), tensor(2.1079), tensor(2.1840), tensor(2.1002), tensor(2.1620)]"
64,"[tensor(2.1632), tensor(2.1594), tensor(2.1541), tensor(2.1188), tensor(2.1213), tensor(2.0906), tensor(2.1575), tensor(2.0883), tensor(2.1603), tensor(2.1078)]"
65,"[tensor(2.1183), tensor(2.1151), tensor(2.1113), tensor(2.1081), tensor(2.1476), tensor(2.1557), tensor(2.0980), tensor(2.1773), tensor(2.0908), tensor(2.1511)]"
66,"[tensor(2.1513), tensor(2.1471), tensor(2.1447), tensor(2.1324), tensor(2.1146), tensor(2.0814), tensor(2.1479), tensor(2.0801), tensor(2.1559), tensor(2.1017)]"
67,"[tensor(2.1100), tensor(2.1141), tensor(2.0996), tensor(2.0986), tensor(2.1420), tensor(2.1512), tensor(2.0947), tensor(2.1685), tensor(2.0890), tensor(2.1431)]"
68,"[tensor(2.1347), tensor(2.1367), tensor(2.1378), tensor(2.1453), tensor(2.1058), tensor(2.0750), tensor(2.1285), tensor(2.0750), tensor(2.1509), tensor(2.0989)]"
69,"[tensor(2.1015), tensor(2.1115), tensor(2.0928), tensor(2.0918), tensor(2.1260), tensor(2.1444), tensor(2.0928), tensor(2.1580), tensor(2.0892), tensor(2.1343)]"
70,"[tensor(2.1244), tensor(2.1297), tensor(2.1285), tensor(2.1423), tensor(2.0969), tensor(2.0692), tensor(2.1119), tensor(2.0671), tensor(2.1382), tensor(2.0896)]"
71,"[tensor(2.0926), tensor(2.1022), tensor(2.0798), tensor(2.0861), tensor(2.1134), tensor(2.1340), tensor(2.0926), tensor(2.1455), tensor(2.0828), tensor(2.1236)]"
72,"[tensor(2.1089), tensor(2.1110), tensor(2.1212), tensor(2.1314), tensor(2.0838), tensor(2.0603), tensor(2.0947), tensor(2.0534), tensor(2.1217), tensor(2.0771)]"
73,"[tensor(2.0808), tensor(2.0912), tensor(2.0690), tensor(2.0742), tensor(2.0965), tensor(2.1191), tensor(2.0897), tensor(2.1293), tensor(2.0685), tensor(2.1063)]"
74,"[tensor(2.0917), tensor(2.0940), tensor(2.1096), tensor(2.1161), tensor(2.0724), tensor(2.0476), tensor(2.0707), tensor(2.0392), tensor(2.1015), tensor(2.0603)]"
75,"[tensor(2.0636), tensor(2.0743), tensor(2.0554), tensor(2.0599), tensor(2.0766), tensor(2.0974), tensor(2.0839), tensor(2.1075), tensor(2.0581), tensor(2.0882)]"
76,"[tensor(2.0719), tensor(2.0766), tensor(2.0887), tensor(2.1016), tensor(2.0602), tensor(2.0331), tensor(2.0564), tensor(2.0226), tensor(2.0815), tensor(2.0383)]"
77,"[tensor(2.0544), tensor(2.0500), tensor(2.0399), tensor(2.0414), tensor(2.0510), tensor(2.0733), tensor(2.0751), tensor(2.0843), tensor(2.0503), tensor(2.0674)]"
78,"[tensor(2.0571), tensor(2.0605), tensor(2.0697), tensor(2.0885), tensor(2.0470), tensor(2.0176), tensor(2.0383), tensor(2.0276), tensor(2.0594), tensor(2.0224)]"
79,"[tensor(2.0539), tensor(2.0322), tensor(2.0300), tensor(2.0259), tensor(2.0377), tensor(2.0556), tensor(2.0696), tensor(2.0582), tensor(2.0494), tensor(2.0461)]"
80,"[tensor(2.0388), tensor(2.0505), tensor(2.0355), tensor(2.0770), tensor(2.0453), tensor(2.0120), tensor(2.0258), tensor(2.0498), tensor(2.0500), tensor(2.0368)]"
81,"[tensor(2.0394), tensor(2.0169), tensor(2.0517), tensor(2.0198), tensor(2.0297), tensor(2.0166), tensor(2.0630), tensor(2.0269), tensor(2.0554), tensor(2.0290)]"
82,"[tensor(2.0242), tensor(2.0460), tensor(2.0148), tensor(2.0412), tensor(2.0360), tensor(2.0150), tensor(2.0139), tensor(2.0586), tensor(2.0403), tensor(2.0137)]"
83,"[tensor(2.0188), tensor(1.9997), tensor(2.0493), tensor(2.0118), tensor(2.0166), tensor(1.9889), tensor(2.0361), tensor(2.0141), tensor(2.0475), tensor(2.0149)]"
84,"[tensor(2.0177), tensor(2.0307), tensor(1.9965), tensor(2.0101), tensor(2.0205), tensor(2.0316), tensor(2.0075), tensor(2.0531), tensor(2.0314), tensor(1.9773)]"
85,"[tensor(2.0127), tensor(1.9839), tensor(2.0362), tensor(1.9959), tensor(2.0134), tensor(1.9858), tensor(2.0291), tensor(2.0152), tensor(2.0411), tensor(1.9965)]"
86,"[tensor(2.0137), tensor(2.0146), tensor(1.9832), tensor(1.9842), tensor(2.0072), tensor(2.0185), tensor(2.0040), tensor(2.0458), tensor(2.0187), tensor(1.9832)]"
87,"[tensor(2.0025), tensor(1.9705), tensor(2.0279), tensor(1.9820), tensor(1.9943), tensor(1.9757), tensor(2.0203), tensor(2.0026), tensor(2.0300), tensor(1.9878)]"
88,"[tensor(2.0030), tensor(1.9990), tensor(1.9710), tensor(1.9808), tensor(1.9947), tensor(2.0065), tensor(1.9933), tensor(2.0372), tensor(2.0098), tensor(1.9640)]"
89,"[tensor(1.9899), tensor(1.9556), tensor(2.0166), tensor(1.9769), tensor(1.9865), tensor(1.9637), tensor(2.0097), tensor(1.9913), tensor(2.0174), tensor(1.9763)]"
90,"[tensor(1.9965), tensor(1.9886), tensor(1.9609), tensor(1.9523), tensor(1.9821), tensor(1.9934), tensor(1.9889), tensor(2.0278), tensor(2.0005), tensor(1.9538)]"
91,"[tensor(1.9794), tensor(1.9459), tensor(2.0027), tensor(1.9645), tensor(1.9781), tensor(1.9544), tensor(1.9969), tensor(1.9830), tensor(2.0045), tensor(1.9704)]"
92,"[tensor(1.9947), tensor(1.9786), tensor(1.9547), tensor(1.9561), tensor(1.9703), tensor(1.9834), tensor(1.9825), tensor(2.0159), tensor(1.9972), tensor(1.9420)]"
93,"[tensor(1.9779), tensor(1.9390), tensor(1.9922), tensor(1.9614), tensor(1.9725), tensor(1.9481), tensor(1.9950), tensor(1.9791), tensor(1.9966), tensor(1.9645)]"
94,"[tensor(1.9931), tensor(1.9714), tensor(1.9453), tensor(1.9522), tensor(1.9639), tensor(1.9791), tensor(1.9821), tensor(2.0104), tensor(1.9937), tensor(1.9492)]"
95,"[tensor(1.9752), tensor(1.9307), tensor(1.9866), tensor(1.9616), tensor(1.9634), tensor(1.9413), tensor(1.9922), tensor(1.9707), tensor(1.9951), tensor(1.9662)]"
96,"[tensor(1.9904), tensor(1.9680), tensor(1.9424), tensor(1.9530), tensor(1.9596), tensor(1.9764), tensor(1.9790), tensor(2.0071), tensor(1.9877), tensor(1.9503)]"
97,"[tensor(1.9720), tensor(1.9251), tensor(1.9887), tensor(1.9611), tensor(1.9634), tensor(1.9367), tensor(1.9883), tensor(1.9691), tensor(1.9974), tensor(1.9638)]"
98,"[tensor(1.9944), tensor(1.9720), tensor(1.9389), tensor(1.9627), tensor(1.9616), tensor(1.9749), tensor(1.9844), tensor(2.0075), tensor(1.9809), tensor(1.9515)]"
99,"[tensor(1.9743), tensor(1.9226), tensor(1.9925), tensor(1.9602), tensor(1.9581), tensor(1.9349), tensor(1.9890), tensor(1.9656), tensor(2.0008), tensor(1.9629)]"
