betweeness_centrality,[2. 7.]
18,"[tensor(2.0601), tensor(2.0991), tensor(1.9626), tensor(1.9871), tensor(2.0668), tensor(1.9718), tensor(2.0373), tensor(1.9804), tensor(2.0215), tensor(1.9401)]"
19,"[tensor(1.9632), tensor(1.9355), tensor(2.0087), tensor(2.0115), tensor(1.9462), tensor(1.9798), tensor(1.9724), tensor(2.0702), tensor(1.9942), tensor(2.0623)]"
20,"[tensor(1.9843), tensor(2.0592), tensor(1.9475), tensor(1.9730), tensor(2.0262), tensor(1.9722), tensor(1.9635), tensor(1.9553), tensor(1.9638), tensor(1.9119)]"
21,"[tensor(1.9731), tensor(1.9074), tensor(1.9553), tensor(1.9743), tensor(1.9104), tensor(1.9331), tensor(1.9878), tensor(2.0044), tensor(2.0022), tensor(2.0053)]"
22,"[tensor(1.9091), tensor(2.0072), tensor(1.9526), tensor(1.9656), tensor(1.9781), tensor(1.9636), tensor(1.9071), tensor(1.9658), tensor(1.9250), tensor(1.8896)]"
23,"[tensor(1.9790), tensor(1.8985), tensor(1.9164), tensor(1.9337), tensor(1.8919), tensor(1.9043), tensor(1.9946), tensor(1.9570), tensor(1.9987), tensor(1.9392)]"
24,"[tensor(1.8606), tensor(1.9353), tensor(1.9296), tensor(1.9420), tensor(1.9333), tensor(1.9509), tensor(1.8637), tensor(1.9655), tensor(1.8954), tensor(1.8984)]"
25,"[tensor(1.9742), tensor(1.9016), tensor(1.8797), tensor(1.8948), tensor(1.8757), tensor(1.8722), tensor(1.9822), tensor(1.9181), tensor(1.9754), tensor(1.8714)]"
26,"[tensor(1.8261), tensor(1.8662), tensor(1.8657), tensor(1.9127), tensor(1.8970), tensor(1.9306), tensor(1.8299), tensor(1.8890), tensor(1.8694), tensor(1.9024)]"
27,"[tensor(1.8943), tensor(1.8659), tensor(1.9109), tensor(1.8357), tensor(1.8181), tensor(1.8131), tensor(1.8964), tensor(1.9374), tensor(1.9067), tensor(1.7996)]"
28,"[tensor(1.7736), tensor(1.8343), tensor(1.8396), tensor(1.8760), tensor(1.8940), tensor(1.8698), tensor(1.7685), tensor(1.8489), tensor(1.8359), tensor(1.8706)]"
29,"[tensor(1.8447), tensor(1.8368), tensor(1.8445), tensor(1.7908), tensor(1.7905), tensor(1.8032), tensor(1.8474), tensor(1.8857), tensor(1.8470), tensor(1.7785)]"
30,"[tensor(1.7491), tensor(1.7971), tensor(1.8017), tensor(1.8623), tensor(1.8369), tensor(1.7874), tensor(1.7400), tensor(1.8350), tensor(1.8258), tensor(1.8410)]"
31,"[tensor(1.8334), tensor(1.8303), tensor(1.8348), tensor(1.7705), tensor(1.7859), tensor(1.8014), tensor(1.8342), tensor(1.8100), tensor(1.8413), tensor(1.7889)]"
32,"[tensor(1.7904), tensor(1.8008), tensor(1.7598), tensor(1.8499), tensor(1.8213), tensor(1.7938), tensor(1.7645), tensor(1.8650), tensor(1.8158), tensor(1.8158)]"
33,"[tensor(1.8143), tensor(1.8164), tensor(1.8586), tensor(1.8070), tensor(1.7790), tensor(1.7750), tensor(1.8240), tensor(1.7642), tensor(1.8713), tensor(1.8419)]"
34,"[tensor(1.8203), tensor(1.8338), tensor(1.7599), tensor(1.8015), tensor(1.8175), tensor(1.8255), tensor(1.7719), tensor(1.8688), tensor(1.8103), tensor(1.7780)]"
35,"[tensor(1.7588), tensor(1.7796), tensor(1.8577), tensor(1.8313), tensor(1.7658), tensor(1.7241), tensor(1.7932), tensor(1.7512), tensor(1.8728), tensor(1.8507)]"
36,"[tensor(1.7876), tensor(1.8266), tensor(1.7457), tensor(1.7505), tensor(1.7894), tensor(1.8001), tensor(1.7442), tensor(1.8574), tensor(1.7819), tensor(1.7408)]"
37,"[tensor(1.7381), tensor(1.7386), tensor(1.8371), tensor(1.7846), tensor(1.7203), tensor(1.6928), tensor(1.7506), tensor(1.7291), tensor(1.8367), tensor(1.8080)]"
38,"[tensor(1.7689), tensor(1.7957), tensor(1.7044), tensor(1.7235), tensor(1.7779), tensor(1.7705), tensor(1.7252), tensor(1.8437), tensor(1.7291), tensor(1.6920)]"
39,"[tensor(1.7355), tensor(1.7126), tensor(1.8109), tensor(1.7562), tensor(1.7086), tensor(1.6724), tensor(1.7380), tensor(1.7318), tensor(1.8088), tensor(1.7836)]"
40,"[tensor(1.7646), tensor(1.7846), tensor(1.6837), tensor(1.7069), tensor(1.7742), tensor(1.7690), tensor(1.7340), tensor(1.8160), tensor(1.7025), tensor(1.6717)]"
41,"[tensor(1.7179), tensor(1.7085), tensor(1.7972), tensor(1.7651), tensor(1.6970), tensor(1.6831), tensor(1.7245), tensor(1.7500), tensor(1.7931), tensor(1.7658)]"
42,"[tensor(1.7523), tensor(1.7700), tensor(1.6793), tensor(1.7122), tensor(1.7618), tensor(1.7556), tensor(1.7283), tensor(1.7966), tensor(1.6993), tensor(1.6747)]"
43,"[tensor(1.7018), tensor(1.7050), tensor(1.7913), tensor(1.7614), tensor(1.6821), tensor(1.6904), tensor(1.7105), tensor(1.7383), tensor(1.7724), tensor(1.7524)]"
44,"[tensor(1.7441), tensor(1.7553), tensor(1.6835), tensor(1.7152), tensor(1.7604), tensor(1.7410), tensor(1.7225), tensor(1.7787), tensor(1.7116), tensor(1.6732)]"
45,"[tensor(1.6655), tensor(1.7021), tensor(1.7867), tensor(1.7532), tensor(1.6666), tensor(1.6901), tensor(1.6815), tensor(1.7170), tensor(1.7638), tensor(1.7544)]"
46,"[tensor(1.7417), tensor(1.7445), tensor(1.6712), tensor(1.6982), tensor(1.7400), tensor(1.7263), tensor(1.7076), tensor(1.7643), tensor(1.7030), tensor(1.6699)]"
47,"[tensor(1.6466), tensor(1.6864), tensor(1.7792), tensor(1.7361), tensor(1.6463), tensor(1.6731), tensor(1.6499), tensor(1.7032), tensor(1.7528), tensor(1.7464)]"
48,"[tensor(1.7393), tensor(1.7354), tensor(1.6391), tensor(1.6823), tensor(1.7234), tensor(1.7119), tensor(1.6937), tensor(1.7590), tensor(1.6834), tensor(1.6513)]"
49,"[tensor(1.6442), tensor(1.6705), tensor(1.7702), tensor(1.7335), tensor(1.6409), tensor(1.6788), tensor(1.6450), tensor(1.6803), tensor(1.7479), tensor(1.7473)]"
50,"[tensor(1.7363), tensor(1.7377), tensor(1.6181), tensor(1.6779), tensor(1.7092), tensor(1.7081), tensor(1.6936), tensor(1.7539), tensor(1.6601), tensor(1.6313)]"
51,"[tensor(1.6405), tensor(1.6586), tensor(1.7710), tensor(1.7378), tensor(1.6725), tensor(1.6828), tensor(1.6478), tensor(1.6706), tensor(1.7439), tensor(1.7563)]"
52,"[tensor(1.7436), tensor(1.7454), tensor(1.6143), tensor(1.6900), tensor(1.7052), tensor(1.7120), tensor(1.7093), tensor(1.7460), tensor(1.6591), tensor(1.6317)]"
53,"[tensor(1.6536), tensor(1.6672), tensor(1.7875), tensor(1.7451), tensor(1.6814), tensor(1.6858), tensor(1.6534), tensor(1.6671), tensor(1.7449), tensor(1.7675)]"
54,"[tensor(1.7591), tensor(1.7522), tensor(1.6104), tensor(1.6974), tensor(1.7299), tensor(1.7200), tensor(1.7242), tensor(1.7570), tensor(1.6787), tensor(1.6385)]"
55,"[tensor(1.6673), tensor(1.6900), tensor(1.8107), tensor(1.7596), tensor(1.6903), tensor(1.6873), tensor(1.6552), tensor(1.6797), tensor(1.7538), tensor(1.7859)]"
56,"[tensor(1.7872), tensor(1.7808), tensor(1.6202), tensor(1.7066), tensor(1.7591), tensor(1.7392), tensor(1.7550), tensor(1.7762), tensor(1.7086), tensor(1.6537)]"
57,"[tensor(1.6918), tensor(1.7034), tensor(1.8328), tensor(1.7805), tensor(1.7157), tensor(1.6954), tensor(1.6766), tensor(1.7024), tensor(1.7749), tensor(1.8092)]"
58,"[tensor(1.8059), tensor(1.8014), tensor(1.6508), tensor(1.7159), tensor(1.7877), tensor(1.7591), tensor(1.7794), tensor(1.8017), tensor(1.7188), tensor(1.6633)]"
59,"[tensor(1.7159), tensor(1.7115), tensor(1.8468), tensor(1.8018), tensor(1.7455), tensor(1.7037), tensor(1.6890), tensor(1.7162), tensor(1.7896), tensor(1.8247)]"
60,"[tensor(1.8138), tensor(1.8218), tensor(1.6898), tensor(1.7310), tensor(1.8035), tensor(1.7683), tensor(1.7847), tensor(1.8242), tensor(1.7368), tensor(1.6582)]"
61,"[tensor(1.7305), tensor(1.7239), tensor(1.8447), tensor(1.8191), tensor(1.7664), tensor(1.7258), tensor(1.6983), tensor(1.7175), tensor(1.8082), tensor(1.8275)]"
62,"[tensor(1.8154), tensor(1.8351), tensor(1.7624), tensor(1.7334), tensor(1.7985), tensor(1.7773), tensor(1.7842), tensor(1.8389), tensor(1.7722), tensor(1.6500)]"
63,"[tensor(1.7586), tensor(1.7720), tensor(1.8337), tensor(1.8257), tensor(1.8071), tensor(1.7609), tensor(1.7259), tensor(1.7166), tensor(1.8406), tensor(1.8246)]"
64,"[tensor(1.8191), tensor(1.8403), tensor(1.8012), tensor(1.7412), tensor(1.7920), tensor(1.7970), tensor(1.7912), tensor(1.8587), tensor(1.8098), tensor(1.6662)]"
65,"[tensor(1.7768), tensor(1.7971), tensor(1.8252), tensor(1.8462), tensor(1.8284), tensor(1.7791), tensor(1.7407), tensor(1.7131), tensor(1.8494), tensor(1.8263)]"
66,"[tensor(1.8168), tensor(1.8398), tensor(1.8475), tensor(1.7457), tensor(1.7868), tensor(1.8034), tensor(1.7941), tensor(1.8762), tensor(1.8096), tensor(1.6751)]"
67,"[tensor(1.8016), tensor(1.8096), tensor(1.8080), tensor(1.8558), tensor(1.8556), tensor(1.7925), tensor(1.7633), tensor(1.7071), tensor(1.8503), tensor(1.8324)]"
68,"[tensor(1.7898), tensor(1.8218), tensor(1.8685), tensor(1.7506), tensor(1.7576), tensor(1.8025), tensor(1.7788), tensor(1.8941), tensor(1.8026), tensor(1.7006)]"
69,"[tensor(1.8206), tensor(1.8245), tensor(1.7846), tensor(1.8608), tensor(1.8672), tensor(1.7961), tensor(1.7785), tensor(1.6928), tensor(1.8424), tensor(1.8217)]"
70,"[tensor(1.7451), tensor(1.7989), tensor(1.8756), tensor(1.7421), tensor(1.7326), tensor(1.7817), tensor(1.7358), tensor(1.9032), tensor(1.8020), tensor(1.7155)]"
71,"[tensor(1.8242), tensor(1.8373), tensor(1.7585), tensor(1.8555), tensor(1.8631), tensor(1.7899), tensor(1.7825), tensor(1.6686), tensor(1.8321), tensor(1.8086)]"
72,"[tensor(1.7208), tensor(1.7669), tensor(1.8921), tensor(1.7327), tensor(1.7095), tensor(1.7609), tensor(1.7030), tensor(1.9012), tensor(1.8008), tensor(1.7277)]"
73,"[tensor(1.8332), tensor(1.8498), tensor(1.7360), tensor(1.8567), tensor(1.8724), tensor(1.7951), tensor(1.7890), tensor(1.6438), tensor(1.8259), tensor(1.7914)]"
74,"[tensor(1.7072), tensor(1.7458), tensor(1.8984), tensor(1.7233), tensor(1.6938), tensor(1.7624), tensor(1.7018), tensor(1.9018), tensor(1.8302), tensor(1.7526)]"
75,"[tensor(1.8454), tensor(1.8715), tensor(1.7145), tensor(1.8686), tensor(1.8765), tensor(1.8062), tensor(1.7948), tensor(1.6329), tensor(1.8267), tensor(1.7898)]"
76,"[tensor(1.6977), tensor(1.7358), tensor(1.9201), tensor(1.7284), tensor(1.6796), tensor(1.7464), tensor(1.6850), tensor(1.9051), tensor(1.8493), tensor(1.7846)]"
77,"[tensor(1.8594), tensor(1.8868), tensor(1.7028), tensor(1.8732), tensor(1.8837), tensor(1.8259), tensor(1.8095), tensor(1.6280), tensor(1.8289), tensor(1.7861)]"
78,"[tensor(1.6875), tensor(1.7210), tensor(1.9359), tensor(1.7669), tensor(1.6669), tensor(1.7513), tensor(1.6783), tensor(1.9102), tensor(1.8646), tensor(1.8245)]"
79,"[tensor(1.8886), tensor(1.9163), tensor(1.6899), tensor(1.8790), tensor(1.8951), tensor(1.8414), tensor(1.8372), tensor(1.6249), tensor(1.8332), tensor(1.7794)]"
80,"[tensor(1.6743), tensor(1.7028), tensor(1.9510), tensor(1.8270), tensor(1.6646), tensor(1.7394), tensor(1.6724), tensor(1.9272), tensor(1.8745), tensor(1.8615)]"
81,"[tensor(1.9094), tensor(1.9388), tensor(1.6881), tensor(1.8633), tensor(1.9047), tensor(1.8559), tensor(1.8617), tensor(1.6205), tensor(1.8471), tensor(1.7762)]"
82,"[tensor(1.6694), tensor(1.6931), tensor(1.9607), tensor(1.8432), tensor(1.6647), tensor(1.7407), tensor(1.6682), tensor(1.9431), tensor(1.8638), tensor(1.8853)]"
83,"[tensor(1.9237), tensor(1.9493), tensor(1.6911), tensor(1.8664), tensor(1.9156), tensor(1.8647), tensor(1.8757), tensor(1.6211), tensor(1.8634), tensor(1.7552)]"
84,"[tensor(1.6642), tensor(1.6906), tensor(1.9678), tensor(1.8424), tensor(1.6660), tensor(1.7376), tensor(1.6648), tensor(1.9552), tensor(1.8670), tensor(1.9019)]"
85,"[tensor(1.9347), tensor(1.9568), tensor(1.6978), tensor(1.8767), tensor(1.9230), tensor(1.8783), tensor(1.8890), tensor(1.6368), tensor(1.8750), tensor(1.7586)]"
86,"[tensor(1.6692), tensor(1.6973), tensor(1.9738), tensor(1.8442), tensor(1.6690), tensor(1.7498), tensor(1.6744), tensor(1.9485), tensor(1.8921), tensor(1.9277)]"
87,"[tensor(1.9406), tensor(1.9627), tensor(1.7083), tensor(1.8964), tensor(1.9214), tensor(1.8936), tensor(1.8986), tensor(1.7016), tensor(1.8794), tensor(1.7480)]"
88,"[tensor(1.6687), tensor(1.7023), tensor(1.9847), tensor(1.8632), tensor(1.6687), tensor(1.7626), tensor(1.6999), tensor(1.9210), tensor(1.9282), tensor(1.9509)]"
89,"[tensor(1.9505), tensor(1.9729), tensor(1.7078), tensor(1.9172), tensor(1.9235), tensor(1.9039), tensor(1.9091), tensor(1.8000), tensor(1.8805), tensor(1.7883)]"
90,"[tensor(1.6923), tensor(1.7189), tensor(2.0003), tensor(1.9268), tensor(1.6748), tensor(1.8207), tensor(1.7490), tensor(1.8854), tensor(1.9539), tensor(1.9673)]"
91,"[tensor(1.9627), tensor(1.9872), tensor(1.7190), tensor(1.9460), tensor(1.9336), tensor(1.9031), tensor(1.9264), tensor(1.9032), tensor(1.8763), tensor(1.7710)]"
92,"[tensor(1.7441), tensor(1.7549), tensor(2.0195), tensor(1.9387), tensor(1.7154), tensor(1.8922), tensor(1.7920), tensor(1.8371), tensor(1.9648), tensor(1.9809)]"
93,"[tensor(1.9773), tensor(1.9927), tensor(1.7327), tensor(1.9569), tensor(1.9453), tensor(1.9122), tensor(1.9443), tensor(1.9551), tensor(1.8562), tensor(1.7549)]"
94,"[tensor(1.7941), tensor(1.7972), tensor(2.0235), tensor(1.9579), tensor(1.7874), tensor(1.9436), tensor(1.8458), tensor(1.8124), tensor(1.9869), tensor(2.0011)]"
95,"[tensor(1.9886), tensor(1.9959), tensor(1.7727), tensor(1.9801), tensor(1.9559), tensor(1.9280), tensor(1.9587), tensor(1.9962), tensor(1.8736), tensor(1.7801)]"
96,"[tensor(1.8554), tensor(1.8685), tensor(2.0243), tensor(1.9794), tensor(1.8434), tensor(1.9745), tensor(1.8915), tensor(1.8128), tensor(2.0052), tensor(2.0155)]"
97,"[tensor(2.0058), tensor(2.0077), tensor(1.8216), tensor(2.0003), tensor(1.9748), tensor(1.9355), tensor(1.9799), tensor(2.0200), tensor(1.8930), tensor(1.8142)]"
98,"[tensor(1.8750), tensor(1.8982), tensor(2.0243), tensor(1.9780), tensor(1.8908), tensor(2.0048), tensor(1.9049), tensor(1.8401), tensor(2.0094), tensor(2.0286)]"
99,"[tensor(2.0272), tensor(2.0097), tensor(1.8534), tensor(2.0123), tensor(1.9831), tensor(1.9088), tensor(1.9959), tensor(2.0266), tensor(1.8982), tensor(1.8217)]"
