in_deg_centrality,[1. 5. 3.]
24,"[0.252, 0.416, 0.205, 0.276, 0.443, 0.401, 0.296, 0.371, 0.311, 0.279]"
25,"[0.255, 0.092, 0.209, 0.261, 0.263, 0.17, 0.295, 0.401, 0.312, 0.295]"
26,"[0.252, 0.197, 0.196, 0.226, 0.249, 0.193, 0.297, 0.325, 0.31, 0.296]"
27,"[0.256, 0.371, 0.205, 0.273, 0.241, 0.119, 0.296, 0.355, 0.311, 0.273]"
28,"[0.251, 0.28, 0.204, 0.249, 0.368, 0.179, 0.297, 0.352, 0.311, 0.295]"
29,"[0.257, 0.307, 0.208, 0.339, 0.258, 0.206, 0.297, 0.347, 0.312, 0.281]"
30,"[0.258, 0.32, 0.207, 0.297, 0.398, 0.284, 0.296, 0.348, 0.312, 0.292]"
31,"[0.255, 0.301, 0.204, 0.39, 0.261, 0.239, 0.295, 0.356, 0.312, 0.294]"
32,"[0.258, 0.324, 0.22, 0.409, 0.397, 0.289, 0.294, 0.347, 0.312, 0.295]"
33,"[0.258, 0.343, 0.23, 0.358, 0.261, 0.274, 0.296, 0.349, 0.312, 0.287]"
34,"[0.26, 0.356, 0.222, 0.352, 0.313, 0.329, 0.293, 0.346, 0.313, 0.29]"
35,"[0.255, 0.364, 0.216, 0.357, 0.265, 0.333, 0.296, 0.343, 0.314, 0.295]"
36,"[0.26, 0.364, 0.222, 0.29, 0.339, 0.394, 0.296, 0.336, 0.312, 0.281]"
37,"[0.261, 0.377, 0.24, 0.334, 0.268, 0.424, 0.296, 0.345, 0.312, 0.287]"
38,"[0.259, 0.361, 0.218, 0.311, 0.32, 0.305, 0.294, 0.347, 0.312, 0.293]"
39,"[0.262, 0.367, 0.227, 0.294, 0.263, 0.346, 0.295, 0.345, 0.311, 0.278]"
40,"[0.261, 0.455, 0.228, 0.27, 0.358, 0.304, 0.297, 0.346, 0.312, 0.281]"
41,"[0.257, 0.422, 0.217, 0.36, 0.26, 0.383, 0.289, 0.338, 0.313, 0.28]"
42,"[0.261, 0.37, 0.221, 0.302, 0.385, 0.341, 0.296, 0.345, 0.312, 0.254]"
43,"[0.26, 0.462, 0.207, 0.401, 0.263, 0.302, 0.297, 0.354, 0.312, 0.266]"
44,"[0.255, 0.398, 0.219, 0.291, 0.274, 0.372, 0.295, 0.35, 0.312, 0.286]"
45,"[0.258, 0.339, 0.217, 0.393, 0.259, 0.455, 0.291, 0.358, 0.312, 0.295]"
46,"[0.26, 0.417, 0.209, 0.37, 0.337, 0.369, 0.294, 0.346, 0.312, 0.272]"
47,"[0.263, 0.316, 0.247, 0.318, 0.263, 0.333, 0.295, 0.356, 0.311, 0.299]"
48,"[0.254, 0.42, 0.23, 0.332, 0.333, 0.375, 0.29, 0.348, 0.312, 0.261]"
49,"[0.254, 0.327, 0.227, 0.412, 0.266, 0.399, 0.299, 0.35, 0.312, 0.289]"
50,"[0.262, 0.387, 0.231, 0.388, 0.298, 0.365, 0.29, 0.361, 0.313, 0.267]"
51,"[0.256, 0.421, 0.227, 0.442, 0.253, 0.461, 0.293, 0.352, 0.313, 0.284]"
52,"[0.259, 0.409, 0.209, 0.368, 0.24, 0.404, 0.293, 0.343, 0.312, 0.293]"
53,"[0.26, 0.275, 0.214, 0.328, 0.248, 0.324, 0.298, 0.351, 0.312, 0.29]"
54,"[0.26, 0.349, 0.223, 0.379, 0.323, 0.387, 0.292, 0.358, 0.312, 0.236]"
55,"[0.26, 0.267, 0.247, 0.39, 0.246, 0.404, 0.3, 0.358, 0.312, 0.291]"
56,"[0.258, 0.426, 0.231, 0.395, 0.328, 0.37, 0.294, 0.346, 0.314, 0.256]"
57,"[0.26, 0.385, 0.229, 0.408, 0.256, 0.359, 0.295, 0.376, 0.312, 0.28]"
58,"[0.264, 0.435, 0.229, 0.386, 0.333, 0.405, 0.293, 0.348, 0.312, 0.286]"
59,"[0.26, 0.42, 0.232, 0.464, 0.261, 0.397, 0.294, 0.355, 0.312, 0.275]"
60,"[0.256, 0.431, 0.239, 0.394, 0.342, 0.399, 0.294, 0.359, 0.312, 0.274]"
61,"[0.26, 0.367, 0.216, 0.451, 0.263, 0.447, 0.298, 0.381, 0.312, 0.264]"
62,"[0.258, 0.449, 0.25, 0.394, 0.35, 0.402, 0.29, 0.362, 0.313, 0.288]"
63,"[0.263, 0.405, 0.231, 0.434, 0.276, 0.421, 0.299, 0.374, 0.312, 0.276]"
64,"[0.26, 0.419, 0.228, 0.406, 0.334, 0.424, 0.294, 0.357, 0.313, 0.29]"
65,"[0.26, 0.386, 0.219, 0.435, 0.257, 0.389, 0.302, 0.373, 0.312, 0.288]"
66,"[0.26, 0.401, 0.219, 0.411, 0.329, 0.434, 0.292, 0.349, 0.315, 0.288]"
67,"[0.256, 0.449, 0.259, 0.462, 0.258, 0.384, 0.294, 0.327, 0.312, 0.297]"
68,"[0.261, 0.448, 0.256, 0.399, 0.308, 0.444, 0.294, 0.349, 0.315, 0.291]"
69,"[0.258, 0.359, 0.219, 0.453, 0.265, 0.406, 0.294, 0.352, 0.313, 0.296]"
70,"[0.263, 0.431, 0.262, 0.395, 0.294, 0.396, 0.293, 0.345, 0.312, 0.29]"
71,"[0.262, 0.344, 0.241, 0.423, 0.264, 0.39, 0.295, 0.365, 0.312, 0.288]"
72,"[0.262, 0.457, 0.21, 0.399, 0.333, 0.417, 0.297, 0.342, 0.312, 0.291]"
73,"[0.264, 0.45, 0.247, 0.459, 0.255, 0.392, 0.298, 0.379, 0.313, 0.286]"
74,"[0.264, 0.471, 0.258, 0.383, 0.303, 0.438, 0.297, 0.359, 0.312, 0.297]"
75,"[0.258, 0.387, 0.225, 0.443, 0.279, 0.437, 0.302, 0.356, 0.314, 0.297]"
76,"[0.259, 0.425, 0.249, 0.383, 0.4, 0.401, 0.295, 0.359, 0.313, 0.296]"
77,"[0.258, 0.42, 0.22, 0.407, 0.24, 0.366, 0.301, 0.346, 0.313, 0.291]"
78,"[0.259, 0.423, 0.258, 0.386, 0.329, 0.4, 0.29, 0.406, 0.312, 0.221]"
79,"[0.263, 0.431, 0.266, 0.408, 0.267, 0.43, 0.297, 0.359, 0.314, 0.297]"
80,"[0.26, 0.423, 0.225, 0.388, 0.308, 0.388, 0.294, 0.372, 0.312, 0.289]"
81,"[0.261, 0.369, 0.215, 0.4, 0.25, 0.357, 0.289, 0.338, 0.312, 0.279]"
82,"[0.265, 0.419, 0.222, 0.378, 0.337, 0.421, 0.294, 0.345, 0.312, 0.204]"
83,"[0.267, 0.437, 0.233, 0.399, 0.267, 0.401, 0.295, 0.383, 0.311, 0.295]"
84,"[0.263, 0.442, 0.231, 0.386, 0.395, 0.38, 0.296, 0.343, 0.312, 0.264]"
85,"[0.258, 0.393, 0.257, 0.413, 0.264, 0.374, 0.296, 0.405, 0.315, 0.299]"
86,"[0.266, 0.431, 0.256, 0.392, 0.275, 0.413, 0.296, 0.338, 0.312, 0.269]"
87,"[0.263, 0.411, 0.226, 0.403, 0.262, 0.408, 0.298, 0.395, 0.312, 0.28]"
88,"[0.259, 0.445, 0.227, 0.381, 0.375, 0.424, 0.297, 0.348, 0.313, 0.278]"
89,"[0.263, 0.398, 0.245, 0.386, 0.25, 0.397, 0.308, 0.354, 0.313, 0.294]"
90,"[0.262, 0.436, 0.231, 0.378, 0.292, 0.386, 0.295, 0.377, 0.312, 0.235]"
91,"[0.265, 0.432, 0.232, 0.399, 0.262, 0.374, 0.305, 0.388, 0.312, 0.29]"
92,"[0.252, 0.404, 0.248, 0.362, 0.316, 0.39, 0.292, 0.351, 0.312, 0.285]"
93,"[0.269, 0.439, 0.237, 0.384, 0.268, 0.374, 0.301, 0.371, 0.312, 0.295]"
94,"[0.264, 0.415, 0.25, 0.334, 0.295, 0.392, 0.293, 0.375, 0.312, 0.295]"
95,"[0.258, 0.402, 0.229, 0.39, 0.266, 0.354, 0.295, 0.364, 0.312, 0.292]"
96,"[0.262, 0.432, 0.257, 0.314, 0.258, 0.406, 0.293, 0.375, 0.312, 0.293]"
97,"[0.267, 0.446, 0.249, 0.387, 0.241, 0.393, 0.297, 0.369, 0.311, 0.282]"
98,"[0.265, 0.425, 0.253, 0.371, 0.362, 0.388, 0.293, 0.344, 0.313, 0.276]"
99,"[0.259, 0.443, 0.252, 0.369, 0.266, 0.384, 0.297, 0.342, 0.312, 0.296]"
out_deg_centrality,[8. 4. 2.]
0,"[0.249, 0.293, 0.251, 0.277, 0.207, 0.228, 0.281, 0.293, 0.247, 0.283]"
1,"[0.249, 0.294, 0.202, 0.276, 0.202, 0.218, 0.287, 0.297, 0.308, 0.284]"
2,"[0.248, 0.295, 0.202, 0.275, 0.189, 0.215, 0.286, 0.294, 0.292, 0.293]"
3,"[0.25, 0.294, 0.203, 0.274, 0.191, 0.222, 0.285, 0.3, 0.309, 0.28]"
4,"[0.248, 0.294, 0.203, 0.275, 0.216, 0.228, 0.28, 0.304, 0.308, 0.284]"
5,"[0.25, 0.293, 0.204, 0.274, 0.223, 0.224, 0.291, 0.304, 0.309, 0.279]"
6,"[0.25, 0.295, 0.195, 0.276, 0.229, 0.245, 0.287, 0.302, 0.311, 0.283]"
7,"[0.249, 0.294, 0.205, 0.272, 0.258, 0.247, 0.289, 0.307, 0.31, 0.285]"
8,"[0.25, 0.295, 0.203, 0.276, 0.264, 0.278, 0.283, 0.307, 0.311, 0.278]"
9,"[0.249, 0.294, 0.206, 0.271, 0.261, 0.296, 0.289, 0.311, 0.309, 0.29]"
10,"[0.251, 0.298, 0.205, 0.276, 0.299, 0.3, 0.289, 0.321, 0.311, 0.291]"
11,"[0.255, 0.294, 0.215, 0.276, 0.253, 0.311, 0.293, 0.329, 0.311, 0.281]"
12,"[0.253, 0.329, 0.205, 0.276, 0.353, 0.346, 0.292, 0.323, 0.311, 0.292]"
13,"[0.256, 0.296, 0.212, 0.277, 0.254, 0.353, 0.292, 0.337, 0.312, 0.282]"
14,"[0.253, 0.36, 0.21, 0.281, 0.321, 0.361, 0.292, 0.34, 0.311, 0.293]"
15,"[0.254, 0.323, 0.213, 0.276, 0.245, 0.357, 0.288, 0.342, 0.312, 0.283]"
16,"[0.255, 0.376, 0.204, 0.277, 0.42, 0.374, 0.294, 0.346, 0.311, 0.294]"
17,"[0.256, 0.377, 0.211, 0.276, 0.241, 0.404, 0.288, 0.345, 0.312, 0.287]"
18,"[0.254, 0.391, 0.212, 0.279, 0.287, 0.396, 0.303, 0.327, 0.311, 0.293]"
19,"[0.256, 0.384, 0.208, 0.272, 0.262, 0.377, 0.293, 0.351, 0.312, 0.293]"
20,"[0.261, 0.398, 0.21, 0.278, 0.366, 0.398, 0.295, 0.35, 0.311, 0.294]"
21,"[0.256, 0.374, 0.213, 0.276, 0.259, 0.391, 0.297, 0.354, 0.312, 0.289]"
22,"[0.254, 0.403, 0.211, 0.272, 0.41, 0.437, 0.289, 0.349, 0.312, 0.294]"
23,"[0.256, 0.368, 0.211, 0.276, 0.266, 0.37, 0.294, 0.367, 0.311, 0.295]"
24,"[0.257, 0.387, 0.212, 0.274, 0.388, 0.438, 0.296, 0.356, 0.312, 0.291]"
25,"[0.26, 0.38, 0.104, 0.276, 0.094, 0.387, 0.302, 0.37, 0.153, 0.282]"
26,"[0.265, 0.343, 0.081, 0.277, 0.131, 0.443, 0.287, 0.385, 0.078, 0.275]"
27,"[0.257, 0.305, 0.029, 0.276, 0.186, 0.432, 0.294, 0.345, 0.146, 0.294]"
28,"[0.262, 0.303, 0.067, 0.278, 0.115, 0.351, 0.294, 0.355, 0.193, 0.278]"
29,"[0.262, 0.306, 0.105, 0.277, 0.123, 0.371, 0.296, 0.362, 0.163, 0.273]"
30,"[0.262, 0.304, 0.194, 0.277, 0.117, 0.38, 0.293, 0.338, 0.264, 0.286]"
31,"[0.261, 0.297, 0.119, 0.276, 0.121, 0.387, 0.295, 0.354, 0.226, 0.284]"
32,"[0.263, 0.297, 0.199, 0.276, 0.135, 0.332, 0.297, 0.337, 0.167, 0.296]"
33,"[0.27, 0.295, 0.22, 0.28, 0.119, 0.392, 0.297, 0.342, 0.171, 0.296]"
34,"[0.26, 0.298, 0.199, 0.276, 0.125, 0.353, 0.295, 0.338, 0.302, 0.289]"
35,"[0.265, 0.297, 0.226, 0.279, 0.146, 0.348, 0.297, 0.337, 0.285, 0.289]"
36,"[0.261, 0.297, 0.196, 0.277, 0.153, 0.337, 0.297, 0.35, 0.255, 0.293]"
37,"[0.262, 0.296, 0.243, 0.277, 0.179, 0.348, 0.3, 0.341, 0.259, 0.294]"
38,"[0.259, 0.299, 0.195, 0.277, 0.196, 0.346, 0.291, 0.388, 0.366, 0.291]"
39,"[0.261, 0.297, 0.247, 0.28, 0.246, 0.344, 0.296, 0.343, 0.273, 0.286]"
40,"[0.264, 0.295, 0.201, 0.283, 0.26, 0.376, 0.295, 0.358, 0.312, 0.295]"
41,"[0.26, 0.298, 0.247, 0.279, 0.313, 0.364, 0.297, 0.355, 0.403, 0.284]"
42,"[0.259, 0.295, 0.201, 0.28, 0.281, 0.389, 0.297, 0.347, 0.337, 0.296]"
43,"[0.259, 0.3, 0.252, 0.28, 0.293, 0.373, 0.297, 0.324, 0.297, 0.295]"
44,"[0.257, 0.309, 0.19, 0.277, 0.268, 0.329, 0.295, 0.363, 0.326, 0.296]"
45,"[0.263, 0.297, 0.229, 0.28, 0.228, 0.346, 0.296, 0.348, 0.373, 0.277]"
46,"[0.264, 0.302, 0.204, 0.279, 0.297, 0.402, 0.296, 0.341, 0.358, 0.297]"
47,"[0.259, 0.299, 0.254, 0.279, 0.331, 0.337, 0.295, 0.37, 0.282, 0.287]"
48,"[0.26, 0.31, 0.202, 0.28, 0.394, 0.348, 0.297, 0.336, 0.369, 0.292]"
49,"[0.26, 0.297, 0.231, 0.279, 0.308, 0.362, 0.296, 0.369, 0.374, 0.287]"
50,"[0.262, 0.3, 0.201, 0.281, 0.366, 0.369, 0.297, 0.339, 0.366, 0.296]"
51,"[0.261, 0.296, 0.213, 0.278, 0.321, 0.381, 0.297, 0.378, 0.451, 0.296]"
52,"[0.262, 0.344, 0.205, 0.291, 0.259, 0.393, 0.294, 0.336, 0.371, 0.296]"
53,"[0.258, 0.299, 0.228, 0.281, 0.398, 0.382, 0.294, 0.4, 0.432, 0.291]"
54,"[0.263, 0.321, 0.2, 0.279, 0.278, 0.371, 0.297, 0.37, 0.252, 0.296]"
55,"[0.27, 0.298, 0.248, 0.282, 0.384, 0.395, 0.297, 0.38, 0.383, 0.292]"
56,"[0.26, 0.344, 0.207, 0.282, 0.265, 0.407, 0.297, 0.36, 0.293, 0.286]"
57,"[0.263, 0.298, 0.276, 0.28, 0.339, 0.381, 0.297, 0.351, 0.343, 0.291]"
58,"[0.26, 0.325, 0.2, 0.285, 0.338, 0.359, 0.297, 0.369, 0.232, 0.291]"
59,"[0.257, 0.295, 0.201, 0.28, 0.289, 0.427, 0.298, 0.37, 0.375, 0.289]"
60,"[0.26, 0.321, 0.203, 0.281, 0.331, 0.413, 0.297, 0.374, 0.225, 0.296]"
61,"[0.263, 0.311, 0.237, 0.281, 0.357, 0.442, 0.295, 0.395, 0.343, 0.295]"
62,"[0.261, 0.328, 0.191, 0.281, 0.416, 0.398, 0.297, 0.397, 0.293, 0.294]"
63,"[0.267, 0.298, 0.237, 0.28, 0.277, 0.428, 0.301, 0.379, 0.372, 0.297]"
64,"[0.258, 0.323, 0.195, 0.287, 0.371, 0.439, 0.297, 0.382, 0.274, 0.296]"
65,"[0.268, 0.295, 0.219, 0.28, 0.289, 0.484, 0.295, 0.355, 0.321, 0.287]"
66,"[0.262, 0.304, 0.203, 0.302, 0.408, 0.431, 0.297, 0.338, 0.23, 0.297]"
67,"[0.276, 0.301, 0.219, 0.282, 0.285, 0.422, 0.298, 0.342, 0.312, 0.296]"
68,"[0.265, 0.301, 0.203, 0.283, 0.323, 0.4, 0.297, 0.358, 0.322, 0.297]"
69,"[0.262, 0.297, 0.203, 0.28, 0.348, 0.379, 0.297, 0.387, 0.33, 0.297]"
70,"[0.262, 0.312, 0.205, 0.287, 0.315, 0.381, 0.302, 0.361, 0.262, 0.281]"
71,"[0.267, 0.295, 0.206, 0.279, 0.367, 0.451, 0.297, 0.362, 0.28, 0.277]"
72,"[0.262, 0.321, 0.201, 0.301, 0.302, 0.387, 0.297, 0.366, 0.212, 0.296]"
73,"[0.268, 0.301, 0.213, 0.281, 0.346, 0.444, 0.297, 0.43, 0.343, 0.283]"
74,"[0.265, 0.324, 0.182, 0.29, 0.318, 0.396, 0.297, 0.369, 0.212, 0.286]"
75,"[0.266, 0.3, 0.236, 0.283, 0.372, 0.404, 0.296, 0.434, 0.444, 0.297]"
76,"[0.261, 0.311, 0.168, 0.284, 0.326, 0.42, 0.297, 0.397, 0.28, 0.284]"
77,"[0.263, 0.297, 0.201, 0.281, 0.397, 0.428, 0.304, 0.378, 0.338, 0.296]"
78,"[0.262, 0.306, 0.173, 0.289, 0.291, 0.401, 0.298, 0.419, 0.232, 0.28]"
79,"[0.262, 0.299, 0.198, 0.283, 0.37, 0.493, 0.296, 0.375, 0.38, 0.297]"
80,"[0.263, 0.303, 0.202, 0.305, 0.347, 0.36, 0.296, 0.384, 0.287, 0.294]"
81,"[0.272, 0.298, 0.177, 0.282, 0.412, 0.481, 0.302, 0.362, 0.276, 0.29]"
82,"[0.264, 0.3, 0.164, 0.288, 0.194, 0.368, 0.297, 0.416, 0.146, 0.296]"
83,"[0.262, 0.296, 0.202, 0.284, 0.4, 0.426, 0.3, 0.421, 0.333, 0.297]"
84,"[0.265, 0.309, 0.163, 0.311, 0.255, 0.417, 0.297, 0.414, 0.28, 0.277]"
85,"[0.271, 0.3, 0.181, 0.281, 0.336, 0.506, 0.297, 0.384, 0.37, 0.293]"
86,"[0.263, 0.319, 0.174, 0.282, 0.235, 0.384, 0.298, 0.398, 0.264, 0.293]"
87,"[0.266, 0.295, 0.168, 0.283, 0.355, 0.505, 0.297, 0.39, 0.319, 0.277]"
88,"[0.261, 0.329, 0.179, 0.282, 0.401, 0.423, 0.299, 0.381, 0.361, 0.297]"
89,"[0.29, 0.296, 0.172, 0.285, 0.254, 0.42, 0.295, 0.377, 0.367, 0.27]"
90,"[0.264, 0.301, 0.166, 0.284, 0.282, 0.466, 0.299, 0.364, 0.255, 0.297]"
91,"[0.273, 0.297, 0.162, 0.282, 0.31, 0.493, 0.297, 0.375, 0.298, 0.296]"
92,"[0.263, 0.304, 0.166, 0.294, 0.358, 0.418, 0.298, 0.369, 0.331, 0.299]"
93,"[0.269, 0.299, 0.166, 0.283, 0.267, 0.391, 0.305, 0.374, 0.33, 0.296]"
94,"[0.265, 0.327, 0.202, 0.294, 0.363, 0.422, 0.297, 0.367, 0.121, 0.294]"
95,"[0.266, 0.295, 0.177, 0.281, 0.283, 0.443, 0.299, 0.413, 0.43, 0.293]"
96,"[0.264, 0.313, 0.177, 0.284, 0.304, 0.394, 0.295, 0.406, 0.235, 0.284]"
97,"[0.292, 0.305, 0.172, 0.282, 0.351, 0.431, 0.296, 0.37, 0.476, 0.295]"
98,"[0.264, 0.331, 0.176, 0.289, 0.248, 0.395, 0.296, 0.331, 0.293, 0.29]"
99,"[0.284, 0.3, 0.178, 0.281, 0.354, 0.404, 0.297, 0.399, 0.281, 0.292]"
closeness_centrality,[1. 5. 3.]
0,"[0.249, 0.29, 0.202, 0.277, 0.201, 0.226, 0.284, 0.295, 0.207, 0.286]"
1,"[0.248, 0.293, 0.202, 0.275, 0.195, 0.234, 0.279, 0.298, 0.289, 0.276]"
2,"[0.249, 0.294, 0.202, 0.269, 0.211, 0.218, 0.287, 0.302, 0.299, 0.291]"
3,"[0.249, 0.294, 0.215, 0.275, 0.217, 0.224, 0.287, 0.302, 0.309, 0.29]"
4,"[0.25, 0.294, 0.203, 0.273, 0.234, 0.237, 0.283, 0.305, 0.307, 0.292]"
5,"[0.25, 0.295, 0.233, 0.273, 0.231, 0.247, 0.292, 0.304, 0.308, 0.295]"
6,"[0.252, 0.295, 0.203, 0.275, 0.25, 0.245, 0.282, 0.308, 0.309, 0.283]"
7,"[0.251, 0.295, 0.206, 0.271, 0.251, 0.244, 0.285, 0.308, 0.31, 0.288]"
8,"[0.251, 0.297, 0.203, 0.277, 0.253, 0.281, 0.289, 0.313, 0.31, 0.281]"
9,"[0.254, 0.295, 0.201, 0.277, 0.247, 0.299, 0.287, 0.311, 0.311, 0.288]"
10,"[0.254, 0.348, 0.203, 0.276, 0.264, 0.286, 0.291, 0.324, 0.311, 0.292]"
11,"[0.254, 0.301, 0.205, 0.276, 0.24, 0.326, 0.292, 0.333, 0.31, 0.277]"
12,"[0.252, 0.333, 0.204, 0.275, 0.269, 0.347, 0.29, 0.324, 0.311, 0.295]"
13,"[0.256, 0.335, 0.212, 0.278, 0.254, 0.33, 0.301, 0.328, 0.311, 0.283]"
14,"[0.26, 0.382, 0.205, 0.274, 0.313, 0.358, 0.293, 0.34, 0.311, 0.295]"
15,"[0.253, 0.376, 0.203, 0.278, 0.258, 0.362, 0.304, 0.331, 0.311, 0.293]"
16,"[0.255, 0.392, 0.205, 0.277, 0.299, 0.358, 0.293, 0.343, 0.312, 0.29]"
17,"[0.252, 0.341, 0.204, 0.278, 0.268, 0.382, 0.295, 0.344, 0.312, 0.295]"
18,"[0.255, 0.384, 0.204, 0.276, 0.34, 0.371, 0.293, 0.347, 0.311, 0.295]"
19,"[0.263, 0.378, 0.219, 0.277, 0.265, 0.375, 0.297, 0.366, 0.311, 0.275]"
20,"[0.258, 0.404, 0.203, 0.277, 0.299, 0.384, 0.299, 0.342, 0.312, 0.296]"
21,"[0.257, 0.331, 0.206, 0.28, 0.263, 0.38, 0.296, 0.363, 0.313, 0.287]"
22,"[0.259, 0.391, 0.204, 0.277, 0.337, 0.394, 0.302, 0.346, 0.312, 0.291]"
23,"[0.258, 0.39, 0.205, 0.279, 0.247, 0.404, 0.296, 0.335, 0.311, 0.294]"
24,"[0.258, 0.396, 0.21, 0.276, 0.348, 0.417, 0.298, 0.354, 0.311, 0.294]"
25,"[0.254, 0.155, 0.214, 0.173, 0.256, 0.192, 0.298, 0.341, 0.312, 0.295]"
26,"[0.253, 0.252, 0.234, 0.251, 0.265, 0.212, 0.295, 0.329, 0.312, 0.292]"
27,"[0.253, 0.282, 0.206, 0.312, 0.257, 0.113, 0.294, 0.358, 0.312, 0.295]"
28,"[0.258, 0.239, 0.205, 0.273, 0.383, 0.131, 0.296, 0.359, 0.312, 0.296]"
29,"[0.261, 0.273, 0.205, 0.346, 0.258, 0.139, 0.297, 0.349, 0.312, 0.272]"
30,"[0.258, 0.236, 0.209, 0.406, 0.427, 0.206, 0.297, 0.331, 0.312, 0.291]"
31,"[0.257, 0.269, 0.204, 0.406, 0.259, 0.257, 0.295, 0.347, 0.312, 0.276]"
32,"[0.261, 0.269, 0.203, 0.336, 0.34, 0.308, 0.295, 0.359, 0.313, 0.288]"
33,"[0.259, 0.248, 0.211, 0.44, 0.251, 0.308, 0.304, 0.349, 0.313, 0.281]"
34,"[0.257, 0.268, 0.211, 0.37, 0.395, 0.279, 0.293, 0.35, 0.312, 0.287]"
35,"[0.26, 0.292, 0.205, 0.445, 0.25, 0.309, 0.296, 0.35, 0.312, 0.287]"
36,"[0.26, 0.276, 0.231, 0.423, 0.382, 0.28, 0.296, 0.347, 0.311, 0.294]"
37,"[0.262, 0.294, 0.217, 0.301, 0.264, 0.312, 0.305, 0.351, 0.314, 0.289]"
38,"[0.26, 0.323, 0.221, 0.366, 0.395, 0.316, 0.297, 0.349, 0.311, 0.296]"
39,"[0.258, 0.285, 0.207, 0.375, 0.255, 0.388, 0.311, 0.349, 0.313, 0.279]"
40,"[0.259, 0.287, 0.205, 0.341, 0.355, 0.362, 0.296, 0.346, 0.312, 0.284]"
41,"[0.263, 0.283, 0.218, 0.339, 0.27, 0.376, 0.301, 0.346, 0.312, 0.287]"
42,"[0.259, 0.389, 0.203, 0.345, 0.344, 0.293, 0.298, 0.348, 0.313, 0.299]"
43,"[0.255, 0.32, 0.251, 0.321, 0.262, 0.368, 0.313, 0.35, 0.313, 0.289]"
44,"[0.256, 0.383, 0.24, 0.336, 0.324, 0.343, 0.291, 0.36, 0.314, 0.293]"
45,"[0.26, 0.402, 0.225, 0.346, 0.28, 0.415, 0.299, 0.352, 0.313, 0.285]"
46,"[0.261, 0.434, 0.218, 0.368, 0.363, 0.374, 0.293, 0.316, 0.312, 0.283]"
47,"[0.258, 0.348, 0.209, 0.34, 0.265, 0.411, 0.297, 0.351, 0.312, 0.285]"
48,"[0.263, 0.421, 0.233, 0.331, 0.338, 0.371, 0.29, 0.342, 0.313, 0.283]"
49,"[0.26, 0.443, 0.22, 0.385, 0.262, 0.417, 0.304, 0.352, 0.315, 0.264]"
50,"[0.256, 0.432, 0.22, 0.332, 0.375, 0.351, 0.295, 0.35, 0.314, 0.293]"
51,"[0.257, 0.395, 0.225, 0.408, 0.258, 0.442, 0.306, 0.347, 0.315, 0.292]"
52,"[0.26, 0.436, 0.212, 0.351, 0.339, 0.354, 0.295, 0.341, 0.313, 0.281]"
