eigenvector_centrality,"[15, 10, 17, 13, 5]"
10,"[tensor(0.0055, device='cuda:1'), tensor(0.0055, device='cuda:1'), tensor(0.0055, device='cuda:1'), tensor(0.0055, device='cuda:1'), tensor(0.0055, device='cuda:1'), tensor(0.0055, device='cuda:1'), tensor(0.0055, device='cuda:1'), tensor(0.0055, device='cuda:1'), tensor(0.0055, device='cuda:1'), tensor(0.0055, device='cuda:1'), tensor(0.0055, device='cuda:1'), tensor(0.0055, device='cuda:1'), tensor(0.0055, device='cuda:1'), tensor(0.0055, device='cuda:1'), tensor(0.0055, device='cuda:1'), tensor(0.0055, device='cuda:1'), tensor(0.0055, device='cuda:1'), tensor(0.0055, device='cuda:1'), tensor(0.0055, device='cuda:1'), tensor(0.0055, device='cuda:1'), tensor(0.0055, device='cuda:1'), tensor(0.0055, device='cuda:1'), tensor(0.0055, device='cuda:1'), tensor(0.0055, device='cuda:1'), tensor(0.0055, device='cuda:1')]"
11,"[tensor(0.0053, device='cuda:1'), tensor(0.0053, device='cuda:1'), tensor(0.0054, device='cuda:1'), tensor(0.0053, device='cuda:1'), tensor(0.0054, device='cuda:1'), tensor(0.0053, device='cuda:1'), tensor(0.0054, device='cuda:1'), tensor(0.0054, device='cuda:1'), tensor(0.0054, device='cuda:1'), tensor(0.0053, device='cuda:1'), tensor(0.0054, device='cuda:1'), tensor(0.0053, device='cuda:1'), tensor(0.0053, device='cuda:1'), tensor(0.0053, device='cuda:1'), tensor(0.0054, device='cuda:1'), tensor(0.0054, device='cuda:1'), tensor(0.0053, device='cuda:1'), tensor(0.0054, device='cuda:1'), tensor(0.0054, device='cuda:1'), tensor(0.0054, device='cuda:1'), tensor(0.0053, device='cuda:1'), tensor(0.0054, device='cuda:1'), tensor(0.0054, device='cuda:1'), tensor(0.0054, device='cuda:1'), tensor(0.0054, device='cuda:1')]"
12,"[tensor(0.0052, device='cuda:1'), tensor(0.0052, device='cuda:1'), tensor(0.0053, device='cuda:1'), tensor(0.0052, device='cuda:1'), tensor(0.0052, device='cuda:1'), tensor(0.0052, device='cuda:1'), tensor(0.0053, device='cuda:1'), tensor(0.0052, device='cuda:1'), tensor(0.0052, device='cuda:1'), tensor(0.0052, device='cuda:1'), tensor(0.0052, device='cuda:1'), tensor(0.0052, device='cuda:1'), tensor(0.0052, device='cuda:1'), tensor(0.0052, device='cuda:1'), tensor(0.0052, device='cuda:1'), tensor(0.0052, device='cuda:1'), tensor(0.0053, device='cuda:1'), tensor(0.0052, device='cuda:1'), tensor(0.0052, device='cuda:1'), tensor(0.0052, device='cuda:1'), tensor(0.0052, device='cuda:1'), tensor(0.0052, device='cuda:1'), tensor(0.0052, device='cuda:1'), tensor(0.0052, device='cuda:1'), tensor(0.0052, device='cuda:1')]"
13,"[tensor(0.0051, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0051, device='cuda:1'), tensor(0.0051, device='cuda:1'), tensor(0.0051, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0051, device='cuda:1'), tensor(0.0052, device='cuda:1'), tensor(0.0051, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0051, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0051, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0051, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0051, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0051, device='cuda:1'), tensor(0.0050, device='cuda:1')]"
14,"[tensor(0.0051, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0052, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0051, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0050, device='cuda:1')]"
15,"[tensor(0.0049, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1')]"
16,"[tensor(0.0050, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0049, device='cuda:1')]"
17,"[tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1')]"
18,"[tensor(0.0049, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1')]"
19,"[tensor(0.0047, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0047, device='cuda:1')]"
20,"[tensor(0.0048, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0045, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1')]"
21,"[tensor(0.0046, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0045, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1')]"
22,"[tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0045, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0045, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0045, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0047, device='cuda:1')]"
23,"[tensor(0.0046, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0045, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0046, device='cuda:1')]"
24,"[tensor(0.0046, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0045, device='cuda:1'), tensor(0.0044, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0045, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0045, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0045, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0046, device='cuda:1')]"
25,"[tensor(0.0045, device='cuda:1'), tensor(0.0045, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0045, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0045, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0045, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0045, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0044, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0046, device='cuda:1')]"
26,"[tensor(0.0046, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0045, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0044, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0045, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0045, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0045, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0046, device='cuda:1')]"
27,"[tensor(0.0046, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0052, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0051, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0051, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0051, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0052, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0045, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1')]"
28,"[tensor(0.0048, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0054, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0053, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0046, device='cuda:1'), tensor(0.0053, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0053, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0053, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0047, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0048, device='cuda:1')]"
29,"[tensor(0.0049, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0055, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0054, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0054, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0054, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0054, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0050, device='cuda:1'), tensor(0.0048, device='cuda:1'), tensor(0.0049, device='cuda:1'), tensor(0.0050, device='cuda:1')]"
