out_deg_centrality,[9.]
26,"[tensor(2.2420), tensor(2.2704), tensor(2.2635), tensor(2.2541), tensor(2.2313), tensor(2.2586), tensor(2.2448), tensor(2.2580), tensor(2.2370), tensor(2.2313)]"
27,"[tensor(2.2553), tensor(2.2568), tensor(2.2385), tensor(2.2299), tensor(2.2511), tensor(2.2296), tensor(2.2594), tensor(2.2386), tensor(2.2438), tensor(2.2403)]"
28,"[tensor(2.2264), tensor(2.2615), tensor(2.2532), tensor(2.2314), tensor(2.2175), tensor(2.2465), tensor(2.2278), tensor(2.2366), tensor(2.2317), tensor(2.2343)]"
29,"[tensor(2.2455), tensor(2.2433), tensor(2.2266), tensor(2.2219), tensor(2.2360), tensor(2.2190), tensor(2.2484), tensor(2.2239), tensor(2.2271), tensor(2.2292)]"
30,"[tensor(2.2132), tensor(2.2518), tensor(2.2410), tensor(2.2128), tensor(2.2027), tensor(2.2353), tensor(2.2113), tensor(2.2228), tensor(2.2114), tensor(2.2183)]"
31,"[tensor(2.2320), tensor(2.2276), tensor(2.2096), tensor(2.2063), tensor(2.2110), tensor(2.2008), tensor(2.2347), tensor(2.2081), tensor(2.2125), tensor(2.2127)]"
32,"[tensor(2.1939), tensor(2.2362), tensor(2.2280), tensor(2.1914), tensor(2.1814), tensor(2.2189), tensor(2.1908), tensor(2.2058), tensor(2.1919), tensor(2.2127)]"
33,"[tensor(2.2165), tensor(2.2119), tensor(2.1961), tensor(2.1986), tensor(2.2001), tensor(2.1834), tensor(2.2215), tensor(2.1971), tensor(2.1930), tensor(2.1885)]"
34,"[tensor(2.1771), tensor(2.2219), tensor(2.2158), tensor(2.1704), tensor(2.1632), tensor(2.2025), tensor(2.1751), tensor(2.1890), tensor(2.1777), tensor(2.2044)]"
35,"[tensor(2.2035), tensor(2.2009), tensor(2.1894), tensor(2.1985), tensor(2.1960), tensor(2.1690), tensor(2.2108), tensor(2.1948), tensor(2.1754), tensor(2.1652)]"
36,"[tensor(2.1698), tensor(2.2108), tensor(2.2061), tensor(2.1545), tensor(2.1530), tensor(2.1894), tensor(2.1711), tensor(2.1782), tensor(2.1871), tensor(2.1990)]"
37,"[tensor(2.1963), tensor(2.1978), tensor(2.1982), tensor(2.2002), tensor(2.1935), tensor(2.1696), tensor(2.2058), tensor(2.1960), tensor(2.1653), tensor(2.1507)]"
38,"[tensor(2.1695), tensor(2.2037), tensor(2.1961), tensor(2.1459), tensor(2.1485), tensor(2.1826), tensor(2.1697), tensor(2.1738), tensor(2.2053), tensor(2.1971)]"
39,"[tensor(2.1926), tensor(2.1966), tensor(2.1995), tensor(2.2045), tensor(2.1929), tensor(2.1785), tensor(2.2004), tensor(2.1961), tensor(2.1584), tensor(2.1466)]"
40,"[tensor(2.1685), tensor(2.2008), tensor(2.1794), tensor(2.1442), tensor(2.1469), tensor(2.1774), tensor(2.1660), tensor(2.1709), tensor(2.2075), tensor(2.1969)]"
41,"[tensor(2.1900), tensor(2.1892), tensor(2.1940), tensor(2.2057), tensor(2.1915), tensor(2.1785), tensor(2.1961), tensor(2.1908), tensor(2.1518), tensor(2.1419)]"
42,"[tensor(2.1610), tensor(2.1975), tensor(2.1624), tensor(2.1409), tensor(2.1426), tensor(2.1633), tensor(2.1564), tensor(2.1602), tensor(2.2030), tensor(2.1937)]"
43,"[tensor(2.1847), tensor(2.1767), tensor(2.1849), tensor(2.2020), tensor(2.1854), tensor(2.1699), tensor(2.1915), tensor(2.1804), tensor(2.1416), tensor(2.1367)]"
44,"[tensor(2.1486), tensor(2.1918), tensor(2.1511), tensor(2.1329), tensor(2.1334), tensor(2.1479), tensor(2.1446), tensor(2.1496), tensor(2.1956), tensor(2.1876)]"
45,"[tensor(2.1769), tensor(2.1613), tensor(2.1780), tensor(2.1952), tensor(2.1766), tensor(2.1621), tensor(2.1856), tensor(2.1723), tensor(2.1309), tensor(2.1281)]"
46,"[tensor(2.1370), tensor(2.1783), tensor(2.1405), tensor(2.1234), tensor(2.1230), tensor(2.1280), tensor(2.1336), tensor(2.1390), tensor(2.1875), tensor(2.1811)]"
47,"[tensor(2.1669), tensor(2.1497), tensor(2.1702), tensor(2.1876), tensor(2.1671), tensor(2.1566), tensor(2.1780), tensor(2.1626), tensor(2.1191), tensor(2.1174)]"
48,"[tensor(2.1260), tensor(2.1590), tensor(2.1298), tensor(2.1138), tensor(2.1111), tensor(2.1121), tensor(2.1240), tensor(2.1244), tensor(2.1772), tensor(2.1751)]"
49,"[tensor(2.1556), tensor(2.1403), tensor(2.1623), tensor(2.1778), tensor(2.1529), tensor(2.1521), tensor(2.1677), tensor(2.1516), tensor(2.1064), tensor(2.1056)]"
50,"[tensor(2.1157), tensor(2.1462), tensor(2.1193), tensor(2.1033), tensor(2.0986), tensor(2.0988), tensor(2.1134), tensor(2.1133), tensor(2.1673), tensor(2.1660)]"
51,"[tensor(2.1449), tensor(2.1396), tensor(2.1544), tensor(2.1674), tensor(2.1408), tensor(2.1470), tensor(2.1579), tensor(2.1436), tensor(2.0957), tensor(2.0935)]"
52,"[tensor(2.1080), tensor(2.1414), tensor(2.1098), tensor(2.0956), tensor(2.0884), tensor(2.0881), tensor(2.1046), tensor(2.1073), tensor(2.1622), tensor(2.1593)]"
53,"[tensor(2.1358), tensor(2.1340), tensor(2.1492), tensor(2.1592), tensor(2.1289), tensor(2.1405), tensor(2.1491), tensor(2.1347), tensor(2.0901), tensor(2.0828)]"
54,"[tensor(2.1024), tensor(2.1350), tensor(2.1008), tensor(2.0906), tensor(2.0830), tensor(2.0799), tensor(2.0944), tensor(2.1018), tensor(2.1558), tensor(2.1550)]"
55,"[tensor(2.1251), tensor(2.1243), tensor(2.1438), tensor(2.1510), tensor(2.1159), tensor(2.1347), tensor(2.1417), tensor(2.1262), tensor(2.0905), tensor(2.0748)]"
56,"[tensor(2.0970), tensor(2.1225), tensor(2.0938), tensor(2.0906), tensor(2.0796), tensor(2.0748), tensor(2.0806), tensor(2.0950), tensor(2.1464), tensor(2.1471)]"
57,"[tensor(2.1066), tensor(2.1090), tensor(2.1355), tensor(2.1420), tensor(2.1011), tensor(2.1250), tensor(2.1307), tensor(2.1120), tensor(2.0880), tensor(2.0679)]"
58,"[tensor(2.0931), tensor(2.1092), tensor(2.0881), tensor(2.0902), tensor(2.0770), tensor(2.0670), tensor(2.0659), tensor(2.0888), tensor(2.1291), tensor(2.1378)]"
59,"[tensor(2.0929), tensor(2.1009), tensor(2.1266), tensor(2.1314), tensor(2.0888), tensor(2.1138), tensor(2.1210), tensor(2.1029), tensor(2.0841), tensor(2.0615)]"
60,"[tensor(2.0943), tensor(2.0937), tensor(2.0831), tensor(2.0863), tensor(2.0775), tensor(2.0576), tensor(2.0532), tensor(2.0716), tensor(2.1167), tensor(2.1298)]"
61,"[tensor(2.0800), tensor(2.0994), tensor(2.1172), tensor(2.1224), tensor(2.0729), tensor(2.1044), tensor(2.1099), tensor(2.0968), tensor(2.0834), tensor(2.0532)]"
62,"[tensor(2.0870), tensor(2.0752), tensor(2.0747), tensor(2.0790), tensor(2.0690), tensor(2.0478), tensor(2.0429), tensor(2.0562), tensor(2.1035), tensor(2.1239)]"
63,"[tensor(2.0682), tensor(2.0946), tensor(2.1083), tensor(2.1150), tensor(2.0643), tensor(2.0964), tensor(2.1006), tensor(2.0906), tensor(2.0695), tensor(2.0425)]"
64,"[tensor(2.0862), tensor(2.0633), tensor(2.0647), tensor(2.0700), tensor(2.0617), tensor(2.0358), tensor(2.0324), tensor(2.0457), tensor(2.0954), tensor(2.1163)]"
65,"[tensor(2.0632), tensor(2.0944), tensor(2.1009), tensor(2.1071), tensor(2.0582), tensor(2.0890), tensor(2.0919), tensor(2.0816), tensor(2.0631), tensor(2.0332)]"
66,"[tensor(2.0860), tensor(2.0590), tensor(2.0560), tensor(2.0642), tensor(2.0608), tensor(2.0269), tensor(2.0236), tensor(2.0388), tensor(2.0947), tensor(2.1115)]"
67,"[tensor(2.0586), tensor(2.0899), tensor(2.0943), tensor(2.1026), tensor(2.0528), tensor(2.0829), tensor(2.0855), tensor(2.0741), tensor(2.0626), tensor(2.0275)]"
68,"[tensor(2.0810), tensor(2.0525), tensor(2.0475), tensor(2.0613), tensor(2.0615), tensor(2.0208), tensor(2.0151), tensor(2.0335), tensor(2.0919), tensor(2.1072)]"
69,"[tensor(2.0526), tensor(2.0858), tensor(2.0886), tensor(2.0984), tensor(2.0440), tensor(2.0781), tensor(2.0801), tensor(2.0682), tensor(2.0626), tensor(2.0239)]"
70,"[tensor(2.0756), tensor(2.0450), tensor(2.0400), tensor(2.0592), tensor(2.0611), tensor(2.0157), tensor(2.0073), tensor(2.0277), tensor(2.0873), tensor(2.1040)]"
71,"[tensor(2.0484), tensor(2.0825), tensor(2.0841), tensor(2.0953), tensor(2.0429), tensor(2.0751), tensor(2.0777), tensor(2.0638), tensor(2.0603), tensor(2.0207)]"
72,"[tensor(2.0722), tensor(2.0385), tensor(2.0337), tensor(2.0551), tensor(2.0583), tensor(2.0108), tensor(2.0051), tensor(2.0242), tensor(2.0844), tensor(2.1015)]"
73,"[tensor(2.0445), tensor(2.0804), tensor(2.0832), tensor(2.0943), tensor(2.0445), tensor(2.0738), tensor(2.0752), tensor(2.0619), tensor(2.0575), tensor(2.0162)]"
74,"[tensor(2.0708), tensor(2.0344), tensor(2.0291), tensor(2.0501), tensor(2.0553), tensor(2.0060), tensor(2.0025), tensor(2.0216), tensor(2.0878), tensor(2.1004)]"
75,"[tensor(2.0430), tensor(2.0811), tensor(2.0826), tensor(2.0959), tensor(2.0424), tensor(2.0736), tensor(2.0735), tensor(2.0595), tensor(2.0533), tensor(2.0120)]"
76,"[tensor(2.0697), tensor(2.0298), tensor(2.0237), tensor(2.0437), tensor(2.0527), tensor(2.0037), tensor(2.0013), tensor(2.0194), tensor(2.0876), tensor(2.0999)]"
77,"[tensor(2.0388), tensor(2.0807), tensor(2.0818), tensor(2.0958), tensor(2.0393), tensor(2.0730), tensor(2.0722), tensor(2.0569), tensor(2.0440), tensor(2.0058)]"
78,"[tensor(2.0649), tensor(2.0243), tensor(2.0184), tensor(2.0370), tensor(2.0438), tensor(1.9982), tensor(1.9976), tensor(2.0131), tensor(2.0844), tensor(2.0991)]"
79,"[tensor(2.0340), tensor(2.0761), tensor(2.0797), tensor(2.0932), tensor(2.0334), tensor(2.0698), tensor(2.0690), tensor(2.0542), tensor(2.0323), tensor(1.9991)]"
80,"[tensor(2.0540), tensor(2.0174), tensor(2.0138), tensor(2.0298), tensor(2.0306), tensor(1.9920), tensor(1.9914), tensor(2.0056), tensor(2.0787), tensor(2.0951)]"
81,"[tensor(2.0275), tensor(2.0684), tensor(2.0753), tensor(2.0881), tensor(2.0279), tensor(2.0650), tensor(2.0619), tensor(2.0493), tensor(2.0206), tensor(1.9912)]"
82,"[tensor(2.0505), tensor(2.0102), tensor(2.0076), tensor(2.0223), tensor(2.0235), tensor(1.9835), tensor(1.9842), tensor(1.9995), tensor(2.0712), tensor(2.0886)]"
83,"[tensor(2.0232), tensor(2.0639), tensor(2.0693), tensor(2.0826), tensor(2.0192), tensor(2.0581), tensor(2.0560), tensor(2.0433), tensor(2.0153), tensor(1.9843)]"
84,"[tensor(2.0502), tensor(2.0027), tensor(2.0012), tensor(2.0185), tensor(2.0192), tensor(1.9764), tensor(1.9759), tensor(1.9951), tensor(2.0676), tensor(2.0828)]"
85,"[tensor(2.0286), tensor(2.0584), tensor(2.0654), tensor(2.0793), tensor(2.0211), tensor(2.0525), tensor(2.0503), tensor(2.0391), tensor(2.0165), tensor(1.9792)]"
86,"[tensor(2.0508), tensor(2.0045), tensor(1.9955), tensor(2.0174), tensor(2.0218), tensor(1.9713), tensor(1.9710), tensor(1.9919), tensor(2.0724), tensor(2.0799)]"
87,"[tensor(2.0312), tensor(2.0603), tensor(2.0624), tensor(2.0792), tensor(2.0211), tensor(2.0521), tensor(2.0512), tensor(2.0362), tensor(2.0173), tensor(1.9794)]"
88,"[tensor(2.0450), tensor(2.0057), tensor(1.9917), tensor(2.0157), tensor(2.0206), tensor(1.9695), tensor(1.9699), tensor(1.9949), tensor(2.0751), tensor(2.0795)]"
89,"[tensor(2.0279), tensor(2.0572), tensor(2.0618), tensor(2.0788), tensor(2.0192), tensor(2.0529), tensor(2.0506), tensor(2.0355), tensor(2.0164), tensor(1.9786)]"
90,"[tensor(2.0362), tensor(2.0054), tensor(1.9884), tensor(2.0123), tensor(2.0179), tensor(1.9674), tensor(1.9684), tensor(1.9922), tensor(2.0722), tensor(2.0779)]"
91,"[tensor(2.0258), tensor(2.0513), tensor(2.0605), tensor(2.0751), tensor(2.0132), tensor(2.0516), tensor(2.0498), tensor(2.0334), tensor(2.0145), tensor(1.9744)]"
92,"[tensor(2.0197), tensor(2.0044), tensor(1.9858), tensor(2.0100), tensor(2.0138), tensor(1.9645), tensor(1.9622), tensor(1.9885), tensor(2.0660), tensor(2.0759)]"
93,"[tensor(2.0233), tensor(2.0422), tensor(2.0585), tensor(2.0718), tensor(2.0052), tensor(2.0485), tensor(2.0481), tensor(2.0304), tensor(2.0085), tensor(1.9717)]"
94,"[tensor(2.0081), tensor(2.0015), tensor(1.9845), tensor(2.0083), tensor(2.0141), tensor(1.9605), tensor(1.9565), tensor(1.9799), tensor(2.0589), tensor(2.0719)]"
95,"[tensor(2.0219), tensor(2.0359), tensor(2.0551), tensor(2.0661), tensor(2.0009), tensor(2.0449), tensor(2.0464), tensor(2.0261), tensor(2.0068), tensor(1.9687)]"
96,"[tensor(2.0061), tensor(1.9995), tensor(1.9821), tensor(2.0070), tensor(2.0102), tensor(1.9580), tensor(1.9510), tensor(1.9758), tensor(2.0549), tensor(2.0690)]"
97,"[tensor(2.0203), tensor(2.0322), tensor(2.0518), tensor(2.0639), tensor(1.9997), tensor(2.0415), tensor(2.0443), tensor(2.0253), tensor(2.0068), tensor(1.9665)]"
98,"[tensor(2.0050), tensor(1.9990), tensor(1.9809), tensor(2.0050), tensor(2.0096), tensor(1.9566), tensor(1.9479), tensor(1.9730), tensor(2.0547), tensor(2.0672)]"
99,"[tensor(2.0184), tensor(2.0326), tensor(2.0495), tensor(2.0625), tensor(2.0006), tensor(2.0397), tensor(2.0421), tensor(2.0218), tensor(2.0039), tensor(1.9648)]"
