in_deg_centrality,[5.]
18,"[tensor(2.0601), tensor(2.0991), tensor(1.9626), tensor(1.9871), tensor(2.0668), tensor(1.9718), tensor(2.0373), tensor(1.9804), tensor(2.0215), tensor(1.9401)]"
19,"[tensor(1.9632), tensor(1.9355), tensor(2.0087), tensor(2.0115), tensor(1.9462), tensor(1.9798), tensor(1.9724), tensor(2.0702), tensor(1.9942), tensor(2.0623)]"
20,"[tensor(1.9843), tensor(2.0592), tensor(1.9475), tensor(1.9730), tensor(2.0262), tensor(1.9722), tensor(1.9635), tensor(1.9553), tensor(1.9638), tensor(1.9119)]"
21,"[tensor(1.9731), tensor(1.9074), tensor(1.9553), tensor(1.9743), tensor(1.9104), tensor(1.9331), tensor(1.9878), tensor(2.0044), tensor(2.0022), tensor(2.0053)]"
22,"[tensor(1.9091), tensor(2.0072), tensor(1.9526), tensor(1.9656), tensor(1.9781), tensor(1.9636), tensor(1.9071), tensor(1.9658), tensor(1.9250), tensor(1.8896)]"
23,"[tensor(1.9790), tensor(1.8985), tensor(1.9164), tensor(1.9337), tensor(1.8919), tensor(1.9043), tensor(1.9946), tensor(1.9570), tensor(1.9987), tensor(1.9392)]"
24,"[tensor(1.8606), tensor(1.9353), tensor(1.9296), tensor(1.9420), tensor(1.9333), tensor(1.9509), tensor(1.8637), tensor(1.9655), tensor(1.8954), tensor(1.8984)]"
25,"[tensor(1.9742), tensor(1.9016), tensor(1.8797), tensor(1.8948), tensor(1.8757), tensor(1.8722), tensor(1.9822), tensor(1.9181), tensor(1.9754), tensor(1.8714)]"
26,"[tensor(1.8261), tensor(1.8662), tensor(1.9061), tensor(1.9161), tensor(1.8934), tensor(1.8892), tensor(1.8299), tensor(1.9705), tensor(1.8691), tensor(1.9046)]"
27,"[tensor(1.9418), tensor(1.9027), tensor(1.8605), tensor(1.8693), tensor(1.8779), tensor(1.8770), tensor(1.9452), tensor(1.8833), tensor(1.9309), tensor(1.8200)]"
28,"[tensor(1.7961), tensor(1.8139), tensor(1.8658), tensor(1.8889), tensor(1.8536), tensor(1.8723), tensor(1.8050), tensor(1.9600), tensor(1.8397), tensor(1.8970)]"
29,"[tensor(1.8982), tensor(1.8771), tensor(1.8358), tensor(1.8563), tensor(1.8510), tensor(1.8522), tensor(1.9003), tensor(1.8576), tensor(1.8866), tensor(1.7826)]"
30,"[tensor(1.7760), tensor(1.7825), tensor(1.8393), tensor(1.8715), tensor(1.8104), tensor(1.8550), tensor(1.7826), tensor(1.9246), tensor(1.8164), tensor(1.8608)]"
31,"[tensor(1.8681), tensor(1.8505), tensor(1.8033), tensor(1.8318), tensor(1.8302), tensor(1.8154), tensor(1.8568), tensor(1.8373), tensor(1.8502), tensor(1.7669)]"
32,"[tensor(1.7690), tensor(1.7683), tensor(1.8260), tensor(1.8503), tensor(1.7811), tensor(1.8388), tensor(1.7753), tensor(1.8788), tensor(1.8029), tensor(1.8127)]"
33,"[tensor(1.8479), tensor(1.8335), tensor(1.7922), tensor(1.8150), tensor(1.8203), tensor(1.7616), tensor(1.8329), tensor(1.8349), tensor(1.8255), tensor(1.7970)]"
34,"[tensor(1.7462), tensor(1.7444), tensor(1.8142), tensor(1.8298), tensor(1.7677), tensor(1.8224), tensor(1.7553), tensor(1.8458), tensor(1.7907), tensor(1.7990)]"
35,"[tensor(1.8227), tensor(1.8108), tensor(1.7632), tensor(1.7884), tensor(1.7992), tensor(1.7396), tensor(1.8086), tensor(1.8282), tensor(1.7905), tensor(1.7861)]"
36,"[tensor(1.7272), tensor(1.7114), tensor(1.7972), tensor(1.8132), tensor(1.7466), tensor(1.7948), tensor(1.7296), tensor(1.8141), tensor(1.7767), tensor(1.7745)]"
37,"[tensor(1.7922), tensor(1.7845), tensor(1.7399), tensor(1.7636), tensor(1.7723), tensor(1.7397), tensor(1.7761), tensor(1.8151), tensor(1.7562), tensor(1.7533)]"
38,"[tensor(1.7256), tensor(1.6992), tensor(1.7790), tensor(1.8058), tensor(1.7253), tensor(1.7339), tensor(1.7268), tensor(1.7903), tensor(1.7716), tensor(1.7515)]"
39,"[tensor(1.7339), tensor(1.7379), tensor(1.7197), tensor(1.7337), tensor(1.7496), tensor(1.7833), tensor(1.7328), tensor(1.8112), tensor(1.7263), tensor(1.7391)]"
40,"[tensor(1.7575), tensor(1.7239), tensor(1.7724), tensor(1.8104), tensor(1.6948), tensor(1.6821), tensor(1.7492), tensor(1.7755), tensor(1.7769), tensor(1.7126)]"
41,"[tensor(1.6860), tensor(1.6886), tensor(1.7082), tensor(1.7135), tensor(1.7390), tensor(1.7956), tensor(1.7063), tensor(1.8231), tensor(1.7141), tensor(1.7421)]"
42,"[tensor(1.7721), tensor(1.7377), tensor(1.7516), tensor(1.8014), tensor(1.6771), tensor(1.6576), tensor(1.7490), tensor(1.7879), tensor(1.7647), tensor(1.6830)]"
43,"[tensor(1.6685), tensor(1.6634), tensor(1.6868), tensor(1.6902), tensor(1.7164), tensor(1.7865), tensor(1.7021), tensor(1.8181), tensor(1.7016), tensor(1.7234)]"
44,"[tensor(1.7546), tensor(1.7386), tensor(1.7282), tensor(1.7875), tensor(1.6607), tensor(1.6491), tensor(1.7274), tensor(1.7946), tensor(1.7481), tensor(1.6540)]"
45,"[tensor(1.6611), tensor(1.6553), tensor(1.6600), tensor(1.6763), tensor(1.6862), tensor(1.7682), tensor(1.6911), tensor(1.7999), tensor(1.6875), tensor(1.6952)]"
46,"[tensor(1.7344), tensor(1.7273), tensor(1.7180), tensor(1.7721), tensor(1.6613), tensor(1.6436), tensor(1.7082), tensor(1.7837), tensor(1.7338), tensor(1.6316)]"
47,"[tensor(1.6548), tensor(1.6539), tensor(1.6461), tensor(1.6655), tensor(1.6737), tensor(1.7543), tensor(1.6809), tensor(1.7841), tensor(1.6745), tensor(1.6868)]"
48,"[tensor(1.7308), tensor(1.7224), tensor(1.7236), tensor(1.7642), tensor(1.6623), tensor(1.6320), tensor(1.7052), tensor(1.7706), tensor(1.7328), tensor(1.6232)]"
49,"[tensor(1.6512), tensor(1.6566), tensor(1.6406), tensor(1.6598), tensor(1.6860), tensor(1.7480), tensor(1.6716), tensor(1.7842), tensor(1.6672), tensor(1.7005)]"
50,"[tensor(1.7291), tensor(1.7192), tensor(1.7262), tensor(1.7594), tensor(1.6553), tensor(1.6283), tensor(1.7029), tensor(1.7653), tensor(1.7306), tensor(1.6233)]"
51,"[tensor(1.6525), tensor(1.6544), tensor(1.6397), tensor(1.6587), tensor(1.6872), tensor(1.7480), tensor(1.6712), tensor(1.7844), tensor(1.6676), tensor(1.7085)]"
52,"[tensor(1.7290), tensor(1.7181), tensor(1.7263), tensor(1.7586), tensor(1.6491), tensor(1.6268), tensor(1.7019), tensor(1.7660), tensor(1.7265), tensor(1.6235)]"
53,"[tensor(1.6642), tensor(1.6579), tensor(1.6407), tensor(1.6643), tensor(1.6907), tensor(1.7483), tensor(1.6758), tensor(1.7857), tensor(1.6696), tensor(1.7098)]"
54,"[tensor(1.7298), tensor(1.7189), tensor(1.7286), tensor(1.7574), tensor(1.6563), tensor(1.6254), tensor(1.7038), tensor(1.7757), tensor(1.7260), tensor(1.6337)]"
55,"[tensor(1.6735), tensor(1.6618), tensor(1.6426), tensor(1.6712), tensor(1.6948), tensor(1.7532), tensor(1.6809), tensor(1.7892), tensor(1.6723), tensor(1.7101)]"
56,"[tensor(1.7319), tensor(1.7180), tensor(1.7295), tensor(1.7590), tensor(1.6667), tensor(1.6292), tensor(1.7090), tensor(1.7853), tensor(1.7264), tensor(1.6504)]"
57,"[tensor(1.6786), tensor(1.6695), tensor(1.6491), tensor(1.6835), tensor(1.6934), tensor(1.7576), tensor(1.6864), tensor(1.7924), tensor(1.6755), tensor(1.7099)]"
58,"[tensor(1.7325), tensor(1.7187), tensor(1.7259), tensor(1.7608), tensor(1.6715), tensor(1.6346), tensor(1.7115), tensor(1.7982), tensor(1.7286), tensor(1.6530)]"
59,"[tensor(1.6774), tensor(1.6684), tensor(1.6522), tensor(1.6885), tensor(1.6912), tensor(1.7579), tensor(1.6852), tensor(1.7939), tensor(1.6763), tensor(1.7070)]"
60,"[tensor(1.7257), tensor(1.7131), tensor(1.7168), tensor(1.7583), tensor(1.6652), tensor(1.6340), tensor(1.7067), tensor(1.8012), tensor(1.7246), tensor(1.6528)]"
61,"[tensor(1.6704), tensor(1.6620), tensor(1.6456), tensor(1.6884), tensor(1.6794), tensor(1.7536), tensor(1.6777), tensor(1.7870), tensor(1.6731), tensor(1.6997)]"
62,"[tensor(1.7134), tensor(1.7029), tensor(1.7051), tensor(1.7516), tensor(1.6511), tensor(1.6340), tensor(1.6977), tensor(1.7980), tensor(1.7162), tensor(1.6423)]"
63,"[tensor(1.6637), tensor(1.6522), tensor(1.6362), tensor(1.6818), tensor(1.6597), tensor(1.7460), tensor(1.6727), tensor(1.7787), tensor(1.6666), tensor(1.6840)]"
64,"[tensor(1.7045), tensor(1.6948), tensor(1.6965), tensor(1.7421), tensor(1.6409), tensor(1.6294), tensor(1.6916), tensor(1.7951), tensor(1.7085), tensor(1.6290)]"
65,"[tensor(1.6568), tensor(1.6411), tensor(1.6275), tensor(1.6739), tensor(1.6496), tensor(1.7374), tensor(1.6614), tensor(1.7771), tensor(1.6553), tensor(1.6742)]"
66,"[tensor(1.6923), tensor(1.6871), tensor(1.6904), tensor(1.7362), tensor(1.6306), tensor(1.6285), tensor(1.6854), tensor(1.7861), tensor(1.7007), tensor(1.6189)]"
67,"[tensor(1.6437), tensor(1.6264), tensor(1.6211), tensor(1.6653), tensor(1.6423), tensor(1.7310), tensor(1.6485), tensor(1.7760), tensor(1.6450), tensor(1.6637)]"
68,"[tensor(1.6819), tensor(1.6828), tensor(1.6845), tensor(1.7308), tensor(1.6207), tensor(1.6193), tensor(1.6833), tensor(1.7757), tensor(1.6944), tensor(1.6086)]"
69,"[tensor(1.6335), tensor(1.6215), tensor(1.6184), tensor(1.6566), tensor(1.6364), tensor(1.7241), tensor(1.6388), tensor(1.7765), tensor(1.6359), tensor(1.6577)]"
70,"[tensor(1.6766), tensor(1.6785), tensor(1.6817), tensor(1.7281), tensor(1.6178), tensor(1.6175), tensor(1.6804), tensor(1.7739), tensor(1.6903), tensor(1.6025)]"
71,"[tensor(1.6349), tensor(1.6198), tensor(1.6231), tensor(1.6588), tensor(1.6369), tensor(1.7174), tensor(1.6407), tensor(1.7775), tensor(1.6391), tensor(1.6554)]"
72,"[tensor(1.6702), tensor(1.6735), tensor(1.6798), tensor(1.7275), tensor(1.6179), tensor(1.6169), tensor(1.6773), tensor(1.7866), tensor(1.6859), tensor(1.6079)]"
73,"[tensor(1.6312), tensor(1.6172), tensor(1.6219), tensor(1.6600), tensor(1.6368), tensor(1.7148), tensor(1.6446), tensor(1.7771), tensor(1.6405), tensor(1.6505)]"
74,"[tensor(1.6698), tensor(1.6730), tensor(1.6817), tensor(1.7297), tensor(1.6206), tensor(1.6138), tensor(1.6759), tensor(1.7910), tensor(1.6863), tensor(1.6133)]"
75,"[tensor(1.6343), tensor(1.6234), tensor(1.6190), tensor(1.6558), tensor(1.6419), tensor(1.7153), tensor(1.6492), tensor(1.7786), tensor(1.6438), tensor(1.6529)]"
76,"[tensor(1.6743), tensor(1.6764), tensor(1.6877), tensor(1.7354), tensor(1.6317), tensor(1.6135), tensor(1.6804), tensor(1.7813), tensor(1.6911), tensor(1.6212)]"
77,"[tensor(1.6406), tensor(1.6327), tensor(1.6228), tensor(1.6546), tensor(1.6566), tensor(1.7209), tensor(1.6536), tensor(1.7831), tensor(1.6431), tensor(1.6649)]"
78,"[tensor(1.6820), tensor(1.6838), tensor(1.6961), tensor(1.7432), tensor(1.6269), tensor(1.6104), tensor(1.6863), tensor(1.7638), tensor(1.6993), tensor(1.6335)]"
79,"[tensor(1.6408), tensor(1.6360), tensor(1.6249), tensor(1.6568), tensor(1.6703), tensor(1.7379), tensor(1.6535), tensor(1.7898), tensor(1.6444), tensor(1.6752)]"
80,"[tensor(1.6953), tensor(1.6937), tensor(1.7056), tensor(1.7546), tensor(1.6186), tensor(1.6094), tensor(1.6973), tensor(1.7550), tensor(1.7118), tensor(1.6248)]"
81,"[tensor(1.6372), tensor(1.6319), tensor(1.6197), tensor(1.6567), tensor(1.6840), tensor(1.7536), tensor(1.6462), tensor(1.7986), tensor(1.6450), tensor(1.6856)]"
82,"[tensor(1.7076), tensor(1.7017), tensor(1.7106), tensor(1.7624), tensor(1.6050), tensor(1.6116), tensor(1.7066), tensor(1.7454), tensor(1.7196), tensor(1.6211)]"
83,"[tensor(1.6351), tensor(1.6307), tensor(1.6190), tensor(1.6555), tensor(1.6896), tensor(1.7697), tensor(1.6393), tensor(1.8086), tensor(1.6467), tensor(1.6883)]"
84,"[tensor(1.7170), tensor(1.7107), tensor(1.7164), tensor(1.7688), tensor(1.5996), tensor(1.6200), tensor(1.7193), tensor(1.7534), tensor(1.7266), tensor(1.6168)]"
85,"[tensor(1.6382), tensor(1.6308), tensor(1.6208), tensor(1.6585), tensor(1.6912), tensor(1.7745), tensor(1.6438), tensor(1.8200), tensor(1.6496), tensor(1.6926)]"
86,"[tensor(1.7231), tensor(1.7179), tensor(1.7189), tensor(1.7728), tensor(1.5941), tensor(1.6273), tensor(1.7337), tensor(1.7777), tensor(1.7323), tensor(1.6259)]"
87,"[tensor(1.6429), tensor(1.6333), tensor(1.6248), tensor(1.6703), tensor(1.6920), tensor(1.7825), tensor(1.6536), tensor(1.8274), tensor(1.6492), tensor(1.7022)]"
88,"[tensor(1.7292), tensor(1.7206), tensor(1.7191), tensor(1.7741), tensor(1.5944), tensor(1.6333), tensor(1.7392), tensor(1.8147), tensor(1.7356), tensor(1.6342)]"
89,"[tensor(1.6445), tensor(1.6400), tensor(1.6253), tensor(1.6886), tensor(1.6951), tensor(1.7857), tensor(1.6615), tensor(1.8304), tensor(1.6509), tensor(1.7017)]"
90,"[tensor(1.7317), tensor(1.7219), tensor(1.7204), tensor(1.7749), tensor(1.6008), tensor(1.6348), tensor(1.7408), tensor(1.8330), tensor(1.7364), tensor(1.6403)]"
91,"[tensor(1.6430), tensor(1.6460), tensor(1.6309), tensor(1.7047), tensor(1.6986), tensor(1.7859), tensor(1.6606), tensor(1.8346), tensor(1.6500), tensor(1.7077)]"
92,"[tensor(1.7346), tensor(1.7219), tensor(1.7220), tensor(1.7754), tensor(1.6178), tensor(1.6384), tensor(1.7420), tensor(1.8438), tensor(1.7368), tensor(1.6512)]"
93,"[tensor(1.6425), tensor(1.6450), tensor(1.6377), tensor(1.7128), tensor(1.7033), tensor(1.7797), tensor(1.6597), tensor(1.8362), tensor(1.6532), tensor(1.7105)]"
94,"[tensor(1.7280), tensor(1.7139), tensor(1.7195), tensor(1.7710), tensor(1.6263), tensor(1.6484), tensor(1.7334), tensor(1.8452), tensor(1.7313), tensor(1.6521)]"
95,"[tensor(1.6433), tensor(1.6443), tensor(1.6436), tensor(1.7163), tensor(1.6981), tensor(1.7754), tensor(1.6621), tensor(1.8301), tensor(1.6592), tensor(1.7096)]"
96,"[tensor(1.7230), tensor(1.7108), tensor(1.7194), tensor(1.7695), tensor(1.6342), tensor(1.6578), tensor(1.7264), tensor(1.8618), tensor(1.7283), tensor(1.6507)]"
97,"[tensor(1.6491), tensor(1.6492), tensor(1.6500), tensor(1.7226), tensor(1.6927), tensor(1.7736), tensor(1.6800), tensor(1.8275), tensor(1.6718), tensor(1.7063)]"
98,"[tensor(1.7216), tensor(1.7091), tensor(1.7215), tensor(1.7712), tensor(1.6495), tensor(1.6719), tensor(1.7199), tensor(1.8890), tensor(1.7299), tensor(1.6539)]"
99,"[tensor(1.6659), tensor(1.6636), tensor(1.6566), tensor(1.7340), tensor(1.6936), tensor(1.7685), tensor(1.7100), tensor(1.8261), tensor(1.6983), tensor(1.7078)]"
