in_deg_centrality,[5.]
19,"[tensor(2.2966), tensor(2.2949), tensor(2.2889), tensor(2.2897), tensor(2.2978), tensor(2.2902), tensor(2.2942), tensor(2.2852), tensor(2.2928), tensor(2.2860)]"
20,"[tensor(2.2941), tensor(2.2884), tensor(2.2877), tensor(2.2798), tensor(2.2930), tensor(2.2909), tensor(2.2897), tensor(2.2953), tensor(2.2855), tensor(2.2951)]"
21,"[tensor(2.2944), tensor(2.2937), tensor(2.2865), tensor(2.2885), tensor(2.2969), tensor(2.2870), tensor(2.2921), tensor(2.2823), tensor(2.2904), tensor(2.2835)]"
22,"[tensor(2.2921), tensor(2.2847), tensor(2.2840), tensor(2.2750), tensor(2.2901), tensor(2.2884), tensor(2.2872), tensor(2.2935), tensor(2.2826), tensor(2.2940)]"
23,"[tensor(2.2922), tensor(2.2910), tensor(2.2839), tensor(2.2901), tensor(2.2957), tensor(2.2835), tensor(2.2894), tensor(2.2784), tensor(2.2873), tensor(2.2798)]"
24,"[tensor(2.2901), tensor(2.2817), tensor(2.2803), tensor(2.2727), tensor(2.2863), tensor(2.2873), tensor(2.2837), tensor(2.2920), tensor(2.2787), tensor(2.2924)]"
25,"[tensor(2.2895), tensor(2.2891), tensor(2.2836), tensor(2.2903), tensor(2.2939), tensor(2.2802), tensor(2.2854), tensor(2.2740), tensor(2.2862), tensor(2.2756)]"
26,"[tensor(2.2883), tensor(2.2790), tensor(2.2774), tensor(2.2687), tensor(2.2822), tensor(2.2878), tensor(2.2816), tensor(2.2906), tensor(2.2762), tensor(2.2904)]"
27,"[tensor(2.2845), tensor(2.2885), tensor(2.2860), tensor(2.2899), tensor(2.2923), tensor(2.2780), tensor(2.2804), tensor(2.2709), tensor(2.2857), tensor(2.2715)]"
28,"[tensor(2.2871), tensor(2.2758), tensor(2.2716), tensor(2.2654), tensor(2.2777), tensor(2.2854), tensor(2.2814), tensor(2.2891), tensor(2.2752), tensor(2.2883)]"
29,"[tensor(2.2822), tensor(2.2839), tensor(2.2857), tensor(2.2883), tensor(2.2907), tensor(2.2749), tensor(2.2779), tensor(2.2698), tensor(2.2789), tensor(2.2684)]"
30,"[tensor(2.2829), tensor(2.2714), tensor(2.2676), tensor(2.2641), tensor(2.2753), tensor(2.2796), tensor(2.2791), tensor(2.2858), tensor(2.2703), tensor(2.2855)]"
31,"[tensor(2.2787), tensor(2.2783), tensor(2.2832), tensor(2.2843), tensor(2.2861), tensor(2.2706), tensor(2.2734), tensor(2.2655), tensor(2.2705), tensor(2.2639)]"
32,"[tensor(2.2760), tensor(2.2652), tensor(2.2617), tensor(2.2577), tensor(2.2699), tensor(2.2743), tensor(2.2739), tensor(2.2817), tensor(2.2654), tensor(2.2800)]"
33,"[tensor(2.2733), tensor(2.2702), tensor(2.2798), tensor(2.2785), tensor(2.2814), tensor(2.2637), tensor(2.2669), tensor(2.2585), tensor(2.2616), tensor(2.2571)]"
34,"[tensor(2.2683), tensor(2.2559), tensor(2.2540), tensor(2.2489), tensor(2.2629), tensor(2.2644), tensor(2.2677), tensor(2.2758), tensor(2.2612), tensor(2.2741)]"
35,"[tensor(2.2665), tensor(2.2616), tensor(2.2747), tensor(2.2732), tensor(2.2749), tensor(2.2561), tensor(2.2576), tensor(2.2497), tensor(2.2526), tensor(2.2474)]"
36,"[tensor(2.2611), tensor(2.2466), tensor(2.2456), tensor(2.2392), tensor(2.2543), tensor(2.2548), tensor(2.2635), tensor(2.2696), tensor(2.2604), tensor(2.2666)]"
37,"[tensor(2.2615), tensor(2.2546), tensor(2.2693), tensor(2.2682), tensor(2.2682), tensor(2.2506), tensor(2.2485), tensor(2.2419), tensor(2.2431), tensor(2.2390)]"
38,"[tensor(2.2537), tensor(2.2387), tensor(2.2379), tensor(2.2302), tensor(2.2453), tensor(2.2472), tensor(2.2604), tensor(2.2627), tensor(2.2580), tensor(2.2593)]"
39,"[tensor(2.2540), tensor(2.2473), tensor(2.2637), tensor(2.2633), tensor(2.2620), tensor(2.2435), tensor(2.2402), tensor(2.2341), tensor(2.2345), tensor(2.2301)]"
40,"[tensor(2.2455), tensor(2.2299), tensor(2.2300), tensor(2.2204), tensor(2.2362), tensor(2.2394), tensor(2.2567), tensor(2.2560), tensor(2.2514), tensor(2.2508)]"
41,"[tensor(2.2454), tensor(2.2415), tensor(2.2570), tensor(2.2573), tensor(2.2548), tensor(2.2388), tensor(2.2304), tensor(2.2253), tensor(2.2234), tensor(2.2205)]"
42,"[tensor(2.2371), tensor(2.2217), tensor(2.2209), tensor(2.2107), tensor(2.2240), tensor(2.2283), tensor(2.2520), tensor(2.2474), tensor(2.2477), tensor(2.2390)]"
43,"[tensor(2.2354), tensor(2.2356), tensor(2.2491), tensor(2.2508), tensor(2.2483), tensor(2.2429), tensor(2.2183), tensor(2.2162), tensor(2.2129), tensor(2.2101)]"
44,"[tensor(2.2308), tensor(2.2173), tensor(2.2120), tensor(2.2032), tensor(2.2137), tensor(2.2102), tensor(2.2494), tensor(2.2373), tensor(2.2430), tensor(2.2291)]"
45,"[tensor(2.2201), tensor(2.2261), tensor(2.2402), tensor(2.2416), tensor(2.2414), tensor(2.2402), tensor(2.2019), tensor(2.2092), tensor(2.1980), tensor(2.2053)]"
46,"[tensor(2.2397), tensor(2.2291), tensor(2.2087), tensor(2.2145), tensor(2.2037), tensor(2.2006), tensor(2.2465), tensor(2.2217), tensor(2.2386), tensor(2.2042)]"
47,"[tensor(2.2120), tensor(2.2195), tensor(2.2350), tensor(2.2295), tensor(2.2391), tensor(2.2389), tensor(2.1937), tensor(2.2298), tensor(2.1925), tensor(2.2237)]"
48,"[tensor(2.2462), tensor(2.2378), tensor(2.2229), tensor(2.2279), tensor(2.2062), tensor(2.1982), tensor(2.2489), tensor(2.2059), tensor(2.2411), tensor(2.1935)]"
49,"[tensor(2.2130), tensor(2.2124), tensor(2.2368), tensor(2.2255), tensor(2.2412), tensor(2.2403), tensor(2.2009), tensor(2.2482), tensor(2.1992), tensor(2.2376)]"
50,"[tensor(2.2510), tensor(2.2444), tensor(2.2350), tensor(2.2391), tensor(2.2157), tensor(2.1998), tensor(2.2525), tensor(2.2054), tensor(2.2445), tensor(2.2043)]"
51,"[tensor(2.2177), tensor(2.2175), tensor(2.2394), tensor(2.2242), tensor(2.2454), tensor(2.2419), tensor(2.2072), tensor(2.2581), tensor(2.2053), tensor(2.2442)]"
52,"[tensor(2.2534), tensor(2.2478), tensor(2.2407), tensor(2.2456), tensor(2.2244), tensor(2.2037), tensor(2.2562), tensor(2.2097), tensor(2.2465), tensor(2.2126)]"
53,"[tensor(2.2194), tensor(2.2182), tensor(2.2374), tensor(2.2196), tensor(2.2493), tensor(2.2445), tensor(2.2111), tensor(2.2618), tensor(2.2102), tensor(2.2499)]"
54,"[tensor(2.2534), tensor(2.2475), tensor(2.2406), tensor(2.2475), tensor(2.2264), tensor(2.2055), tensor(2.2564), tensor(2.2108), tensor(2.2466), tensor(2.2160)]"
55,"[tensor(2.2197), tensor(2.2130), tensor(2.2303), tensor(2.2110), tensor(2.2472), tensor(2.2462), tensor(2.2098), tensor(2.2605), tensor(2.2094), tensor(2.2513)]"
56,"[tensor(2.2496), tensor(2.2481), tensor(2.2369), tensor(2.2510), tensor(2.2188), tensor(2.2018), tensor(2.2540), tensor(2.2071), tensor(2.2441), tensor(2.2142)]"
57,"[tensor(2.2153), tensor(2.2108), tensor(2.2196), tensor(2.2064), tensor(2.2403), tensor(2.2446), tensor(2.2049), tensor(2.2562), tensor(2.2034), tensor(2.2452)]"
58,"[tensor(2.2434), tensor(2.2439), tensor(2.2269), tensor(2.2496), tensor(2.2108), tensor(2.1975), tensor(2.2487), tensor(2.2010), tensor(2.2371), tensor(2.2067)]"
59,"[tensor(2.2073), tensor(2.2033), tensor(2.2104), tensor(2.1992), tensor(2.2333), tensor(2.2401), tensor(2.1986), tensor(2.2508), tensor(2.1987), tensor(2.2379)]"
60,"[tensor(2.2353), tensor(2.2349), tensor(2.2160), tensor(2.2447), tensor(2.2028), tensor(2.1954), tensor(2.2402), tensor(2.1915), tensor(2.2282), tensor(2.1986)]"
61,"[tensor(2.1986), tensor(2.2008), tensor(2.2038), tensor(2.1917), tensor(2.2186), tensor(2.2231), tensor(2.1950), tensor(2.2428), tensor(2.1912), tensor(2.2267)]"
62,"[tensor(2.2227), tensor(2.2234), tensor(2.2004), tensor(2.2345), tensor(2.1941), tensor(2.1897), tensor(2.2266), tensor(2.1923), tensor(2.2118), tensor(2.1944)]"
63,"[tensor(2.1921), tensor(2.1889), tensor(2.1930), tensor(2.1833), tensor(2.2045), tensor(2.2082), tensor(2.1864), tensor(2.2319), tensor(2.1839), tensor(2.2120)]"
64,"[tensor(2.2085), tensor(2.2113), tensor(2.1852), tensor(2.2214), tensor(2.1820), tensor(2.1785), tensor(2.2134), tensor(2.1856), tensor(2.1945), tensor(2.1824)]"
65,"[tensor(2.1808), tensor(2.1761), tensor(2.1792), tensor(2.1688), tensor(2.1874), tensor(2.1874), tensor(2.1724), tensor(2.2191), tensor(2.1725), tensor(2.1961)]"
66,"[tensor(2.1913), tensor(2.1944), tensor(2.1648), tensor(2.2035), tensor(2.1667), tensor(2.1666), tensor(2.1949), tensor(2.1763), tensor(2.1780), tensor(2.1700)]"
67,"[tensor(2.1653), tensor(2.1593), tensor(2.1558), tensor(2.1553), tensor(2.1671), tensor(2.1775), tensor(2.1567), tensor(2.2014), tensor(2.1615), tensor(2.1709)]"
68,"[tensor(2.1735), tensor(2.1792), tensor(2.1521), tensor(2.1907), tensor(2.1469), tensor(2.1471), tensor(2.1771), tensor(2.1606), tensor(2.1604), tensor(2.1513)]"
69,"[tensor(2.1489), tensor(2.1430), tensor(2.1330), tensor(2.1410), tensor(2.1514), tensor(2.1662), tensor(2.1401), tensor(2.1864), tensor(2.1424), tensor(2.1547)]"
70,"[tensor(2.1599), tensor(2.1654), tensor(2.1509), tensor(2.1781), tensor(2.1300), tensor(2.1257), tensor(2.1632), tensor(2.1473), tensor(2.1502), tensor(2.1346)]"
71,"[tensor(2.1339), tensor(2.1265), tensor(2.1163), tensor(2.1248), tensor(2.1442), tensor(2.1567), tensor(2.1235), tensor(2.1768), tensor(2.1268), tensor(2.1445)]"
72,"[tensor(2.1490), tensor(2.1552), tensor(2.1519), tensor(2.1706), tensor(2.1184), tensor(2.1083), tensor(2.1542), tensor(2.1371), tensor(2.1451), tensor(2.1235)]"
73,"[tensor(2.1214), tensor(2.1133), tensor(2.1069), tensor(2.1152), tensor(2.1375), tensor(2.1476), tensor(2.1114), tensor(2.1698), tensor(2.1137), tensor(2.1392)]"
74,"[tensor(2.1400), tensor(2.1459), tensor(2.1532), tensor(2.1639), tensor(2.1108), tensor(2.0982), tensor(2.1466), tensor(2.1276), tensor(2.1451), tensor(2.1153)]"
75,"[tensor(2.1124), tensor(2.1034), tensor(2.0994), tensor(2.1071), tensor(2.1327), tensor(2.1413), tensor(2.1020), tensor(2.1664), tensor(2.1040), tensor(2.1348)]"
76,"[tensor(2.1330), tensor(2.1396), tensor(2.1483), tensor(2.1591), tensor(2.1048), tensor(2.0903), tensor(2.1408), tensor(2.1214), tensor(2.1402), tensor(2.1091)]"
77,"[tensor(2.1042), tensor(2.0951), tensor(2.0951), tensor(2.1012), tensor(2.1263), tensor(2.1353), tensor(2.0955), tensor(2.1617), tensor(2.0937), tensor(2.1295)]"
78,"[tensor(2.1269), tensor(2.1332), tensor(2.1420), tensor(2.1538), tensor(2.0990), tensor(2.0834), tensor(2.1356), tensor(2.1163), tensor(2.1342), tensor(2.1040)]"
79,"[tensor(2.0982), tensor(2.0887), tensor(2.0903), tensor(2.0952), tensor(2.1206), tensor(2.1284), tensor(2.0888), tensor(2.1561), tensor(2.0868), tensor(2.1244)]"
80,"[tensor(2.1210), tensor(2.1269), tensor(2.1368), tensor(2.1489), tensor(2.0927), tensor(2.0785), tensor(2.1304), tensor(2.1145), tensor(2.1281), tensor(2.0979)]"
81,"[tensor(2.0919), tensor(2.0815), tensor(2.0860), tensor(2.0892), tensor(2.1141), tensor(2.1222), tensor(2.0823), tensor(2.1511), tensor(2.0807), tensor(2.1171)]"
82,"[tensor(2.1145), tensor(2.1211), tensor(2.1315), tensor(2.1439), tensor(2.0871), tensor(2.0717), tensor(2.1247), tensor(2.1101), tensor(2.1217), tensor(2.0953)]"
83,"[tensor(2.0851), tensor(2.0752), tensor(2.0805), tensor(2.0837), tensor(2.1081), tensor(2.1157), tensor(2.0761), tensor(2.1464), tensor(2.0766), tensor(2.1098)]"
84,"[tensor(2.1084), tensor(2.1145), tensor(2.1261), tensor(2.1381), tensor(2.0800), tensor(2.0646), tensor(2.1189), tensor(2.1036), tensor(2.1152), tensor(2.0904)]"
85,"[tensor(2.0785), tensor(2.0682), tensor(2.0742), tensor(2.0773), tensor(2.1020), tensor(2.1097), tensor(2.0701), tensor(2.1420), tensor(2.0692), tensor(2.1017)]"
86,"[tensor(2.1022), tensor(2.1078), tensor(2.1203), tensor(2.1322), tensor(2.0723), tensor(2.0578), tensor(2.1128), tensor(2.0965), tensor(2.1082), tensor(2.0843)]"
87,"[tensor(2.0715), tensor(2.0607), tensor(2.0672), tensor(2.0709), tensor(2.0955), tensor(2.1031), tensor(2.0639), tensor(2.1373), tensor(2.0654), tensor(2.0956)]"
88,"[tensor(2.0958), tensor(2.1019), tensor(2.1151), tensor(2.1271), tensor(2.0662), tensor(2.0514), tensor(2.1068), tensor(2.0907), tensor(2.1025), tensor(2.0798)]"
89,"[tensor(2.0673), tensor(2.0554), tensor(2.0619), tensor(2.0668), tensor(2.0891), tensor(2.0981), tensor(2.0596), tensor(2.1328), tensor(2.0617), tensor(2.0906)]"
90,"[tensor(2.0895), tensor(2.0961), tensor(2.1100), tensor(2.1212), tensor(2.0611), tensor(2.0487), tensor(2.1004), tensor(2.0898), tensor(2.0946), tensor(2.0765)]"
91,"[tensor(2.0625), tensor(2.0508), tensor(2.0564), tensor(2.0622), tensor(2.0823), tensor(2.0931), tensor(2.0539), tensor(2.1271), tensor(2.0555), tensor(2.0835)]"
92,"[tensor(2.0823), tensor(2.0888), tensor(2.1043), tensor(2.1141), tensor(2.0555), tensor(2.0452), tensor(2.0936), tensor(2.0901), tensor(2.0888), tensor(2.0687)]"
93,"[tensor(2.0574), tensor(2.0439), tensor(2.0498), tensor(2.0587), tensor(2.0747), tensor(2.0867), tensor(2.0481), tensor(2.1195), tensor(2.0480), tensor(2.0749)]"
94,"[tensor(2.0750), tensor(2.0821), tensor(2.0981), tensor(2.1076), tensor(2.0485), tensor(2.0360), tensor(2.0864), tensor(2.0844), tensor(2.0818), tensor(2.0608)]"
95,"[tensor(2.0488), tensor(2.0360), tensor(2.0414), tensor(2.0506), tensor(2.0680), tensor(2.0798), tensor(2.0399), tensor(2.1135), tensor(2.0413), tensor(2.0697)]"
96,"[tensor(2.0684), tensor(2.0761), tensor(2.0925), tensor(2.1020), tensor(2.0403), tensor(2.0275), tensor(2.0801), tensor(2.0770), tensor(2.0766), tensor(2.0556)]"
97,"[tensor(2.0418), tensor(2.0288), tensor(2.0349), tensor(2.0446), tensor(2.0640), tensor(2.0736), tensor(2.0327), tensor(2.1085), tensor(2.0372), tensor(2.0649)]"
98,"[tensor(2.0629), tensor(2.0707), tensor(2.0881), tensor(2.0976), tensor(2.0328), tensor(2.0189), tensor(2.0755), tensor(2.0664), tensor(2.0708), tensor(2.0507)]"
99,"[tensor(2.0335), tensor(2.0243), tensor(2.0290), tensor(2.0388), tensor(2.0580), tensor(2.0695), tensor(2.0259), tensor(2.1050), tensor(2.0320), tensor(2.0579)]"
