in_deg_centrality,[5.]
44,"[0.109, 0.1, 0.096, 0.122, 0.186, 0.228, 0.181, 0.256, 0.172, 0.202]"
45,"[0.224, 0.285, 0.295, 0.293, 0.221, 0.158, 0.21, 0.1, 0.209, 0.144]"
46,"[0.192, 0.171, 0.16, 0.15, 0.142, 0.189, 0.199, 0.252, 0.203, 0.264]"
47,"[0.223, 0.251, 0.252, 0.237, 0.225, 0.194, 0.202, 0.158, 0.204, 0.24]"
48,"[0.229, 0.276, 0.22, 0.203, 0.186, 0.193, 0.182, 0.196, 0.185, 0.2]"
49,"[0.195, 0.219, 0.206, 0.19, 0.147, 0.17, 0.209, 0.16, 0.222, 0.161]"
50,"[0.163, 0.246, 0.158, 0.155, 0.171, 0.189, 0.137, 0.192, 0.125, 0.175]"
51,"[0.187, 0.213, 0.209, 0.179, 0.106, 0.14, 0.215, 0.121, 0.218, 0.114]"
52,"[0.125, 0.236, 0.15, 0.143, 0.183, 0.187, 0.135, 0.197, 0.131, 0.193]"
53,"[0.195, 0.226, 0.227, 0.183, 0.103, 0.144, 0.222, 0.156, 0.221, 0.123]"
54,"[0.128, 0.269, 0.172, 0.169, 0.235, 0.186, 0.132, 0.203, 0.155, 0.265]"
55,"[0.197, 0.245, 0.239, 0.184, 0.103, 0.121, 0.194, 0.166, 0.17, 0.16]"
56,"[0.141, 0.233, 0.193, 0.174, 0.247, 0.104, 0.106, 0.186, 0.182, 0.17]"
57,"[0.178, 0.225, 0.25, 0.195, 0.106, 0.133, 0.155, 0.129, 0.14, 0.145]"
58,"[0.155, 0.205, 0.206, 0.209, 0.241, 0.109, 0.127, 0.121, 0.189, 0.174]"
59,"[0.184, 0.19, 0.255, 0.191, 0.156, 0.172, 0.175, 0.122, 0.177, 0.16]"
60,"[0.176, 0.17, 0.227, 0.189, 0.236, 0.15, 0.108, 0.139, 0.204, 0.17]"
61,"[0.172, 0.179, 0.255, 0.188, 0.195, 0.137, 0.173, 0.145, 0.21, 0.125]"
62,"[0.204, 0.143, 0.241, 0.14, 0.238, 0.155, 0.104, 0.171, 0.189, 0.205]"
63,"[0.172, 0.184, 0.241, 0.188, 0.203, 0.121, 0.171, 0.143, 0.225, 0.133]"
64,"[0.199, 0.141, 0.247, 0.095, 0.253, 0.177, 0.117, 0.169, 0.166, 0.231]"
65,"[0.21, 0.219, 0.234, 0.2, 0.216, 0.126, 0.208, 0.099, 0.253, 0.155]"
66,"[0.168, 0.143, 0.228, 0.102, 0.228, 0.219, 0.119, 0.153, 0.159, 0.231]"
67,"[0.196, 0.222, 0.236, 0.193, 0.193, 0.118, 0.21, 0.094, 0.229, 0.142]"
68,"[0.151, 0.133, 0.237, 0.092, 0.213, 0.206, 0.115, 0.139, 0.142, 0.232]"
69,"[0.19, 0.215, 0.231, 0.188, 0.174, 0.115, 0.199, 0.094, 0.214, 0.131]"
70,"[0.14, 0.122, 0.195, 0.086, 0.213, 0.199, 0.107, 0.151, 0.131, 0.226]"
71,"[0.185, 0.213, 0.231, 0.193, 0.161, 0.108, 0.197, 0.094, 0.216, 0.123]"
72,"[0.132, 0.12, 0.169, 0.083, 0.205, 0.187, 0.101, 0.152, 0.124, 0.228]"
73,"[0.186, 0.217, 0.235, 0.189, 0.156, 0.108, 0.2, 0.094, 0.212, 0.118]"
74,"[0.125, 0.121, 0.165, 0.081, 0.213, 0.185, 0.104, 0.132, 0.122, 0.235]"
75,"[0.187, 0.216, 0.236, 0.18, 0.157, 0.108, 0.188, 0.094, 0.219, 0.129]"
76,"[0.146, 0.146, 0.166, 0.091, 0.215, 0.173, 0.117, 0.107, 0.145, 0.233]"
77,"[0.176, 0.188, 0.234, 0.157, 0.168, 0.117, 0.163, 0.094, 0.203, 0.159]"
78,"[0.161, 0.159, 0.174, 0.103, 0.188, 0.143, 0.124, 0.107, 0.156, 0.218]"
79,"[0.169, 0.192, 0.234, 0.157, 0.174, 0.126, 0.164, 0.094, 0.236, 0.163]"
80,"[0.162, 0.149, 0.165, 0.109, 0.209, 0.137, 0.123, 0.107, 0.149, 0.237]"
81,"[0.18, 0.215, 0.238, 0.171, 0.171, 0.129, 0.183, 0.094, 0.234, 0.143]"
82,"[0.171, 0.156, 0.177, 0.12, 0.257, 0.179, 0.136, 0.108, 0.153, 0.236]"
83,"[0.179, 0.207, 0.235, 0.179, 0.187, 0.144, 0.189, 0.094, 0.224, 0.159]"
84,"[0.183, 0.17, 0.186, 0.14, 0.262, 0.188, 0.148, 0.106, 0.178, 0.233]"
85,"[0.197, 0.213, 0.259, 0.18, 0.21, 0.171, 0.187, 0.098, 0.228, 0.176]"
86,"[0.192, 0.187, 0.191, 0.161, 0.265, 0.192, 0.173, 0.112, 0.196, 0.227]"
87,"[0.226, 0.249, 0.27, 0.178, 0.22, 0.176, 0.193, 0.111, 0.261, 0.203]"
88,"[0.198, 0.199, 0.188, 0.181, 0.266, 0.228, 0.185, 0.133, 0.207, 0.254]"
89,"[0.232, 0.268, 0.273, 0.182, 0.224, 0.188, 0.217, 0.116, 0.262, 0.202]"
90,"[0.203, 0.199, 0.195, 0.183, 0.271, 0.23, 0.188, 0.134, 0.214, 0.262]"
91,"[0.242, 0.268, 0.273, 0.203, 0.231, 0.191, 0.232, 0.123, 0.269, 0.197]"
92,"[0.208, 0.204, 0.192, 0.187, 0.283, 0.234, 0.189, 0.134, 0.214, 0.3]"
93,"[0.25, 0.299, 0.287, 0.213, 0.232, 0.23, 0.251, 0.127, 0.283, 0.206]"
94,"[0.226, 0.222, 0.201, 0.2, 0.287, 0.253, 0.203, 0.156, 0.228, 0.315]"
95,"[0.266, 0.307, 0.288, 0.231, 0.248, 0.251, 0.264, 0.15, 0.279, 0.229]"
96,"[0.233, 0.233, 0.215, 0.204, 0.282, 0.286, 0.225, 0.157, 0.25, 0.327]"
97,"[0.267, 0.314, 0.301, 0.246, 0.256, 0.263, 0.27, 0.18, 0.302, 0.244]"
98,"[0.243, 0.251, 0.226, 0.21, 0.276, 0.298, 0.246, 0.151, 0.262, 0.323]"
99,"[0.28, 0.323, 0.312, 0.24, 0.265, 0.277, 0.275, 0.2, 0.299, 0.248]"
