in_deg_centrality,[5.]
49,"[0.382, 0.394, 0.418, 0.389, 0.442, 0.415, 0.358, 0.418, 0.383, 0.393]"
50,"[0.427, 0.422, 0.344, 0.409, 0.339, 0.347, 0.468, 0.338, 0.423, 0.326]"
51,"[0.361, 0.364, 0.397, 0.354, 0.358, 0.375, 0.323, 0.435, 0.354, 0.389]"
52,"[0.353, 0.342, 0.326, 0.363, 0.332, 0.341, 0.384, 0.279, 0.349, 0.321]"
53,"[0.36, 0.346, 0.383, 0.331, 0.373, 0.351, 0.31, 0.374, 0.332, 0.36]"
54,"[0.365, 0.357, 0.355, 0.367, 0.335, 0.336, 0.405, 0.272, 0.368, 0.346]"
55,"[0.358, 0.344, 0.376, 0.339, 0.408, 0.377, 0.32, 0.374, 0.332, 0.382]"
56,"[0.406, 0.393, 0.401, 0.367, 0.342, 0.324, 0.431, 0.264, 0.401, 0.351]"
57,"[0.343, 0.336, 0.377, 0.329, 0.418, 0.357, 0.287, 0.322, 0.319, 0.429]"
58,"[0.417, 0.38, 0.386, 0.356, 0.319, 0.277, 0.393, 0.254, 0.375, 0.344]"
59,"[0.31, 0.312, 0.372, 0.279, 0.444, 0.345, 0.267, 0.298, 0.301, 0.42]"
60,"[0.438, 0.401, 0.416, 0.36, 0.327, 0.278, 0.421, 0.256, 0.399, 0.356]"
61,"[0.307, 0.305, 0.353, 0.278, 0.482, 0.382, 0.264, 0.295, 0.3, 0.464]"
62,"[0.455, 0.418, 0.428, 0.384, 0.35, 0.279, 0.445, 0.258, 0.412, 0.335]"
63,"[0.301, 0.281, 0.316, 0.276, 0.527, 0.393, 0.257, 0.328, 0.295, 0.48]"
64,"[0.485, 0.434, 0.456, 0.424, 0.317, 0.272, 0.472, 0.259, 0.455, 0.301]"
65,"[0.3, 0.286, 0.297, 0.274, 0.52, 0.408, 0.255, 0.343, 0.288, 0.466]"
66,"[0.49, 0.45, 0.455, 0.445, 0.32, 0.269, 0.459, 0.252, 0.458, 0.292]"
67,"[0.304, 0.285, 0.299, 0.278, 0.501, 0.419, 0.263, 0.352, 0.283, 0.47]"
68,"[0.463, 0.433, 0.43, 0.421, 0.315, 0.272, 0.428, 0.248, 0.424, 0.298]"
69,"[0.302, 0.288, 0.319, 0.278, 0.457, 0.395, 0.258, 0.283, 0.281, 0.458]"
70,"[0.418, 0.399, 0.381, 0.357, 0.322, 0.264, 0.386, 0.249, 0.397, 0.303]"
71,"[0.288, 0.274, 0.309, 0.265, 0.391, 0.367, 0.242, 0.232, 0.272, 0.409]"
72,"[0.383, 0.358, 0.354, 0.323, 0.318, 0.266, 0.36, 0.25, 0.354, 0.29]"
73,"[0.28, 0.271, 0.326, 0.259, 0.389, 0.338, 0.235, 0.239, 0.274, 0.398]"
74,"[0.402, 0.383, 0.397, 0.328, 0.334, 0.266, 0.373, 0.247, 0.383, 0.287]"
75,"[0.285, 0.272, 0.335, 0.25, 0.441, 0.363, 0.239, 0.248, 0.274, 0.442]"
76,"[0.448, 0.405, 0.426, 0.357, 0.34, 0.246, 0.412, 0.244, 0.411, 0.314]"
77,"[0.275, 0.266, 0.324, 0.25, 0.458, 0.405, 0.232, 0.289, 0.276, 0.466]"
78,"[0.461, 0.411, 0.417, 0.376, 0.329, 0.248, 0.418, 0.24, 0.415, 0.286]"
79,"[0.262, 0.255, 0.297, 0.249, 0.425, 0.405, 0.225, 0.289, 0.27, 0.449]"
80,"[0.43, 0.395, 0.395, 0.395, 0.29, 0.247, 0.393, 0.24, 0.398, 0.271]"
81,"[0.26, 0.258, 0.29, 0.246, 0.378, 0.402, 0.222, 0.291, 0.263, 0.397]"
82,"[0.416, 0.378, 0.363, 0.381, 0.288, 0.247, 0.37, 0.24, 0.373, 0.264]"
83,"[0.267, 0.261, 0.29, 0.242, 0.373, 0.386, 0.222, 0.283, 0.266, 0.373]"
84,"[0.388, 0.359, 0.349, 0.349, 0.292, 0.252, 0.361, 0.24, 0.352, 0.269]"
85,"[0.267, 0.257, 0.308, 0.242, 0.36, 0.365, 0.222, 0.268, 0.267, 0.371]"
86,"[0.381, 0.349, 0.344, 0.341, 0.315, 0.255, 0.359, 0.24, 0.349, 0.271]"
87,"[0.262, 0.252, 0.321, 0.239, 0.36, 0.354, 0.221, 0.268, 0.271, 0.36]"
88,"[0.376, 0.344, 0.345, 0.34, 0.335, 0.253, 0.355, 0.237, 0.348, 0.274]"
89,"[0.268, 0.262, 0.334, 0.242, 0.357, 0.353, 0.227, 0.265, 0.274, 0.37]"
90,"[0.375, 0.346, 0.343, 0.339, 0.349, 0.247, 0.35, 0.237, 0.34, 0.28]"
91,"[0.262, 0.256, 0.303, 0.242, 0.352, 0.345, 0.218, 0.265, 0.27, 0.362]"
92,"[0.383, 0.337, 0.334, 0.352, 0.335, 0.24, 0.346, 0.227, 0.338, 0.26]"
93,"[0.259, 0.255, 0.294, 0.238, 0.348, 0.33, 0.212, 0.26, 0.258, 0.344]"
94,"[0.407, 0.371, 0.363, 0.361, 0.315, 0.237, 0.378, 0.223, 0.364, 0.259]"
95,"[0.257, 0.25, 0.285, 0.234, 0.378, 0.362, 0.213, 0.319, 0.252, 0.367]"
96,"[0.401, 0.386, 0.374, 0.361, 0.307, 0.23, 0.372, 0.226, 0.363, 0.253]"
97,"[0.251, 0.233, 0.299, 0.225, 0.373, 0.348, 0.22, 0.302, 0.254, 0.355]"
98,"[0.379, 0.37, 0.363, 0.35, 0.312, 0.227, 0.366, 0.22, 0.351, 0.264]"
99,"[0.271, 0.242, 0.327, 0.237, 0.368, 0.331, 0.231, 0.288, 0.26, 0.354]"
