in_deg_centrality,[5.]
18,"[tensor(2.0601), tensor(2.0991), tensor(1.9626), tensor(1.9871), tensor(2.0668), tensor(1.9718), tensor(2.0373), tensor(1.9804), tensor(2.0215), tensor(1.9401)]"
19,"[tensor(1.9632), tensor(1.9355), tensor(2.0087), tensor(2.0115), tensor(1.9462), tensor(1.9798), tensor(1.9724), tensor(2.0702), tensor(1.9942), tensor(2.0623)]"
20,"[tensor(1.9843), tensor(2.0592), tensor(1.9475), tensor(1.9730), tensor(2.0262), tensor(1.9722), tensor(1.9635), tensor(1.9553), tensor(1.9638), tensor(1.9119)]"
21,"[tensor(1.9731), tensor(1.9074), tensor(1.9553), tensor(1.9743), tensor(1.9104), tensor(1.9331), tensor(1.9878), tensor(2.0044), tensor(2.0022), tensor(2.0053)]"
22,"[tensor(1.9091), tensor(2.0072), tensor(1.9526), tensor(1.9656), tensor(1.9781), tensor(1.9636), tensor(1.9071), tensor(1.9658), tensor(1.9250), tensor(1.8896)]"
23,"[tensor(1.9790), tensor(1.8985), tensor(1.9164), tensor(1.9337), tensor(1.8919), tensor(1.9043), tensor(1.9946), tensor(1.9570), tensor(1.9987), tensor(1.9392)]"
24,"[tensor(1.8606), tensor(1.9353), tensor(1.9296), tensor(1.9420), tensor(1.9333), tensor(1.9509), tensor(1.8637), tensor(1.9655), tensor(1.8954), tensor(1.8984)]"
25,"[tensor(1.9742), tensor(1.9016), tensor(1.8797), tensor(1.8948), tensor(1.8757), tensor(1.8722), tensor(1.9822), tensor(1.9181), tensor(1.9754), tensor(1.8714)]"
26,"[tensor(1.8261), tensor(1.8662), tensor(1.9061), tensor(1.9161), tensor(1.8934), tensor(1.8822), tensor(1.8299), tensor(1.9705), tensor(1.8691), tensor(1.9046)]"
27,"[tensor(1.9202), tensor(1.8945), tensor(1.8661), tensor(1.8758), tensor(1.8779), tensor(1.8984), tensor(1.9263), tensor(1.8833), tensor(1.9155), tensor(1.8200)]"
28,"[tensor(1.8176), tensor(1.8464), tensor(1.8680), tensor(1.9030), tensor(1.8624), tensor(1.8470), tensor(1.8239), tensor(1.9502), tensor(1.8525), tensor(1.8849)]"
29,"[tensor(1.8420), tensor(1.8320), tensor(1.8326), tensor(1.8449), tensor(1.8462), tensor(1.8967), tensor(1.8520), tensor(1.8886), tensor(1.8540), tensor(1.8044)]"
30,"[tensor(1.8439), tensor(1.8583), tensor(1.8647), tensor(1.8944), tensor(1.8027), tensor(1.7933), tensor(1.8416), tensor(1.8775), tensor(1.8526), tensor(1.8069)]"
31,"[tensor(1.7876), tensor(1.7790), tensor(1.7862), tensor(1.7950), tensor(1.8443), tensor(1.8873), tensor(1.7864), tensor(1.9108), tensor(1.7992), tensor(1.8325)]"
32,"[tensor(1.8643), tensor(1.8661), tensor(1.8710), tensor(1.8968), tensor(1.7737), tensor(1.7539), tensor(1.8626), tensor(1.8227), tensor(1.8697), tensor(1.7751)]"
33,"[tensor(1.7647), tensor(1.7554), tensor(1.7702), tensor(1.7680), tensor(1.8517), tensor(1.8859), tensor(1.7591), tensor(1.9356), tensor(1.7756), tensor(1.8505)]"
34,"[tensor(1.8707), tensor(1.8695), tensor(1.8755), tensor(1.9039), tensor(1.7727), tensor(1.7362), tensor(1.8666), tensor(1.8013), tensor(1.8758), tensor(1.7659)]"
35,"[tensor(1.7673), tensor(1.7522), tensor(1.7686), tensor(1.7614), tensor(1.8514), tensor(1.8907), tensor(1.7553), tensor(1.9358), tensor(1.7744), tensor(1.8561)]"
36,"[tensor(1.8814), tensor(1.8791), tensor(1.8870), tensor(1.9166), tensor(1.7816), tensor(1.7331), tensor(1.8725), tensor(1.8038), tensor(1.8847), tensor(1.7722)]"
37,"[tensor(1.7760), tensor(1.7603), tensor(1.7746), tensor(1.7658), tensor(1.8619), tensor(1.8998), tensor(1.7641), tensor(1.9429), tensor(1.7796), tensor(1.8694)]"
38,"[tensor(1.8820), tensor(1.8820), tensor(1.8815), tensor(1.9239), tensor(1.7908), tensor(1.7458), tensor(1.8719), tensor(1.8155), tensor(1.8884), tensor(1.7812)]"
39,"[tensor(1.7761), tensor(1.7667), tensor(1.7684), tensor(1.7688), tensor(1.8391), tensor(1.8897), tensor(1.7652), tensor(1.9379), tensor(1.7755), tensor(1.8514)]"
40,"[tensor(1.8496), tensor(1.8503), tensor(1.8402), tensor(1.9031), tensor(1.7702), tensor(1.7661), tensor(1.8411), tensor(1.8037), tensor(1.8593), tensor(1.7609)]"
41,"[tensor(1.7803), tensor(1.7763), tensor(1.7762), tensor(1.7769), tensor(1.7816), tensor(1.8468), tensor(1.7716), tensor(1.8962), tensor(1.7750), tensor(1.7958)]"
42,"[tensor(1.8101), tensor(1.8122), tensor(1.7995), tensor(1.8582), tensor(1.7684), tensor(1.7626), tensor(1.7979), tensor(1.8076), tensor(1.8121), tensor(1.7573)]"
43,"[tensor(1.7735), tensor(1.7698), tensor(1.7643), tensor(1.7725), tensor(1.7535), tensor(1.8175), tensor(1.7741), tensor(1.8478), tensor(1.7691), tensor(1.7601)]"
44,"[tensor(1.7873), tensor(1.7924), tensor(1.7764), tensor(1.8307), tensor(1.7486), tensor(1.7579), tensor(1.7727), tensor(1.8130), tensor(1.7870), tensor(1.7465)]"
45,"[tensor(1.7740), tensor(1.7690), tensor(1.7539), tensor(1.7673), tensor(1.7546), tensor(1.7989), tensor(1.7747), tensor(1.8264), tensor(1.7637), tensor(1.7558)]"
46,"[tensor(1.7865), tensor(1.7823), tensor(1.7753), tensor(1.8208), tensor(1.7453), tensor(1.7444), tensor(1.7671), tensor(1.8219), tensor(1.7873), tensor(1.7511)]"
47,"[tensor(1.7648), tensor(1.7581), tensor(1.7412), tensor(1.7604), tensor(1.7690), tensor(1.8166), tensor(1.7679), tensor(1.8221), tensor(1.7577), tensor(1.7668)]"
48,"[tensor(1.8029), tensor(1.7937), tensor(1.7936), tensor(1.8293), tensor(1.7484), tensor(1.7464), tensor(1.7784), tensor(1.8384), tensor(1.8041), tensor(1.7472)]"
49,"[tensor(1.7767), tensor(1.7690), tensor(1.7434), tensor(1.7744), tensor(1.7793), tensor(1.8341), tensor(1.7774), tensor(1.8380), tensor(1.7723), tensor(1.7836)]"
50,"[tensor(1.8129), tensor(1.8021), tensor(1.8021), tensor(1.8391), tensor(1.7732), tensor(1.7552), tensor(1.7851), tensor(1.8927), tensor(1.8151), tensor(1.7660)]"
51,"[tensor(1.7914), tensor(1.7817), tensor(1.7642), tensor(1.7975), tensor(1.7731), tensor(1.8449), tensor(1.8001), tensor(1.8469), tensor(1.7968), tensor(1.7885)]"
52,"[tensor(1.8110), tensor(1.8001), tensor(1.8003), tensor(1.8400), tensor(1.8146), tensor(1.7735), tensor(1.7802), tensor(1.9701), tensor(1.8113), tensor(1.7866)]"
53,"[tensor(1.8119), tensor(1.8001), tensor(1.7816), tensor(1.8317), tensor(1.7624), tensor(1.8433), tensor(1.8263), tensor(1.8478), tensor(1.8272), tensor(1.7783)]"
54,"[tensor(1.7976), tensor(1.7871), tensor(1.7905), tensor(1.8330), tensor(1.8401), tensor(1.8131), tensor(1.7681), tensor(2.0277), tensor(1.7987), tensor(1.7989)]"
55,"[tensor(1.8313), tensor(1.8129), tensor(1.7935), tensor(1.8619), tensor(1.7527), tensor(1.8328), tensor(1.8515), tensor(1.8530), tensor(1.8527), tensor(1.7662)]"
56,"[tensor(1.7833), tensor(1.7758), tensor(1.7825), tensor(1.8269), tensor(1.8504), tensor(1.8558), tensor(1.7613), tensor(2.0776), tensor(1.7887), tensor(1.8148)]"
57,"[tensor(1.8471), tensor(1.8276), tensor(1.7973), tensor(1.8958), tensor(1.7474), tensor(1.8214), tensor(1.8711), tensor(1.8675), tensor(1.8692), tensor(1.7583)]"
58,"[tensor(1.7731), tensor(1.7734), tensor(1.7804), tensor(1.8250), tensor(1.8389), tensor(1.9080), tensor(1.7653), tensor(2.0973), tensor(1.7887), tensor(1.8166)]"
59,"[tensor(1.8551), tensor(1.8320), tensor(1.7845), tensor(1.9097), tensor(1.7437), tensor(1.8215), tensor(1.8724), tensor(1.8936), tensor(1.8714), tensor(1.7585)]"
60,"[tensor(1.7659), tensor(1.7729), tensor(1.7716), tensor(1.8252), tensor(1.8063), tensor(1.9210), tensor(1.7675), tensor(2.1019), tensor(1.7867), tensor(1.8024)]"
61,"[tensor(1.8559), tensor(1.8331), tensor(1.7872), tensor(1.9088), tensor(1.7313), tensor(1.8184), tensor(1.8722), tensor(1.9012), tensor(1.8691), tensor(1.7484)]"
62,"[tensor(1.7567), tensor(1.7670), tensor(1.7591), tensor(1.8172), tensor(1.7956), tensor(1.9152), tensor(1.7600), tensor(2.1153), tensor(1.7796), tensor(1.8019)]"
63,"[tensor(1.8532), tensor(1.8285), tensor(1.7877), tensor(1.9082), tensor(1.7172), tensor(1.8184), tensor(1.8769), tensor(1.8965), tensor(1.8717), tensor(1.7344)]"
64,"[tensor(1.7541), tensor(1.7647), tensor(1.7543), tensor(1.8149), tensor(1.7931), tensor(1.9234), tensor(1.7588), tensor(2.1392), tensor(1.7775), tensor(1.8087)]"
65,"[tensor(1.8497), tensor(1.8269), tensor(1.7905), tensor(1.9102), tensor(1.7112), tensor(1.8154), tensor(1.8802), tensor(1.9038), tensor(1.8794), tensor(1.7311)]"
66,"[tensor(1.7512), tensor(1.7622), tensor(1.7532), tensor(1.8147), tensor(1.7887), tensor(1.9287), tensor(1.7584), tensor(2.1561), tensor(1.7764), tensor(1.8104)]"
67,"[tensor(1.8429), tensor(1.8188), tensor(1.7883), tensor(1.9115), tensor(1.7104), tensor(1.8145), tensor(1.8790), tensor(1.9110), tensor(1.8797), tensor(1.7334)]"
68,"[tensor(1.7484), tensor(1.7599), tensor(1.7537), tensor(1.8152), tensor(1.7861), tensor(1.9238), tensor(1.7598), tensor(2.1755), tensor(1.7755), tensor(1.8046)]"
69,"[tensor(1.8435), tensor(1.8225), tensor(1.7889), tensor(1.9126), tensor(1.7103), tensor(1.8132), tensor(1.8841), tensor(1.9163), tensor(1.8852), tensor(1.7342)]"
70,"[tensor(1.7472), tensor(1.7599), tensor(1.7563), tensor(1.8184), tensor(1.7875), tensor(1.9347), tensor(1.7622), tensor(2.2022), tensor(1.7756), tensor(1.8088)]"
71,"[tensor(1.8611), tensor(1.8411), tensor(1.7964), tensor(1.9357), tensor(1.7133), tensor(1.8202), tensor(1.9042), tensor(1.9247), tensor(1.9070), tensor(1.7376)]"
72,"[tensor(1.7475), tensor(1.7620), tensor(1.7595), tensor(1.8233), tensor(1.8020), tensor(1.9587), tensor(1.7659), tensor(2.2574), tensor(1.7768), tensor(1.8272)]"
73,"[tensor(1.8713), tensor(1.8560), tensor(1.8013), tensor(1.9580), tensor(1.7104), tensor(1.8242), tensor(1.9313), tensor(1.9326), tensor(1.9229), tensor(1.7341)]"
74,"[tensor(1.7463), tensor(1.7609), tensor(1.7545), tensor(1.8237), tensor(1.8019), tensor(1.9772), tensor(1.7636), tensor(2.2811), tensor(1.7769), tensor(1.8265)]"
75,"[tensor(1.8676), tensor(1.8510), tensor(1.7859), tensor(1.9599), tensor(1.7047), tensor(1.8261), tensor(1.9300), tensor(1.9347), tensor(1.9187), tensor(1.7290)]"
76,"[tensor(1.7445), tensor(1.7603), tensor(1.7458), tensor(1.8209), tensor(1.7824), tensor(1.9782), tensor(1.7606), tensor(2.2728), tensor(1.7736), tensor(1.8109)]"
77,"[tensor(1.8593), tensor(1.8457), tensor(1.7748), tensor(1.9504), tensor(1.7002), tensor(1.8257), tensor(1.9239), tensor(1.9341), tensor(1.9084), tensor(1.7241)]"
78,"[tensor(1.7436), tensor(1.7599), tensor(1.7423), tensor(1.8191), tensor(1.7673), tensor(1.9666), tensor(1.7588), tensor(2.2584), tensor(1.7715), tensor(1.8008)]"
79,"[tensor(1.8499), tensor(1.8344), tensor(1.7682), tensor(1.9395), tensor(1.7000), tensor(1.8253), tensor(1.9133), tensor(1.9360), tensor(1.8956), tensor(1.7221)]"
80,"[tensor(1.7448), tensor(1.7590), tensor(1.7423), tensor(1.8182), tensor(1.7580), tensor(1.9613), tensor(1.7606), tensor(2.2544), tensor(1.7722), tensor(1.7902)]"
81,"[tensor(1.8437), tensor(1.8277), tensor(1.7594), tensor(1.9323), tensor(1.7049), tensor(1.8276), tensor(1.9037), tensor(1.9418), tensor(1.8889), tensor(1.7240)]"
82,"[tensor(1.7477), tensor(1.7602), tensor(1.7433), tensor(1.8188), tensor(1.7522), tensor(1.9541), tensor(1.7630), tensor(2.2510), tensor(1.7733), tensor(1.7843)]"
83,"[tensor(1.8361), tensor(1.8189), tensor(1.7606), tensor(1.9252), tensor(1.7071), tensor(1.8324), tensor(1.8950), tensor(1.9478), tensor(1.8791), tensor(1.7272)]"
84,"[tensor(1.7485), tensor(1.7622), tensor(1.7472), tensor(1.8233), tensor(1.7438), tensor(1.9536), tensor(1.7670), tensor(2.2649), tensor(1.7775), tensor(1.7717)]"
85,"[tensor(1.8273), tensor(1.8093), tensor(1.7378), tensor(1.9221), tensor(1.7079), tensor(1.8362), tensor(1.8874), tensor(1.9547), tensor(1.8688), tensor(1.7280)]"
86,"[tensor(1.7544), tensor(1.7682), tensor(1.7533), tensor(1.8281), tensor(1.7309), tensor(1.9364), tensor(1.7735), tensor(2.2576), tensor(1.7814), tensor(1.7536)]"
87,"[tensor(1.8174), tensor(1.8023), tensor(1.7269), tensor(1.9084), tensor(1.7186), tensor(1.8426), tensor(1.8787), tensor(1.9648), tensor(1.8545), tensor(1.7383)]"
88,"[tensor(1.7613), tensor(1.7745), tensor(1.7577), tensor(1.8349), tensor(1.7205), tensor(1.9299), tensor(1.7820), tensor(2.2427), tensor(1.7884), tensor(1.7483)]"
89,"[tensor(1.8118), tensor(1.7948), tensor(1.7183), tensor(1.9023), tensor(1.7260), tensor(1.8520), tensor(1.8709), tensor(1.9721), tensor(1.8425), tensor(1.7465)]"
90,"[tensor(1.7675), tensor(1.7818), tensor(1.7650), tensor(1.8440), tensor(1.7107), tensor(1.9250), tensor(1.7906), tensor(2.2284), tensor(1.7964), tensor(1.7429)]"
91,"[tensor(1.8128), tensor(1.7960), tensor(1.7263), tensor(1.9011), tensor(1.7366), tensor(1.8617), tensor(1.8649), tensor(1.9808), tensor(1.8368), tensor(1.7583)]"
92,"[tensor(1.7748), tensor(1.7869), tensor(1.7711), tensor(1.8525), tensor(1.7186), tensor(1.9288), tensor(1.7982), tensor(2.2296), tensor(1.8062), tensor(1.7529)]"
93,"[tensor(1.8155), tensor(1.7932), tensor(1.7265), tensor(1.9069), tensor(1.7478), tensor(1.8697), tensor(1.8668), tensor(1.9868), tensor(1.8415), tensor(1.7707)]"
94,"[tensor(1.7808), tensor(1.7918), tensor(1.7756), tensor(1.8588), tensor(1.7254), tensor(1.9340), tensor(1.8035), tensor(2.2391), tensor(1.8150), tensor(1.7579)]"
95,"[tensor(1.8258), tensor(1.8047), tensor(1.7419), tensor(1.9140), tensor(1.7527), tensor(1.8817), tensor(1.8793), tensor(1.9893), tensor(1.8517), tensor(1.7815)]"
96,"[tensor(1.7896), tensor(1.8011), tensor(1.7850), tensor(1.8692), tensor(1.7372), tensor(1.9556), tensor(1.8135), tensor(2.2904), tensor(1.8271), tensor(1.7710)]"
97,"[tensor(1.8342), tensor(1.8169), tensor(1.7415), tensor(1.9293), tensor(1.7587), tensor(1.8886), tensor(1.8953), tensor(2.0003), tensor(1.8682), tensor(1.7878)]"
98,"[tensor(1.8023), tensor(1.8103), tensor(1.7933), tensor(1.8777), tensor(1.7413), tensor(1.9663), tensor(1.8241), tensor(2.2970), tensor(1.8350), tensor(1.7755)]"
99,"[tensor(1.8395), tensor(1.8301), tensor(1.7511), tensor(1.9369), tensor(1.7744), tensor(1.9028), tensor(1.9082), tensor(2.0091), tensor(1.8764), tensor(1.8037)]"
