eigenvector_centrality,"[2, 24]"
0,"[0.12718204488778054, 0.0975, 0.0975, 0.085, 0.095, 0.13, 0.0675, 0.1225, 0.0925, 0.0875, 0.1125, 0.115, 0.1075, 0.115, 0.085, 0.0875, 0.0675, 0.0775, 0.0925, 0.0875, 0.1075, 0.105, 0.095, 0.1225, 0.12280701754385964]"
1,"[0.09975062344139651, 0.0975, 0.075, 0.085, 0.095, 0.13, 0.08, 0.1225, 0.0925, 0.0875, 0.1125, 0.115, 0.105, 0.115, 0.085, 0.0875, 0.1, 0.0775, 0.0925, 0.0875, 0.1075, 0.1025, 0.1025, 0.1225, 0.12280701754385964]"
2,"[0.09975062344139651, 0.0975, 0.075, 0.085, 0.095, 0.13, 0.08, 0.1225, 0.0925, 0.0875, 0.1125, 0.115, 0.105, 0.115, 0.085, 0.0875, 0.1, 0.0775, 0.0925, 0.0875, 0.1075, 0.1025, 0.1025, 0.1225, 0.12280701754385964]"
3,"[0.09975062344139651, 0.0975, 0.075, 0.085, 0.095, 0.13, 0.08, 0.1225, 0.0925, 0.0875, 0.1125, 0.115, 0.105, 0.115, 0.085, 0.0875, 0.1, 0.0775, 0.0925, 0.0875, 0.1075, 0.1025, 0.1025, 0.1225, 0.12280701754385964]"
4,"[0.09975062344139651, 0.0975, 0.075, 0.085, 0.095, 0.13, 0.08, 0.1225, 0.0925, 0.0875, 0.1125, 0.115, 0.105, 0.115, 0.085, 0.0875, 0.1, 0.0775, 0.0925, 0.0875, 0.1075, 0.1025, 0.1025, 0.1225, 0.12280701754385964]"
5,"[0.09975062344139651, 0.0975, 0.075, 0.085, 0.095, 0.13, 0.08, 0.1225, 0.0925, 0.0875, 0.1125, 0.115, 0.105, 0.115, 0.1175, 0.0875, 0.1, 0.0775, 0.0925, 0.0875, 0.1075, 0.1025, 0.1025, 0.1225, 0.12280701754385964]"
6,"[0.09975062344139651, 0.0975, 0.075, 0.085, 0.095, 0.13, 0.08, 0.1225, 0.0925, 0.0875, 0.1125, 0.115, 0.105, 0.115, 0.085, 0.09, 0.1, 0.0775, 0.0925, 0.0875, 0.1075, 0.1025, 0.1025, 0.1225, 0.12280701754385964]"
7,"[0.09975062344139651, 0.0975, 0.075, 0.085, 0.095, 0.13, 0.08, 0.1225, 0.0925, 0.0875, 0.1125, 0.115, 0.105, 0.115, 0.075, 0.0875, 0.1, 0.0775, 0.0925, 0.0875, 0.1075, 0.1025, 0.1025, 0.1225, 0.12280701754385964]"
8,"[0.09975062344139651, 0.0975, 0.075, 0.085, 0.095, 0.13, 0.08, 0.1225, 0.0925, 0.0875, 0.1125, 0.115, 0.105, 0.115, 0.085, 0.115, 0.1, 0.0775, 0.1125, 0.0875, 0.1225, 0.1025, 0.1025, 0.1225, 0.12280701754385964]"
9,"[0.09975062344139651, 0.0975, 0.075, 0.085, 0.095, 0.13, 0.08, 0.1225, 0.135, 0.0875, 0.1125, 0.115, 0.105, 0.115, 0.075, 0.0875, 0.1, 0.0775, 0.0925, 0.0875, 0.1075, 0.1025, 0.1025, 0.1525, 0.12280701754385964]"
10,"[0.09975062344139651, 0.0975, 0.075, 0.085, 0.095, 0.13, 0.08, 0.165, 0.0925, 0.0875, 0.1125, 0.115, 0.105, 0.115, 0.085, 0.1075, 0.1, 0.0775, 0.15, 0.0875, 0.1075, 0.1025, 0.1025, 0.1225, 0.12280701754385964]"
11,"[0.09975062344139651, 0.0975, 0.075, 0.085, 0.095, 0.13, 0.08, 0.1225, 0.14, 0.0875, 0.1125, 0.115, 0.105, 0.115, 0.075, 0.0875, 0.1, 0.0775, 0.0925, 0.0875, 0.1075, 0.1025, 0.1025, 0.15, 0.12280701754385964]"
12,"[0.09975062344139651, 0.0975, 0.075, 0.085, 0.095, 0.13, 0.08, 0.1225, 0.0925, 0.0875, 0.1125, 0.115, 0.105, 0.115, 0.085, 0.1225, 0.1, 0.0775, 0.1225, 0.0875, 0.1075, 0.1025, 0.1025, 0.1225, 0.12280701754385964]"
13,"[0.09975062344139651, 0.0975, 0.075, 0.085, 0.095, 0.13, 0.08, 0.1225, 0.1225, 0.0875, 0.1125, 0.115, 0.105, 0.115, 0.075, 0.0875, 0.1, 0.0775, 0.0925, 0.0875, 0.1075, 0.1025, 0.1025, 0.1575, 0.12280701754385964]"
14,"[0.09975062344139651, 0.0975, 0.075, 0.085, 0.095, 0.13, 0.08, 0.135, 0.0925, 0.0875, 0.1125, 0.115, 0.105, 0.115, 0.085, 0.15, 0.1, 0.0775, 0.135, 0.0875, 0.1075, 0.1025, 0.1025, 0.1225, 0.12280701754385964]"
15,"[0.09975062344139651, 0.0975, 0.075, 0.085, 0.095, 0.13, 0.08, 0.1225, 0.12, 0.0875, 0.1125, 0.115, 0.105, 0.115, 0.075, 0.0875, 0.1, 0.0775, 0.0925, 0.0875, 0.1075, 0.1025, 0.15, 0.1, 0.12280701754385964]"
16,"[0.09975062344139651, 0.0975, 0.075, 0.085, 0.095, 0.13, 0.08, 0.16, 0.0925, 0.0875, 0.1125, 0.115, 0.105, 0.115, 0.085, 0.135, 0.1, 0.0775, 0.1175, 0.0875, 0.1075, 0.1025, 0.1025, 0.1225, 0.12280701754385964]"
17,"[0.09975062344139651, 0.0975, 0.075, 0.085, 0.12, 0.13, 0.08, 0.1225, 0.12, 0.0875, 0.145, 0.115, 0.105, 0.115, 0.075, 0.0875, 0.1, 0.0775, 0.0925, 0.0875, 0.1075, 0.1025, 0.1025, 0.0975, 0.12280701754385964]"
18,"[0.11970074812967581, 0.0975, 0.075, 0.085, 0.095, 0.13, 0.08, 0.17, 0.0925, 0.12, 0.1125, 0.16, 0.105, 0.115, 0.085, 0.085, 0.165, 0.0775, 0.1475, 0.0875, 0.1275, 0.13, 0.1025, 0.1225, 0.12280701754385964]"
19,"[0.09975062344139651, 0.1225, 0.075, 0.1375, 0.1325, 0.13, 0.08, 0.1425, 0.12, 0.0875, 0.1925, 0.115, 0.105, 0.115, 0.075, 0.0875, 0.1, 0.09, 0.0925, 0.15, 0.1075, 0.1025, 0.1, 0.135, 0.12280701754385964]"
20,"[0.12967581047381546, 0.0975, 0.1075, 0.085, 0.095, 0.14, 0.08, 0.185, 0.0925, 0.1775, 0.1125, 0.09, 0.1225, 0.1375, 0.085, 0.0775, 0.11, 0.0775, 0.1175, 0.0925, 0.18, 0.135, 0.1025, 0.1225, 0.12030075187969924]"
21,"[0.09975062344139651, 0.1275, 0.075, 0.11, 0.125, 0.1475, 0.08, 0.1525, 0.12, 0.0875, 0.175, 0.145, 0.105, 0.1625, 0.075, 0.0875, 0.1, 0.12, 0.0925, 0.1175, 0.1075, 0.1025, 0.1, 0.16, 0.15288220551378445]"
22,"[0.11221945137157108, 0.1525, 0.1025, 0.1275, 0.095, 0.19, 0.135, 0.125, 0.0925, 0.1425, 0.1775, 0.09, 0.1075, 0.1925, 0.085, 0.08, 0.0925, 0.0775, 0.1175, 0.1225, 0.1725, 0.105, 0.1025, 0.1225, 0.11528822055137844]"
23,"[0.09975062344139651, 0.0875, 0.075, 0.0925, 0.12, 0.085, 0.1525, 0.1225, 0.12, 0.13, 0.1325, 0.1725, 0.1525, 0.115, 0.075, 0.0875, 0.1625, 0.1125, 0.0925, 0.0975, 0.1075, 0.1525, 0.1, 0.1525, 0.12280701754385964]"
24,"[0.11221945137157108, 0.1525, 0.0975, 0.1075, 0.235, 0.085, 0.225, 0.1225, 0.0925, 0.17, 0.11, 0.09, 0.08, 0.1975, 0.085, 0.1075, 0.1025, 0.0775, 0.145, 0.0975, 0.115, 0.08, 0.1425, 0.1225, 0.11528822055137844]"
25,"[0.09975062344139651, 0.0875, 0.075, 0.1, 0.12, 0.085, 0.115, 0.1225, 0.12, 0.105, 0.12, 0.0875, 0.08, 0.2125, 0.075, 0.0875, 0.1025, 0.1125, 0.0925, 0.0875, 0.1875, 0.08, 0.1, 0.0975, 0.10275689223057644]"
26,"[0.11221945137157108, 0.1225, 0.0975, 0.1075, 0.18, 0.085, 0.1675, 0.1275, 0.1675, 0.1175, 0.1075, 0.09, 0.08, 0.1925, 0.12, 0.1425, 0.18, 0.0775, 0.16, 0.0975, 0.1075, 0.08, 0.27, 0.1225, 0.10275689223057644]"
27,"[0.18204488778054864, 0.0875, 0.075, 0.105, 0.12, 0.085, 0.1075, 0.1225, 0.18, 0.0925, 0.1075, 0.0875, 0.08, 0.115, 0.075, 0.0975, 0.1025, 0.1125, 0.1, 0.1375, 0.155, 0.08, 0.1025, 0.0975, 0.19799498746867167]"
28,"[0.2119700748129676, 0.0875, 0.0975, 0.1125, 0.12, 0.085, 0.1075, 0.1225, 0.14, 0.0925, 0.1075, 0.195, 0.08, 0.155, 0.1775, 0.0975, 0.1025, 0.1125, 0.1, 0.1675, 0.11, 0.08, 0.2725, 0.25, 0.17293233082706766]"
29,"[0.11221945137157108, 0.0875, 0.135, 0.14, 0.12, 0.085, 0.1075, 0.1225, 0.17, 0.0925, 0.1075, 0.0875, 0.08, 0.115, 0.075, 0.0975, 0.1025, 0.1125, 0.1, 0.1475, 0.1875, 0.08, 0.1025, 0.0975, 0.19799498746867167]"
30,"[0.11221945137157108, 0.0875, 0.095, 0.1075, 0.12, 0.085, 0.1075, 0.1225, 0.105, 0.0925, 0.1075, 0.1975, 0.08, 0.115, 0.075, 0.0975, 0.1025, 0.1125, 0.1, 0.1425, 0.1075, 0.08, 0.2225, 0.0975, 0.15789473684210525]"
31,"[0.11221945137157108, 0.0875, 0.0975, 0.1075, 0.12, 0.085, 0.1075, 0.1225, 0.105, 0.0925, 0.1075, 0.0875, 0.08, 0.115, 0.075, 0.0975, 0.1025, 0.1125, 0.2275, 0.0975, 0.18, 0.08, 0.1, 0.0975, 0.19799498746867167]"
32,"[0.11221945137157108, 0.0875, 0.095, 0.1375, 0.12, 0.085, 0.1075, 0.1225, 0.1075, 0.0925, 0.1075, 0.0875, 0.08, 0.115, 0.075, 0.0975, 0.1025, 0.1125, 0.1, 0.0975, 0.1075, 0.08, 0.1, 0.0975, 0.10275689223057644]"
33,"[0.11221945137157108, 0.0875, 0.0975, 0.1075, 0.12, 0.085, 0.1075, 0.1225, 0.105, 0.0925, 0.1075, 0.0875, 0.08, 0.1625, 0.075, 0.0975, 0.1025, 0.1125, 0.2125, 0.0975, 0.1875, 0.08, 0.1, 0.0975, 0.20050125313283207]"
34,"[0.11471321695760599, 0.0875, 0.11, 0.2, 0.21, 0.085, 0.19, 0.1925, 0.1975, 0.0925, 0.1575, 0.1875, 0.1825, 0.115, 0.1275, 0.1675, 0.1325, 0.12, 0.1, 0.195, 0.1075, 0.08, 0.22, 0.19, 0.10275689223057644]"
35,"[0.22443890274314215, 0.1, 0.0975, 0.1075, 0.145, 0.2075, 0.1075, 0.0925, 0.1125, 0.1975, 0.1125, 0.135, 0.08, 0.1725, 0.08, 0.1025, 0.15, 0.2025, 0.2625, 0.1775, 0.23, 0.155, 0.115, 0.145, 0.19298245614035087]"
36,"[0.08229426433915212, 0.1, 0.095, 0.1875, 0.1575, 0.1325, 0.1975, 0.1725, 0.28, 0.1, 0.145, 0.215, 0.2025, 0.115, 0.0875, 0.1525, 0.1775, 0.0725, 0.1, 0.18, 0.1075, 0.13, 0.2025, 0.2125, 0.10275689223057644]"
37,"[0.22194513715710723, 0.0775, 0.1475, 0.1075, 0.1775, 0.245, 0.12, 0.095, 0.1125, 0.1825, 0.1375, 0.1225, 0.095, 0.125, 0.1475, 0.1175, 0.12, 0.185, 0.285, 0.2075, 0.1875, 0.1625, 0.075, 0.12, 0.12781954887218044]"
38,"[0.0798004987531172, 0.1025, 0.0975, 0.235, 0.1325, 0.1325, 0.2, 0.2375, 0.2825, 0.18, 0.155, 0.185, 0.29, 0.12, 0.0875, 0.1675, 0.145, 0.0725, 0.1125, 0.14, 0.145, 0.135, 0.195, 0.25, 0.15288220551378445]"
39,"[0.23940149625935161, 0.0825, 0.135, 0.0975, 0.14, 0.195, 0.1125, 0.1275, 0.1475, 0.1075, 0.1225, 0.0875, 0.095, 0.095, 0.135, 0.1275, 0.1975, 0.2125, 0.265, 0.185, 0.19, 0.115, 0.075, 0.135, 0.17794486215538846]"
40,"[0.0798004987531172, 0.1425, 0.1775, 0.1875, 0.145, 0.0875, 0.235, 0.1825, 0.2325, 0.0925, 0.215, 0.16, 0.155, 0.1275, 0.0875, 0.175, 0.1425, 0.0725, 0.145, 0.1475, 0.155, 0.0925, 0.2175, 0.1725, 0.14536340852130325]"
41,"[0.22693266832917705, 0.1075, 0.13, 0.1075, 0.12, 0.1725, 0.1075, 0.1225, 0.105, 0.145, 0.095, 0.08, 0.08, 0.13, 0.08, 0.0975, 0.1525, 0.1475, 0.3175, 0.175, 0.215, 0.1375, 0.0925, 0.0975, 0.23057644110275688]"
42,"[0.11221945137157108, 0.0875, 0.155, 0.1175, 0.13, 0.085, 0.19, 0.145, 0.1475, 0.0925, 0.1125, 0.1125, 0.195, 0.115, 0.075, 0.1525, 0.105, 0.1125, 0.1, 0.11, 0.1075, 0.08, 0.21, 0.16, 0.10275689223057644]"
43,"[0.1745635910224439, 0.0975, 0.1025, 0.1075, 0.12, 0.105, 0.1075, 0.1225, 0.105, 0.115, 0.0825, 0.08, 0.08, 0.135, 0.0825, 0.0975, 0.1025, 0.135, 0.2175, 0.2175, 0.1875, 0.1, 0.1, 0.0975, 0.19799498746867167]"
44,"[0.11471321695760599, 0.0975, 0.1125, 0.155, 0.1875, 0.1475, 0.1825, 0.1925, 0.19, 0.0925, 0.1675, 0.1125, 0.2525, 0.115, 0.0825, 0.19, 0.165, 0.15, 0.1, 0.12, 0.1075, 0.1075, 0.2225, 0.185, 0.10275689223057644]"
45,"[0.2144638403990025, 0.1625, 0.1475, 0.11, 0.1225, 0.1025, 0.1075, 0.1225, 0.105, 0.2175, 0.165, 0.105, 0.08, 0.2275, 0.1875, 0.0975, 0.1025, 0.1625, 0.26, 0.0875, 0.21, 0.1575, 0.1, 0.0975, 0.20050125313283207]"
46,"[0.11970074812967581, 0.1675, 0.1125, 0.2125, 0.215, 0.095, 0.245, 0.1975, 0.17, 0.1175, 0.1725, 0.195, 0.255, 0.155, 0.125, 0.1325, 0.235, 0.1, 0.1075, 0.1925, 0.1275, 0.0975, 0.285, 0.25, 0.10275689223057644]"
47,"[0.29925187032418954, 0.135, 0.1825, 0.0925, 0.11, 0.115, 0.115, 0.115, 0.1475, 0.2225, 0.1975, 0.09, 0.165, 0.09, 0.135, 0.145, 0.09, 0.26, 0.3125, 0.08, 0.2825, 0.14, 0.0975, 0.0975, 0.22305764411027568]"
48,"[0.1571072319201995, 0.1, 0.095, 0.245, 0.19, 0.21, 0.2775, 0.28, 0.16, 0.1175, 0.2425, 0.235, 0.2325, 0.255, 0.1625, 0.1075, 0.2525, 0.12, 0.135, 0.21, 0.1025, 0.1475, 0.28, 0.26, 0.16541353383458646]"
49,"[0.3316708229426434, 0.1525, 0.1825, 0.0925, 0.105, 0.1325, 0.1125, 0.115, 0.2125, 0.3, 0.15, 0.09, 0.1275, 0.09, 0.195, 0.1625, 0.09, 0.2875, 0.365, 0.08, 0.3225, 0.1425, 0.095, 0.0875, 0.3208020050125313]"
50,"[0.19950124688279303, 0.1825, 0.095, 0.2175, 0.225, 0.2025, 0.2825, 0.21, 0.3, 0.2075, 0.1925, 0.195, 0.27, 0.215, 0.14, 0.1375, 0.2125, 0.2025, 0.145, 0.1925, 0.1025, 0.14, 0.2675, 0.355, 0.12781954887218044]"
51,"[0.2793017456359102, 0.25, 0.1775, 0.11, 0.2225, 0.215, 0.1825, 0.1875, 0.1925, 0.3025, 0.1375, 0.0925, 0.14, 0.2675, 0.325, 0.2775, 0.115, 0.24, 0.3075, 0.08, 0.2625, 0.23, 0.1125, 0.1525, 0.2882205513784461]"
52,"[0.17206982543640897, 0.16, 0.105, 0.2, 0.195, 0.195, 0.27, 0.265, 0.355, 0.1825, 0.1925, 0.195, 0.2275, 0.2175, 0.14, 0.13, 0.1975, 0.195, 0.18, 0.195, 0.16, 0.14, 0.2325, 0.32, 0.17543859649122806]"
53,"[0.23940149625935161, 0.3, 0.1775, 0.26, 0.2025, 0.2675, 0.1575, 0.1225, 0.1975, 0.26, 0.25, 0.1425, 0.14, 0.3125, 0.345, 0.305, 0.2, 0.2225, 0.285, 0.1475, 0.2675, 0.2575, 0.17, 0.1525, 0.2932330827067669]"
54,"[0.20947630922693267, 0.1625, 0.195, 0.2175, 0.1875, 0.265, 0.3275, 0.265, 0.3175, 0.2025, 0.195, 0.27, 0.3475, 0.2175, 0.1525, 0.15, 0.26, 0.1925, 0.175, 0.2, 0.145, 0.155, 0.3325, 0.295, 0.12781954887218044]"
55,"[0.23940149625935161, 0.3175, 0.1625, 0.2825, 0.2025, 0.2875, 0.1925, 0.1225, 0.1975, 0.225, 0.255, 0.1925, 0.1525, 0.31, 0.3375, 0.3075, 0.27, 0.225, 0.285, 0.235, 0.2725, 0.2325, 0.155, 0.1725, 0.2907268170426065]"
56,"[0.2194513715710723, 0.1675, 0.345, 0.315, 0.2075, 0.3775, 0.38, 0.285, 0.3625, 0.355, 0.26, 0.285, 0.3325, 0.2175, 0.165, 0.2425, 0.27, 0.2075, 0.2075, 0.2275, 0.1475, 0.255, 0.3575, 0.29, 0.14786967418546365]"
57,"[0.24189526184538654, 0.325, 0.2225, 0.3025, 0.2325, 0.3175, 0.255, 0.1575, 0.2, 0.2725, 0.265, 0.2, 0.1725, 0.26, 0.3525, 0.3075, 0.3125, 0.2325, 0.33, 0.245, 0.27, 0.2475, 0.1875, 0.2075, 0.2957393483709273]"
58,"[0.26683291770573564, 0.255, 0.195, 0.35, 0.23, 0.2725, 0.39, 0.3325, 0.29, 0.3025, 0.275, 0.26, 0.3525, 0.24, 0.235, 0.255, 0.3275, 0.2475, 0.2625, 0.215, 0.165, 0.2525, 0.3925, 0.3225, 0.19799498746867167]"
59,"[0.286783042394015, 0.3325, 0.2325, 0.2375, 0.3125, 0.315, 0.25, 0.18, 0.2, 0.3225, 0.275, 0.19, 0.305, 0.235, 0.36, 0.3225, 0.2075, 0.2775, 0.31, 0.2275, 0.325, 0.255, 0.1725, 0.2125, 0.3157894736842105]"
60,"[0.256857855361596, 0.245, 0.205, 0.41, 0.26, 0.2275, 0.3875, 0.3475, 0.28, 0.285, 0.2775, 0.285, 0.38, 0.2975, 0.24, 0.22, 0.3525, 0.185, 0.2, 0.2175, 0.1075, 0.2475, 0.4, 0.315, 0.24561403508771928]"
61,"[0.3192019950124688, 0.34, 0.1975, 0.22, 0.2525, 0.32, 0.2325, 0.125, 0.245, 0.355, 0.215, 0.18, 0.2975, 0.2275, 0.3325, 0.2875, 0.175, 0.2875, 0.3125, 0.21, 0.3325, 0.215, 0.1475, 0.165, 0.3483709273182957]"
62,"[0.3117206982543641, 0.2425, 0.21, 0.4275, 0.295, 0.3575, 0.3925, 0.3075, 0.285, 0.2925, 0.2925, 0.3275, 0.3775, 0.3, 0.26, 0.3125, 0.355, 0.23, 0.2025, 0.2425, 0.1025, 0.26, 0.3925, 0.3375, 0.19298245614035087]"
