betweeness_centrality,[9. 8.]
16,"[tensor(2.0013), tensor(1.9595), tensor(1.9732), tensor(1.9883), tensor(1.9697), tensor(1.9645), tensor(2.0204), tensor(1.9871), tensor(2.0397), tensor(2.0329)]"
17,"[tensor(1.9437), tensor(2.0247), tensor(2.0371), tensor(2.0556), tensor(1.9854), tensor(2.0100), tensor(1.9399), tensor(1.9676), tensor(1.9559), tensor(1.9438)]"
18,"[tensor(1.9948), tensor(1.9433), tensor(1.9644), tensor(1.9796), tensor(1.9539), tensor(1.9407), tensor(2.0038), tensor(1.9894), tensor(2.0317), tensor(2.0244)]"
19,"[tensor(1.9306), tensor(2.0118), tensor(2.0303), tensor(2.0495), tensor(1.9789), tensor(1.9973), tensor(1.9232), tensor(1.9460), tensor(1.9426), tensor(1.9298)]"
20,"[tensor(1.9876), tensor(1.9260), tensor(1.9558), tensor(1.9697), tensor(1.9392), tensor(1.9183), tensor(1.9887), tensor(1.9791), tensor(2.0232), tensor(2.0170)]"
21,"[tensor(1.9137), tensor(1.9982), tensor(2.0182), tensor(2.0400), tensor(1.9681), tensor(1.9847), tensor(1.9098), tensor(1.9200), tensor(1.9304), tensor(1.9195)]"
22,"[tensor(1.9741), tensor(1.9141), tensor(1.9420), tensor(1.9553), tensor(1.9176), tensor(1.9015), tensor(1.9737), tensor(1.9655), tensor(2.0107), tensor(2.0038)]"
23,"[tensor(1.8984), tensor(1.9857), tensor(2.0030), tensor(2.0275), tensor(1.9501), tensor(1.9741), tensor(1.8970), tensor(1.9007), tensor(1.9121), tensor(1.9040)]"
24,"[tensor(1.9585), tensor(1.8994), tensor(1.9271), tensor(1.9371), tensor(1.8973), tensor(1.8839), tensor(1.9586), tensor(1.9516), tensor(1.9944), tensor(1.9873)]"
25,"[tensor(1.8814), tensor(1.9671), tensor(1.9868), tensor(2.0129), tensor(1.9319), tensor(1.9588), tensor(1.8826), tensor(1.8907), tensor(1.8923), tensor(1.8841)]"
26,"[tensor(1.9401), tensor(1.8815), tensor(1.9100), tensor(1.9182), tensor(1.8811), tensor(1.8644), tensor(1.9396), tensor(1.9327), tensor(1.9829), tensor(1.9661)]"
27,"[tensor(1.9205), tensor(1.9600), tensor(1.9698), tensor(1.9990), tensor(1.9388), tensor(1.9570), tensor(1.9236), tensor(1.9366), tensor(1.8811), tensor(1.8944)]"
28,"[tensor(1.9974), tensor(1.9823), tensor(1.9576), tensor(1.9045), tensor(1.9594), tensor(1.9207), tensor(2.0040), tensor(2.0075), tensor(1.9834), tensor(1.9615)]"
29,"[tensor(2.0176), tensor(2.0402), tensor(2.0273), tensor(2.0267), tensor(1.9943), tensor(1.9986), tensor(2.0165), tensor(2.0117), tensor(1.9847), tensor(1.9808)]"
30,"[tensor(2.0668), tensor(2.0779), tensor(2.0635), tensor(2.0343), tensor(2.0457), tensor(2.0366), tensor(2.0759), tensor(2.0732), tensor(1.9907), tensor(1.9759)]"
31,"[tensor(2.1043), tensor(2.1018), tensor(2.0780), tensor(2.0183), tensor(2.0235), tensor(2.0032), tensor(2.1013), tensor(2.0977), tensor(2.0944), tensor(2.0770)]"
32,"[tensor(2.1090), tensor(2.1411), tensor(2.1386), tensor(2.1191), tensor(2.0970), tensor(2.1005), tensor(2.1188), tensor(2.1102), tensor(2.0362), tensor(2.0037)]"
33,"[tensor(2.1449), tensor(2.1377), tensor(2.0785), tensor(2.0458), tensor(2.0551), tensor(2.0405), tensor(2.1360), tensor(2.1310), tensor(2.1566), tensor(2.1458)]"
34,"[tensor(2.1359), tensor(2.1715), tensor(2.1691), tensor(2.1691), tensor(2.1385), tensor(2.1479), tensor(2.1477), tensor(2.1349), tensor(2.1094), tensor(2.0801)]"
35,"[tensor(2.1826), tensor(2.1723), tensor(2.1439), tensor(2.1339), tensor(2.1410), tensor(2.1424), tensor(2.1758), tensor(2.1766), tensor(2.1615), tensor(2.1825)]"
36,"[tensor(2.1913), tensor(2.2123), tensor(2.2084), tensor(2.2039), tensor(2.1874), tensor(2.1931), tensor(2.1975), tensor(2.1954), tensor(2.1699), tensor(2.1529)]"
37,"[tensor(2.2188), tensor(2.2183), tensor(2.2039), tensor(2.1942), tensor(2.1941), tensor(2.1951), tensor(2.2154), tensor(2.2132), tensor(2.1849), tensor(2.1774)]"
38,"[tensor(2.2214), tensor(2.2382), tensor(2.2305), tensor(2.1938), tensor(2.2158), tensor(2.2004), tensor(2.2255), tensor(2.2222), tensor(2.2121), tensor(2.1886)]"
39,"[tensor(2.2335), tensor(2.2382), tensor(2.2219), tensor(2.2146), tensor(2.2093), tensor(2.2109), tensor(2.2300), tensor(2.2239), tensor(2.2050), tensor(2.1988)]"
40,"[tensor(2.2300), tensor(2.2484), tensor(2.2391), tensor(2.2026), tensor(2.2067), tensor(2.2032), tensor(2.2350), tensor(2.2293), tensor(2.2213), tensor(2.2044)]"
41,"[tensor(2.2281), tensor(2.2389), tensor(2.2186), tensor(2.2205), tensor(2.2042), tensor(2.2119), tensor(2.2251), tensor(2.2099), tensor(2.2091), tensor(2.2003)]"
42,"[tensor(2.1995), tensor(2.2155), tensor(2.1917), tensor(2.1923), tensor(2.1707), tensor(2.1904), tensor(2.1979), tensor(2.1874), tensor(2.2237), tensor(2.2063)]"
43,"[tensor(2.1594), tensor(2.2026), tensor(2.1848), tensor(2.2226), tensor(2.1803), tensor(2.2066), tensor(2.1760), tensor(2.1670), tensor(2.1715), tensor(2.1712)]"
44,"[tensor(2.1576), tensor(2.1548), tensor(2.1383), tensor(2.1571), tensor(2.1207), tensor(2.1509), tensor(2.1611), tensor(2.1597), tensor(2.2219), tensor(2.1997)]"
45,"[tensor(2.1045), tensor(2.1865), tensor(2.1819), tensor(2.2318), tensor(2.1770), tensor(2.2039), tensor(2.1565), tensor(2.1542), tensor(2.1149), tensor(2.1121)]"
46,"[tensor(2.1558), tensor(2.1106), tensor(2.1012), tensor(2.1126), tensor(2.0746), tensor(2.0991), tensor(2.1604), tensor(2.1568), tensor(2.2256), tensor(2.2132)]"
47,"[tensor(2.1078), tensor(2.2118), tensor(2.2037), tensor(2.2477), tensor(2.1872), tensor(2.2152), tensor(2.1763), tensor(2.1861), tensor(2.0821), tensor(2.0604)]"
48,"[tensor(2.2108), tensor(2.1004), tensor(2.0836), tensor(2.0907), tensor(2.0560), tensor(2.0751), tensor(2.1690), tensor(2.1719), tensor(2.2391), tensor(2.2252)]"
49,"[tensor(2.1423), tensor(2.2463), tensor(2.2346), tensor(2.2569), tensor(2.2066), tensor(2.2246), tensor(2.1876), tensor(2.1918), tensor(2.0808), tensor(2.0472)]"
50,"[tensor(2.2464), tensor(2.0981), tensor(2.0572), tensor(2.1091), tensor(2.0419), tensor(2.0720), tensor(2.1840), tensor(2.2185), tensor(2.2730), tensor(2.2557)]"
51,"[tensor(2.1558), tensor(2.2706), tensor(2.2784), tensor(2.2883), tensor(2.2362), tensor(2.2419), tensor(2.2029), tensor(2.2013), tensor(2.0928), tensor(2.0604)]"
52,"[tensor(2.2760), tensor(2.1136), tensor(2.0843), tensor(2.1362), tensor(2.0585), tensor(2.0877), tensor(2.2327), tensor(2.2616), tensor(2.2961), tensor(2.2837)]"
53,"[tensor(2.1482), tensor(2.2829), tensor(2.3097), tensor(2.3070), tensor(2.2684), tensor(2.2673), tensor(2.2214), tensor(2.2112), tensor(2.1186), tensor(2.0857)]"
54,"[tensor(2.2786), tensor(2.1422), tensor(2.1201), tensor(2.1754), tensor(2.0860), tensor(2.1028), tensor(2.2697), tensor(2.2679), tensor(2.3024), tensor(2.3012)]"
55,"[tensor(2.1642), tensor(2.2859), tensor(2.3074), tensor(2.3031), tensor(2.2854), tensor(2.2846), tensor(2.2351), tensor(2.2326), tensor(2.1336), tensor(2.1100)]"
56,"[tensor(2.2854), tensor(2.1675), tensor(2.1489), tensor(2.1951), tensor(2.1109), tensor(2.1162), tensor(2.2922), tensor(2.2700), tensor(2.2925), tensor(2.3007)]"
57,"[tensor(2.1523), tensor(2.2884), tensor(2.3033), tensor(2.3003), tensor(2.2907), tensor(2.2882), tensor(2.2058), tensor(2.2054), tensor(2.1415), tensor(2.1164)]"
58,"[tensor(2.2828), tensor(2.1655), tensor(2.1381), tensor(2.1909), tensor(2.1080), tensor(2.1185), tensor(2.2683), tensor(2.2581), tensor(2.2843), tensor(2.2934)]"
59,"[tensor(2.1083), tensor(2.2757), tensor(2.3001), tensor(2.2861), tensor(2.2234), tensor(2.2652), tensor(2.0867), tensor(2.1331), tensor(2.1447), tensor(2.1164)]"
60,"[tensor(2.2197), tensor(2.1237), tensor(2.1142), tensor(2.2020), tensor(2.0420), tensor(2.0864), tensor(2.2495), tensor(2.2280), tensor(2.2577), tensor(2.2671)]"
61,"[tensor(2.0535), tensor(2.2135), tensor(2.2576), tensor(2.2609), tensor(2.2079), tensor(2.2283), tensor(2.0691), tensor(2.0868), tensor(2.1459), tensor(2.1223)]"
62,"[tensor(2.1850), tensor(2.1259), tensor(2.1416), tensor(2.2629), tensor(2.0071), tensor(2.0794), tensor(2.2132), tensor(2.2035), tensor(2.2437), tensor(2.2566)]"
63,"[tensor(2.0261), tensor(2.2099), tensor(2.2385), tensor(2.2446), tensor(2.2331), tensor(2.2364), tensor(2.0655), tensor(2.0554), tensor(2.1562), tensor(2.1302)]"
64,"[tensor(2.2151), tensor(2.1113), tensor(2.1554), tensor(2.2725), tensor(1.9933), tensor(2.0727), tensor(2.2154), tensor(2.2104), tensor(2.2367), tensor(2.2615)]"
65,"[tensor(2.0385), tensor(2.2340), tensor(2.2532), tensor(2.2541), tensor(2.2467), tensor(2.2465), tensor(2.0813), tensor(2.1251), tensor(2.1563), tensor(2.1167)]"
66,"[tensor(2.2493), tensor(2.0888), tensor(2.1157), tensor(2.2402), tensor(1.9947), tensor(2.0610), tensor(2.2419), tensor(2.2306), tensor(2.2541), tensor(2.2727)]"
67,"[tensor(2.1005), tensor(2.2566), tensor(2.2673), tensor(2.2666), tensor(2.2628), tensor(2.2600), tensor(2.1379), tensor(2.1939), tensor(2.1048), tensor(2.0618)]"
68,"[tensor(2.2709), tensor(2.1111), tensor(2.0985), tensor(2.1715), tensor(2.0006), tensor(2.0414), tensor(2.2681), tensor(2.2581), tensor(2.2839), tensor(2.2752)]"
69,"[tensor(2.1056), tensor(2.2738), tensor(2.2877), tensor(2.2809), tensor(2.2741), tensor(2.2697), tensor(2.1432), tensor(2.1828), tensor(2.0540), tensor(2.0494)]"
70,"[tensor(2.2848), tensor(2.1367), tensor(2.0944), tensor(2.1467), tensor(2.0190), tensor(2.0443), tensor(2.2837), tensor(2.2772), tensor(2.2848), tensor(2.2891)]"
71,"[tensor(2.0718), tensor(2.2894), tensor(2.3049), tensor(2.2958), tensor(2.2544), tensor(2.2640), tensor(2.1008), tensor(2.1068), tensor(2.0519), tensor(2.0363)]"
72,"[tensor(2.2517), tensor(2.0770), tensor(2.0770), tensor(2.1266), tensor(1.9815), tensor(2.0242), tensor(2.2510), tensor(2.2176), tensor(2.2279), tensor(2.2310)]"
73,"[tensor(1.9734), tensor(2.1883), tensor(2.2297), tensor(2.2168), tensor(2.1856), tensor(2.2027), tensor(2.0088), tensor(2.0028), tensor(2.0174), tensor(2.0293)]"
74,"[tensor(2.1582), tensor(2.0335), tensor(2.0748), tensor(2.1436), tensor(1.9111), tensor(1.9727), tensor(2.1723), tensor(2.1631), tensor(2.1115), tensor(2.1568)]"
75,"[tensor(1.9334), tensor(2.1683), tensor(2.2138), tensor(2.1785), tensor(2.1300), tensor(2.1161), tensor(1.9718), tensor(1.9507), tensor(1.9963), tensor(2.0039)]"
76,"[tensor(2.0998), tensor(2.0124), tensor(2.0860), tensor(2.1582), tensor(1.8779), tensor(1.9491), tensor(2.1143), tensor(2.0943), tensor(2.0969), tensor(2.2307)]"
77,"[tensor(1.9419), tensor(2.1646), tensor(2.1966), tensor(2.1973), tensor(2.1677), tensor(2.1686), tensor(1.9935), tensor(2.0113), tensor(1.9647), tensor(1.9749)]"
78,"[tensor(2.1545), tensor(1.9902), tensor(2.0691), tensor(2.1145), tensor(1.9075), tensor(1.9475), tensor(2.1353), tensor(2.0659), tensor(2.1620), tensor(2.2230)]"
79,"[tensor(1.9856), tensor(2.2038), tensor(2.2000), tensor(2.2121), tensor(2.2007), tensor(2.2067), tensor(2.0030), tensor(2.0705), tensor(1.9615), tensor(1.9684)]"
80,"[tensor(2.2312), tensor(1.9783), tensor(1.9971), tensor(2.0604), tensor(1.8843), tensor(1.9113), tensor(2.1716), tensor(2.0733), tensor(2.2392), tensor(2.2301)]"
81,"[tensor(1.9361), tensor(2.2318), tensor(2.2245), tensor(2.2298), tensor(2.2077), tensor(2.2195), tensor(1.9467), tensor(2.0283), tensor(1.9337), tensor(1.9337)]"
82,"[tensor(2.2358), tensor(1.9547), tensor(1.9600), tensor(2.0209), tensor(1.8615), tensor(1.8899), tensor(2.2159), tensor(2.1879), tensor(2.2499), tensor(2.2410)]"
83,"[tensor(1.8931), tensor(2.2427), tensor(2.2544), tensor(2.2516), tensor(2.2314), tensor(2.2332), tensor(1.9237), tensor(1.9927), tensor(1.9121), tensor(1.9167)]"
84,"[tensor(2.2473), tensor(1.9312), tensor(1.9251), tensor(1.9881), tensor(1.8548), tensor(1.8742), tensor(2.2411), tensor(2.2221), tensor(2.2599), tensor(2.2566)]"
85,"[tensor(1.8780), tensor(2.2607), tensor(2.2786), tensor(2.2678), tensor(2.2493), tensor(2.2451), tensor(1.9212), tensor(1.9861), tensor(1.8728), tensor(1.8870)]"
86,"[tensor(2.2542), tensor(1.9156), tensor(1.9096), tensor(1.9579), tensor(1.8506), tensor(1.8561), tensor(2.2517), tensor(2.2203), tensor(2.2771), tensor(2.2634)]"
87,"[tensor(1.8480), tensor(2.2596), tensor(2.2870), tensor(2.2802), tensor(2.2454), tensor(2.2557), tensor(1.8883), tensor(1.9529), tensor(1.8606), tensor(1.8709)]"
88,"[tensor(2.2225), tensor(1.8791), tensor(1.8787), tensor(1.9283), tensor(1.8415), tensor(1.8386), tensor(2.2257), tensor(2.1983), tensor(2.1613), tensor(2.1724)]"
89,"[tensor(1.8115), tensor(2.1900), tensor(2.2364), tensor(2.2164), tensor(2.1400), tensor(2.1362), tensor(1.8549), tensor(1.9294), tensor(1.8305), tensor(1.8337)]"
90,"[tensor(2.0997), tensor(1.8299), tensor(1.8368), tensor(1.8714), tensor(1.8417), tensor(1.7928), tensor(2.1245), tensor(2.0820), tensor(2.1812), tensor(2.2287)]"
91,"[tensor(1.7933), tensor(2.1321), tensor(2.1951), tensor(2.2145), tensor(2.1602), tensor(2.1849), tensor(1.8339), tensor(1.9224), tensor(1.7910), tensor(1.8054)]"
92,"[tensor(2.1225), tensor(1.8193), tensor(1.8065), tensor(1.8286), tensor(1.8843), tensor(1.7824), tensor(2.1220), tensor(2.1066), tensor(2.2012), tensor(2.2058)]"
93,"[tensor(1.8492), tensor(2.1627), tensor(2.1997), tensor(2.2058), tensor(2.1778), tensor(2.1820), tensor(1.8876), tensor(1.9799), tensor(1.7750), tensor(1.7904)]"
94,"[tensor(2.1935), tensor(1.8559), tensor(1.8195), tensor(1.8142), tensor(1.9430), tensor(1.7843), tensor(2.1896), tensor(2.1733), tensor(2.2140), tensor(2.2085)]"
95,"[tensor(1.9683), tensor(2.2216), tensor(2.2414), tensor(2.2266), tensor(2.2125), tensor(2.2093), tensor(2.0119), tensor(2.0323), tensor(1.8054), tensor(1.8076)]"
96,"[tensor(2.2455), tensor(1.9313), tensor(1.8420), tensor(1.8308), tensor(1.9712), tensor(1.8072), tensor(2.2391), tensor(2.2248), tensor(2.2586), tensor(2.2417)]"
97,"[tensor(1.9744), tensor(2.2647), tensor(2.2747), tensor(2.2622), tensor(2.2203), tensor(2.2408), tensor(2.0554), tensor(1.9883), tensor(1.8313), tensor(1.8364)]"
98,"[tensor(2.2682), tensor(1.9144), tensor(1.8575), tensor(1.8691), tensor(1.9350), tensor(1.8296), tensor(2.1514), tensor(2.2406), tensor(2.2675), tensor(2.2449)]"
99,"[tensor(1.8500), tensor(2.1499), tensor(2.1911), tensor(2.2492), tensor(2.0513), tensor(2.1197), tensor(1.8917), tensor(1.8720), tensor(1.8286), tensor(1.8233)]"
