betweeness_centrality,[9. 8.]
16,"[tensor(2.0013), tensor(1.9595), tensor(1.9732), tensor(1.9883), tensor(1.9697), tensor(1.9645), tensor(2.0204), tensor(1.9871), tensor(2.0397), tensor(2.0329)]"
17,"[tensor(1.9437), tensor(2.0247), tensor(2.0371), tensor(2.0556), tensor(1.9854), tensor(2.0100), tensor(1.9399), tensor(1.9676), tensor(1.9559), tensor(1.9438)]"
18,"[tensor(1.9948), tensor(1.9433), tensor(1.9644), tensor(1.9796), tensor(1.9539), tensor(1.9407), tensor(2.0038), tensor(1.9894), tensor(2.0317), tensor(2.0244)]"
19,"[tensor(1.9306), tensor(2.0118), tensor(2.0303), tensor(2.0495), tensor(1.9789), tensor(1.9973), tensor(1.9232), tensor(1.9460), tensor(1.9426), tensor(1.9298)]"
20,"[tensor(1.9876), tensor(1.9260), tensor(1.9558), tensor(1.9697), tensor(1.9392), tensor(1.9183), tensor(1.9887), tensor(1.9791), tensor(2.0232), tensor(2.0170)]"
21,"[tensor(1.9137), tensor(1.9982), tensor(2.0182), tensor(2.0400), tensor(1.9681), tensor(1.9847), tensor(1.9098), tensor(1.9200), tensor(1.9304), tensor(1.9195)]"
22,"[tensor(1.9741), tensor(1.9141), tensor(1.9420), tensor(1.9553), tensor(1.9176), tensor(1.9015), tensor(1.9737), tensor(1.9655), tensor(2.0107), tensor(2.0038)]"
23,"[tensor(1.8984), tensor(1.9857), tensor(2.0030), tensor(2.0275), tensor(1.9501), tensor(1.9741), tensor(1.8970), tensor(1.9007), tensor(1.9121), tensor(1.9040)]"
24,"[tensor(1.9585), tensor(1.8994), tensor(1.9271), tensor(1.9371), tensor(1.8973), tensor(1.8839), tensor(1.9586), tensor(1.9516), tensor(1.9944), tensor(1.9873)]"
25,"[tensor(1.8814), tensor(1.9671), tensor(1.9868), tensor(2.0129), tensor(1.9319), tensor(1.9588), tensor(1.8826), tensor(1.8907), tensor(1.8923), tensor(1.8841)]"
26,"[tensor(1.9401), tensor(1.8815), tensor(1.9100), tensor(1.9182), tensor(1.8811), tensor(1.8644), tensor(1.9396), tensor(1.9327), tensor(1.9826), tensor(1.9677)]"
27,"[tensor(1.9004), tensor(1.9578), tensor(1.9703), tensor(1.9993), tensor(1.9385), tensor(1.9549), tensor(1.9082), tensor(1.9235), tensor(1.8762), tensor(1.8848)]"
28,"[tensor(1.9782), tensor(1.9344), tensor(1.9097), tensor(1.8964), tensor(1.9431), tensor(1.8834), tensor(1.9789), tensor(1.9879), tensor(1.9782), tensor(1.9563)]"
29,"[tensor(1.9738), tensor(2.0034), tensor(1.9962), tensor(2.0122), tensor(1.9674), tensor(1.9732), tensor(1.9690), tensor(1.9700), tensor(1.9406), tensor(1.9387)]"
30,"[tensor(2.0252), tensor(2.0166), tensor(2.0037), tensor(1.9813), tensor(2.0070), tensor(1.9848), tensor(2.0315), tensor(2.0350), tensor(1.9926), tensor(1.9904)]"
31,"[tensor(2.0630), tensor(2.0629), tensor(2.0447), tensor(2.0276), tensor(2.0195), tensor(2.0145), tensor(2.0565), tensor(2.0596), tensor(2.0391), tensor(2.0198)]"
32,"[tensor(2.0826), tensor(2.0942), tensor(2.0933), tensor(2.0806), tensor(2.0753), tensor(2.0690), tensor(2.0943), tensor(2.0785), tensor(1.9992), tensor(1.9781)]"
33,"[tensor(2.1158), tensor(2.0961), tensor(2.0258), tensor(2.0058), tensor(1.9863), tensor(1.9849), tensor(2.1062), tensor(2.1038), tensor(2.1239), tensor(2.1078)]"
34,"[tensor(2.0673), tensor(2.1326), tensor(2.1373), tensor(2.1404), tensor(2.1052), tensor(2.1129), tensor(2.0957), tensor(2.0601), tensor(2.0161), tensor(1.9908)]"
35,"[tensor(2.1369), tensor(2.0699), tensor(2.0273), tensor(2.0213), tensor(2.0224), tensor(2.0205), tensor(2.1197), tensor(2.1229), tensor(2.1503), tensor(2.1434)]"
36,"[tensor(2.0845), tensor(2.1481), tensor(2.1555), tensor(2.1629), tensor(2.1299), tensor(2.1369), tensor(2.1140), tensor(2.0954), tensor(2.0478), tensor(2.0247)]"
37,"[tensor(2.1623), tensor(2.1143), tensor(2.0729), tensor(2.0638), tensor(2.0840), tensor(2.0763), tensor(2.1503), tensor(2.1526), tensor(2.1579), tensor(2.1600)]"
38,"[tensor(2.1307), tensor(2.1804), tensor(2.1818), tensor(2.1811), tensor(2.1597), tensor(2.1615), tensor(2.1443), tensor(2.1314), tensor(2.1041), tensor(2.0756)]"
39,"[tensor(2.1858), tensor(2.1560), tensor(2.1188), tensor(2.1129), tensor(2.1259), tensor(2.1235), tensor(2.1720), tensor(2.1675), tensor(2.1635), tensor(2.1672)]"
40,"[tensor(2.1547), tensor(2.2027), tensor(2.1992), tensor(2.1864), tensor(2.1773), tensor(2.1751), tensor(2.1601), tensor(2.1453), tensor(2.1446), tensor(2.1170)]"
41,"[tensor(2.1954), tensor(2.1720), tensor(2.1370), tensor(2.1436), tensor(2.1439), tensor(2.1474), tensor(2.1839), tensor(2.1786), tensor(2.1596), tensor(2.1585)]"
42,"[tensor(2.1529), tensor(2.2026), tensor(2.2038), tensor(2.1648), tensor(2.1526), tensor(2.1451), tensor(2.1501), tensor(2.1351), tensor(2.1624), tensor(2.1350)]"
43,"[tensor(2.1707), tensor(2.1583), tensor(2.1254), tensor(2.1505), tensor(2.1270), tensor(2.1406), tensor(2.1698), tensor(2.1555), tensor(2.1449), tensor(2.1410)]"
44,"[tensor(2.1112), tensor(2.1751), tensor(2.1779), tensor(2.1266), tensor(2.0973), tensor(2.1108), tensor(2.1139), tensor(2.1013), tensor(2.1667), tensor(2.1419)]"
45,"[tensor(2.1247), tensor(2.1170), tensor(2.0928), tensor(2.1544), tensor(2.1082), tensor(2.1329), tensor(2.1501), tensor(2.1377), tensor(2.1018), tensor(2.1041)]"
46,"[tensor(2.0760), tensor(2.1544), tensor(2.1734), tensor(2.0897), tensor(2.0525), tensor(2.0685), tensor(2.0873), tensor(2.0781), tensor(2.1604), tensor(2.1348)]"
47,"[tensor(2.1182), tensor(2.0891), tensor(2.0841), tensor(2.1606), tensor(2.1069), tensor(2.1357), tensor(2.1519), tensor(2.1329), tensor(2.0231), tensor(2.0350)]"
48,"[tensor(2.0564), tensor(2.1361), tensor(2.1350), tensor(2.0106), tensor(1.9820), tensor(1.9895), tensor(2.0636), tensor(2.0571), tensor(2.1795), tensor(2.1507)]"
49,"[tensor(2.1004), tensor(2.1049), tensor(2.1271), tensor(2.1904), tensor(2.1353), tensor(2.1607), tensor(2.1341), tensor(2.1168), tensor(1.9778), tensor(1.9898)]"
50,"[tensor(2.1497), tensor(2.1361), tensor(2.0937), tensor(1.9718), tensor(1.9608), tensor(1.9635), tensor(2.0641), tensor(2.1040), tensor(2.2018), tensor(2.1689)]"
51,"[tensor(2.0974), tensor(2.1660), tensor(2.1726), tensor(2.2109), tensor(2.1558), tensor(2.1699), tensor(2.1452), tensor(2.1191), tensor(1.9698), tensor(1.9713)]"
52,"[tensor(2.1978), tensor(2.1431), tensor(2.0093), tensor(1.9674), tensor(1.9575), tensor(1.9591), tensor(2.0957), tensor(2.1757), tensor(2.2296), tensor(2.1949)]"
53,"[tensor(2.0726), tensor(2.2031), tensor(2.2076), tensor(2.2419), tensor(2.1871), tensor(2.1941), tensor(2.1702), tensor(2.0781), tensor(1.9639), tensor(1.9613)]"
54,"[tensor(2.2263), tensor(2.0858), tensor(1.9895), tensor(1.9652), tensor(1.9594), tensor(1.9682), tensor(2.1060), tensor(2.2227), tensor(2.2501), tensor(2.2201)]"
55,"[tensor(1.9983), tensor(2.2074), tensor(2.2300), tensor(2.2677), tensor(2.2121), tensor(2.2125), tensor(2.1673), tensor(2.0266), tensor(1.9574), tensor(1.9480)]"
56,"[tensor(2.2409), tensor(2.0214), tensor(1.9573), tensor(1.9646), tensor(1.9484), tensor(1.9641), tensor(2.0860), tensor(2.2225), tensor(2.2568), tensor(2.2391)]"
57,"[tensor(1.9528), tensor(2.1994), tensor(2.2473), tensor(2.2739), tensor(2.2168), tensor(2.2157), tensor(2.1367), tensor(2.0016), tensor(1.9333), tensor(1.9204)]"
58,"[tensor(2.2292), tensor(1.9605), tensor(1.9356), tensor(1.9597), tensor(1.9205), tensor(1.9329), tensor(2.0397), tensor(2.1985), tensor(2.2607), tensor(2.2559)]"
59,"[tensor(1.9148), tensor(2.2128), tensor(2.2401), tensor(2.2707), tensor(2.2072), tensor(2.2120), tensor(2.1231), tensor(1.9682), tensor(1.9061), tensor(1.8971)]"
60,"[tensor(2.2030), tensor(1.9382), tensor(1.9109), tensor(1.9460), tensor(1.8902), tensor(1.9072), tensor(2.0000), tensor(2.1691), tensor(2.2577), tensor(2.2536)]"
61,"[tensor(1.8822), tensor(2.1964), tensor(2.2217), tensor(2.2582), tensor(2.1858), tensor(2.2006), tensor(2.0733), tensor(1.9341), tensor(1.8804), tensor(1.8742)]"
62,"[tensor(2.1789), tensor(1.9077), tensor(1.8766), tensor(1.9236), tensor(1.8554), tensor(1.8722), tensor(1.9794), tensor(2.1546), tensor(2.2384), tensor(2.2382)]"
63,"[tensor(1.8543), tensor(2.1782), tensor(2.2067), tensor(2.2433), tensor(2.1702), tensor(2.1823), tensor(2.0676), tensor(1.9020), tensor(1.8540), tensor(1.8474)]"
64,"[tensor(2.1758), tensor(1.8902), tensor(1.8522), tensor(1.8961), tensor(1.8316), tensor(1.8536), tensor(2.0189), tensor(2.1554), tensor(2.2183), tensor(2.2213)]"
65,"[tensor(1.8481), tensor(2.1730), tensor(2.2023), tensor(2.2296), tensor(2.1665), tensor(2.1757), tensor(2.0019), tensor(1.8925), tensor(1.8322), tensor(1.8231)]"
66,"[tensor(2.1856), tensor(1.8786), tensor(1.8318), tensor(1.8699), tensor(1.8132), tensor(1.8305), tensor(2.1378), tensor(2.1608), tensor(2.2075), tensor(2.2112)]"
67,"[tensor(1.8555), tensor(2.1893), tensor(2.2166), tensor(2.2200), tensor(2.1771), tensor(2.1866), tensor(1.9891), tensor(1.9037), tensor(1.8135), tensor(1.8062)]"
68,"[tensor(2.1908), tensor(1.8861), tensor(1.8263), tensor(1.8495), tensor(1.8112), tensor(1.8235), tensor(2.1670), tensor(2.1624), tensor(2.2038), tensor(2.2098)]"
69,"[tensor(1.8588), tensor(2.1948), tensor(2.2183), tensor(2.2162), tensor(2.1785), tensor(2.1857), tensor(1.9866), tensor(1.8861), tensor(1.8061), tensor(1.8002)]"
70,"[tensor(2.1886), tensor(1.8871), tensor(1.8187), tensor(1.8295), tensor(1.8068), tensor(1.8218), tensor(2.1494), tensor(2.1569), tensor(2.2062), tensor(2.2096)]"
71,"[tensor(1.8340), tensor(2.1825), tensor(2.2129), tensor(2.2121), tensor(2.1737), tensor(2.1791), tensor(1.9243), tensor(1.8582), tensor(1.7989), tensor(1.7932)]"
72,"[tensor(2.1532), tensor(1.8331), tensor(1.7921), tensor(1.8114), tensor(1.7839), tensor(1.8070), tensor(2.1268), tensor(2.1178), tensor(2.1995), tensor(2.2003)]"
73,"[tensor(1.7705), tensor(2.1531), tensor(2.1874), tensor(2.2025), tensor(2.1258), tensor(2.1475), tensor(1.8447), tensor(1.8280), tensor(1.7676), tensor(1.7651)]"
74,"[tensor(2.1254), tensor(1.7733), tensor(1.7579), tensor(1.7864), tensor(1.7364), tensor(1.7675), tensor(2.0952), tensor(2.1034), tensor(2.1764), tensor(2.1839)]"
75,"[tensor(1.7383), tensor(2.1368), tensor(2.1768), tensor(2.1853), tensor(2.1402), tensor(2.1375), tensor(1.7766), tensor(1.8093), tensor(1.7247), tensor(1.7283)]"
76,"[tensor(2.1242), tensor(1.7573), tensor(1.7439), tensor(1.7637), tensor(1.7114), tensor(1.7255), tensor(2.1141), tensor(2.0853), tensor(2.1681), tensor(2.1700)]"
77,"[tensor(1.7236), tensor(2.1370), tensor(2.1683), tensor(2.1746), tensor(2.1340), tensor(2.1401), tensor(1.7639), tensor(1.7983), tensor(1.6926), tensor(1.7054)]"
78,"[tensor(2.1360), tensor(1.7490), tensor(1.7402), tensor(1.7438), tensor(1.6949), tensor(1.6957), tensor(2.1218), tensor(2.0940), tensor(2.1595), tensor(2.1634)]"
79,"[tensor(1.7233), tensor(2.1400), tensor(2.1712), tensor(2.1732), tensor(2.1321), tensor(2.1392), tensor(1.7731), tensor(1.8060), tensor(1.6764), tensor(1.6840)]"
80,"[tensor(2.1417), tensor(1.7460), tensor(1.7378), tensor(1.7341), tensor(1.6832), tensor(1.6776), tensor(2.1274), tensor(2.1041), tensor(2.1623), tensor(2.1632)]"
81,"[tensor(1.7181), tensor(2.1467), tensor(2.1772), tensor(2.1759), tensor(2.1347), tensor(2.1399), tensor(1.7783), tensor(1.8062), tensor(1.6669), tensor(1.6694)]"
82,"[tensor(2.1454), tensor(1.7407), tensor(1.7298), tensor(1.7212), tensor(1.6746), tensor(1.6642), tensor(2.1298), tensor(2.1090), tensor(2.1659), tensor(2.1646)]"
83,"[tensor(1.6979), tensor(2.1467), tensor(2.1808), tensor(2.1782), tensor(2.1354), tensor(2.1403), tensor(1.7604), tensor(1.7675), tensor(1.6544), tensor(1.6592)]"
84,"[tensor(2.1407), tensor(1.7239), tensor(1.7107), tensor(1.7067), tensor(1.6593), tensor(1.6547), tensor(2.1198), tensor(2.0997), tensor(2.1672), tensor(2.1638)]"
85,"[tensor(1.6739), tensor(2.1386), tensor(2.1741), tensor(2.1731), tensor(2.1268), tensor(2.1347), tensor(1.7326), tensor(1.7425), tensor(1.6404), tensor(1.6490)]"
86,"[tensor(2.1118), tensor(1.7023), tensor(1.6952), tensor(1.6950), tensor(1.6459), tensor(1.6374), tensor(2.0971), tensor(2.0779), tensor(2.1600), tensor(2.1502)]"
87,"[tensor(1.6516), tensor(2.1147), tensor(2.1554), tensor(2.1626), tensor(2.1157), tensor(2.1249), tensor(1.7097), tensor(1.7214), tensor(1.6236), tensor(1.6410)]"
88,"[tensor(2.1082), tensor(1.6778), tensor(1.6742), tensor(1.6780), tensor(1.6361), tensor(1.6236), tensor(2.0837), tensor(2.0719), tensor(2.1520), tensor(2.1299)]"
89,"[tensor(1.6334), tensor(2.1039), tensor(2.1462), tensor(2.1557), tensor(2.1111), tensor(2.1159), tensor(1.6943), tensor(1.7054), tensor(1.6053), tensor(1.6240)]"
90,"[tensor(2.1079), tensor(1.6664), tensor(1.6534), tensor(1.6566), tensor(1.6330), tensor(1.6026), tensor(2.0894), tensor(2.0733), tensor(2.1462), tensor(2.1329)]"
91,"[tensor(1.6309), tensor(2.1122), tensor(2.1503), tensor(2.1575), tensor(2.1116), tensor(2.1153), tensor(1.7015), tensor(1.7132), tensor(1.5888), tensor(1.6032)]"
92,"[tensor(2.1237), tensor(1.6647), tensor(1.6400), tensor(1.6316), tensor(1.6351), tensor(1.5895), tensor(2.1025), tensor(2.0851), tensor(2.1519), tensor(2.1395)]"
93,"[tensor(1.6396), tensor(2.1257), tensor(2.1649), tensor(2.1669), tensor(2.1196), tensor(2.1213), tensor(1.7151), tensor(1.7427), tensor(1.5843), tensor(1.5865)]"
94,"[tensor(2.1375), tensor(1.6583), tensor(1.6361), tensor(1.6167), tensor(1.6792), tensor(1.5808), tensor(2.1193), tensor(2.0993), tensor(2.1612), tensor(2.1516)]"
95,"[tensor(1.6369), tensor(2.1419), tensor(2.1825), tensor(2.1785), tensor(2.1199), tensor(2.1309), tensor(1.6974), tensor(1.7053), tensor(1.5874), tensor(1.5836)]"
96,"[tensor(2.1284), tensor(1.6386), tensor(1.6176), tensor(1.6018), tensor(1.6841), tensor(1.5804), tensor(2.1129), tensor(2.0895), tensor(2.1234), tensor(2.1573)]"
97,"[tensor(1.6138), tensor(2.1343), tensor(2.1786), tensor(2.1721), tensor(2.0994), tensor(2.1174), tensor(1.6767), tensor(1.6849), tensor(1.5768), tensor(1.5632)]"
98,"[tensor(2.0887), tensor(1.6152), tensor(1.5942), tensor(1.5845), tensor(1.6911), tensor(1.5676), tensor(2.0709), tensor(2.0451), tensor(2.0752), tensor(2.1516)]"
99,"[tensor(1.5978), tensor(2.1084), tensor(2.1557), tensor(2.1532), tensor(2.0615), tensor(2.0967), tensor(1.6477), tensor(1.6548), tensor(1.5649), tensor(1.5474)]"
