betweeness_centrality,[9. 8.]
26,"[tensor(2.2420), tensor(2.2704), tensor(2.2635), tensor(2.2541), tensor(2.2313), tensor(2.2586), tensor(2.2448), tensor(2.2580), tensor(2.2493), tensor(2.2307)]"
27,"[tensor(2.2551), tensor(2.2566), tensor(2.2383), tensor(2.2357), tensor(2.2527), tensor(2.2338), tensor(2.2589), tensor(2.2386), tensor(2.2470), tensor(2.2411)]"
28,"[tensor(2.2311), tensor(2.2610), tensor(2.2531), tensor(2.2251), tensor(2.2216), tensor(2.2416), tensor(2.2297), tensor(2.2408), tensor(2.2456), tensor(2.2378)]"
29,"[tensor(2.2447), tensor(2.2440), tensor(2.2291), tensor(2.2348), tensor(2.2330), tensor(2.2244), tensor(2.2486), tensor(2.2216), tensor(2.2318), tensor(2.2293)]"
30,"[tensor(2.2196), tensor(2.2500), tensor(2.2428), tensor(2.2102), tensor(2.2112), tensor(2.2315), tensor(2.2156), tensor(2.2296), tensor(2.2382), tensor(2.2278)]"
31,"[tensor(2.2331), tensor(2.2309), tensor(2.2161), tensor(2.2316), tensor(2.2212), tensor(2.2141), tensor(2.2388), tensor(2.2105), tensor(2.2166), tensor(2.2160)]"
32,"[tensor(2.2083), tensor(2.2397), tensor(2.2318), tensor(2.1981), tensor(2.1992), tensor(2.2203), tensor(2.2031), tensor(2.2216), tensor(2.2330), tensor(2.2239)]"
33,"[tensor(2.2252), tensor(2.2189), tensor(2.2058), tensor(2.2334), tensor(2.2238), tensor(2.2037), tensor(2.2318), tensor(2.1985), tensor(2.2010), tensor(2.2025)]"
34,"[tensor(2.1980), tensor(2.2343), tensor(2.2243), tensor(2.1845), tensor(2.1880), tensor(2.2031), tensor(2.1961), tensor(2.2202), tensor(2.2304), tensor(2.2206)]"
35,"[tensor(2.2179), tensor(2.2100), tensor(2.2010), tensor(2.2326), tensor(2.2212), tensor(2.2009), tensor(2.2276), tensor(2.1886), tensor(2.1876), tensor(2.1914)]"
36,"[tensor(2.1933), tensor(2.2281), tensor(2.2196), tensor(2.1717), tensor(2.1781), tensor(2.1949), tensor(2.1916), tensor(2.2243), tensor(2.2289), tensor(2.2178)]"
37,"[tensor(2.2107), tensor(2.2049), tensor(2.2124), tensor(2.2314), tensor(2.2180), tensor(2.2071), tensor(2.2242), tensor(2.1923), tensor(2.1762), tensor(2.1834)]"
38,"[tensor(2.1920), tensor(2.2231), tensor(2.2197), tensor(2.1683), tensor(2.1712), tensor(2.1821), tensor(2.1931), tensor(2.2262), tensor(2.2293), tensor(2.2176)]"
39,"[tensor(2.2066), tensor(2.2065), tensor(2.2194), tensor(2.2304), tensor(2.2139), tensor(2.2087), tensor(2.2219), tensor(2.1909), tensor(2.1724), tensor(2.1766)]"
40,"[tensor(2.1916), tensor(2.2214), tensor(2.2104), tensor(2.1681), tensor(2.1680), tensor(2.1747), tensor(2.1928), tensor(2.2256), tensor(2.2294), tensor(2.2183)]"
41,"[tensor(2.2042), tensor(2.2049), tensor(2.2174), tensor(2.2290), tensor(2.2112), tensor(2.2093), tensor(2.2188), tensor(2.1813), tensor(2.1719), tensor(2.1699)]"
42,"[tensor(2.1870), tensor(2.2186), tensor(2.1888), tensor(2.1669), tensor(2.1642), tensor(2.1710), tensor(2.1866), tensor(2.2197), tensor(2.2262), tensor(2.2157)]"
43,"[tensor(2.2002), tensor(2.1948), tensor(2.2066), tensor(2.2253), tensor(2.2069), tensor(2.2056), tensor(2.2141), tensor(2.1738), tensor(2.1658), tensor(2.1633)]"
44,"[tensor(2.1771), tensor(2.2133), tensor(2.1720), tensor(2.1623), tensor(2.1580), tensor(2.1631), tensor(2.1757), tensor(2.2153), tensor(2.2197), tensor(2.2095)]"
45,"[tensor(2.1927), tensor(2.1818), tensor(2.2009), tensor(2.2208), tensor(2.1970), tensor(2.1978), tensor(2.2093), tensor(2.1658), tensor(2.1562), tensor(2.1559)]"
46,"[tensor(2.1648), tensor(2.2017), tensor(2.1625), tensor(2.1530), tensor(2.1478), tensor(2.1551), tensor(2.1634), tensor(2.2068), tensor(2.2138), tensor(2.2027)]"
47,"[tensor(2.1767), tensor(2.1678), tensor(2.1973), tensor(2.2142), tensor(2.1819), tensor(2.1883), tensor(2.2015), tensor(2.1559), tensor(2.1442), tensor(2.1464)]"
48,"[tensor(2.1510), tensor(2.1808), tensor(2.1531), tensor(2.1423), tensor(2.1362), tensor(2.1442), tensor(2.1504), tensor(2.1960), tensor(2.2049), tensor(2.1954)]"
49,"[tensor(2.1631), tensor(2.1601), tensor(2.1917), tensor(2.2053), tensor(2.1734), tensor(2.1795), tensor(2.1922), tensor(2.1525), tensor(2.1310), tensor(2.1342)]"
50,"[tensor(2.1401), tensor(2.1730), tensor(2.1448), tensor(2.1330), tensor(2.1253), tensor(2.1314), tensor(2.1413), tensor(2.1887), tensor(2.1974), tensor(2.1886)]"
51,"[tensor(2.1574), tensor(2.1643), tensor(2.1868), tensor(2.1980), tensor(2.1666), tensor(2.1725), tensor(2.1861), tensor(2.1520), tensor(2.1229), tensor(2.1252)]"
52,"[tensor(2.1374), tensor(2.1726), tensor(2.1393), tensor(2.1303), tensor(2.1192), tensor(2.1252), tensor(2.1364), tensor(2.1838), tensor(2.1923), tensor(2.1842)]"
53,"[tensor(2.1576), tensor(2.1660), tensor(2.1855), tensor(2.1900), tensor(2.1614), tensor(2.1680), tensor(2.1831), tensor(2.1495), tensor(2.1259), tensor(2.1204)]"
54,"[tensor(2.1400), tensor(2.1614), tensor(2.1369), tensor(2.1316), tensor(2.1210), tensor(2.1256), tensor(2.1315), tensor(2.1645), tensor(2.1888), tensor(2.1828)]"
55,"[tensor(2.1537), tensor(2.1587), tensor(2.1784), tensor(2.1805), tensor(2.1535), tensor(2.1642), tensor(2.1750), tensor(2.1269), tensor(2.1273), tensor(2.1193)]"
56,"[tensor(2.1369), tensor(2.1523), tensor(2.1304), tensor(2.1265), tensor(2.1123), tensor(2.1207), tensor(2.1197), tensor(2.1359), tensor(2.1819), tensor(2.1757)]"
57,"[tensor(2.1290), tensor(2.1388), tensor(2.1616), tensor(2.1648), tensor(2.1312), tensor(2.1551), tensor(2.1587), tensor(2.1071), tensor(2.1208), tensor(2.1149)]"
58,"[tensor(2.1238), tensor(2.1345), tensor(2.1201), tensor(2.1222), tensor(2.0989), tensor(2.1103), tensor(2.1010), tensor(2.1192), tensor(2.1635), tensor(2.1587)]"
59,"[tensor(2.1086), tensor(2.1115), tensor(2.1491), tensor(2.1498), tensor(2.1101), tensor(2.1379), tensor(2.1308), tensor(2.1047), tensor(2.1069), tensor(2.1056)]"
60,"[tensor(2.1143), tensor(2.1169), tensor(2.1163), tensor(2.1170), tensor(2.0879), tensor(2.0918), tensor(2.0824), tensor(2.1074), tensor(2.1484), tensor(2.1388)]"
61,"[tensor(2.0986), tensor(2.0949), tensor(2.1355), tensor(2.1398), tensor(2.0959), tensor(2.1211), tensor(2.1072), tensor(2.0984), tensor(2.0989), tensor(2.1014)]"
62,"[tensor(2.1064), tensor(2.1076), tensor(2.1144), tensor(2.1184), tensor(2.0820), tensor(2.0820), tensor(2.0754), tensor(2.0935), tensor(2.1373), tensor(2.1123)]"
63,"[tensor(2.0894), tensor(2.0902), tensor(2.1219), tensor(2.1286), tensor(2.0892), tensor(2.1096), tensor(2.0877), tensor(2.0940), tensor(2.1025), tensor(2.1122)]"
64,"[tensor(2.1092), tensor(2.1124), tensor(2.1244), tensor(2.1316), tensor(2.0952), tensor(2.0849), tensor(2.1098), tensor(2.1000), tensor(2.1250), tensor(2.0764)]"
65,"[tensor(2.0911), tensor(2.1033), tensor(2.1228), tensor(2.1164), tensor(2.0927), tensor(2.1091), tensor(2.0790), tensor(2.0961), tensor(2.1089), tensor(2.1099)]"
66,"[tensor(2.1191), tensor(2.1158), tensor(2.1141), tensor(2.1326), tensor(2.1070), tensor(2.0854), tensor(2.1291), tensor(2.1063), tensor(2.1246), tensor(2.0636)]"
67,"[tensor(2.0930), tensor(2.1219), tensor(2.1283), tensor(2.1094), tensor(2.0975), tensor(2.1131), tensor(2.0808), tensor(2.1011), tensor(2.1025), tensor(2.1163)]"
68,"[tensor(2.1264), tensor(2.1257), tensor(2.1148), tensor(2.1332), tensor(2.1141), tensor(2.0874), tensor(2.1420), tensor(2.1108), tensor(2.1281), tensor(2.0665)]"
69,"[tensor(2.0991), tensor(2.1289), tensor(2.1320), tensor(2.0955), tensor(2.0844), tensor(2.1116), tensor(2.0853), tensor(2.1041), tensor(2.1042), tensor(2.1283)]"
70,"[tensor(2.1221), tensor(2.1271), tensor(2.1172), tensor(2.1357), tensor(2.1119), tensor(2.0808), tensor(2.1422), tensor(2.1069), tensor(2.1276), tensor(2.0662)]"
71,"[tensor(2.0959), tensor(2.1138), tensor(2.1292), tensor(2.0905), tensor(2.0745), tensor(2.1072), tensor(2.0839), tensor(2.0970), tensor(2.1032), tensor(2.1296)]"
72,"[tensor(2.1063), tensor(2.1175), tensor(2.1098), tensor(2.1361), tensor(2.1044), tensor(2.0764), tensor(2.1335), tensor(2.0909), tensor(2.1162), tensor(2.0582)]"
73,"[tensor(2.0904), tensor(2.0917), tensor(2.1187), tensor(2.0828), tensor(2.0640), tensor(2.1067), tensor(2.0754), tensor(2.0914), tensor(2.0988), tensor(2.1232)]"
74,"[tensor(2.0969), tensor(2.1048), tensor(2.1027), tensor(2.1333), tensor(2.0996), tensor(2.0729), tensor(2.1233), tensor(2.0843), tensor(2.1047), tensor(2.0440)]"
75,"[tensor(2.0846), tensor(2.0772), tensor(2.1116), tensor(2.0721), tensor(2.0612), tensor(2.0977), tensor(2.0678), tensor(2.0871), tensor(2.0945), tensor(2.1144)]"
76,"[tensor(2.0903), tensor(2.0983), tensor(2.0952), tensor(2.1293), tensor(2.0938), tensor(2.0640), tensor(2.1181), tensor(2.0748), tensor(2.1016), tensor(2.0360)]"
77,"[tensor(2.0752), tensor(2.0810), tensor(2.1075), tensor(2.0686), tensor(2.0582), tensor(2.0979), tensor(2.0582), tensor(2.0789), tensor(2.0893), tensor(2.1104)]"
78,"[tensor(2.0936), tensor(2.0876), tensor(2.0862), tensor(2.1238), tensor(2.0902), tensor(2.0532), tensor(2.1140), tensor(2.0744), tensor(2.1004), tensor(2.0443)]"
79,"[tensor(2.0686), tensor(2.0871), tensor(2.1109), tensor(2.0752), tensor(2.0584), tensor(2.0955), tensor(2.0530), tensor(2.0699), tensor(2.0781), tensor(2.0867)]"
80,"[tensor(2.0790), tensor(2.0611), tensor(2.0685), tensor(2.1060), tensor(2.0634), tensor(2.0383), tensor(2.0992), tensor(2.0486), tensor(2.1084), tensor(2.0748)]"
81,"[tensor(2.0576), tensor(2.0803), tensor(2.1092), tensor(2.0867), tensor(2.0565), tensor(2.0989), tensor(2.0476), tensor(2.0638), tensor(2.0589), tensor(2.0548)]"
82,"[tensor(2.0732), tensor(2.0449), tensor(2.0600), tensor(2.0794), tensor(2.0419), tensor(2.0262), tensor(2.0887), tensor(2.0377), tensor(2.1083), tensor(2.0902)]"
83,"[tensor(2.0443), tensor(2.0783), tensor(2.1058), tensor(2.0963), tensor(2.0591), tensor(2.0927), tensor(2.0316), tensor(2.0568), tensor(2.0430), tensor(2.0348)]"
84,"[tensor(2.0656), tensor(2.0327), tensor(2.0504), tensor(2.0647), tensor(2.0259), tensor(2.0151), tensor(2.0842), tensor(2.0202), tensor(2.1036), tensor(2.0900)]"
85,"[tensor(2.0341), tensor(2.0726), tensor(2.0992), tensor(2.0929), tensor(2.0460), tensor(2.0833), tensor(2.0149), tensor(2.0511), tensor(2.0290), tensor(2.0182)]"
86,"[tensor(2.0522), tensor(2.0224), tensor(2.0443), tensor(2.0553), tensor(2.0129), tensor(2.0010), tensor(2.0703), tensor(2.0044), tensor(2.0951), tensor(2.0929)]"
87,"[tensor(2.0251), tensor(2.0664), tensor(2.0915), tensor(2.0902), tensor(2.0475), tensor(2.0749), tensor(2.0015), tensor(2.0467), tensor(2.0196), tensor(2.0137)]"
88,"[tensor(2.0487), tensor(2.0181), tensor(2.0418), tensor(2.0548), tensor(2.0035), tensor(1.9938), tensor(2.0659), tensor(1.9987), tensor(2.0920), tensor(2.0871)]"
89,"[tensor(2.0232), tensor(2.0653), tensor(2.0859), tensor(2.0857), tensor(2.0415), tensor(2.0684), tensor(1.9940), tensor(2.0414), tensor(2.0171), tensor(2.0139)]"
90,"[tensor(2.0527), tensor(2.0159), tensor(2.0440), tensor(2.0539), tensor(1.9983), tensor(1.9897), tensor(2.0625), tensor(1.9970), tensor(2.0801), tensor(2.0788)]"
91,"[tensor(2.0172), tensor(2.0635), tensor(2.0823), tensor(2.0805), tensor(2.0361), tensor(2.0613), tensor(1.9834), tensor(2.0358), tensor(2.0166), tensor(2.0087)]"
92,"[tensor(2.0508), tensor(2.0088), tensor(2.0373), tensor(2.0513), tensor(1.9908), tensor(1.9826), tensor(2.0628), tensor(1.9958), tensor(2.0749), tensor(2.0747)]"
93,"[tensor(2.0113), tensor(2.0598), tensor(2.0798), tensor(2.0719), tensor(2.0247), tensor(2.0551), tensor(1.9773), tensor(2.0309), tensor(2.0114), tensor(2.0024)]"
94,"[tensor(2.0435), tensor(1.9993), tensor(2.0231), tensor(2.0404), tensor(1.9874), tensor(1.9746), tensor(2.0597), tensor(1.9839), tensor(2.0717), tensor(2.0692)]"
95,"[tensor(2.0005), tensor(2.0532), tensor(2.0741), tensor(2.0711), tensor(2.0231), tensor(2.0530), tensor(1.9667), tensor(2.0251), tensor(1.9972), tensor(1.9923)]"
96,"[tensor(2.0378), tensor(1.9886), tensor(2.0144), tensor(2.0339), tensor(1.9781), tensor(1.9693), tensor(2.0565), tensor(1.9761), tensor(2.0716), tensor(2.0686)]"
97,"[tensor(1.9936), tensor(2.0500), tensor(2.0704), tensor(2.0720), tensor(2.0225), tensor(2.0521), tensor(1.9557), tensor(2.0177), tensor(1.9841), tensor(1.9853)]"
98,"[tensor(2.0350), tensor(1.9805), tensor(2.0046), tensor(2.0222), tensor(1.9713), tensor(1.9587), tensor(2.0553), tensor(1.9712), tensor(2.0722), tensor(2.0663)]"
99,"[tensor(1.9867), tensor(2.0494), tensor(2.0695), tensor(2.0722), tensor(2.0227), tensor(2.0485), tensor(1.9491), tensor(2.0130), tensor(1.9751), tensor(1.9768)]"
