eigenvector_centrality,[9.]
16,"[tensor(2.0013), tensor(1.9595), tensor(1.9732), tensor(1.9883), tensor(1.9697), tensor(1.9645), tensor(2.0204), tensor(1.9871), tensor(2.0397), tensor(2.0329)]"
17,"[tensor(1.9437), tensor(2.0247), tensor(2.0371), tensor(2.0556), tensor(1.9854), tensor(2.0100), tensor(1.9399), tensor(1.9676), tensor(1.9559), tensor(1.9438)]"
18,"[tensor(1.9948), tensor(1.9433), tensor(1.9644), tensor(1.9796), tensor(1.9539), tensor(1.9407), tensor(2.0038), tensor(1.9894), tensor(2.0317), tensor(2.0244)]"
19,"[tensor(1.9306), tensor(2.0118), tensor(2.0303), tensor(2.0495), tensor(1.9789), tensor(1.9973), tensor(1.9232), tensor(1.9460), tensor(1.9426), tensor(1.9298)]"
20,"[tensor(1.9876), tensor(1.9260), tensor(1.9558), tensor(1.9697), tensor(1.9392), tensor(1.9183), tensor(1.9887), tensor(1.9791), tensor(2.0232), tensor(2.0170)]"
21,"[tensor(1.9137), tensor(1.9982), tensor(2.0182), tensor(2.0400), tensor(1.9681), tensor(1.9847), tensor(1.9098), tensor(1.9200), tensor(1.9304), tensor(1.9195)]"
22,"[tensor(1.9741), tensor(1.9141), tensor(1.9420), tensor(1.9553), tensor(1.9176), tensor(1.9015), tensor(1.9737), tensor(1.9655), tensor(2.0107), tensor(2.0038)]"
23,"[tensor(1.8984), tensor(1.9857), tensor(2.0030), tensor(2.0275), tensor(1.9501), tensor(1.9741), tensor(1.8970), tensor(1.9007), tensor(1.9121), tensor(1.9040)]"
24,"[tensor(1.9585), tensor(1.8994), tensor(1.9271), tensor(1.9371), tensor(1.8973), tensor(1.8839), tensor(1.9586), tensor(1.9516), tensor(1.9944), tensor(1.9873)]"
25,"[tensor(1.8814), tensor(1.9671), tensor(1.9868), tensor(2.0129), tensor(1.9319), tensor(1.9588), tensor(1.8826), tensor(1.8907), tensor(1.8923), tensor(1.8841)]"
26,"[tensor(1.9401), tensor(1.8815), tensor(1.9100), tensor(1.9182), tensor(1.8811), tensor(1.8644), tensor(1.9396), tensor(1.9327), tensor(1.9787), tensor(1.9637)]"
27,"[tensor(1.9117), tensor(1.9587), tensor(1.9684), tensor(1.9961), tensor(1.9323), tensor(1.9503), tensor(1.9157), tensor(1.9313), tensor(1.8740), tensor(1.8821)]"
28,"[tensor(1.9907), tensor(1.9236), tensor(1.9138), tensor(1.8868), tensor(1.9393), tensor(1.8746), tensor(1.9772), tensor(1.9727), tensor(1.9883), tensor(1.9269)]"
29,"[tensor(1.9644), tensor(1.9977), tensor(1.9808), tensor(1.9972), tensor(1.9560), tensor(1.9592), tensor(1.9473), tensor(1.9402), tensor(1.9655), tensor(1.9465)]"
30,"[tensor(2.0259), tensor(2.0082), tensor(1.9984), tensor(1.9825), tensor(2.0001), tensor(1.9849), tensor(2.0124), tensor(2.0086), tensor(2.0136), tensor(1.9387)]"
31,"[tensor(2.0365), tensor(2.0238), tensor(1.9881), tensor(1.9994), tensor(1.9954), tensor(1.9727), tensor(2.0074), tensor(1.9829), tensor(2.0603), tensor(2.0336)]"
32,"[tensor(2.0598), tensor(2.0697), tensor(2.0549), tensor(2.0663), tensor(2.0500), tensor(2.0527), tensor(2.0520), tensor(2.0445), tensor(2.0426), tensor(1.9581)]"
33,"[tensor(2.0782), tensor(2.0296), tensor(1.9867), tensor(2.0049), tensor(2.0131), tensor(1.9920), tensor(2.0357), tensor(2.0046), tensor(2.1097), tensor(2.0968)]"
34,"[tensor(2.0782), tensor(2.1018), tensor(2.0866), tensor(2.1100), tensor(2.0794), tensor(2.0926), tensor(2.0744), tensor(2.0748), tensor(2.0383), tensor(1.9844)]"
35,"[tensor(2.1082), tensor(2.0701), tensor(2.0379), tensor(2.0301), tensor(2.0585), tensor(2.0345), tensor(2.0841), tensor(2.0689), tensor(2.1300), tensor(2.1209)]"
36,"[tensor(2.1158), tensor(2.1364), tensor(2.1313), tensor(2.1432), tensor(2.1161), tensor(2.1265), tensor(2.1148), tensor(2.1155), tensor(2.0843), tensor(2.0364)]"
37,"[tensor(2.1505), tensor(2.1332), tensor(2.1136), tensor(2.0921), tensor(2.1210), tensor(2.1026), tensor(2.1384), tensor(2.1307), tensor(2.1646), tensor(2.1520)]"
38,"[tensor(2.1690), tensor(2.1810), tensor(2.1786), tensor(2.1816), tensor(2.1652), tensor(2.1696), tensor(2.1670), tensor(2.1650), tensor(2.1597), tensor(2.0881)]"
39,"[tensor(2.1890), tensor(2.1798), tensor(2.1560), tensor(2.1465), tensor(2.1697), tensor(2.1537), tensor(2.1773), tensor(2.1679), tensor(2.2111), tensor(2.1907)]"
40,"[tensor(2.2071), tensor(2.2191), tensor(2.2111), tensor(2.2177), tensor(2.2062), tensor(2.2100), tensor(2.2077), tensor(2.2046), tensor(2.2021), tensor(2.1376)]"
41,"[tensor(2.2141), tensor(2.2088), tensor(2.1824), tensor(2.1831), tensor(2.1967), tensor(2.1872), tensor(2.2034), tensor(2.1941), tensor(2.2427), tensor(2.2257)]"
42,"[tensor(2.2334), tensor(2.2467), tensor(2.2368), tensor(2.2464), tensor(2.2353), tensor(2.2409), tensor(2.2378), tensor(2.2352), tensor(2.2207), tensor(2.1639)]"
43,"[tensor(2.2195), tensor(2.2176), tensor(2.1923), tensor(2.1973), tensor(2.2016), tensor(2.1969), tensor(2.2107), tensor(2.2031), tensor(2.2636), tensor(2.2502)]"
44,"[tensor(2.2282), tensor(2.2553), tensor(2.2425), tensor(2.2592), tensor(2.2428), tensor(2.2493), tensor(2.2461), tensor(2.2439), tensor(2.2103), tensor(2.1610)]"
45,"[tensor(2.1848), tensor(2.1997), tensor(2.1710), tensor(2.1860), tensor(2.1697), tensor(2.1744), tensor(2.1856), tensor(2.1784), tensor(2.2599), tensor(2.2758)]"
46,"[tensor(2.2219), tensor(2.2549), tensor(2.2536), tensor(2.2698), tensor(2.2383), tensor(2.2600), tensor(2.2509), tensor(2.2517), tensor(2.1743), tensor(2.1371)]"
47,"[tensor(2.1600), tensor(2.1734), tensor(2.1540), tensor(2.1569), tensor(2.1352), tensor(2.1419), tensor(2.1651), tensor(2.1632), tensor(2.2783), tensor(2.2793)]"
48,"[tensor(2.2208), tensor(2.2522), tensor(2.2555), tensor(2.2779), tensor(2.2448), tensor(2.2599), tensor(2.2487), tensor(2.2502), tensor(2.1435), tensor(2.1167)]"
49,"[tensor(2.1593), tensor(2.1598), tensor(2.1405), tensor(2.1464), tensor(2.1175), tensor(2.1218), tensor(2.1528), tensor(2.1479), tensor(2.2873), tensor(2.2767)]"
50,"[tensor(2.2221), tensor(2.2544), tensor(2.2561), tensor(2.2816), tensor(2.2453), tensor(2.2602), tensor(2.2455), tensor(2.2459), tensor(2.1306), tensor(2.1017)]"
51,"[tensor(2.1810), tensor(2.1503), tensor(2.1278), tensor(2.1366), tensor(2.1047), tensor(2.1079), tensor(2.1431), tensor(2.1341), tensor(2.2956), tensor(2.2817)]"
52,"[tensor(2.2123), tensor(2.2603), tensor(2.2578), tensor(2.2859), tensor(2.2481), tensor(2.2640), tensor(2.2452), tensor(2.2448), tensor(2.1205), tensor(2.0855)]"
53,"[tensor(2.2087), tensor(2.1388), tensor(2.1139), tensor(2.1252), tensor(2.0931), tensor(2.0953), tensor(2.1349), tensor(2.1220), tensor(2.3013), tensor(2.2883)]"
54,"[tensor(2.1869), tensor(2.2675), tensor(2.2601), tensor(2.2897), tensor(2.2524), tensor(2.2694), tensor(2.2428), tensor(2.2455), tensor(2.1076), tensor(2.0699)]"
55,"[tensor(2.2217), tensor(2.1236), tensor(2.0999), tensor(2.1115), tensor(2.0809), tensor(2.0783), tensor(2.1262), tensor(2.1079), tensor(2.3050), tensor(2.2954)]"
56,"[tensor(2.1598), tensor(2.2729), tensor(2.2628), tensor(2.2929), tensor(2.2554), tensor(2.2759), tensor(2.2344), tensor(2.2472), tensor(2.0921), tensor(2.0521)]"
57,"[tensor(2.2277), tensor(2.1046), tensor(2.0845), tensor(2.0967), tensor(2.0661), tensor(2.0608), tensor(2.1170), tensor(2.0931), tensor(2.3089), tensor(2.3010)]"
58,"[tensor(2.1213), tensor(2.2757), tensor(2.2652), tensor(2.2960), tensor(2.2549), tensor(2.2821), tensor(2.2061), tensor(2.2406), tensor(2.0741), tensor(2.0358)]"
59,"[tensor(2.2402), tensor(2.0835), tensor(2.0650), tensor(2.0797), tensor(2.0482), tensor(2.0418), tensor(2.1090), tensor(2.0748), tensor(2.3096), tensor(2.3037)]"
60,"[tensor(2.0807), tensor(2.2768), tensor(2.2660), tensor(2.2958), tensor(2.2503), tensor(2.2833), tensor(2.1380), tensor(2.2374), tensor(2.0578), tensor(2.0165)]"
61,"[tensor(2.2331), tensor(2.0540), tensor(2.0389), tensor(2.0631), tensor(2.0193), tensor(2.0176), tensor(2.1738), tensor(2.0453), tensor(2.3068), tensor(2.3044)]"
62,"[tensor(2.0377), tensor(2.2773), tensor(2.2728), tensor(2.2932), tensor(2.2534), tensor(2.2867), tensor(2.0759), tensor(2.2419), tensor(2.0361), tensor(1.9899)]"
63,"[tensor(2.2201), tensor(2.0250), tensor(2.0118), tensor(2.0396), tensor(1.9907), tensor(1.9942), tensor(2.2224), tensor(2.0180), tensor(2.3029), tensor(2.3040)]"
64,"[tensor(2.0106), tensor(2.2746), tensor(2.2759), tensor(2.2874), tensor(2.2557), tensor(2.2880), tensor(2.0434), tensor(2.2455), tensor(2.0121), tensor(1.9640)]"
65,"[tensor(2.2117), tensor(2.0035), tensor(1.9888), tensor(2.0161), tensor(1.9768), tensor(1.9707), tensor(2.2137), tensor(1.9972), tensor(2.2958), tensor(2.2987)]"
66,"[tensor(1.9863), tensor(2.2642), tensor(2.2696), tensor(2.2807), tensor(2.2454), tensor(2.2785), tensor(2.0232), tensor(2.2332), tensor(1.9895), tensor(1.9467)]"
67,"[tensor(2.1961), tensor(1.9843), tensor(1.9671), tensor(1.9957), tensor(1.9545), tensor(1.9483), tensor(2.2120), tensor(1.9826), tensor(2.2880), tensor(2.2950)]"
68,"[tensor(1.9631), tensor(2.2561), tensor(2.2641), tensor(2.2743), tensor(2.2366), tensor(2.2713), tensor(2.0035), tensor(2.2175), tensor(1.9705), tensor(1.9154)]"
69,"[tensor(2.1929), tensor(1.9593), tensor(1.9396), tensor(1.9679), tensor(1.9291), tensor(1.9286), tensor(2.2028), tensor(1.9593), tensor(2.2780), tensor(2.2844)]"
70,"[tensor(1.9313), tensor(2.2483), tensor(2.2566), tensor(2.2662), tensor(2.2288), tensor(2.2574), tensor(1.9811), tensor(2.2084), tensor(1.9474), tensor(1.8986)]"
71,"[tensor(2.1886), tensor(1.9367), tensor(1.9201), tensor(1.9470), tensor(1.9065), tensor(1.9167), tensor(2.1986), tensor(1.9634), tensor(2.2701), tensor(2.2753)]"
72,"[tensor(1.9090), tensor(2.2430), tensor(2.2514), tensor(2.2580), tensor(2.2221), tensor(2.2485), tensor(1.9567), tensor(2.1804), tensor(1.9278), tensor(1.8711)]"
73,"[tensor(2.1890), tensor(1.9113), tensor(1.8933), tensor(1.9227), tensor(1.8798), tensor(1.8923), tensor(2.1891), tensor(1.9337), tensor(2.2647), tensor(2.2671)]"
74,"[tensor(1.8864), tensor(2.2358), tensor(2.2436), tensor(2.2497), tensor(2.2098), tensor(2.2414), tensor(1.9239), tensor(2.1727), tensor(1.9028), tensor(1.8549)]"
75,"[tensor(2.1662), tensor(1.8855), tensor(1.8746), tensor(1.9100), tensor(1.8569), tensor(1.8655), tensor(2.1759), tensor(1.9404), tensor(2.2597), tensor(2.2611)]"
76,"[tensor(1.8625), tensor(2.2238), tensor(2.2342), tensor(2.2404), tensor(2.2031), tensor(2.2333), tensor(1.9012), tensor(2.1326), tensor(1.8802), tensor(1.8321)]"
77,"[tensor(2.1573), tensor(1.8616), tensor(1.8474), tensor(1.8820), tensor(1.8354), tensor(1.8427), tensor(2.1566), tensor(1.9161), tensor(2.2458), tensor(2.2539)]"
78,"[tensor(1.8366), tensor(2.2049), tensor(2.2241), tensor(2.2307), tensor(2.1752), tensor(2.2193), tensor(1.8718), tensor(2.1037), tensor(1.8563), tensor(1.8115)]"
79,"[tensor(2.1252), tensor(1.8329), tensor(1.8245), tensor(1.8615), tensor(1.8140), tensor(1.8163), tensor(2.1404), tensor(1.9297), tensor(2.2293), tensor(2.2401)]"
80,"[tensor(1.8136), tensor(2.1838), tensor(2.2130), tensor(2.2174), tensor(2.1662), tensor(2.2025), tensor(1.8505), tensor(2.0523), tensor(1.8260), tensor(1.7861)]"
81,"[tensor(2.1249), tensor(1.8103), tensor(1.7996), tensor(1.8313), tensor(1.7947), tensor(1.7916), tensor(2.1269), tensor(1.9118), tensor(2.2119), tensor(2.2235)]"
82,"[tensor(1.8024), tensor(2.1792), tensor(2.2040), tensor(2.2079), tensor(2.1555), tensor(2.1885), tensor(1.8292), tensor(2.0171), tensor(1.8040), tensor(1.7618)]"
83,"[tensor(2.1205), tensor(1.7898), tensor(1.7762), tensor(1.8081), tensor(1.7699), tensor(1.7644), tensor(2.1210), tensor(1.9167), tensor(2.2162), tensor(2.2177)]"
84,"[tensor(1.7847), tensor(2.1803), tensor(2.1968), tensor(2.2025), tensor(2.1584), tensor(2.1824), tensor(1.8060), tensor(2.0021), tensor(1.7774), tensor(1.7420)]"
85,"[tensor(2.1184), tensor(1.7694), tensor(1.7557), tensor(1.7820), tensor(1.7781), tensor(1.7409), tensor(2.0873), tensor(1.9159), tensor(2.2170), tensor(2.2160)]"
86,"[tensor(1.7649), tensor(2.1692), tensor(2.1841), tensor(2.2005), tensor(2.1419), tensor(2.1714), tensor(1.7931), tensor(1.9629), tensor(1.7548), tensor(1.7252)]"
87,"[tensor(2.0736), tensor(1.7535), tensor(1.7404), tensor(1.7613), tensor(1.7697), tensor(1.7230), tensor(2.0635), tensor(1.9069), tensor(2.2088), tensor(2.2074)]"
88,"[tensor(1.7526), tensor(2.1397), tensor(2.1723), tensor(2.1947), tensor(2.1291), tensor(2.1568), tensor(1.7793), tensor(1.9183), tensor(1.7311), tensor(1.7195)]"
89,"[tensor(2.0629), tensor(1.7462), tensor(1.7260), tensor(1.7359), tensor(1.7827), tensor(1.7158), tensor(2.0486), tensor(1.9443), tensor(2.1910), tensor(2.1798)]"
90,"[tensor(1.7532), tensor(2.1156), tensor(2.1625), tensor(2.1842), tensor(2.0829), tensor(2.1352), tensor(1.7696), tensor(1.8513), tensor(1.7195), tensor(1.7157)]"
91,"[tensor(2.0325), tensor(1.7320), tensor(1.7034), tensor(1.7101), tensor(1.7636), tensor(1.7065), tensor(2.0247), tensor(2.0017), tensor(2.1765), tensor(2.1399)]"
92,"[tensor(1.7402), tensor(2.0809), tensor(2.1464), tensor(2.1724), tensor(2.0773), tensor(2.1096), tensor(1.7518), tensor(1.8011), tensor(1.7003), tensor(1.7023)]"
93,"[tensor(2.0235), tensor(1.7275), tensor(1.6892), tensor(1.6995), tensor(1.7590), tensor(1.6919), tensor(2.0097), tensor(2.0092), tensor(2.1604), tensor(2.1198)]"
94,"[tensor(1.7337), tensor(2.0574), tensor(2.1288), tensor(2.1571), tensor(2.0515), tensor(2.0872), tensor(1.7450), tensor(1.7757), tensor(1.6905), tensor(1.6965)]"
95,"[tensor(1.9959), tensor(1.7172), tensor(1.6894), tensor(1.6958), tensor(1.7409), tensor(1.6791), tensor(1.9813), tensor(2.0089), tensor(2.1386), tensor(2.1055)]"
96,"[tensor(1.7247), tensor(2.0419), tensor(2.1150), tensor(2.1411), tensor(2.0484), tensor(2.0691), tensor(1.7408), tensor(1.7637), tensor(1.6777), tensor(1.6896)]"
97,"[tensor(2.0120), tensor(1.7064), tensor(1.6921), tensor(1.6957), tensor(1.7327), tensor(1.6644), tensor(1.9697), tensor(1.9944), tensor(2.1251), tensor(2.0969)]"
98,"[tensor(1.7186), tensor(2.0411), tensor(2.1028), tensor(2.1268), tensor(2.0377), tensor(2.0571), tensor(1.7349), tensor(1.7592), tensor(1.6808), tensor(1.6828)]"
99,"[tensor(2.0175), tensor(1.6994), tensor(1.6938), tensor(1.6990), tensor(1.7234), tensor(1.6459), tensor(1.9715), tensor(1.9948), tensor(2.1171), tensor(2.0929)]"
