eigenvector_centrality,[9. 3.]
16,"[tensor(2.0013), tensor(1.9595), tensor(1.9732), tensor(1.9883), tensor(1.9697), tensor(1.9645), tensor(2.0204), tensor(1.9871), tensor(2.0397), tensor(2.0329)]"
17,"[tensor(1.9437), tensor(2.0247), tensor(2.0371), tensor(2.0556), tensor(1.9854), tensor(2.0100), tensor(1.9399), tensor(1.9676), tensor(1.9559), tensor(1.9438)]"
18,"[tensor(1.9948), tensor(1.9433), tensor(1.9644), tensor(1.9796), tensor(1.9539), tensor(1.9407), tensor(2.0038), tensor(1.9894), tensor(2.0317), tensor(2.0244)]"
19,"[tensor(1.9306), tensor(2.0118), tensor(2.0303), tensor(2.0495), tensor(1.9789), tensor(1.9973), tensor(1.9232), tensor(1.9460), tensor(1.9426), tensor(1.9298)]"
20,"[tensor(1.9876), tensor(1.9260), tensor(1.9558), tensor(1.9697), tensor(1.9392), tensor(1.9183), tensor(1.9887), tensor(1.9791), tensor(2.0232), tensor(2.0170)]"
21,"[tensor(1.9137), tensor(1.9982), tensor(2.0182), tensor(2.0400), tensor(1.9681), tensor(1.9847), tensor(1.9098), tensor(1.9200), tensor(1.9304), tensor(1.9195)]"
22,"[tensor(1.9741), tensor(1.9141), tensor(1.9420), tensor(1.9553), tensor(1.9176), tensor(1.9015), tensor(1.9737), tensor(1.9655), tensor(2.0107), tensor(2.0038)]"
23,"[tensor(1.8984), tensor(1.9857), tensor(2.0030), tensor(2.0275), tensor(1.9501), tensor(1.9741), tensor(1.8970), tensor(1.9007), tensor(1.9121), tensor(1.9040)]"
24,"[tensor(1.9585), tensor(1.8994), tensor(1.9271), tensor(1.9371), tensor(1.8973), tensor(1.8839), tensor(1.9586), tensor(1.9516), tensor(1.9944), tensor(1.9873)]"
25,"[tensor(1.8814), tensor(1.9671), tensor(1.9868), tensor(2.0129), tensor(1.9319), tensor(1.9588), tensor(1.8826), tensor(1.8907), tensor(1.8923), tensor(1.8841)]"
26,"[tensor(1.9401), tensor(1.8815), tensor(1.9100), tensor(1.9121), tensor(1.8818), tensor(1.8645), tensor(1.9382), tensor(1.9337), tensor(1.9773), tensor(1.9661)]"
27,"[tensor(1.9367), tensor(1.9596), tensor(1.9699), tensor(1.9855), tensor(1.9380), tensor(1.9522), tensor(1.9276), tensor(1.9477), tensor(1.8801), tensor(1.8833)]"
28,"[tensor(1.9874), tensor(1.9304), tensor(1.9528), tensor(1.9320), tensor(1.9577), tensor(1.8922), tensor(1.9847), tensor(1.9846), tensor(1.9866), tensor(1.9479)]"
29,"[tensor(1.9967), tensor(2.0085), tensor(2.0096), tensor(1.9596), tensor(2.0039), tensor(2.0002), tensor(1.9901), tensor(2.0037), tensor(1.9722), tensor(1.9472)]"
30,"[tensor(2.0367), tensor(2.0154), tensor(2.0233), tensor(1.9975), tensor(2.0155), tensor(1.9579), tensor(2.0122), tensor(2.0143), tensor(2.0267), tensor(1.9421)]"
31,"[tensor(2.0323), tensor(2.0228), tensor(1.9960), tensor(1.9794), tensor(2.0312), tensor(2.0297), tensor(2.0127), tensor(2.0114), tensor(2.0460), tensor(2.0083)]"
32,"[tensor(2.0180), tensor(2.0297), tensor(2.0227), tensor(2.0386), tensor(1.9970), tensor(1.9561), tensor(1.9708), tensor(1.9610), tensor(2.0143), tensor(2.0067)]"
33,"[tensor(2.0172), tensor(2.0187), tensor(1.9947), tensor(2.0268), tensor(1.9906), tensor(2.0125), tensor(2.0056), tensor(1.9906), tensor(2.0287), tensor(2.0004)]"
34,"[tensor(2.0070), tensor(1.9985), tensor(1.9918), tensor(2.0223), tensor(1.9972), tensor(1.9939), tensor(1.9852), tensor(1.9873), tensor(2.0321), tensor(2.0485)]"
35,"[tensor(2.0250), tensor(2.0360), tensor(2.0291), tensor(2.0431), tensor(2.0168), tensor(2.0350), tensor(2.0223), tensor(2.0274), tensor(2.0063), tensor(2.0009)]"
36,"[tensor(2.0445), tensor(2.0388), tensor(2.0355), tensor(2.0476), tensor(2.0321), tensor(2.0235), tensor(2.0445), tensor(2.0436), tensor(2.0586), tensor(2.0059)]"
37,"[tensor(2.0568), tensor(2.0576), tensor(2.0291), tensor(1.9912), tensor(2.0599), tensor(2.0605), tensor(2.0579), tensor(2.0628), tensor(2.0635), tensor(2.0643)]"
38,"[tensor(2.0736), tensor(2.0973), tensor(2.0947), tensor(2.1045), tensor(2.0680), tensor(2.0465), tensor(2.0553), tensor(2.0535), tensor(2.0166), tensor(1.9780)]"
39,"[tensor(2.0968), tensor(1.9972), tensor(1.9756), tensor(1.9683), tensor(2.0614), tensor(2.0536), tensor(2.0926), tensor(2.0774), tensor(2.1103), tensor(2.1090)]"
40,"[tensor(2.0243), tensor(2.1133), tensor(2.1194), tensor(2.1336), tensor(2.0729), tensor(2.0568), tensor(1.9957), tensor(2.0226), tensor(1.9496), tensor(1.9532)]"
41,"[tensor(2.1008), tensor(1.9567), tensor(1.9528), tensor(1.9513), tensor(2.0535), tensor(2.0586), tensor(2.1063), tensor(2.1022), tensor(2.1148), tensor(2.1293)]"
42,"[tensor(2.0641), tensor(2.1235), tensor(2.1543), tensor(2.1580), tensor(2.1286), tensor(2.1232), tensor(2.0364), tensor(2.1012), tensor(1.9316), tensor(1.9285)]"
43,"[tensor(2.1402), tensor(1.9725), tensor(1.9757), tensor(1.9498), tensor(2.0937), tensor(2.0692), tensor(2.1373), tensor(2.1315), tensor(2.1574), tensor(2.1610)]"
44,"[tensor(2.0807), tensor(2.1613), tensor(2.1749), tensor(2.1817), tensor(2.1338), tensor(2.1332), tensor(2.0585), tensor(2.0971), tensor(1.9478), tensor(1.9409)]"
45,"[tensor(2.1461), tensor(1.9840), tensor(1.9800), tensor(1.9645), tensor(2.0842), tensor(2.0665), tensor(2.1468), tensor(2.1303), tensor(2.1773), tensor(2.1819)]"
46,"[tensor(2.0976), tensor(2.1626), tensor(2.1731), tensor(2.1933), tensor(2.1432), tensor(2.1515), tensor(2.0842), tensor(2.1291), tensor(1.9547), tensor(1.9596)]"
47,"[tensor(2.1530), tensor(2.0096), tensor(2.0136), tensor(1.9841), tensor(2.1198), tensor(2.1018), tensor(2.1603), tensor(2.1507), tensor(2.1791), tensor(2.1872)]"
48,"[tensor(2.1340), tensor(2.1873), tensor(2.1918), tensor(2.2017), tensor(2.1697), tensor(2.1725), tensor(2.1016), tensor(2.1549), tensor(1.9941), tensor(1.9950)]"
49,"[tensor(2.1859), tensor(2.0556), tensor(2.0544), tensor(2.0219), tensor(2.1328), tensor(2.0938), tensor(2.1880), tensor(2.1676), tensor(2.2094), tensor(2.2022)]"
50,"[tensor(2.0907), tensor(2.2028), tensor(2.2029), tensor(2.2156), tensor(2.1629), tensor(2.1694), tensor(2.0694), tensor(2.0837), tensor(2.0450), tensor(2.0383)]"
51,"[tensor(2.1368), tensor(2.0525), tensor(2.0421), tensor(2.0334), tensor(2.0460), tensor(2.0368), tensor(2.1353), tensor(2.0696), tensor(2.1977), tensor(2.2089)]"
52,"[tensor(2.0190), tensor(2.1520), tensor(2.1598), tensor(2.1993), tensor(2.0576), tensor(2.0969), tensor(2.0122), tensor(2.0286), tensor(2.0101), tensor(2.0141)]"
53,"[tensor(2.0879), tensor(1.9746), tensor(1.9865), tensor(1.9940), tensor(1.9968), tensor(2.0036), tensor(2.1193), tensor(2.0806), tensor(2.1576), tensor(2.1752)]"
54,"[tensor(1.9759), tensor(2.1186), tensor(2.1474), tensor(2.1818), tensor(2.0719), tensor(2.1072), tensor(1.9779), tensor(2.0194), tensor(1.9434), tensor(1.9378)]"
55,"[tensor(2.0949), tensor(1.9385), tensor(1.9536), tensor(1.9452), tensor(1.9842), tensor(1.9792), tensor(2.1161), tensor(2.1131), tensor(2.1483), tensor(2.1591)]"
56,"[tensor(2.0235), tensor(2.1435), tensor(2.1606), tensor(2.1772), tensor(2.1086), tensor(2.1254), tensor(2.0154), tensor(2.1007), tensor(1.9287), tensor(1.9160)]"
57,"[tensor(2.1489), tensor(1.9534), tensor(1.9763), tensor(1.9571), tensor(2.0919), tensor(2.0767), tensor(2.1532), tensor(2.1461), tensor(2.1674), tensor(2.1586)]"
58,"[tensor(2.1402), tensor(2.1785), tensor(2.1780), tensor(2.1856), tensor(2.1687), tensor(2.1699), tensor(2.1382), tensor(2.1605), tensor(1.9538), tensor(1.9421)]"
59,"[tensor(2.1920), tensor(2.0574), tensor(2.0493), tensor(1.9919), tensor(2.1593), tensor(2.1336), tensor(2.1937), tensor(2.1821), tensor(2.2030), tensor(2.1832)]"
60,"[tensor(2.1756), tensor(2.2157), tensor(2.2104), tensor(2.2122), tensor(2.1958), tensor(2.1955), tensor(2.1627), tensor(2.1758), tensor(2.0449), tensor(2.0167)]"
61,"[tensor(2.2024), tensor(2.1015), tensor(2.0922), tensor(2.0578), tensor(2.1682), tensor(2.1392), tensor(2.2032), tensor(2.1809), tensor(2.2247), tensor(2.2162)]"
62,"[tensor(2.1658), tensor(2.1989), tensor(2.2059), tensor(2.2351), tensor(2.1801), tensor(2.1842), tensor(2.1556), tensor(2.1635), tensor(2.0851), tensor(2.0606)]"
63,"[tensor(2.1784), tensor(2.1176), tensor(2.1284), tensor(2.1196), tensor(2.0980), tensor(2.0611), tensor(2.1737), tensor(2.1370), tensor(2.2167), tensor(2.1996)]"
64,"[tensor(2.0606), tensor(2.1582), tensor(2.1566), tensor(2.1780), tensor(2.0884), tensor(2.1133), tensor(2.0559), tensor(2.0599), tensor(2.1310), tensor(2.1239)]"
65,"[tensor(2.0105), tensor(2.0978), tensor(2.1193), tensor(2.1644), tensor(1.9789), tensor(1.9728), tensor(2.0242), tensor(2.0088), tensor(2.0985), tensor(2.1226)]"
66,"[tensor(1.9607), tensor(2.0056), tensor(2.0727), tensor(2.1188), tensor(1.9532), tensor(2.0154), tensor(1.9838), tensor(1.9516), tensor(2.1992), tensor(2.1299)]"
67,"[tensor(2.1079), tensor(2.1456), tensor(2.1839), tensor(2.2466), tensor(1.9699), tensor(1.9864), tensor(2.1224), tensor(2.1429), tensor(2.0533), tensor(2.0413)]"
68,"[tensor(2.0172), tensor(2.1292), tensor(2.1460), tensor(2.1262), tensor(2.1511), tensor(2.1526), tensor(2.0377), tensor(2.0684), tensor(2.2027), tensor(2.1300)]"
69,"[tensor(2.1882), tensor(2.0432), tensor(2.0735), tensor(2.1474), tensor(2.1759), tensor(2.1612), tensor(2.1932), tensor(2.1927), tensor(2.1824), tensor(2.1246)]"
70,"[tensor(2.1994), tensor(2.2176), tensor(2.2216), tensor(2.1950), tensor(2.2084), tensor(2.1636), tensor(2.1394), tensor(2.1600), tensor(2.0447), tensor(1.9839)]"
71,"[tensor(2.2208), tensor(2.1732), tensor(2.0707), tensor(2.0133), tensor(2.2118), tensor(2.1987), tensor(2.2267), tensor(2.2160), tensor(2.2435), tensor(2.2345)]"
72,"[tensor(2.2169), tensor(2.2527), tensor(2.2476), tensor(2.2480), tensor(2.2372), tensor(2.2335), tensor(2.1953), tensor(2.1883), tensor(2.1157), tensor(2.0817)]"
73,"[tensor(2.2380), tensor(2.1933), tensor(2.1479), tensor(2.0972), tensor(2.1966), tensor(2.1713), tensor(2.2363), tensor(2.1919), tensor(2.2635), tensor(2.2406)]"
74,"[tensor(2.1450), tensor(2.2132), tensor(2.1919), tensor(2.2292), tensor(2.1413), tensor(2.1544), tensor(2.1325), tensor(2.1095), tensor(2.1956), tensor(2.1673)]"
75,"[tensor(2.1015), tensor(2.1846), tensor(2.2207), tensor(2.2040), tensor(2.0607), tensor(2.0950), tensor(2.1284), tensor(2.0844), tensor(2.1580), tensor(2.2018)]"
76,"[tensor(2.0168), tensor(2.0815), tensor(2.1828), tensor(2.1949), tensor(2.1006), tensor(2.1508), tensor(2.1769), tensor(2.1322), tensor(2.5030), tensor(2.3813)]"
77,"[tensor(2.1146), tensor(2.5209), tensor(2.7783), tensor(2.8038), tensor(2.3376), tensor(2.3802), tensor(2.1420), tensor(2.1427), tensor(2.1574), tensor(2.1685)]"
78,"[tensor(2.1141), tensor(2.1462), tensor(2.1701), tensor(2.1890), tensor(2.1388), tensor(2.1510), tensor(2.2601), tensor(2.0647), tensor(3.0245), tensor(2.8707)]"
79,"[tensor(2.1451), tensor(2.5231), tensor(2.9355), tensor(3.1320), tensor(2.0972), tensor(2.0946), tensor(2.1486), tensor(2.1419), tensor(2.1660), tensor(2.1707)]"
80,"[tensor(2.1272), tensor(2.1624), tensor(2.1714), tensor(2.1833), tensor(2.1526), tensor(2.1598), tensor(2.1360), tensor(2.1450), tensor(2.5211), tensor(2.4870)]"
81,"[tensor(2.1661), tensor(2.0397), tensor(2.0744), tensor(2.2614), tensor(2.1449), tensor(2.1365), tensor(2.1721), tensor(2.1594), tensor(2.1833), tensor(2.1755)]"
82,"[tensor(2.1551), tensor(2.1840), tensor(2.1872), tensor(2.1949), tensor(2.1717), tensor(2.1750), tensor(2.1518), tensor(2.1694), tensor(2.0131), tensor(1.9937)]"
83,"[tensor(2.1806), tensor(2.1000), tensor(2.0974), tensor(2.0511), tensor(2.1599), tensor(2.1128), tensor(2.1893), tensor(2.1763), tensor(2.1990), tensor(2.1942)]"
84,"[tensor(2.1787), tensor(2.1947), tensor(2.1910), tensor(2.1960), tensor(2.1935), tensor(2.1927), tensor(2.1476), tensor(2.1477), tensor(2.0982), tensor(2.0777)]"
85,"[tensor(2.1947), tensor(2.1546), tensor(2.1255), tensor(2.0665), tensor(2.1324), tensor(2.1246), tensor(2.1873), tensor(2.1411), tensor(2.2039), tensor(2.1672)]"
86,"[tensor(2.0874), tensor(2.1415), tensor(2.1353), tensor(2.1543), tensor(2.0698), tensor(2.1026), tensor(2.0753), tensor(2.0426), tensor(2.1366), tensor(2.1125)]"
87,"[tensor(1.9690), tensor(2.1151), tensor(2.5220), tensor(2.4074), tensor(2.2274), tensor(2.2373), tensor(2.0629), tensor(2.0651), tensor(2.0051), tensor(2.0321)]"
88,"[tensor(2.5973), tensor(2.0424), tensor(2.1184), tensor(2.1217), tensor(2.0205), tensor(2.0670), tensor(2.6000), tensor(2.4479), tensor(3.2975), tensor(2.9417)]"
89,"[tensor(2.0592), tensor(3.3215), tensor(3.9247), tensor(4.0156), tensor(2.9186), tensor(3.0413), tensor(2.0816), tensor(2.0805), tensor(2.0955), tensor(2.1256)]"
90,"[tensor(2.0068), tensor(2.0951), tensor(2.1132), tensor(2.1327), tensor(2.0875), tensor(2.1026), tensor(2.0430), tensor(2.0503), tensor(4.1288), tensor(3.9349)]"
91,"[tensor(2.0991), tensor(2.3008), tensor(2.5477), tensor(3.4610), tensor(2.0351), tensor(2.0270), tensor(2.1064), tensor(2.1012), tensor(2.1177), tensor(2.1193)]"
92,"[tensor(2.0713), tensor(2.1096), tensor(2.1190), tensor(2.1340), tensor(2.0933), tensor(2.1045), tensor(2.0845), tensor(2.0964), tensor(2.4048), tensor(2.4091)]"
93,"[tensor(2.1080), tensor(2.0010), tensor(1.9992), tensor(2.0669), tensor(2.0847), tensor(2.0729), tensor(2.1172), tensor(2.1099), tensor(2.1222), tensor(2.1254)]"
94,"[tensor(2.0953), tensor(2.1143), tensor(2.1210), tensor(2.1400), tensor(2.1062), tensor(2.1135), tensor(2.1028), tensor(2.1095), tensor(1.9594), tensor(1.9550)]"
95,"[tensor(2.1152), tensor(2.0761), tensor(2.0540), tensor(1.9954), tensor(2.0899), tensor(2.0738), tensor(2.1214), tensor(2.1094), tensor(2.1306), tensor(2.1253)]"
96,"[tensor(2.1712), tensor(2.1252), tensor(2.1297), tensor(2.1250), tensor(2.1656), tensor(2.1683), tensor(2.1669), tensor(2.1517), tensor(2.1146), tensor(2.0552)]"
97,"[tensor(2.1493), tensor(2.2169), tensor(2.1302), tensor(2.1232), tensor(2.0773), tensor(2.0704), tensor(2.1304), tensor(2.0816), tensor(2.1198), tensor(2.0876)]"
98,"[tensor(2.0687), tensor(2.0843), tensor(2.0898), tensor(2.0727), tensor(2.0273), tensor(2.0495), tensor(2.0615), tensor(2.0361), tensor(2.2527), tensor(2.1785)]"
99,"[tensor(2.0324), tensor(2.1668), tensor(2.3235), tensor(2.2946), tensor(2.0338), tensor(2.0430), tensor(2.0693), tensor(2.0622), tensor(2.0846), tensor(2.0713)]"
