eigenvector_centrality,[9.]
16,"[tensor(2.0013), tensor(1.9595), tensor(1.9732), tensor(1.9883), tensor(1.9697), tensor(1.9645), tensor(2.0204), tensor(1.9871), tensor(2.0397), tensor(2.0329)]"
17,"[tensor(1.9437), tensor(2.0247), tensor(2.0371), tensor(2.0556), tensor(1.9854), tensor(2.0100), tensor(1.9399), tensor(1.9676), tensor(1.9559), tensor(1.9438)]"
18,"[tensor(1.9948), tensor(1.9433), tensor(1.9644), tensor(1.9796), tensor(1.9539), tensor(1.9407), tensor(2.0038), tensor(1.9894), tensor(2.0317), tensor(2.0244)]"
19,"[tensor(1.9306), tensor(2.0118), tensor(2.0303), tensor(2.0495), tensor(1.9789), tensor(1.9973), tensor(1.9232), tensor(1.9460), tensor(1.9426), tensor(1.9298)]"
20,"[tensor(1.9876), tensor(1.9260), tensor(1.9558), tensor(1.9697), tensor(1.9392), tensor(1.9183), tensor(1.9887), tensor(1.9791), tensor(2.0232), tensor(2.0170)]"
21,"[tensor(1.9137), tensor(1.9982), tensor(2.0182), tensor(2.0400), tensor(1.9681), tensor(1.9847), tensor(1.9098), tensor(1.9200), tensor(1.9304), tensor(1.9195)]"
22,"[tensor(1.9741), tensor(1.9141), tensor(1.9420), tensor(1.9553), tensor(1.9176), tensor(1.9015), tensor(1.9737), tensor(1.9655), tensor(2.0107), tensor(2.0038)]"
23,"[tensor(1.8984), tensor(1.9857), tensor(2.0030), tensor(2.0275), tensor(1.9501), tensor(1.9741), tensor(1.8970), tensor(1.9007), tensor(1.9121), tensor(1.9040)]"
24,"[tensor(1.9585), tensor(1.8994), tensor(1.9271), tensor(1.9371), tensor(1.8973), tensor(1.8839), tensor(1.9586), tensor(1.9516), tensor(1.9944), tensor(1.9873)]"
25,"[tensor(1.8814), tensor(1.9671), tensor(1.9868), tensor(2.0129), tensor(1.9319), tensor(1.9588), tensor(1.8826), tensor(1.8907), tensor(1.8923), tensor(1.8841)]"
26,"[tensor(1.9401), tensor(1.8815), tensor(1.9100), tensor(1.9182), tensor(1.8811), tensor(1.8644), tensor(1.9396), tensor(1.9327), tensor(1.9787), tensor(1.9661)]"
27,"[tensor(1.8939), tensor(1.9571), tensor(1.9694), tensor(1.9964), tensor(1.9300), tensor(1.9495), tensor(1.9035), tensor(1.9187), tensor(1.8740), tensor(1.8736)]"
28,"[tensor(1.9659), tensor(1.8857), tensor(1.8944), tensor(1.8921), tensor(1.9030), tensor(1.8557), tensor(1.9618), tensor(1.9435), tensor(1.9787), tensor(1.9308)]"
29,"[tensor(1.9120), tensor(1.9667), tensor(1.9641), tensor(1.9883), tensor(1.9256), tensor(1.9466), tensor(1.8894), tensor(1.9077), tensor(1.8940), tensor(1.8928)]"
30,"[tensor(1.9657), tensor(1.9073), tensor(1.9184), tensor(1.9029), tensor(1.9309), tensor(1.8766), tensor(1.9589), tensor(1.9564), tensor(1.9762), tensor(1.9447)]"
31,"[tensor(1.9544), tensor(1.9793), tensor(1.9732), tensor(1.9944), tensor(1.9382), tensor(1.9521), tensor(1.9253), tensor(1.9253), tensor(1.9468), tensor(1.9221)]"
32,"[tensor(1.9811), tensor(1.9650), tensor(1.9592), tensor(1.9591), tensor(1.9710), tensor(1.9454), tensor(1.9789), tensor(1.9766), tensor(1.9886), tensor(1.9407)]"
33,"[tensor(2.0036), tensor(1.9781), tensor(1.9577), tensor(1.9777), tensor(1.9440), tensor(1.9453), tensor(1.9780), tensor(1.9446), tensor(2.0030), tensor(1.9727)]"
34,"[tensor(1.9667), tensor(2.0137), tensor(2.0025), tensor(2.0125), tensor(1.9982), tensor(1.9950), tensor(1.9792), tensor(1.9909), tensor(1.9717), tensor(1.9344)]"
35,"[tensor(2.0260), tensor(1.9539), tensor(1.9446), tensor(1.9625), tensor(1.9321), tensor(1.9344), tensor(2.0114), tensor(1.9541), tensor(2.0290), tensor(2.0223)]"
36,"[tensor(1.9841), tensor(2.0385), tensor(2.0318), tensor(2.0405), tensor(2.0163), tensor(2.0268), tensor(1.9859), tensor(2.0162), tensor(1.9501), tensor(1.9120)]"
37,"[tensor(2.0325), tensor(1.9546), tensor(1.9423), tensor(1.9481), tensor(1.9264), tensor(1.9254), tensor(2.0148), tensor(1.9524), tensor(2.0508), tensor(2.0461)]"
38,"[tensor(2.0018), tensor(2.0513), tensor(2.0480), tensor(2.0571), tensor(2.0301), tensor(2.0423), tensor(2.0079), tensor(2.0280), tensor(1.9482), tensor(1.9076)]"
39,"[tensor(2.0510), tensor(1.9683), tensor(1.9499), tensor(1.9470), tensor(1.9416), tensor(1.9338), tensor(2.0248), tensor(1.9678), tensor(2.0713), tensor(2.0584)]"
40,"[tensor(2.0232), tensor(2.0678), tensor(2.0628), tensor(2.0715), tensor(2.0457), tensor(2.0578), tensor(2.0278), tensor(2.0396), tensor(1.9609), tensor(1.9145)]"
41,"[tensor(2.0720), tensor(1.9859), tensor(1.9641), tensor(1.9553), tensor(1.9681), tensor(1.9467), tensor(2.0402), tensor(1.9869), tensor(2.0919), tensor(2.0774)]"
42,"[tensor(2.0461), tensor(2.0871), tensor(2.0816), tensor(2.0891), tensor(2.0644), tensor(2.0748), tensor(2.0495), tensor(2.0539), tensor(1.9822), tensor(1.9310)]"
43,"[tensor(2.0871), tensor(2.0095), tensor(1.9801), tensor(1.9719), tensor(1.9957), tensor(1.9660), tensor(2.0491), tensor(2.0025), tensor(2.1134), tensor(2.0995)]"
44,"[tensor(2.0651), tensor(2.1031), tensor(2.0991), tensor(2.1104), tensor(2.0814), tensor(2.0923), tensor(2.0676), tensor(2.0701), tensor(2.0064), tensor(1.9523)]"
45,"[tensor(2.0915), tensor(2.0281), tensor(1.9985), tensor(1.9932), tensor(2.0173), tensor(1.9870), tensor(2.0517), tensor(2.0164), tensor(2.1339), tensor(2.1208)]"
46,"[tensor(2.0793), tensor(2.1163), tensor(2.1145), tensor(2.1297), tensor(2.0973), tensor(2.1107), tensor(2.0879), tensor(2.0898), tensor(2.0247), tensor(1.9702)]"
47,"[tensor(2.0857), tensor(2.0427), tensor(2.0171), tensor(2.0105), tensor(2.0346), tensor(2.0033), tensor(2.0515), tensor(2.0260), tensor(2.1500), tensor(2.1401)]"
48,"[tensor(2.0855), tensor(2.1245), tensor(2.1240), tensor(2.1447), tensor(2.1101), tensor(2.1259), tensor(2.1054), tensor(2.1041), tensor(2.0319), tensor(1.9807)]"
49,"[tensor(2.0689), tensor(2.0409), tensor(2.0201), tensor(2.0151), tensor(2.0247), tensor(2.0042), tensor(2.0405), tensor(2.0211), tensor(2.1594), tensor(2.1536)]"
50,"[tensor(2.0766), tensor(2.1213), tensor(2.1279), tensor(2.1529), tensor(2.1093), tensor(2.1305), tensor(2.1055), tensor(2.1070), tensor(2.0195), tensor(1.9687)]"
51,"[tensor(2.0345), tensor(2.0172), tensor(2.0025), tensor(1.9986), tensor(2.0049), tensor(1.9818), tensor(2.0135), tensor(1.9984), tensor(2.1577), tensor(2.1620)]"
52,"[tensor(2.0459), tensor(2.1054), tensor(2.1173), tensor(2.1488), tensor(2.0930), tensor(2.1258), tensor(2.0981), tensor(2.1040), tensor(1.9792), tensor(1.9472)]"
53,"[tensor(2.0090), tensor(1.9813), tensor(1.9792), tensor(1.9723), tensor(1.9716), tensor(1.9505), tensor(1.9859), tensor(1.9810), tensor(2.1403), tensor(2.1522)]"
54,"[tensor(2.0126), tensor(2.0895), tensor(2.1064), tensor(2.1395), tensor(2.0763), tensor(2.1101), tensor(2.0874), tensor(2.0847), tensor(1.9345), tensor(1.9162)]"
55,"[tensor(1.9927), tensor(1.9503), tensor(1.9535), tensor(1.9351), tensor(1.9382), tensor(1.9209), tensor(1.9649), tensor(1.9667), tensor(2.1289), tensor(2.1404)]"
56,"[tensor(1.9783), tensor(2.0766), tensor(2.0958), tensor(2.1320), tensor(2.0685), tensor(2.0972), tensor(2.0697), tensor(2.0628), tensor(1.8989), tensor(1.8803)]"
57,"[tensor(1.9818), tensor(1.9193), tensor(1.9265), tensor(1.9031), tensor(1.9054), tensor(1.8914), tensor(1.9421), tensor(1.9468), tensor(2.1209), tensor(2.1356)]"
58,"[tensor(1.9548), tensor(2.0687), tensor(2.0904), tensor(2.1318), tensor(2.0652), tensor(2.0881), tensor(2.0541), tensor(2.0455), tensor(1.8636), tensor(1.8456)]"
59,"[tensor(1.9788), tensor(1.8955), tensor(1.9064), tensor(1.8757), tensor(1.8735), tensor(1.8649), tensor(1.9218), tensor(1.9267), tensor(2.1236), tensor(2.1329)]"
60,"[tensor(1.9270), tensor(2.0605), tensor(2.0826), tensor(2.1292), tensor(2.0589), tensor(2.0806), tensor(2.0371), tensor(2.0303), tensor(1.8404), tensor(1.8201)]"
61,"[tensor(1.9735), tensor(1.8746), tensor(1.8879), tensor(1.8567), tensor(1.8534), tensor(1.8438), tensor(1.9024), tensor(1.9081), tensor(2.1219), tensor(2.1246)]"
62,"[tensor(1.8868), tensor(2.0490), tensor(2.0697), tensor(2.1222), tensor(2.0479), tensor(2.0699), tensor(2.0155), tensor(2.0050), tensor(1.8232), tensor(1.7975)]"
63,"[tensor(1.9655), tensor(1.8499), tensor(1.8615), tensor(1.8369), tensor(1.8258), tensor(1.8210), tensor(1.8782), tensor(1.8854), tensor(2.1146), tensor(2.1129)]"
64,"[tensor(1.8494), tensor(2.0312), tensor(2.0492), tensor(2.1114), tensor(2.0322), tensor(2.0542), tensor(1.9901), tensor(1.9773), tensor(1.7971), tensor(1.7779)]"
65,"[tensor(1.9869), tensor(1.8265), tensor(1.8330), tensor(1.8106), tensor(1.7985), tensor(1.7963), tensor(1.8556), tensor(1.8697), tensor(2.0979), tensor(2.0974)]"
66,"[tensor(1.8271), tensor(2.0223), tensor(2.0323), tensor(2.0978), tensor(2.0172), tensor(2.0337), tensor(1.9692), tensor(1.9473), tensor(1.7758), tensor(1.7548)]"
67,"[tensor(2.0110), tensor(1.8008), tensor(1.8067), tensor(1.7842), tensor(1.7696), tensor(1.7700), tensor(1.8372), tensor(1.8541), tensor(2.0871), tensor(2.0827)]"
68,"[tensor(1.7951), tensor(2.0175), tensor(2.0204), tensor(2.0889), tensor(2.0055), tensor(2.0204), tensor(1.9407), tensor(1.9228), tensor(1.7524), tensor(1.7269)]"
69,"[tensor(2.0270), tensor(1.7710), tensor(1.7756), tensor(1.7588), tensor(1.7442), tensor(1.7446), tensor(1.8200), tensor(1.8343), tensor(2.0798), tensor(2.0785)]"
70,"[tensor(1.7625), tensor(2.0137), tensor(2.0168), tensor(2.0851), tensor(1.9949), tensor(2.0120), tensor(1.9053), tensor(1.8983), tensor(1.7291), tensor(1.6958)]"
71,"[tensor(2.0409), tensor(1.7399), tensor(1.7467), tensor(1.7303), tensor(1.7214), tensor(1.7168), tensor(1.8081), tensor(1.8151), tensor(2.0771), tensor(2.0795)]"
72,"[tensor(1.7484), tensor(2.0148), tensor(2.0171), tensor(2.0837), tensor(1.9890), tensor(2.0064), tensor(1.8827), tensor(1.8986), tensor(1.7054), tensor(1.6664)]"
73,"[tensor(2.0447), tensor(1.7181), tensor(1.7275), tensor(1.7124), tensor(1.6994), tensor(1.6872), tensor(1.8012), tensor(1.7772), tensor(2.0834), tensor(2.0809)]"
74,"[tensor(1.7207), tensor(2.0180), tensor(2.0122), tensor(2.0807), tensor(1.9823), tensor(2.0085), tensor(1.8396), tensor(1.8813), tensor(1.6854), tensor(1.6440)]"
75,"[tensor(2.0394), tensor(1.6957), tensor(1.7053), tensor(1.6912), tensor(1.6767), tensor(1.6580), tensor(1.7950), tensor(1.7552), tensor(2.0833), tensor(2.0788)]"
76,"[tensor(1.6859), tensor(2.0105), tensor(2.0054), tensor(2.0782), tensor(1.9689), tensor(2.0035), tensor(1.7778), tensor(1.8552), tensor(1.6657), tensor(1.6273)]"
77,"[tensor(2.0195), tensor(1.6702), tensor(1.6802), tensor(1.6700), tensor(1.6507), tensor(1.6340), tensor(1.8103), tensor(1.7309), tensor(2.0761), tensor(2.0734)]"
78,"[tensor(1.6620), tensor(2.0033), tensor(2.0007), tensor(2.0684), tensor(1.9531), tensor(1.9980), tensor(1.7150), tensor(1.8393), tensor(1.6430), tensor(1.6102)]"
79,"[tensor(2.0040), tensor(1.6469), tensor(1.6590), tensor(1.6515), tensor(1.6253), tensor(1.6138), tensor(1.8834), tensor(1.7080), tensor(2.0663), tensor(2.0634)]"
80,"[tensor(1.6557), tensor(2.0083), tensor(2.0075), tensor(2.0556), tensor(1.9478), tensor(2.0031), tensor(1.6735), tensor(1.8536), tensor(1.6260), tensor(1.5880)]"
81,"[tensor(1.9916), tensor(1.6321), tensor(1.6428), tensor(1.6330), tensor(1.6115), tensor(1.5955), tensor(1.9460), tensor(1.6833), tensor(2.0688), tensor(2.0600)]"
82,"[tensor(1.6501), tensor(2.0192), tensor(2.0155), tensor(2.0475), tensor(1.9422), tensor(2.0099), tensor(1.6362), tensor(1.8703), tensor(1.6112), tensor(1.5705)]"
83,"[tensor(1.9837), tensor(1.6168), tensor(1.6265), tensor(1.6185), tensor(1.5983), tensor(1.5755), tensor(1.9721), tensor(1.6623), tensor(2.0735), tensor(2.0609)]"
84,"[tensor(1.6333), tensor(2.0226), tensor(2.0145), tensor(2.0446), tensor(1.9381), tensor(2.0149), tensor(1.6177), tensor(1.8699), tensor(1.5928), tensor(1.5554)]"
85,"[tensor(1.9807), tensor(1.6067), tensor(1.6122), tensor(1.6032), tensor(1.5852), tensor(1.5607), tensor(1.9830), tensor(1.6439), tensor(2.0729), tensor(2.0582)]"
86,"[tensor(1.6058), tensor(2.0226), tensor(2.0123), tensor(2.0402), tensor(1.9166), tensor(2.0180), tensor(1.5995), tensor(1.8564), tensor(1.5779), tensor(1.5434)]"
87,"[tensor(1.9707), tensor(1.5918), tensor(1.5983), tensor(1.5901), tensor(1.5732), tensor(1.5456), tensor(1.9719), tensor(1.6328), tensor(2.0649), tensor(2.0513)]"
88,"[tensor(1.5814), tensor(2.0150), tensor(2.0025), tensor(2.0310), tensor(1.8919), tensor(2.0102), tensor(1.5835), tensor(1.8345), tensor(1.5615), tensor(1.5309)]"
89,"[tensor(1.9622), tensor(1.5791), tensor(1.5836), tensor(1.5736), tensor(1.5732), tensor(1.5319), tensor(1.9640), tensor(1.6142), tensor(2.0534), tensor(2.0375)]"
90,"[tensor(1.5622), tensor(2.0119), tensor(1.9921), tensor(2.0199), tensor(1.8486), tensor(2.0031), tensor(1.5648), tensor(1.8015), tensor(1.5504), tensor(1.5175)]"
91,"[tensor(1.9476), tensor(1.5649), tensor(1.5677), tensor(1.5611), tensor(1.5765), tensor(1.5135), tensor(1.9557), tensor(1.6005), tensor(2.0397), tensor(2.0190)]"
92,"[tensor(1.5446), tensor(2.0089), tensor(1.9780), tensor(2.0045), tensor(1.8124), tensor(1.9919), tensor(1.5500), tensor(1.7716), tensor(1.5342), tensor(1.5048)]"
93,"[tensor(1.9388), tensor(1.5497), tensor(1.5546), tensor(1.5428), tensor(1.5748), tensor(1.4968), tensor(1.9408), tensor(1.5893), tensor(2.0268), tensor(1.9979)]"
94,"[tensor(1.5248), tensor(2.0012), tensor(1.9733), tensor(1.9905), tensor(1.7506), tensor(1.9793), tensor(1.5289), tensor(1.7502), tensor(1.5232), tensor(1.4890)]"
95,"[tensor(1.9087), tensor(1.5281), tensor(1.5310), tensor(1.5256), tensor(1.5737), tensor(1.4792), tensor(1.9211), tensor(1.5748), tensor(2.0123), tensor(1.9875)]"
96,"[tensor(1.5066), tensor(1.9855), tensor(1.9575), tensor(1.9785), tensor(1.7111), tensor(1.9651), tensor(1.5071), tensor(1.7342), tensor(1.4938), tensor(1.4674)]"
97,"[tensor(1.8938), tensor(1.5121), tensor(1.5110), tensor(1.5036), tensor(1.5913), tensor(1.4546), tensor(1.9053), tensor(1.5569), tensor(1.9915), tensor(1.9621)]"
98,"[tensor(1.4884), tensor(1.9723), tensor(1.9390), tensor(1.9584), tensor(1.6839), tensor(1.9401), tensor(1.4887), tensor(1.7237), tensor(1.4776), tensor(1.4531)]"
99,"[tensor(1.8730), tensor(1.4985), tensor(1.4910), tensor(1.4834), tensor(1.6097), tensor(1.4323), tensor(1.8890), tensor(1.5271), tensor(1.9764), tensor(1.9569)]"
