eigenvector_centrality,[9. 3.]
26,"[tensor(2.2420), tensor(2.2704), tensor(2.2635), tensor(2.2586), tensor(2.2310), tensor(2.2586), tensor(2.2447), tensor(2.2580), tensor(2.2370), tensor(2.2307)]"
27,"[tensor(2.2580), tensor(2.2566), tensor(2.2383), tensor(2.2314), tensor(2.2542), tensor(2.2315), tensor(2.2625), tensor(2.2413), tensor(2.2505), tensor(2.2415)]"
28,"[tensor(2.2289), tensor(2.2653), tensor(2.2573), tensor(2.2408), tensor(2.2222), tensor(2.2504), tensor(2.2305), tensor(2.2482), tensor(2.2405), tensor(2.2407)]"
29,"[tensor(2.2521), tensor(2.2463), tensor(2.2325), tensor(2.2466), tensor(2.2468), tensor(2.2263), tensor(2.2575), tensor(2.2316), tensor(2.2385), tensor(2.2350)]"
30,"[tensor(2.2265), tensor(2.2604), tensor(2.2513), tensor(2.2259), tensor(2.2200), tensor(2.2504), tensor(2.2258), tensor(2.2529), tensor(2.2419), tensor(2.2435)]"
31,"[tensor(2.2491), tensor(2.2407), tensor(2.2379), tensor(2.2502), tensor(2.2474), tensor(2.2228), tensor(2.2552), tensor(2.2303), tensor(2.2302), tensor(2.2266)]"
32,"[tensor(2.2255), tensor(2.2559), tensor(2.2461), tensor(2.2185), tensor(2.2210), tensor(2.2481), tensor(2.2249), tensor(2.2542), tensor(2.2485), tensor(2.2457)]"
33,"[tensor(2.2489), tensor(2.2417), tensor(2.2488), tensor(2.2544), tensor(2.2508), tensor(2.2254), tensor(2.2568), tensor(2.2360), tensor(2.2249), tensor(2.2219)]"
34,"[tensor(2.2305), tensor(2.2563), tensor(2.2400), tensor(2.2109), tensor(2.2257), tensor(2.2483), tensor(2.2317), tensor(2.2573), tensor(2.2571), tensor(2.2514)]"
35,"[tensor(2.2508), tensor(2.2522), tensor(2.2578), tensor(2.2606), tensor(2.2541), tensor(2.2310), tensor(2.2590), tensor(2.2356), tensor(2.2259), tensor(2.2215)]"
36,"[tensor(2.2414), tensor(2.2600), tensor(2.2344), tensor(2.2074), tensor(2.2338), tensor(2.2522), tensor(2.2450), tensor(2.2611), tensor(2.2650), tensor(2.2567)]"
37,"[tensor(2.2540), tensor(2.2629), tensor(2.2630), tensor(2.2642), tensor(2.2576), tensor(2.2331), tensor(2.2602), tensor(2.2354), tensor(2.2313), tensor(2.2238)]"
38,"[tensor(2.2483), tensor(2.2637), tensor(2.2354), tensor(2.2104), tensor(2.2367), tensor(2.2556), tensor(2.2534), tensor(2.2636), tensor(2.2692), tensor(2.2576)]"
39,"[tensor(2.2545), tensor(2.2659), tensor(2.2639), tensor(2.2661), tensor(2.2564), tensor(2.2318), tensor(2.2522), tensor(2.2339), tensor(2.2361), tensor(2.2288)]"
40,"[tensor(2.2447), tensor(2.2628), tensor(2.2357), tensor(2.2154), tensor(2.2321), tensor(2.2543), tensor(2.2507), tensor(2.2612), tensor(2.2685), tensor(2.2520)]"
41,"[tensor(2.2509), tensor(2.2585), tensor(2.2600), tensor(2.2645), tensor(2.2497), tensor(2.2283), tensor(2.2449), tensor(2.2311), tensor(2.2372), tensor(2.2287)]"
42,"[tensor(2.2366), tensor(2.2555), tensor(2.2350), tensor(2.2157), tensor(2.2264), tensor(2.2477), tensor(2.2429), tensor(2.2534), tensor(2.2629), tensor(2.2548)]"
43,"[tensor(2.2459), tensor(2.2507), tensor(2.2571), tensor(2.2613), tensor(2.2465), tensor(2.2213), tensor(2.2466), tensor(2.2252), tensor(2.2347), tensor(2.2227)]"
44,"[tensor(2.2313), tensor(2.2523), tensor(2.2353), tensor(2.2123), tensor(2.2246), tensor(2.2406), tensor(2.2405), tensor(2.2522), tensor(2.2577), tensor(2.2510)]"
45,"[tensor(2.2404), tensor(2.2460), tensor(2.2548), tensor(2.2584), tensor(2.2435), tensor(2.2129), tensor(2.2461), tensor(2.2237), tensor(2.2367), tensor(2.2190)]"
46,"[tensor(2.2252), tensor(2.2490), tensor(2.2375), tensor(2.2145), tensor(2.2239), tensor(2.2342), tensor(2.2370), tensor(2.2479), tensor(2.2536), tensor(2.2394)]"
47,"[tensor(2.2317), tensor(2.2394), tensor(2.2490), tensor(2.2515), tensor(2.2368), tensor(2.2048), tensor(2.2418), tensor(2.2171), tensor(2.2408), tensor(2.2173)]"
48,"[tensor(2.2131), tensor(2.2421), tensor(2.2351), tensor(2.2194), tensor(2.2151), tensor(2.2252), tensor(2.2245), tensor(2.2414), tensor(2.2432), tensor(2.2137)]"
49,"[tensor(2.2175), tensor(2.2229), tensor(2.2362), tensor(2.2261), tensor(2.2256), tensor(2.1940), tensor(2.2318), tensor(2.2069), tensor(2.2358), tensor(2.2190)]"
50,"[tensor(2.1956), tensor(2.2341), tensor(2.2250), tensor(2.2257), tensor(2.1997), tensor(2.2055), tensor(2.2053), tensor(2.2257), tensor(2.2235), tensor(2.1905)]"
51,"[tensor(2.2062), tensor(2.2039), tensor(2.2181), tensor(2.2015), tensor(2.2117), tensor(2.1825), tensor(2.2270), tensor(2.1967), tensor(2.2211), tensor(2.2148)]"
52,"[tensor(2.1786), tensor(2.2266), tensor(2.2118), tensor(2.2159), tensor(2.1852), tensor(2.1889), tensor(2.1885), tensor(2.2139), tensor(2.2009), tensor(2.1696)]"
53,"[tensor(2.1931), tensor(2.1833), tensor(2.1969), tensor(2.1818), tensor(2.1964), tensor(2.1737), tensor(2.2172), tensor(2.1852), tensor(2.2027), tensor(2.2077)]"
54,"[tensor(2.1639), tensor(2.2154), tensor(2.2012), tensor(2.2085), tensor(2.1712), tensor(2.1721), tensor(2.1692), tensor(2.2001), tensor(2.1799), tensor(2.1508)]"
55,"[tensor(2.1814), tensor(2.1619), tensor(2.1785), tensor(2.1584), tensor(2.1832), tensor(2.1650), tensor(2.2068), tensor(2.1722), tensor(2.1948), tensor(2.2016)]"
56,"[tensor(2.1647), tensor(2.2075), tensor(2.1977), tensor(2.1997), tensor(2.1579), tensor(2.1600), tensor(2.1528), tensor(2.1931), tensor(2.1637), tensor(2.1331)]"
57,"[tensor(2.1654), tensor(2.1421), tensor(2.1607), tensor(2.1443), tensor(2.1753), tensor(2.1674), tensor(2.2007), tensor(2.1701), tensor(2.1965), tensor(2.1977)]"
58,"[tensor(2.1756), tensor(2.1999), tensor(2.2059), tensor(2.1980), tensor(2.1561), tensor(2.1573), tensor(2.1405), tensor(2.1923), tensor(2.1427), tensor(2.1248)]"
59,"[tensor(2.1653), tensor(2.1400), tensor(2.1523), tensor(2.1373), tensor(2.1732), tensor(2.1627), tensor(2.1996), tensor(2.1692), tensor(2.2024), tensor(2.1982)]"
60,"[tensor(2.1860), tensor(2.1973), tensor(2.2078), tensor(2.1970), tensor(2.1638), tensor(2.1604), tensor(2.1350), tensor(2.1850), tensor(2.1336), tensor(2.1273)]"
61,"[tensor(2.1664), tensor(2.1414), tensor(2.1415), tensor(2.1314), tensor(2.1709), tensor(2.1618), tensor(2.2009), tensor(2.1667), tensor(2.2060), tensor(2.1975)]"
62,"[tensor(2.1824), tensor(2.1938), tensor(2.2032), tensor(2.1919), tensor(2.1649), tensor(2.1593), tensor(2.1265), tensor(2.1687), tensor(2.1319), tensor(2.1222)]"
63,"[tensor(2.1637), tensor(2.1241), tensor(2.1341), tensor(2.1226), tensor(2.1485), tensor(2.1397), tensor(2.1922), tensor(2.1617), tensor(2.2024), tensor(2.1952)]"
64,"[tensor(2.1529), tensor(2.1790), tensor(2.1971), tensor(2.1877), tensor(2.1445), tensor(2.1466), tensor(2.1307), tensor(2.1512), tensor(2.1378), tensor(2.1142)]"
65,"[tensor(2.1567), tensor(2.1131), tensor(2.1268), tensor(2.1232), tensor(2.1330), tensor(2.1180), tensor(2.1741), tensor(2.1515), tensor(2.1875), tensor(2.1842)]"
66,"[tensor(2.1433), tensor(2.1636), tensor(2.1809), tensor(2.1781), tensor(2.1268), tensor(2.1442), tensor(2.1240), tensor(2.1458), tensor(2.1497), tensor(2.1041)]"
67,"[tensor(2.1314), tensor(2.1012), tensor(2.1210), tensor(2.1226), tensor(2.1254), tensor(2.0953), tensor(2.1643), tensor(2.1325), tensor(2.1784), tensor(2.1719)]"
68,"[tensor(2.1383), tensor(2.1641), tensor(2.1742), tensor(2.1662), tensor(2.1138), tensor(2.1670), tensor(2.1135), tensor(2.1391), tensor(2.1403), tensor(2.0946)]"
69,"[tensor(2.1016), tensor(2.0986), tensor(2.1184), tensor(2.1120), tensor(2.1112), tensor(2.0941), tensor(2.1617), tensor(2.1141), tensor(2.1802), tensor(2.1694)]"
70,"[tensor(2.1195), tensor(2.1639), tensor(2.1730), tensor(2.1715), tensor(2.1104), tensor(2.1667), tensor(2.1030), tensor(2.1265), tensor(2.1278), tensor(2.0832)]"
71,"[tensor(2.0947), tensor(2.1007), tensor(2.1114), tensor(2.1045), tensor(2.1128), tensor(2.0930), tensor(2.1579), tensor(2.1086), tensor(2.1777), tensor(2.1704)]"
72,"[tensor(2.1124), tensor(2.1690), tensor(2.1729), tensor(2.1734), tensor(2.1158), tensor(2.1624), tensor(2.0989), tensor(2.1340), tensor(2.1160), tensor(2.0746)]"
73,"[tensor(2.1265), tensor(2.1064), tensor(2.1126), tensor(2.1003), tensor(2.1094), tensor(2.0869), tensor(2.1560), tensor(2.1083), tensor(2.1741), tensor(2.1696)]"
74,"[tensor(2.1108), tensor(2.1739), tensor(2.1731), tensor(2.1734), tensor(2.1104), tensor(2.1589), tensor(2.0933), tensor(2.1228), tensor(2.1082), tensor(2.0714)]"
75,"[tensor(2.1413), tensor(2.1195), tensor(2.1164), tensor(2.1042), tensor(2.1000), tensor(2.0818), tensor(2.1490), tensor(2.1072), tensor(2.1704), tensor(2.1658)]"
76,"[tensor(2.1093), tensor(2.1691), tensor(2.1694), tensor(2.1688), tensor(2.0999), tensor(2.1517), tensor(2.0925), tensor(2.1200), tensor(2.1125), tensor(2.0803)]"
77,"[tensor(2.1329), tensor(2.1382), tensor(2.1390), tensor(2.1191), tensor(2.0764), tensor(2.0816), tensor(2.1417), tensor(2.1023), tensor(2.1625), tensor(2.1548)]"
78,"[tensor(2.0957), tensor(2.1537), tensor(2.1587), tensor(2.1561), tensor(2.1117), tensor(2.1442), tensor(2.0709), tensor(2.1040), tensor(2.1136), tensor(2.0876)]"
79,"[tensor(2.1245), tensor(2.1056), tensor(2.1214), tensor(2.1194), tensor(2.0607), tensor(2.0670), tensor(2.1376), tensor(2.0949), tensor(2.1516), tensor(2.1446)]"
80,"[tensor(2.0807), tensor(2.1379), tensor(2.1530), tensor(2.1414), tensor(2.1182), tensor(2.1363), tensor(2.0604), tensor(2.0911), tensor(2.1028), tensor(2.0779)]"
81,"[tensor(2.1167), tensor(2.0815), tensor(2.0953), tensor(2.0983), tensor(2.0595), tensor(2.0495), tensor(2.1309), tensor(2.0827), tensor(2.1420), tensor(2.1360)]"
82,"[tensor(2.0693), tensor(2.1269), tensor(2.1462), tensor(2.1316), tensor(2.1092), tensor(2.1314), tensor(2.0506), tensor(2.0809), tensor(2.0841), tensor(2.0617)]"
83,"[tensor(2.1078), tensor(2.0688), tensor(2.0789), tensor(2.0900), tensor(2.0537), tensor(2.0339), tensor(2.1230), tensor(2.0725), tensor(2.1337), tensor(2.1333)]"
84,"[tensor(2.0615), tensor(2.1222), tensor(2.1404), tensor(2.1175), tensor(2.1069), tensor(2.1273), tensor(2.0435), tensor(2.0744), tensor(2.0750), tensor(2.0473)]"
85,"[tensor(2.1004), tensor(2.0622), tensor(2.0703), tensor(2.0828), tensor(2.0478), tensor(2.0247), tensor(2.1149), tensor(2.0590), tensor(2.1286), tensor(2.1280)]"
86,"[tensor(2.0616), tensor(2.1166), tensor(2.1332), tensor(2.1084), tensor(2.1022), tensor(2.1230), tensor(2.0445), tensor(2.0731), tensor(2.0733), tensor(2.0390)]"
87,"[tensor(2.0954), tensor(2.0652), tensor(2.0756), tensor(2.0815), tensor(2.0456), tensor(2.0220), tensor(2.1084), tensor(2.0518), tensor(2.1232), tensor(2.1234)]"
88,"[tensor(2.0607), tensor(2.1140), tensor(2.1287), tensor(2.1110), tensor(2.0949), tensor(2.1160), tensor(2.0401), tensor(2.0640), tensor(2.0758), tensor(2.0401)]"
89,"[tensor(2.0911), tensor(2.0588), tensor(2.0787), tensor(2.0795), tensor(2.0359), tensor(2.0187), tensor(2.1045), tensor(2.0478), tensor(2.1215), tensor(2.1212)]"
90,"[tensor(2.0494), tensor(2.1100), tensor(2.1264), tensor(2.1149), tensor(2.0853), tensor(2.1102), tensor(2.0218), tensor(2.0536), tensor(2.0615), tensor(2.0344)]"
91,"[tensor(2.0857), tensor(2.0429), tensor(2.0624), tensor(2.0561), tensor(2.0190), tensor(2.0052), tensor(2.1004), tensor(2.0529), tensor(2.1197), tensor(2.1154)]"
92,"[tensor(2.0270), tensor(2.1040), tensor(2.1240), tensor(2.1186), tensor(2.0749), tensor(2.1001), tensor(2.0005), tensor(2.0395), tensor(2.0410), tensor(2.0158)]"
93,"[tensor(2.0744), tensor(2.0182), tensor(2.0349), tensor(2.0332), tensor(2.0002), tensor(1.9864), tensor(2.0924), tensor(2.0330), tensor(2.1117), tensor(2.1102)]"
94,"[tensor(2.0046), tensor(2.0912), tensor(2.1134), tensor(2.1163), tensor(2.0586), tensor(2.0876), tensor(1.9831), tensor(2.0226), tensor(2.0186), tensor(1.9895)]"
95,"[tensor(2.0623), tensor(1.9956), tensor(2.0132), tensor(2.0113), tensor(1.9886), tensor(1.9701), tensor(2.0801), tensor(2.0232), tensor(2.1019), tensor(2.1017)]"
96,"[tensor(1.9913), tensor(2.0827), tensor(2.1036), tensor(2.1074), tensor(2.0502), tensor(2.0774), tensor(1.9728), tensor(2.0109), tensor(2.0022), tensor(1.9705)]"
97,"[tensor(2.0533), tensor(1.9903), tensor(2.0071), tensor(1.9996), tensor(1.9802), tensor(1.9619), tensor(2.0710), tensor(2.0103), tensor(2.0934), tensor(2.0912)]"
98,"[tensor(1.9864), tensor(2.0755), tensor(2.0931), tensor(2.0975), tensor(2.0435), tensor(2.0671), tensor(1.9663), tensor(2.0043), tensor(2.0013), tensor(1.9664)]"
99,"[tensor(2.0473), tensor(1.9859), tensor(2.0064), tensor(1.9950), tensor(1.9701), tensor(1.9530), tensor(2.0637), tensor(2.0062), tensor(2.0877), tensor(2.0802)]"
