eigenvector_centrality,[3 2]
18,"[0.488, 0.398, 0.314, 0.287, 0.307, 0.297, 0.188, 0.144, 0.175, 0.296]"
19,"[0.345, 0.21, 0.238, 0.314, 0.351, 0.346, 0.452, 0.415, 0.265, 0.403]"
20,"[0.424, 0.427, 0.298, 0.278, 0.397, 0.292, 0.206, 0.258, 0.182, 0.291]"
21,"[0.357, 0.258, 0.239, 0.318, 0.324, 0.317, 0.434, 0.373, 0.242, 0.411]"
22,"[0.411, 0.411, 0.273, 0.276, 0.407, 0.289, 0.312, 0.384, 0.215, 0.259]"
23,"[0.401, 0.284, 0.243, 0.328, 0.297, 0.322, 0.463, 0.355, 0.212, 0.397]"
24,"[0.407, 0.403, 0.272, 0.302, 0.417, 0.341, 0.32, 0.451, 0.303, 0.294]"
25,"[0.409, 0.308, 0.475, 0.475, 0.335, 0.287, 0.471, 0.335, 0.227, 0.4]"
26,"[0.452, 0.342, 0.486, 0.505, 0.481, 0.412, 0.316, 0.44, 0.388, 0.325]"
27,"[0.478, 0.42, 0.354, 0.397, 0.375, 0.454, 0.575, 0.487, 0.414, 0.37]"
28,"[0.454, 0.475, 0.364, 0.368, 0.413, 0.368, 0.316, 0.466, 0.328, 0.386]"
29,"[0.321, 0.331, 0.215, 0.351, 0.379, 0.401, 0.321, 0.4, 0.328, 0.359]"
30,"[0.247, 0.235, 0.181, 0.267, 0.283, 0.302, 0.281, 0.271, 0.269, 0.308]"
31,"[0.232, 0.219, 0.28, 0.304, 0.192, 0.238, 0.191, 0.212, 0.214, 0.254]"
32,"[0.244, 0.199, 0.192, 0.259, 0.119, 0.268, 0.148, 0.239, 0.218, 0.184]"
33,"[0.199, 0.155, 0.305, 0.306, 0.103, 0.185, 0.095, 0.158, 0.142, 0.184]"
34,"[0.178, 0.137, 0.185, 0.256, 0.103, 0.17, 0.095, 0.144, 0.132, 0.151]"
35,"[0.141, 0.115, 0.335, 0.307, 0.103, 0.118, 0.095, 0.096, 0.111, 0.14]"
36,"[0.124, 0.113, 0.186, 0.232, 0.104, 0.115, 0.095, 0.098, 0.112, 0.104]"
37,"[0.106, 0.112, 0.325, 0.372, 0.108, 0.108, 0.095, 0.094, 0.109, 0.11]"
38,"[0.112, 0.112, 0.201, 0.217, 0.128, 0.109, 0.095, 0.095, 0.111, 0.098]"
39,"[0.106, 0.112, 0.317, 0.378, 0.115, 0.108, 0.098, 0.095, 0.109, 0.117]"
40,"[0.112, 0.114, 0.204, 0.216, 0.131, 0.11, 0.103, 0.099, 0.112, 0.11]"
41,"[0.109, 0.114, 0.343, 0.39, 0.12, 0.108, 0.097, 0.095, 0.109, 0.134]"
42,"[0.125, 0.114, 0.217, 0.254, 0.139, 0.117, 0.099, 0.097, 0.113, 0.111]"
43,"[0.115, 0.113, 0.348, 0.415, 0.117, 0.109, 0.096, 0.095, 0.11, 0.107]"
44,"[0.128, 0.115, 0.225, 0.241, 0.132, 0.112, 0.097, 0.096, 0.114, 0.102]"
45,"[0.112, 0.113, 0.399, 0.453, 0.104, 0.108, 0.097, 0.095, 0.109, 0.103]"
46,"[0.122, 0.115, 0.215, 0.226, 0.12, 0.111, 0.096, 0.095, 0.113, 0.103]"
47,"[0.106, 0.112, 0.455, 0.484, 0.103, 0.108, 0.097, 0.099, 0.109, 0.107]"
48,"[0.124, 0.126, 0.212, 0.238, 0.134, 0.118, 0.097, 0.097, 0.116, 0.102]"
49,"[0.106, 0.115, 0.432, 0.521, 0.108, 0.108, 0.101, 0.099, 0.109, 0.124]"
50,"[0.112, 0.131, 0.228, 0.225, 0.161, 0.137, 0.106, 0.122, 0.124, 0.12]"
51,"[0.106, 0.119, 0.28, 0.436, 0.108, 0.109, 0.099, 0.098, 0.109, 0.144]"
52,"[0.115, 0.127, 0.322, 0.263, 0.135, 0.121, 0.097, 0.1, 0.113, 0.102]"
53,"[0.109, 0.113, 0.203, 0.164, 0.113, 0.109, 0.095, 0.094, 0.109, 0.103]"
54,"[0.113, 0.112, 0.419, 0.245, 0.109, 0.108, 0.095, 0.094, 0.109, 0.098]"
55,"[0.106, 0.112, 0.191, 0.124, 0.103, 0.108, 0.096, 0.094, 0.109, 0.098]"
56,"[0.106, 0.112, 0.42, 0.195, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
57,"[0.106, 0.112, 0.198, 0.206, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
58,"[0.106, 0.112, 0.394, 0.184, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
59,"[0.106, 0.112, 0.2, 0.236, 0.105, 0.108, 0.096, 0.095, 0.109, 0.105]"
60,"[0.106, 0.112, 0.363, 0.142, 0.105, 0.108, 0.095, 0.094, 0.109, 0.135]"
61,"[0.106, 0.112, 0.361, 0.33, 0.106, 0.108, 0.095, 0.095, 0.109, 0.108]"
62,"[0.106, 0.112, 0.321, 0.136, 0.112, 0.108, 0.097, 0.094, 0.109, 0.107]"
63,"[0.106, 0.112, 0.315, 0.352, 0.104, 0.108, 0.109, 0.094, 0.109, 0.098]"
64,"[0.106, 0.112, 0.247, 0.191, 0.105, 0.108, 0.1, 0.094, 0.109, 0.098]"
65,"[0.106, 0.112, 0.323, 0.147, 0.103, 0.108, 0.097, 0.094, 0.109, 0.098]"
66,"[0.106, 0.112, 0.228, 0.225, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
67,"[0.106, 0.112, 0.355, 0.136, 0.107, 0.108, 0.095, 0.094, 0.109, 0.098]"
68,"[0.106, 0.112, 0.218, 0.214, 0.103, 0.108, 0.097, 0.094, 0.109, 0.098]"
69,"[0.106, 0.112, 0.416, 0.176, 0.105, 0.108, 0.097, 0.094, 0.109, 0.098]"
70,"[0.106, 0.112, 0.176, 0.221, 0.103, 0.108, 0.107, 0.094, 0.109, 0.098]"
71,"[0.106, 0.112, 0.309, 0.184, 0.106, 0.108, 0.095, 0.094, 0.109, 0.098]"
72,"[0.106, 0.112, 0.188, 0.234, 0.107, 0.108, 0.095, 0.094, 0.109, 0.098]"
73,"[0.106, 0.112, 0.314, 0.146, 0.114, 0.108, 0.095, 0.094, 0.109, 0.098]"
74,"[0.106, 0.112, 0.243, 0.215, 0.104, 0.108, 0.097, 0.094, 0.109, 0.098]"
75,"[0.106, 0.112, 0.325, 0.162, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
76,"[0.106, 0.112, 0.244, 0.218, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
77,"[0.106, 0.112, 0.365, 0.196, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
78,"[0.106, 0.112, 0.256, 0.229, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
79,"[0.106, 0.112, 0.346, 0.14, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
80,"[0.106, 0.112, 0.299, 0.266, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
81,"[0.106, 0.112, 0.331, 0.128, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
82,"[0.106, 0.112, 0.308, 0.295, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
83,"[0.106, 0.112, 0.4, 0.126, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
84,"[0.106, 0.112, 0.29, 0.301, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
85,"[0.106, 0.112, 0.382, 0.205, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
86,"[0.106, 0.112, 0.285, 0.165, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
87,"[0.106, 0.112, 0.358, 0.25, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
88,"[0.106, 0.112, 0.271, 0.127, 0.105, 0.108, 0.095, 0.094, 0.109, 0.098]"
89,"[0.106, 0.112, 0.31, 0.342, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
90,"[0.106, 0.112, 0.313, 0.094, 0.109, 0.108, 0.095, 0.094, 0.109, 0.098]"
91,"[0.106, 0.112, 0.275, 0.273, 0.103, 0.108, 0.098, 0.094, 0.109, 0.098]"
92,"[0.106, 0.112, 0.29, 0.233, 0.105, 0.108, 0.095, 0.094, 0.109, 0.098]"
93,"[0.106, 0.112, 0.309, 0.161, 0.105, 0.108, 0.095, 0.094, 0.109, 0.098]"
94,"[0.106, 0.112, 0.334, 0.274, 0.105, 0.108, 0.095, 0.094, 0.109, 0.098]"
95,"[0.106, 0.112, 0.282, 0.142, 0.106, 0.108, 0.098, 0.094, 0.109, 0.098]"
96,"[0.106, 0.112, 0.322, 0.261, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
97,"[0.106, 0.112, 0.298, 0.175, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
98,"[0.106, 0.112, 0.273, 0.263, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
99,"[0.106, 0.112, 0.308, 0.195, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
