out_deg_centrality,[7.]
19,"[tensor(2.2966), tensor(2.2949), tensor(2.2889), tensor(2.2897), tensor(2.2978), tensor(2.2902), tensor(2.2942), tensor(2.2852), tensor(2.2928), tensor(2.2860)]"
20,"[tensor(2.2941), tensor(2.2884), tensor(2.2877), tensor(2.2798), tensor(2.2930), tensor(2.2909), tensor(2.2897), tensor(2.2953), tensor(2.2855), tensor(2.2951)]"
21,"[tensor(2.2944), tensor(2.2937), tensor(2.2865), tensor(2.2885), tensor(2.2969), tensor(2.2870), tensor(2.2921), tensor(2.2823), tensor(2.2904), tensor(2.2835)]"
22,"[tensor(2.2921), tensor(2.2847), tensor(2.2840), tensor(2.2750), tensor(2.2901), tensor(2.2884), tensor(2.2872), tensor(2.2935), tensor(2.2826), tensor(2.2940)]"
23,"[tensor(2.2922), tensor(2.2910), tensor(2.2839), tensor(2.2901), tensor(2.2957), tensor(2.2835), tensor(2.2894), tensor(2.2784), tensor(2.2873), tensor(2.2798)]"
24,"[tensor(2.2901), tensor(2.2817), tensor(2.2803), tensor(2.2727), tensor(2.2863), tensor(2.2873), tensor(2.2837), tensor(2.2920), tensor(2.2787), tensor(2.2924)]"
25,"[tensor(2.2895), tensor(2.2891), tensor(2.2836), tensor(2.2903), tensor(2.2939), tensor(2.2802), tensor(2.2854), tensor(2.2740), tensor(2.2862), tensor(2.2756)]"
26,"[tensor(2.2883), tensor(2.2790), tensor(2.2774), tensor(2.2687), tensor(2.2822), tensor(2.2858), tensor(2.2818), tensor(2.2895), tensor(2.2762), tensor(2.2904)]"
27,"[tensor(2.2853), tensor(2.2884), tensor(2.2861), tensor(2.2896), tensor(2.2919), tensor(2.2764), tensor(2.2811), tensor(2.2730), tensor(2.2852), tensor(2.2714)]"
28,"[tensor(2.2859), tensor(2.2763), tensor(2.2732), tensor(2.2650), tensor(2.2797), tensor(2.2831), tensor(2.2806), tensor(2.2852), tensor(2.2755), tensor(2.2880)]"
29,"[tensor(2.2818), tensor(2.2841), tensor(2.2845), tensor(2.2877), tensor(2.2886), tensor(2.2735), tensor(2.2760), tensor(2.2735), tensor(2.2799), tensor(2.2691)]"
30,"[tensor(2.2839), tensor(2.2721), tensor(2.2697), tensor(2.2641), tensor(2.2772), tensor(2.2794), tensor(2.2801), tensor(2.2778), tensor(2.2687), tensor(2.2848)]"
31,"[tensor(2.2769), tensor(2.2731), tensor(2.2807), tensor(2.2826), tensor(2.2819), tensor(2.2676), tensor(2.2684), tensor(2.2704), tensor(2.2657), tensor(2.2636)]"
32,"[tensor(2.2780), tensor(2.2616), tensor(2.2618), tensor(2.2567), tensor(2.2713), tensor(2.2676), tensor(2.2755), tensor(2.2684), tensor(2.2578), tensor(2.2759)]"
33,"[tensor(2.2673), tensor(2.2580), tensor(2.2745), tensor(2.2744), tensor(2.2762), tensor(2.2554), tensor(2.2576), tensor(2.2639), tensor(2.2537), tensor(2.2529)]"
34,"[tensor(2.2694), tensor(2.2477), tensor(2.2516), tensor(2.2445), tensor(2.2631), tensor(2.2542), tensor(2.2707), tensor(2.2567), tensor(2.2465), tensor(2.2663)]"
35,"[tensor(2.2561), tensor(2.2437), tensor(2.2663), tensor(2.2652), tensor(2.2673), tensor(2.2409), tensor(2.2475), tensor(2.2550), tensor(2.2387), tensor(2.2406)]"
36,"[tensor(2.2621), tensor(2.2339), tensor(2.2404), tensor(2.2320), tensor(2.2533), tensor(2.2418), tensor(2.2621), tensor(2.2441), tensor(2.2369), tensor(2.2567)]"
37,"[tensor(2.2455), tensor(2.2323), tensor(2.2570), tensor(2.2564), tensor(2.2604), tensor(2.2287), tensor(2.2364), tensor(2.2503), tensor(2.2261), tensor(2.2273)]"
38,"[tensor(2.2553), tensor(2.2338), tensor(2.2303), tensor(2.2198), tensor(2.2451), tensor(2.2390), tensor(2.2559), tensor(2.2254), tensor(2.2413), tensor(2.2505)]"
39,"[tensor(2.2351), tensor(2.2256), tensor(2.2509), tensor(2.2520), tensor(2.2509), tensor(2.2245), tensor(2.2266), tensor(2.2472), tensor(2.2208), tensor(2.2201)]"
40,"[tensor(2.2513), tensor(2.2400), tensor(2.2222), tensor(2.2121), tensor(2.2364), tensor(2.2336), tensor(2.2515), tensor(2.2111), tensor(2.2406), tensor(2.2451)]"
41,"[tensor(2.2275), tensor(2.2159), tensor(2.2460), tensor(2.2477), tensor(2.2410), tensor(2.2199), tensor(2.2161), tensor(2.2474), tensor(2.2123), tensor(2.2140)]"
42,"[tensor(2.2479), tensor(2.2416), tensor(2.2149), tensor(2.2065), tensor(2.2360), tensor(2.2295), tensor(2.2477), tensor(2.2024), tensor(2.2388), tensor(2.2400)]"
43,"[tensor(2.2204), tensor(2.2093), tensor(2.2436), tensor(2.2440), tensor(2.2343), tensor(2.2209), tensor(2.2090), tensor(2.2453), tensor(2.2109), tensor(2.2114)]"
44,"[tensor(2.2464), tensor(2.2409), tensor(2.2120), tensor(2.2066), tensor(2.2370), tensor(2.2278), tensor(2.2454), tensor(2.1976), tensor(2.2381), tensor(2.2364)]"
45,"[tensor(2.2163), tensor(2.2068), tensor(2.2439), tensor(2.2423), tensor(2.2310), tensor(2.2263), tensor(2.2054), tensor(2.2450), tensor(2.2121), tensor(2.2152)]"
46,"[tensor(2.2476), tensor(2.2439), tensor(2.2168), tensor(2.2202), tensor(2.2441), tensor(2.2312), tensor(2.2472), tensor(2.1943), tensor(2.2401), tensor(2.2376)]"
47,"[tensor(2.2168), tensor(2.2140), tensor(2.2489), tensor(2.2448), tensor(2.2251), tensor(2.2340), tensor(2.2112), tensor(2.2481), tensor(2.2263), tensor(2.2246)]"
48,"[tensor(2.2520), tensor(2.2519), tensor(2.2339), tensor(2.2377), tensor(2.2489), tensor(2.2362), tensor(2.2519), tensor(2.1956), tensor(2.2462), tensor(2.2424)]"
49,"[tensor(2.2221), tensor(2.2235), tensor(2.2549), tensor(2.2435), tensor(2.2191), tensor(2.2392), tensor(2.2212), tensor(2.2547), tensor(2.2311), tensor(2.2277)]"
50,"[tensor(2.2551), tensor(2.2561), tensor(2.2411), tensor(2.2439), tensor(2.2527), tensor(2.2396), tensor(2.2554), tensor(2.2030), tensor(2.2499), tensor(2.2448)]"
51,"[tensor(2.2240), tensor(2.2231), tensor(2.2501), tensor(2.2291), tensor(2.2134), tensor(2.2293), tensor(2.2223), tensor(2.2582), tensor(2.2274), tensor(2.2193)]"
52,"[tensor(2.2491), tensor(2.2462), tensor(2.2219), tensor(2.2274), tensor(2.2483), tensor(2.2206), tensor(2.2485), tensor(2.2081), tensor(2.2282), tensor(2.2292)]"
53,"[tensor(2.2194), tensor(2.2135), tensor(2.2246), tensor(2.2047), tensor(2.2109), tensor(2.2078), tensor(2.2145), tensor(2.2414), tensor(2.2108), tensor(2.2045)]"
54,"[tensor(2.2285), tensor(2.2279), tensor(2.1932), tensor(2.1858), tensor(2.2237), tensor(2.1976), tensor(2.2257), tensor(2.2097), tensor(2.1841), tensor(2.1989)]"
55,"[tensor(2.2252), tensor(2.2174), tensor(2.2088), tensor(2.1740), tensor(2.1999), tensor(2.2025), tensor(2.2059), tensor(2.2177), tensor(2.1801), tensor(2.2068)]"
56,"[tensor(2.2166), tensor(2.2198), tensor(2.1673), tensor(2.1798), tensor(2.2121), tensor(2.1669), tensor(2.2149), tensor(2.2187), tensor(2.1867), tensor(2.1704)]"
57,"[tensor(2.1995), tensor(2.1889), tensor(2.1996), tensor(2.1462), tensor(2.1838), tensor(2.1898), tensor(2.1782), tensor(2.2172), tensor(2.1622), tensor(2.2088)]"
58,"[tensor(2.2045), tensor(2.2115), tensor(2.1488), tensor(2.2110), tensor(2.2013), tensor(2.1450), tensor(2.2028), tensor(2.1785), tensor(2.1587), tensor(2.1486)]"
59,"[tensor(2.1669), tensor(2.1569), tensor(2.1927), tensor(2.1367), tensor(2.1631), tensor(2.1795), tensor(2.1530), tensor(2.2040), tensor(2.1624), tensor(2.1933)]"
60,"[tensor(2.1928), tensor(2.2034), tensor(2.1364), tensor(2.2063), tensor(2.1903), tensor(2.1306), tensor(2.1904), tensor(2.1437), tensor(2.1408), tensor(2.1298)]"
61,"[tensor(2.1421), tensor(2.1369), tensor(2.1771), tensor(2.1214), tensor(2.1422), tensor(2.1576), tensor(2.1345), tensor(2.1956), tensor(2.1453), tensor(2.1797)]"
62,"[tensor(2.1752), tensor(2.1856), tensor(2.1183), tensor(2.1945), tensor(2.1760), tensor(2.1154), tensor(2.1662), tensor(2.1193), tensor(2.1143), tensor(2.1176)]"
63,"[tensor(2.1216), tensor(2.1178), tensor(2.1566), tensor(2.1068), tensor(2.1243), tensor(2.1357), tensor(2.1113), tensor(2.1753), tensor(2.1144), tensor(2.1531)]"
64,"[tensor(2.1562), tensor(2.1665), tensor(2.1017), tensor(2.1777), tensor(2.1584), tensor(2.0979), tensor(2.1527), tensor(2.0965), tensor(2.0993), tensor(2.1030)]"
65,"[tensor(2.1034), tensor(2.1043), tensor(2.1420), tensor(2.0929), tensor(2.1072), tensor(2.1229), tensor(2.0905), tensor(2.1608), tensor(2.1370), tensor(2.1336)]"
66,"[tensor(2.1405), tensor(2.1591), tensor(2.0895), tensor(2.1716), tensor(2.1415), tensor(2.0849), tensor(2.1359), tensor(2.0820), tensor(2.0982), tensor(2.0967)]"
67,"[tensor(2.0917), tensor(2.0967), tensor(2.1338), tensor(2.0861), tensor(2.0942), tensor(2.1170), tensor(2.0773), tensor(2.1492), tensor(2.1320), tensor(2.1231)]"
68,"[tensor(2.1308), tensor(2.1521), tensor(2.0804), tensor(2.1650), tensor(2.1305), tensor(2.0760), tensor(2.1246), tensor(2.0737), tensor(2.0883), tensor(2.0831)]"
69,"[tensor(2.0824), tensor(2.0899), tensor(2.1237), tensor(2.0793), tensor(2.0858), tensor(2.1073), tensor(2.0644), tensor(2.1378), tensor(2.1272), tensor(2.1103)]"
70,"[tensor(2.1194), tensor(2.1434), tensor(2.0691), tensor(2.1568), tensor(2.1194), tensor(2.0664), tensor(2.1129), tensor(2.0653), tensor(2.0793), tensor(2.0737)]"
71,"[tensor(2.0696), tensor(2.0805), tensor(2.1137), tensor(2.0711), tensor(2.0735), tensor(2.0964), tensor(2.0516), tensor(2.1272), tensor(2.1180), tensor(2.1047)]"
72,"[tensor(2.1085), tensor(2.1349), tensor(2.0582), tensor(2.1507), tensor(2.1089), tensor(2.0566), tensor(2.1018), tensor(2.0559), tensor(2.0689), tensor(2.0631)]"
73,"[tensor(2.0558), tensor(2.0680), tensor(2.1037), tensor(2.0614), tensor(2.0615), tensor(2.0870), tensor(2.0417), tensor(2.1114), tensor(2.1037), tensor(2.0920)]"
74,"[tensor(2.0965), tensor(2.1220), tensor(2.0449), tensor(2.1370), tensor(2.0953), tensor(2.0442), tensor(2.0899), tensor(2.0490), tensor(2.0588), tensor(2.0518)]"
75,"[tensor(2.0444), tensor(2.0576), tensor(2.0915), tensor(2.0511), tensor(2.0513), tensor(2.0738), tensor(2.0297), tensor(2.0984), tensor(2.0914), tensor(2.0784)]"
76,"[tensor(2.0823), tensor(2.1094), tensor(2.0301), tensor(2.1214), tensor(2.0814), tensor(2.0305), tensor(2.0747), tensor(2.0387), tensor(2.0476), tensor(2.0413)]"
77,"[tensor(2.0319), tensor(2.0467), tensor(2.0794), tensor(2.0397), tensor(2.0396), tensor(2.0636), tensor(2.0158), tensor(2.0886), tensor(2.0810), tensor(2.0651)]"
78,"[tensor(2.0731), tensor(2.1008), tensor(2.0178), tensor(2.1126), tensor(2.0719), tensor(2.0202), tensor(2.0653), tensor(2.0216), tensor(2.0377), tensor(2.0327)]"
79,"[tensor(2.0213), tensor(2.0362), tensor(2.0732), tensor(2.0293), tensor(2.0271), tensor(2.0561), tensor(2.0047), tensor(2.0820), tensor(2.0734), tensor(2.0533)]"
80,"[tensor(2.0651), tensor(2.0941), tensor(2.0097), tensor(2.1092), tensor(2.0659), tensor(2.0125), tensor(2.0580), tensor(2.0064), tensor(2.0304), tensor(2.0280)]"
81,"[tensor(2.0081), tensor(2.0251), tensor(2.0711), tensor(2.0207), tensor(2.0154), tensor(2.0503), tensor(1.9924), tensor(2.0782), tensor(2.0689), tensor(2.0384)]"
82,"[tensor(2.0613), tensor(2.0923), tensor(2.0082), tensor(2.1089), tensor(2.0622), tensor(2.0060), tensor(2.0536), tensor(1.9942), tensor(2.0239), tensor(2.0220)]"
83,"[tensor(2.0027), tensor(2.0207), tensor(2.0685), tensor(2.0174), tensor(2.0088), tensor(2.0488), tensor(1.9879), tensor(2.0735), tensor(2.0674), tensor(2.0375)]"
84,"[tensor(2.0577), tensor(2.0909), tensor(2.0029), tensor(2.1109), tensor(2.0589), tensor(2.0022), tensor(2.0509), tensor(1.9855), tensor(2.0205), tensor(2.0195)]"
85,"[tensor(2.0007), tensor(2.0176), tensor(2.0648), tensor(2.0153), tensor(2.0043), tensor(2.0447), tensor(1.9862), tensor(2.0647), tensor(2.0650), tensor(2.0302)]"
86,"[tensor(2.0493), tensor(2.0875), tensor(1.9971), tensor(2.1094), tensor(2.0521), tensor(1.9965), tensor(2.0413), tensor(1.9858), tensor(2.0150), tensor(2.0116)]"
87,"[tensor(1.9937), tensor(2.0107), tensor(2.0540), tensor(2.0094), tensor(1.9972), tensor(2.0349), tensor(1.9788), tensor(2.0536), tensor(2.0562), tensor(2.0292)]"
88,"[tensor(2.0356), tensor(2.0767), tensor(1.9865), tensor(2.0956), tensor(2.0386), tensor(1.9855), tensor(2.0274), tensor(1.9827), tensor(2.0076), tensor(2.0055)]"
89,"[tensor(1.9858), tensor(2.0004), tensor(2.0410), tensor(2.0009), tensor(1.9868), tensor(2.0222), tensor(1.9683), tensor(2.0402), tensor(2.0400), tensor(2.0156)]"
90,"[tensor(2.0249), tensor(2.0628), tensor(1.9730), tensor(2.0799), tensor(2.0259), tensor(1.9773), tensor(2.0154), tensor(1.9729), tensor(1.9990), tensor(1.9954)]"
91,"[tensor(1.9764), tensor(1.9920), tensor(2.0273), tensor(1.9912), tensor(1.9779), tensor(2.0105), tensor(1.9583), tensor(2.0253), tensor(2.0287), tensor(2.0031)]"
92,"[tensor(2.0119), tensor(2.0505), tensor(1.9602), tensor(2.0690), tensor(2.0134), tensor(1.9659), tensor(2.0043), tensor(1.9627), tensor(1.9878), tensor(1.9813)]"
93,"[tensor(1.9616), tensor(1.9808), tensor(2.0157), tensor(1.9810), tensor(1.9665), tensor(1.9996), tensor(1.9468), tensor(2.0188), tensor(2.0167), tensor(1.9888)]"
94,"[tensor(2.0040), tensor(2.0414), tensor(1.9490), tensor(2.0628), tensor(2.0055), tensor(1.9521), tensor(1.9970), tensor(1.9445), tensor(1.9752), tensor(1.9708)]"
95,"[tensor(1.9491), tensor(1.9696), tensor(2.0070), tensor(1.9704), tensor(1.9541), tensor(1.9884), tensor(1.9342), tensor(2.0119), tensor(2.0072), tensor(1.9763)]"
96,"[tensor(1.9967), tensor(2.0361), tensor(1.9391), tensor(2.0608), tensor(1.9991), tensor(1.9408), tensor(1.9921), tensor(1.9324), tensor(1.9673), tensor(1.9628)]"
97,"[tensor(1.9415), tensor(1.9660), tensor(2.0019), tensor(1.9673), tensor(1.9459), tensor(1.9840), tensor(1.9253), tensor(2.0066), tensor(2.0054), tensor(1.9768)]"
98,"[tensor(1.9901), tensor(2.0322), tensor(1.9334), tensor(2.0587), tensor(1.9922), tensor(1.9329), tensor(1.9852), tensor(1.9286), tensor(1.9572), tensor(1.9562)]"
99,"[tensor(1.9342), tensor(1.9546), tensor(1.9931), tensor(1.9580), tensor(1.9396), tensor(1.9750), tensor(1.9181), tensor(2.0013), tensor(1.9973), tensor(1.9665)]"
