eigenvector_centrality,"[11, 24, 12, 22, 7]"
10,"[tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1')]"
11,"[tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0061, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1')]"
12,"[tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1')]"
13,"[tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0061, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1')]"
14,"[tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1')]"
15,"[tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0061, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1')]"
16,"[tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0061, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1')]"
17,"[tensor(0.0057, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0061, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1')]"
18,"[tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0061, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0061, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1')]"
19,"[tensor(0.0057, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1')]"
20,"[tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0061, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0061, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1')]"
21,"[tensor(0.0057, device='cuda:1'), tensor(0.0061, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1')]"
22,"[tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0061, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0061, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1')]"
23,"[tensor(0.0057, device='cuda:1'), tensor(0.0061, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0061, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1')]"
24,"[tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0061, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0061, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0061, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1')]"
25,"[tensor(0.0057, device='cuda:1'), tensor(0.0062, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0061, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1')]"
26,"[tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0061, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1')]"
27,"[tensor(0.0057, device='cuda:1'), tensor(0.0061, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0061, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0062, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1')]"
28,"[tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0061, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0062, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0061, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0060, device='cuda:1')]"
29,"[tensor(0.0057, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0061, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0066, device='cuda:1'), tensor(0.0062, device='cuda:1'), tensor(0.0059, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0060, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0057, device='cuda:1'), tensor(0.0058, device='cuda:1'), tensor(0.0065, device='cuda:1'), tensor(0.0061, device='cuda:1'), tensor(0.0060, device='cuda:1')]"
