eigenvector_centrality,"[0, 1, 2, 7, 12]"
10,"[tensor(0.0058), tensor(0.0059), tensor(0.0057), tensor(0.0058), tensor(0.0058), tensor(0.0062), tensor(0.0063), tensor(0.0058), tensor(0.0059), tensor(0.0057), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0063), tensor(0.0058), tensor(0.0060), tensor(0.0062), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0058)]"
11,"[tensor(0.0060), tensor(0.0058), tensor(0.0057), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0064), tensor(0.0061), tensor(0.0058), tensor(0.0060), tensor(0.0060), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0060), tensor(0.0058), tensor(0.0058)]"
12,"[tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0061), tensor(0.0063), tensor(0.0060), tensor(0.0059), tensor(0.0057), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0063), tensor(0.0058), tensor(0.0062), tensor(0.0064), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0058)]"
13,"[tensor(0.0061), tensor(0.0058), tensor(0.0057), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0065), tensor(0.0061), tensor(0.0059), tensor(0.0060), tensor(0.0060), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0058)]"
14,"[tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0061), tensor(0.0064), tensor(0.0061), tensor(0.0060), tensor(0.0057), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0064), tensor(0.0058), tensor(0.0063), tensor(0.0065), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058)]"
15,"[tensor(0.0061), tensor(0.0058), tensor(0.0057), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0065), tensor(0.0062), tensor(0.0059), tensor(0.0061), tensor(0.0060), tensor(0.0059), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0058)]"
16,"[tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0061), tensor(0.0064), tensor(0.0061), tensor(0.0060), tensor(0.0057), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0064), tensor(0.0058), tensor(0.0063), tensor(0.0065), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058)]"
17,"[tensor(0.0061), tensor(0.0058), tensor(0.0057), tensor(0.0058), tensor(0.0058), tensor(0.0060), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0065), tensor(0.0062), tensor(0.0060), tensor(0.0061), tensor(0.0060), tensor(0.0059), tensor(0.0059), tensor(0.0059), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0058)]"
18,"[tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0059), tensor(0.0059), tensor(0.0060), tensor(0.0064), tensor(0.0061), tensor(0.0060), tensor(0.0057), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0064), tensor(0.0058), tensor(0.0063), tensor(0.0065), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058)]"
19,"[tensor(0.0061), tensor(0.0058), tensor(0.0057), tensor(0.0058), tensor(0.0057), tensor(0.0060), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0065), tensor(0.0061), tensor(0.0060), tensor(0.0061), tensor(0.0060), tensor(0.0059), tensor(0.0059), tensor(0.0059), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0058)]"
20,"[tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0059), tensor(0.0060), tensor(0.0060), tensor(0.0064), tensor(0.0061), tensor(0.0060), tensor(0.0057), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0064), tensor(0.0058), tensor(0.0062), tensor(0.0065), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058)]"
21,"[tensor(0.0060), tensor(0.0058), tensor(0.0057), tensor(0.0058), tensor(0.0057), tensor(0.0060), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0065), tensor(0.0061), tensor(0.0060), tensor(0.0061), tensor(0.0060), tensor(0.0059), tensor(0.0059), tensor(0.0059), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0058)]"
22,"[tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0059), tensor(0.0060), tensor(0.0060), tensor(0.0064), tensor(0.0061), tensor(0.0060), tensor(0.0057), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0064), tensor(0.0058), tensor(0.0062), tensor(0.0065), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0060), tensor(0.0058)]"
23,"[tensor(0.0060), tensor(0.0058), tensor(0.0057), tensor(0.0058), tensor(0.0057), tensor(0.0060), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0065), tensor(0.0061), tensor(0.0061), tensor(0.0061), tensor(0.0060), tensor(0.0059), tensor(0.0059), tensor(0.0059), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0058)]"
24,"[tensor(0.0058), tensor(0.0059), tensor(0.0059), tensor(0.0060), tensor(0.0060), tensor(0.0060), tensor(0.0064), tensor(0.0062), tensor(0.0060), tensor(0.0057), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0065), tensor(0.0058), tensor(0.0062), tensor(0.0065), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0060), tensor(0.0058)]"
25,"[tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0057), tensor(0.0061), tensor(0.0061), tensor(0.0059), tensor(0.0058), tensor(0.0059), tensor(0.0065), tensor(0.0061), tensor(0.0058), tensor(0.0061), tensor(0.0060), tensor(0.0059), tensor(0.0059), tensor(0.0059), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0058)]"
26,"[tensor(0.0059), tensor(0.0061), tensor(0.0059), tensor(0.0060), tensor(0.0059), tensor(0.0061), tensor(0.0063), tensor(0.0059), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0065), tensor(0.0058), tensor(0.0061), tensor(0.0063), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058)]"
27,"[tensor(0.0061), tensor(0.0061), tensor(0.0062), tensor(0.0058), tensor(0.0057), tensor(0.0061), tensor(0.0061), tensor(0.0059), tensor(0.0058), tensor(0.0060), tensor(0.0065), tensor(0.0059), tensor(0.0060), tensor(0.0062), tensor(0.0061), tensor(0.0060), tensor(0.0059), tensor(0.0060), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0058)]"
28,"[tensor(0.0061), tensor(0.0061), tensor(0.0062), tensor(0.0061), tensor(0.0060), tensor(0.0062), tensor(0.0063), tensor(0.0060), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0065), tensor(0.0058), tensor(0.0062), tensor(0.0063), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0060), tensor(0.0058)]"
29,"[tensor(0.0061), tensor(0.0061), tensor(0.0062), tensor(0.0058), tensor(0.0058), tensor(0.0060), tensor(0.0062), tensor(0.0063), tensor(0.0059), tensor(0.0062), tensor(0.0067), tensor(0.0059), tensor(0.0061), tensor(0.0062), tensor(0.0062), tensor(0.0060), tensor(0.0059), tensor(0.0061), tensor(0.0058), tensor(0.0059), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058)]"
30,"[tensor(0.0061), tensor(0.0061), tensor(0.0062), tensor(0.0062), tensor(0.0061), tensor(0.0063), tensor(0.0064), tensor(0.0063), tensor(0.0062), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0065), tensor(0.0058), tensor(0.0062), tensor(0.0062), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0061), tensor(0.0058)]"
31,"[tensor(0.0061), tensor(0.0062), tensor(0.0062), tensor(0.0058), tensor(0.0058), tensor(0.0060), tensor(0.0063), tensor(0.0063), tensor(0.0059), tensor(0.0063), tensor(0.0067), tensor(0.0059), tensor(0.0061), tensor(0.0061), tensor(0.0064), tensor(0.0060), tensor(0.0059), tensor(0.0062), tensor(0.0058), tensor(0.0059), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058)]"
32,"[tensor(0.0061), tensor(0.0062), tensor(0.0062), tensor(0.0064), tensor(0.0062), tensor(0.0066), tensor(0.0064), tensor(0.0063), tensor(0.0062), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0066), tensor(0.0059), tensor(0.0062), tensor(0.0061), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0061), tensor(0.0058)]"
33,"[tensor(0.0061), tensor(0.0062), tensor(0.0062), tensor(0.0058), tensor(0.0058), tensor(0.0060), tensor(0.0064), tensor(0.0064), tensor(0.0059), tensor(0.0065), tensor(0.0068), tensor(0.0059), tensor(0.0061), tensor(0.0060), tensor(0.0065), tensor(0.0061), tensor(0.0060), tensor(0.0062), tensor(0.0058), tensor(0.0059), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058)]"
34,"[tensor(0.0061), tensor(0.0062), tensor(0.0062), tensor(0.0065), tensor(0.0062), tensor(0.0069), tensor(0.0064), tensor(0.0064), tensor(0.0063), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0066), tensor(0.0059), tensor(0.0061), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0061), tensor(0.0058)]"
35,"[tensor(0.0061), tensor(0.0062), tensor(0.0062), tensor(0.0058), tensor(0.0058), tensor(0.0060), tensor(0.0065), tensor(0.0064), tensor(0.0059), tensor(0.0066), tensor(0.0068), tensor(0.0059), tensor(0.0061), tensor(0.0060), tensor(0.0066), tensor(0.0063), tensor(0.0060), tensor(0.0062), tensor(0.0058), tensor(0.0059), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058)]"
36,"[tensor(0.0061), tensor(0.0062), tensor(0.0062), tensor(0.0067), tensor(0.0063), tensor(0.0071), tensor(0.0064), tensor(0.0064), tensor(0.0063), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0059), tensor(0.0059), tensor(0.0067), tensor(0.0059), tensor(0.0061), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0062), tensor(0.0058)]"
37,"[tensor(0.0062), tensor(0.0062), tensor(0.0062), tensor(0.0058), tensor(0.0058), tensor(0.0061), tensor(0.0066), tensor(0.0064), tensor(0.0059), tensor(0.0067), tensor(0.0068), tensor(0.0059), tensor(0.0061), tensor(0.0060), tensor(0.0067), tensor(0.0067), tensor(0.0060), tensor(0.0063), tensor(0.0058), tensor(0.0059), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058)]"
38,"[tensor(0.0062), tensor(0.0062), tensor(0.0062), tensor(0.0068), tensor(0.0063), tensor(0.0072), tensor(0.0064), tensor(0.0064), tensor(0.0063), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0059), tensor(0.0060), tensor(0.0067), tensor(0.0059), tensor(0.0061), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0062), tensor(0.0058)]"
39,"[tensor(0.0062), tensor(0.0062), tensor(0.0062), tensor(0.0058), tensor(0.0058), tensor(0.0061), tensor(0.0067), tensor(0.0064), tensor(0.0059), tensor(0.0067), tensor(0.0067), tensor(0.0059), tensor(0.0061), tensor(0.0060), tensor(0.0067), tensor(0.0068), tensor(0.0060), tensor(0.0063), tensor(0.0058), tensor(0.0059), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0059)]"
40,"[tensor(0.0062), tensor(0.0062), tensor(0.0062), tensor(0.0069), tensor(0.0063), tensor(0.0073), tensor(0.0064), tensor(0.0064), tensor(0.0064), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0059), tensor(0.0060), tensor(0.0067), tensor(0.0059), tensor(0.0060), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0062), tensor(0.0058)]"
41,"[tensor(0.0062), tensor(0.0062), tensor(0.0062), tensor(0.0059), tensor(0.0058), tensor(0.0061), tensor(0.0067), tensor(0.0064), tensor(0.0059), tensor(0.0068), tensor(0.0067), tensor(0.0060), tensor(0.0061), tensor(0.0060), tensor(0.0068), tensor(0.0069), tensor(0.0060), tensor(0.0063), tensor(0.0058), tensor(0.0059), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0059)]"
42,"[tensor(0.0062), tensor(0.0062), tensor(0.0062), tensor(0.0070), tensor(0.0063), tensor(0.0073), tensor(0.0064), tensor(0.0064), tensor(0.0064), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0059), tensor(0.0060), tensor(0.0067), tensor(0.0059), tensor(0.0060), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0062), tensor(0.0058)]"
43,"[tensor(0.0062), tensor(0.0062), tensor(0.0062), tensor(0.0059), tensor(0.0058), tensor(0.0061), tensor(0.0067), tensor(0.0064), tensor(0.0060), tensor(0.0069), tensor(0.0067), tensor(0.0060), tensor(0.0061), tensor(0.0060), tensor(0.0068), tensor(0.0069), tensor(0.0060), tensor(0.0063), tensor(0.0058), tensor(0.0059), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0059)]"
44,"[tensor(0.0062), tensor(0.0062), tensor(0.0062), tensor(0.0071), tensor(0.0064), tensor(0.0074), tensor(0.0063), tensor(0.0064), tensor(0.0064), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0059), tensor(0.0060), tensor(0.0067), tensor(0.0059), tensor(0.0060), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0060), tensor(0.0062), tensor(0.0058)]"
45,"[tensor(0.0062), tensor(0.0062), tensor(0.0063), tensor(0.0059), tensor(0.0058), tensor(0.0061), tensor(0.0068), tensor(0.0064), tensor(0.0060), tensor(0.0069), tensor(0.0066), tensor(0.0061), tensor(0.0061), tensor(0.0060), tensor(0.0068), tensor(0.0070), tensor(0.0060), tensor(0.0064), tensor(0.0058), tensor(0.0059), tensor(0.0060), tensor(0.0057), tensor(0.0058), tensor(0.0059), tensor(0.0059)]"
46,"[tensor(0.0062), tensor(0.0062), tensor(0.0063), tensor(0.0071), tensor(0.0064), tensor(0.0074), tensor(0.0063), tensor(0.0064), tensor(0.0064), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0059), tensor(0.0060), tensor(0.0067), tensor(0.0059), tensor(0.0060), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0061), tensor(0.0062), tensor(0.0058)]"
47,"[tensor(0.0062), tensor(0.0062), tensor(0.0063), tensor(0.0059), tensor(0.0058), tensor(0.0062), tensor(0.0068), tensor(0.0064), tensor(0.0060), tensor(0.0070), tensor(0.0066), tensor(0.0061), tensor(0.0061), tensor(0.0060), tensor(0.0069), tensor(0.0070), tensor(0.0060), tensor(0.0064), tensor(0.0058), tensor(0.0059), tensor(0.0060), tensor(0.0057), tensor(0.0058), tensor(0.0060), tensor(0.0059)]"
48,"[tensor(0.0062), tensor(0.0062), tensor(0.0063), tensor(0.0072), tensor(0.0064), tensor(0.0074), tensor(0.0063), tensor(0.0064), tensor(0.0064), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0059), tensor(0.0060), tensor(0.0067), tensor(0.0059), tensor(0.0061), tensor(0.0060), tensor(0.0058), tensor(0.0059), tensor(0.0061), tensor(0.0062), tensor(0.0059)]"
49,"[tensor(0.0062), tensor(0.0062), tensor(0.0063), tensor(0.0059), tensor(0.0058), tensor(0.0062), tensor(0.0068), tensor(0.0064), tensor(0.0060), tensor(0.0070), tensor(0.0065), tensor(0.0061), tensor(0.0061), tensor(0.0060), tensor(0.0069), tensor(0.0070), tensor(0.0060), tensor(0.0064), tensor(0.0058), tensor(0.0059), tensor(0.0061), tensor(0.0057), tensor(0.0058), tensor(0.0060), tensor(0.0059)]"
50,"[tensor(0.0062), tensor(0.0062), tensor(0.0063), tensor(0.0072), tensor(0.0064), tensor(0.0074), tensor(0.0062), tensor(0.0064), tensor(0.0064), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0059), tensor(0.0060), tensor(0.0067), tensor(0.0059), tensor(0.0061), tensor(0.0060), tensor(0.0058), tensor(0.0059), tensor(0.0061), tensor(0.0063), tensor(0.0059)]"
51,"[tensor(0.0062), tensor(0.0062), tensor(0.0063), tensor(0.0059), tensor(0.0058), tensor(0.0062), tensor(0.0067), tensor(0.0064), tensor(0.0060), tensor(0.0070), tensor(0.0065), tensor(0.0061), tensor(0.0061), tensor(0.0060), tensor(0.0069), tensor(0.0070), tensor(0.0060), tensor(0.0064), tensor(0.0058), tensor(0.0059), tensor(0.0061), tensor(0.0057), tensor(0.0058), tensor(0.0060), tensor(0.0059)]"
52,"[tensor(0.0062), tensor(0.0062), tensor(0.0063), tensor(0.0072), tensor(0.0064), tensor(0.0075), tensor(0.0062), tensor(0.0064), tensor(0.0064), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0059), tensor(0.0060), tensor(0.0067), tensor(0.0059), tensor(0.0061), tensor(0.0060), tensor(0.0058), tensor(0.0059), tensor(0.0062), tensor(0.0063), tensor(0.0059)]"
53,"[tensor(0.0062), tensor(0.0062), tensor(0.0063), tensor(0.0059), tensor(0.0058), tensor(0.0062), tensor(0.0067), tensor(0.0064), tensor(0.0060), tensor(0.0070), tensor(0.0065), tensor(0.0061), tensor(0.0061), tensor(0.0060), tensor(0.0069), tensor(0.0070), tensor(0.0059), tensor(0.0064), tensor(0.0058), tensor(0.0059), tensor(0.0061), tensor(0.0058), tensor(0.0058), tensor(0.0060), tensor(0.0059)]"
54,"[tensor(0.0062), tensor(0.0062), tensor(0.0063), tensor(0.0073), tensor(0.0064), tensor(0.0075), tensor(0.0062), tensor(0.0065), tensor(0.0064), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0059), tensor(0.0060), tensor(0.0067), tensor(0.0059), tensor(0.0061), tensor(0.0060), tensor(0.0058), tensor(0.0060), tensor(0.0062), tensor(0.0063), tensor(0.0059)]"
55,"[tensor(0.0062), tensor(0.0062), tensor(0.0063), tensor(0.0059), tensor(0.0058), tensor(0.0062), tensor(0.0067), tensor(0.0065), tensor(0.0060), tensor(0.0071), tensor(0.0064), tensor(0.0061), tensor(0.0061), tensor(0.0061), tensor(0.0069), tensor(0.0070), tensor(0.0059), tensor(0.0064), tensor(0.0058), tensor(0.0059), tensor(0.0062), tensor(0.0058), tensor(0.0058), tensor(0.0060), tensor(0.0059)]"
56,"[tensor(0.0062), tensor(0.0062), tensor(0.0063), tensor(0.0073), tensor(0.0064), tensor(0.0075), tensor(0.0062), tensor(0.0065), tensor(0.0064), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0059), tensor(0.0060), tensor(0.0066), tensor(0.0059), tensor(0.0061), tensor(0.0061), tensor(0.0058), tensor(0.0060), tensor(0.0062), tensor(0.0063), tensor(0.0059)]"
57,"[tensor(0.0062), tensor(0.0062), tensor(0.0063), tensor(0.0059), tensor(0.0058), tensor(0.0062), tensor(0.0067), tensor(0.0065), tensor(0.0060), tensor(0.0071), tensor(0.0064), tensor(0.0062), tensor(0.0061), tensor(0.0061), tensor(0.0069), tensor(0.0070), tensor(0.0059), tensor(0.0064), tensor(0.0058), tensor(0.0059), tensor(0.0062), tensor(0.0058), tensor(0.0058), tensor(0.0060), tensor(0.0059)]"
58,"[tensor(0.0062), tensor(0.0062), tensor(0.0063), tensor(0.0073), tensor(0.0064), tensor(0.0075), tensor(0.0062), tensor(0.0065), tensor(0.0064), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0059), tensor(0.0060), tensor(0.0066), tensor(0.0059), tensor(0.0061), tensor(0.0061), tensor(0.0058), tensor(0.0060), tensor(0.0062), tensor(0.0063), tensor(0.0059)]"
59,"[tensor(0.0062), tensor(0.0062), tensor(0.0063), tensor(0.0059), tensor(0.0058), tensor(0.0062), tensor(0.0067), tensor(0.0065), tensor(0.0060), tensor(0.0071), tensor(0.0064), tensor(0.0062), tensor(0.0061), tensor(0.0061), tensor(0.0069), tensor(0.0070), tensor(0.0059), tensor(0.0064), tensor(0.0058), tensor(0.0059), tensor(0.0062), tensor(0.0058), tensor(0.0058), tensor(0.0060), tensor(0.0060)]"
