eigenvector_centrality,"[0, 2, 7, 13, 10]"
10,"[tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0059), tensor(0.0057), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0064), tensor(0.0058), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0058)]"
11,"[tensor(0.0058), tensor(0.0058), tensor(0.0065), tensor(0.0057), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0057), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0059), tensor(0.0058)]"
12,"[tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0059), tensor(0.0057), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0059), tensor(0.0059), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0064), tensor(0.0058), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058)]"
13,"[tensor(0.0059), tensor(0.0058), tensor(0.0065), tensor(0.0057), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0057), tensor(0.0059), tensor(0.0058), tensor(0.0059), tensor(0.0061), tensor(0.0058), tensor(0.0059), tensor(0.0059), tensor(0.0060), tensor(0.0059)]"
14,"[tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0060), tensor(0.0057), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0058), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0064), tensor(0.0058), tensor(0.0060), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058)]"
15,"[tensor(0.0059), tensor(0.0058), tensor(0.0064), tensor(0.0057), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0060), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0057), tensor(0.0060), tensor(0.0058), tensor(0.0060), tensor(0.0061), tensor(0.0058), tensor(0.0060), tensor(0.0059), tensor(0.0060), tensor(0.0059)]"
16,"[tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0060), tensor(0.0057), tensor(0.0058), tensor(0.0060), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0058), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0063), tensor(0.0058), tensor(0.0060), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058)]"
17,"[tensor(0.0059), tensor(0.0058), tensor(0.0063), tensor(0.0057), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0057), tensor(0.0060), tensor(0.0058), tensor(0.0060), tensor(0.0061), tensor(0.0058), tensor(0.0060), tensor(0.0059), tensor(0.0060), tensor(0.0060)]"
18,"[tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0060), tensor(0.0057), tensor(0.0058), tensor(0.0060), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0058), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0062), tensor(0.0058), tensor(0.0060), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058)]"
19,"[tensor(0.0059), tensor(0.0058), tensor(0.0063), tensor(0.0057), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0057), tensor(0.0060), tensor(0.0058), tensor(0.0060), tensor(0.0062), tensor(0.0058), tensor(0.0060), tensor(0.0059), tensor(0.0060), tensor(0.0060)]"
20,"[tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0060), tensor(0.0057), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0058), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0062), tensor(0.0058), tensor(0.0059), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058)]"
21,"[tensor(0.0059), tensor(0.0058), tensor(0.0062), tensor(0.0057), tensor(0.0060), tensor(0.0058), tensor(0.0059), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0057), tensor(0.0059), tensor(0.0058), tensor(0.0060), tensor(0.0062), tensor(0.0058), tensor(0.0060), tensor(0.0059), tensor(0.0060), tensor(0.0060)]"
22,"[tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0061), tensor(0.0057), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0058), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0062), tensor(0.0058), tensor(0.0059), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058)]"
23,"[tensor(0.0060), tensor(0.0058), tensor(0.0062), tensor(0.0057), tensor(0.0060), tensor(0.0058), tensor(0.0059), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0057), tensor(0.0059), tensor(0.0058), tensor(0.0060), tensor(0.0062), tensor(0.0058), tensor(0.0060), tensor(0.0059), tensor(0.0060), tensor(0.0060)]"
24,"[tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0061), tensor(0.0057), tensor(0.0058), tensor(0.0062), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0059), tensor(0.0059), tensor(0.0061), tensor(0.0058), tensor(0.0059), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058)]"
25,"[tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0057), tensor(0.0060), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0058), tensor(0.0060), tensor(0.0059), tensor(0.0058), tensor(0.0059), tensor(0.0059), tensor(0.0057), tensor(0.0059), tensor(0.0058), tensor(0.0060), tensor(0.0062), tensor(0.0058), tensor(0.0060), tensor(0.0059), tensor(0.0060), tensor(0.0061)]"
26,"[tensor(0.0060), tensor(0.0058), tensor(0.0061), tensor(0.0058), tensor(0.0058), tensor(0.0060), tensor(0.0057), tensor(0.0060), tensor(0.0061), tensor(0.0058), tensor(0.0060), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0058), tensor(0.0058), tensor(0.0059), tensor(0.0059), tensor(0.0059), tensor(0.0059), tensor(0.0060), tensor(0.0059), tensor(0.0058), tensor(0.0059), tensor(0.0058)]"
27,"[tensor(0.0061), tensor(0.0059), tensor(0.0066), tensor(0.0057), tensor(0.0059), tensor(0.0058), tensor(0.0059), tensor(0.0064), tensor(0.0058), tensor(0.0058), tensor(0.0063), tensor(0.0061), tensor(0.0059), tensor(0.0062), tensor(0.0059), tensor(0.0057), tensor(0.0060), tensor(0.0061), tensor(0.0060), tensor(0.0061), tensor(0.0058), tensor(0.0060), tensor(0.0059), tensor(0.0061), tensor(0.0061)]"
28,"[tensor(0.0061), tensor(0.0058), tensor(0.0066), tensor(0.0058), tensor(0.0058), tensor(0.0063), tensor(0.0058), tensor(0.0067), tensor(0.0062), tensor(0.0059), tensor(0.0071), tensor(0.0058), tensor(0.0058), tensor(0.0067), tensor(0.0059), tensor(0.0059), tensor(0.0060), tensor(0.0063), tensor(0.0059), tensor(0.0059), tensor(0.0060), tensor(0.0059), tensor(0.0058), tensor(0.0059), tensor(0.0058)]"
29,"[tensor(0.0061), tensor(0.0060), tensor(0.0066), tensor(0.0058), tensor(0.0060), tensor(0.0058), tensor(0.0060), tensor(0.0084), tensor(0.0059), tensor(0.0058), tensor(0.0085), tensor(0.0065), tensor(0.0060), tensor(0.0081), tensor(0.0060), tensor(0.0058), tensor(0.0059), tensor(0.0064), tensor(0.0059), tensor(0.0062), tensor(0.0058), tensor(0.0060), tensor(0.0061), tensor(0.0061), tensor(0.0062)]"
30,"[tensor(0.0061), tensor(0.0059), tensor(0.0067), tensor(0.0059), tensor(0.0058), tensor(0.0067), tensor(0.0058), tensor(0.0124), tensor(0.0065), tensor(0.0059), tensor(0.0120), tensor(0.0059), tensor(0.0058), tensor(0.0109), tensor(0.0060), tensor(0.0060), tensor(0.0064), tensor(0.0065), tensor(0.0059), tensor(0.0059), tensor(0.0061), tensor(0.0059), tensor(0.0059), tensor(0.0059), tensor(0.0058)]"
31,"[tensor(0.0061), tensor(0.0061), tensor(0.0067), tensor(0.0059), tensor(0.0061), tensor(0.0058), tensor(0.0061), tensor(0.0185), tensor(0.0059), tensor(0.0058), tensor(0.0179), tensor(0.0071), tensor(0.0064), tensor(0.0162), tensor(0.0062), tensor(0.0058), tensor(0.0061), tensor(0.0066), tensor(0.0058), tensor(0.0063), tensor(0.0058), tensor(0.0061), tensor(0.0074), tensor(0.0060), tensor(0.0065)]"
32,"[tensor(0.0061), tensor(0.0060), tensor(0.0068), tensor(0.0060), tensor(0.0059), tensor(0.0073), tensor(0.0058), tensor(0.0222), tensor(0.0077), tensor(0.0060), tensor(0.0261), tensor(0.0059), tensor(0.0059), tensor(0.0235), tensor(0.0062), tensor(0.0062), tensor(0.0092), tensor(0.0067), tensor(0.0061), tensor(0.0060), tensor(0.0062), tensor(0.0060), tensor(0.0064), tensor(0.0058), tensor(0.0058)]"
33,"[tensor(0.0061), tensor(0.0062), tensor(0.0068), tensor(0.0061), tensor(0.0065), tensor(0.0059), tensor(0.0063), tensor(0.0230), tensor(0.0061), tensor(0.0058), tensor(0.0324), tensor(0.0078), tensor(0.0078), tensor(0.0284), tensor(0.0063), tensor(0.0059), tensor(0.0067), tensor(0.0069), tensor(0.0059), tensor(0.0069), tensor(0.0058), tensor(0.0063), tensor(0.0136), tensor(0.0060), tensor(0.0074)]"
34,"[tensor(0.0061), tensor(0.0062), tensor(0.0073), tensor(0.0061), tensor(0.0059), tensor(0.0081), tensor(0.0059), tensor(0.0237), tensor(0.0101), tensor(0.0061), tensor(0.0348), tensor(0.0060), tensor(0.0060), tensor(0.0303), tensor(0.0063), tensor(0.0063), tensor(0.0141), tensor(0.0068), tensor(0.0065), tensor(0.0061), tensor(0.0065), tensor(0.0062), tensor(0.0090), tensor(0.0058), tensor(0.0059)]"
35,"[tensor(0.0061), tensor(0.0064), tensor(0.0101), tensor(0.0062), tensor(0.0079), tensor(0.0059), tensor(0.0065), tensor(0.0243), tensor(0.0064), tensor(0.0058), tensor(0.0355), tensor(0.0086), tensor(0.0089), tensor(0.0312), tensor(0.0064), tensor(0.0059), tensor(0.0077), tensor(0.0074), tensor(0.0062), tensor(0.0083), tensor(0.0058), tensor(0.0066), tensor(0.0223), tensor(0.0060), tensor(0.0086)]"
36,"[tensor(0.0061), tensor(0.0063), tensor(0.0153), tensor(0.0061), tensor(0.0061), tensor(0.0101), tensor(0.0060), tensor(0.0247), tensor(0.0134), tensor(0.0063), tensor(0.0367), tensor(0.0063), tensor(0.0062), tensor(0.0320), tensor(0.0065), tensor(0.0065), tensor(0.0178), tensor(0.0076), tensor(0.0068), tensor(0.0063), tensor(0.0068), tensor(0.0065), tensor(0.0120), tensor(0.0059), tensor(0.0060)]"
37,"[tensor(0.0061), tensor(0.0064), tensor(0.0219), tensor(0.0065), tensor(0.0103), tensor(0.0063), tensor(0.0066), tensor(0.0248), tensor(0.0069), tensor(0.0058), tensor(0.0370), tensor(0.0129), tensor(0.0098), tensor(0.0325), tensor(0.0064), tensor(0.0060), tensor(0.0085), tensor(0.0094), tensor(0.0064), tensor(0.0108), tensor(0.0059), tensor(0.0069), tensor(0.0277), tensor(0.0060), tensor(0.0100)]"
38,"[tensor(0.0061), tensor(0.0063), tensor(0.0248), tensor(0.0060), tensor(0.0065), tensor(0.0154), tensor(0.0060), tensor(0.0254), tensor(0.0166), tensor(0.0064), tensor(0.0373), tensor(0.0081), tensor(0.0063), tensor(0.0329), tensor(0.0066), tensor(0.0066), tensor(0.0202), tensor(0.0106), tensor(0.0070), tensor(0.0068), tensor(0.0072), tensor(0.0069), tensor(0.0139), tensor(0.0059), tensor(0.0061)]"
39,"[tensor(0.0061), tensor(0.0064), tensor(0.0260), tensor(0.0066), tensor(0.0120), tensor(0.0076), tensor(0.0067), tensor(0.0255), tensor(0.0077), tensor(0.0058), tensor(0.0375), tensor(0.0199), tensor(0.0105), tensor(0.0332), tensor(0.0063), tensor(0.0060), tensor(0.0090), tensor(0.0121), tensor(0.0067), tensor(0.0127), tensor(0.0059), tensor(0.0072), tensor(0.0306), tensor(0.0059), tensor(0.0116)]"
40,"[tensor(0.0061), tensor(0.0064), tensor(0.0265), tensor(0.0060), tensor(0.0070), tensor(0.0203), tensor(0.0060), tensor(0.0257), tensor(0.0175), tensor(0.0065), tensor(0.0375), tensor(0.0109), tensor(0.0064), tensor(0.0336), tensor(0.0067), tensor(0.0067), tensor(0.0216), tensor(0.0129), tensor(0.0071), tensor(0.0075), tensor(0.0076), tensor(0.0073), tensor(0.0148), tensor(0.0059), tensor(0.0063)]"
41,"[tensor(0.0061), tensor(0.0064), tensor(0.0270), tensor(0.0067), tensor(0.0130), tensor(0.0089), tensor(0.0068), tensor(0.0257), tensor(0.0083), tensor(0.0058), tensor(0.0377), tensor(0.0254), tensor(0.0108), tensor(0.0338), tensor(0.0062), tensor(0.0060), tensor(0.0093), tensor(0.0138), tensor(0.0069), tensor(0.0136), tensor(0.0060), tensor(0.0075), tensor(0.0320), tensor(0.0060), tensor(0.0131)]"
42,"[tensor(0.0061), tensor(0.0064), tensor(0.0274), tensor(0.0059), tensor(0.0074), tensor(0.0237), tensor(0.0060), tensor(0.0258), tensor(0.0186), tensor(0.0065), tensor(0.0379), tensor(0.0128), tensor(0.0065), tensor(0.0338), tensor(0.0068), tensor(0.0068), tensor(0.0222), tensor(0.0147), tensor(0.0072), tensor(0.0079), tensor(0.0079), tensor(0.0078), tensor(0.0152), tensor(0.0059), tensor(0.0065)]"
43,"[tensor(0.0061), tensor(0.0064), tensor(0.0275), tensor(0.0068), tensor(0.0144), tensor(0.0098), tensor(0.0069), tensor(0.0258), tensor(0.0088), tensor(0.0058), tensor(0.0382), tensor(0.0290), tensor(0.0111), tensor(0.0339), tensor(0.0062), tensor(0.0060), tensor(0.0095), tensor(0.0159), tensor(0.0071), tensor(0.0153), tensor(0.0060), tensor(0.0078), tensor(0.0328), tensor(0.0060), tensor(0.0142)]"
44,"[tensor(0.0061), tensor(0.0064), tensor(0.0280), tensor(0.0059), tensor(0.0078), tensor(0.0259), tensor(0.0060), tensor(0.0259), tensor(0.0209), tensor(0.0066), tensor(0.0382), tensor(0.0140), tensor(0.0066), tensor(0.0341), tensor(0.0069), tensor(0.0068), tensor(0.0226), tensor(0.0171), tensor(0.0074), tensor(0.0084), tensor(0.0081), tensor(0.0083), tensor(0.0154), tensor(0.0059), tensor(0.0066)]"
45,"[tensor(0.0061), tensor(0.0063), tensor(0.0281), tensor(0.0069), tensor(0.0163), tensor(0.0104), tensor(0.0071), tensor(0.0259), tensor(0.0093), tensor(0.0059), tensor(0.0383), tensor(0.0311), tensor(0.0113), tensor(0.0341), tensor(0.0061), tensor(0.0060), tensor(0.0096), tensor(0.0196), tensor(0.0074), tensor(0.0175), tensor(0.0060), tensor(0.0081), tensor(0.0332), tensor(0.0060), tensor(0.0151)]"
46,"[tensor(0.0061), tensor(0.0064), tensor(0.0283), tensor(0.0059), tensor(0.0083), tensor(0.0273), tensor(0.0060), tensor(0.0261), tensor(0.0231), tensor(0.0066), tensor(0.0384), tensor(0.0148), tensor(0.0067), tensor(0.0342), tensor(0.0071), tensor(0.0069), tensor(0.0229), tensor(0.0202), tensor(0.0075), tensor(0.0091), tensor(0.0084), tensor(0.0089), tensor(0.0156), tensor(0.0060), tensor(0.0068)]"
47,"[tensor(0.0061), tensor(0.0062), tensor(0.0284), tensor(0.0070), tensor(0.0181), tensor(0.0108), tensor(0.0073), tensor(0.0261), tensor(0.0100), tensor(0.0059), tensor(0.0385), tensor(0.0323), tensor(0.0116), tensor(0.0342), tensor(0.0061), tensor(0.0060), tensor(0.0097), tensor(0.0214), tensor(0.0077), tensor(0.0196), tensor(0.0061), tensor(0.0084), tensor(0.0335), tensor(0.0060), tensor(0.0159)]"
48,"[tensor(0.0061), tensor(0.0065), tensor(0.0285), tensor(0.0059), tensor(0.0089), tensor(0.0283), tensor(0.0059), tensor(0.0262), tensor(0.0250), tensor(0.0067), tensor(0.0387), tensor(0.0153), tensor(0.0067), tensor(0.0344), tensor(0.0071), tensor(0.0069), tensor(0.0231), tensor(0.0218), tensor(0.0077), tensor(0.0098), tensor(0.0087), tensor(0.0095), tensor(0.0157), tensor(0.0060), tensor(0.0069)]"
49,"[tensor(0.0061), tensor(0.0061), tensor(0.0286), tensor(0.0071), tensor(0.0199), tensor(0.0111), tensor(0.0074), tensor(0.0262), tensor(0.0107), tensor(0.0059), tensor(0.0388), tensor(0.0330), tensor(0.0118), tensor(0.0344), tensor(0.0060), tensor(0.0059), tensor(0.0098), tensor(0.0227), tensor(0.0080), tensor(0.0216), tensor(0.0062), tensor(0.0087), tensor(0.0338), tensor(0.0060), tensor(0.0166)]"
50,"[tensor(0.0061), tensor(0.0067), tensor(0.0286), tensor(0.0058), tensor(0.0096), tensor(0.0289), tensor(0.0059), tensor(0.0263), tensor(0.0269), tensor(0.0069), tensor(0.0389), tensor(0.0156), tensor(0.0068), tensor(0.0344), tensor(0.0071), tensor(0.0069), tensor(0.0233), tensor(0.0230), tensor(0.0079), tensor(0.0106), tensor(0.0091), tensor(0.0107), tensor(0.0158), tensor(0.0060), tensor(0.0070)]"
51,"[tensor(0.0061), tensor(0.0060), tensor(0.0289), tensor(0.0072), tensor(0.0217), tensor(0.0114), tensor(0.0077), tensor(0.0263), tensor(0.0113), tensor(0.0059), tensor(0.0390), tensor(0.0336), tensor(0.0120), tensor(0.0345), tensor(0.0060), tensor(0.0059), tensor(0.0099), tensor(0.0251), tensor(0.0086), tensor(0.0236), tensor(0.0063), tensor(0.0090), tensor(0.0340), tensor(0.0061), tensor(0.0174)]"
52,"[tensor(0.0061), tensor(0.0068), tensor(0.0289), tensor(0.0058), tensor(0.0103), tensor(0.0296), tensor(0.0059), tensor(0.0264), tensor(0.0286), tensor(0.0070), tensor(0.0390), tensor(0.0158), tensor(0.0068), tensor(0.0345), tensor(0.0071), tensor(0.0069), tensor(0.0234), tensor(0.0241), tensor(0.0080), tensor(0.0113), tensor(0.0093), tensor(0.0142), tensor(0.0159), tensor(0.0061), tensor(0.0071)]"
53,"[tensor(0.0061), tensor(0.0059), tensor(0.0289), tensor(0.0073), tensor(0.0236), tensor(0.0116), tensor(0.0078), tensor(0.0265), tensor(0.0120), tensor(0.0059), tensor(0.0390), tensor(0.0341), tensor(0.0121), tensor(0.0349), tensor(0.0060), tensor(0.0059), tensor(0.0099), tensor(0.0302), tensor(0.0098), tensor(0.0254), tensor(0.0064), tensor(0.0092), tensor(0.0342), tensor(0.0061), tensor(0.0187)]"
54,"[tensor(0.0061), tensor(0.0068), tensor(0.0291), tensor(0.0058), tensor(0.0110), tensor(0.0303), tensor(0.0059), tensor(0.0269), tensor(0.0303), tensor(0.0072), tensor(0.0391), tensor(0.0160), tensor(0.0069), tensor(0.0349), tensor(0.0071), tensor(0.0069), tensor(0.0236), tensor(0.0225), tensor(0.0081), tensor(0.0121), tensor(0.0096), tensor(0.0181), tensor(0.0160), tensor(0.0063), tensor(0.0073)]"
55,"[tensor(0.0061), tensor(0.0059), tensor(0.0291), tensor(0.0073), tensor(0.0254), tensor(0.0118), tensor(0.0078), tensor(0.0271), tensor(0.0127), tensor(0.0059), tensor(0.0391), tensor(0.0345), tensor(0.0123), tensor(0.0352), tensor(0.0060), tensor(0.0059), tensor(0.0100), tensor(0.0348), tensor(0.0149), tensor(0.0273), tensor(0.0066), tensor(0.0095), tensor(0.0344), tensor(0.0061), tensor(0.0201)]"
56,"[tensor(0.0061), tensor(0.0068), tensor(0.0291), tensor(0.0058), tensor(0.0118), tensor(0.0311), tensor(0.0058), tensor(0.0271), tensor(0.0319), tensor(0.0074), tensor(0.0392), tensor(0.0163), tensor(0.0070), tensor(0.0352), tensor(0.0071), tensor(0.0069), tensor(0.0238), tensor(0.0230), tensor(0.0086), tensor(0.0129), tensor(0.0098), tensor(0.0208), tensor(0.0161), tensor(0.0075), tensor(0.0075)]"
57,"[tensor(0.0061), tensor(0.0059), tensor(0.0293), tensor(0.0073), tensor(0.0271), tensor(0.0121), tensor(0.0079), tensor(0.0273), tensor(0.0134), tensor(0.0059), tensor(0.0392), tensor(0.0350), tensor(0.0126), tensor(0.0353), tensor(0.0059), tensor(0.0059), tensor(0.0101), tensor(0.0358), tensor(0.0206), tensor(0.0290), tensor(0.0068), tensor(0.0099), tensor(0.0345), tensor(0.0064), tensor(0.0212)]"
58,"[tensor(0.0061), tensor(0.0068), tensor(0.0294), tensor(0.0058), tensor(0.0126), tensor(0.0317), tensor(0.0058), tensor(0.0273), tensor(0.0333), tensor(0.0075), tensor(0.0392), tensor(0.0165), tensor(0.0071), tensor(0.0354), tensor(0.0071), tensor(0.0069), tensor(0.0240), tensor(0.0232), tensor(0.0096), tensor(0.0137), tensor(0.0101), tensor(0.0229), tensor(0.0162), tensor(0.0130), tensor(0.0076)]"
59,"[tensor(0.0061), tensor(0.0059), tensor(0.0294), tensor(0.0073), tensor(0.0286), tensor(0.0123), tensor(0.0079), tensor(0.0274), tensor(0.0140), tensor(0.0060), tensor(0.0395), tensor(0.0354), tensor(0.0128), tensor(0.0355), tensor(0.0059), tensor(0.0059), tensor(0.0102), tensor(0.0362), tensor(0.0247), tensor(0.0307), tensor(0.0070), tensor(0.0104), tensor(0.0347), tensor(0.0078), tensor(0.0220)]"
